N,lx,ly,replica,k,g,lam,cap,phi,surplus,e_mean,e_var,c_per_point,m2,m4,binder,levels_seen,sweeps,tau_int,acceptance,swap_rate,round_trips,pieces,largest_frac,baby_frac,cube_frac
100,10,10,0,0,8.0,1.0,none,0.521741888888889,0.027069277777777775,7.760406888888889,4147.354522192098,0.6480241440925153,606386.5053333333,377756348311.58185,0.6575545019658728,136,180000,1.6890933864852213,0.18649745454545247,0.41768181818181815,176,1.0,1.0,0.0,0.0
100,10,10,0,1,7.0,1.0,none,0.5697121666666667,0.036570222222222226,7.030886222222222,3937.2931238795054,0.8035292089550011,498270.9038222222,256133590110.21368,0.6561142126805125,134,180000,2.3030460813957276,0.13762797727272735,0.42095454545454547,176,1.0,1.0,0.0,0.0
100,10,10,0,2,6.2,1.0,none,0.6167813333333334,0.04801977777777778,6.3235777777777775,3681.8104839506177,0.9578070978019295,403558.1696,168812355674.07788,0.654481991069136,126,180000,3.3279929815215645,0.09926204545454714,0.3894090909090909,176,1.0,1.0,0.0,0.0
100,10,10,0,3,5.5,1.0,none,0.6649719444444444,0.06233466666666667,5.609787555555556,3340.414659784691,1.1042693090197326,318037.5788444444,105408256898.54578,0.6526266477909455,122,180000,4.720859236144606,0.06841565909090984,0.3688181818181818,176,1.0,1.0,0.0,0.0
100,10,10,0,4,4.9,1.0,none,0.7139223888888888,0.08010533333333333,4.897663111111111,2993.8869006143204,1.246933319706089,242864.9264,61900229282.397865,0.6501826040983384,114,180000,6.978778115671873,0.04518065909090864,0.39445454545454545,176,1.0,1.0,0.0,0.0
100,10,10,0,5,4.4,1.0,none,0.7594789444444444,0.09971500000000001,4.2471968888888885,2709.961159014321,1.399773325937149,183096.7752888889,35513352916.28942,0.6468908012531236,108,180000,9.73074328851081,0.029707477272725647,0.42913636363636365,176,1.0,1.0,0.0,0.0
100,10,10,0,6,4.0,1.0,none,0.7993000555555555,0.11930916666666666,3.688435777777778,2378.950865421729,1.4868442908885806,138424.53573333332,20484613377.745068,0.6436470440023493,99,180000,12.076436343629705,0.01981904545454438,0.42813636363636365,176,1.0,1.0,0.0,0.0
100,10,10,0,7,3.65,1.0,none,0.8373297777777777,0.13961277777777778,3.1611746666666662,2077.735890471112,1.5595690677208571,102007.98862222223,11259147655.63449,0.6393251238677591,95,180000,18.072181982378762,0.01305890909090753,0.4461818181818182,176,1.0000777777777778,0.9999858888888888,0.0,0.0
100,10,10,0,8,3.35,1.0,none,0.8716328888888889,0.15849433333333335,2.687851111111111,1848.6972005432099,1.6473131659997415,74094.13315555555,6041496125.846756,0.6331778063936833,94,180000,22.27028694017935,0.008799249999998633,0.462,176,1.000461111111111,0.999902111111111,0.0,0.0
100,10,10,0,9,3.1,1.0,none,0.9032411666666667,0.1761816111111111,2.252867777777778,1699.9206473950624,1.7689080618054758,52454.05288888889,3109398741.5651555,0.6232987475656919,84,180000,37.33393282290273,0.005997681818180694,0.5283636363636364,176,1.0037444444444446,0.9992236666666666,0.0,0.0
100,10,10,0,10,2.9,1.0,none,0.928864888888889,0.18975983333333332,1.8972011111111113,1531.6228177654325,1.8211924111360671,37525.343377777775,1637165854.6588445,0.6124550575667187,76,180000,57.31574413890762,0.00432990909090851,0.4883636363636364,176,1.0148833333333334,0.9970041111111111,2.4555555555555553e-05,9.777777777777777e-06
100,10,10,0,11,2.7,1.0,none,0.9554656111111112,0.201357,1.517978222222222,1380.5596574795063,1.893771820959542,24423.13848888889,729435309.2664889,0.5923733374133702,73,180000,81.94234657896821,0.003035818181818294,0.44831818181818184,176,1.046888888888889,0.9895958888888888,5.633333333333333e-05,1.511111111111111e-05
100,10,10,0,12,2.5,1.0,none,0.9824626111111111,0.21491783333333334,1.1402695555555555,1265.0527845091358,2.0240844552146173,14267.199377777777,275705556.77724445,0.5485113844878929,64,180000,167.58605909295676,0.0021245227272728346,0.5447272727272727,176,1.1464555555555556,0.9659665555555556,0.00017777777777777779,4.711111111111111e-05
100,10,10,0,13,2.35,1.0,none,1.0005934444444444,0.21405655555555556,0.8467311111111111,945.617321432099,1.7122993597683998,8115.153066666667,98581146.12906666,0.5010245520914489,56,180000,369.3360942800624,0.0014608636363636167,,176,1.2781833333333332,0.9353244444444445,0.000223,4.7999999999999994e-05
100,10,10,1,0,8.0,1.0,none,0.5217943888888888,0.02712861111111111,7.759804222222223,4198.121661155062,0.6559565095554784,606343.7373333334,377843461490.3765,0.6574272105927155,130,180000,1.6776422001496396,0.1864456818181824,0.41445454545454546,157,1.0,1.0,0.0,0.0
100,10,10,1,1,7.0,1.0,none,0.5699486111111112,0.036569055555555556,7.027098444444444,3934.351231975802,0.8029288228522045,497735.4767111111,255577119697.68817,0.6561226880458154,131,180000,2.3082868030344437,0.13762388636363768,0.41559090909090907,157,1.0,1.0,0.0,0.0
100,10,10,1,2,6.2,1.0,none,0.6168496111111111,0.04794194444444445,6.322174,3672.0440261288886,0.9552663959752571,403370.88488888886,168645935023.4894,0.6545020083738047,128,180000,3.2226531431226606,0.09914406818181963,0.39045454545454544,157,1.0,1.0,0.0,0.0
100,10,10,1,3,5.5,1.0,none,0.6652410555555555,0.06250516666666667,5.606163777777778,3304.312789546174,1.092334806461545,317595.03582222224,105088049060.67769,0.6527160890454997,121,180000,4.5372322357210475,0.06818393181818203,0.37722727272727274,157,1.0,1.0,0.0,0.0
100,10,10,1,4,4.9,1.0,none,0.7134438333333334,0.08019805555555555,4.905690888888889,2968.5317822809875,1.2363730871640928,243626.56275555555,62258109205.58222,0.65035655043327,113,180000,6.55909103145574,0.04539059090909053,0.385,157,1.0,1.0,0.0,0.0
100,10,10,1,5,4.4,1.0,none,0.7591386666666666,0.09970422222222222,4.252598222222222,2626.726270190617,1.3567800982389548,183472.64266666668,35598735874.14187,0.6474906110628039,110,180000,9.630080708314058,0.02961529545454403,0.43072727272727274,157,1.0,1.0,0.0,0.0
100,10,10,1,6,4.0,1.0,none,0.7985963333333334,0.1186308888888889,3.696982222222222,2317.742885728395,1.4485893035802468,138994.5184,20618072639.573334,0.6442610126595865,98,180000,13.38868012551267,0.019819363636362622,0.4264090909090909,157,1.0000166666666668,0.9999973333333334,0.0,0.0
100,10,10,1,7,3.65,1.0,none,0.8367109444444445,0.13882166666666668,3.167911555555556,2080.012472886913,1.5612778929532094,102436.6487111111,11350915570.161777,0.639422257749769,98,180000,17.788745927240523,0.013147431818180174,0.44722727272727275,157,1.0002111111111112,0.9999604444444445,0.0,0.0
100,10,10,1,8,3.35,1.0,none,0.8713195,0.15917811111111113,2.695600444444444,1844.9289279980242,1.6439553824887718,74507.54648888888,6104489274.552889,0.6334547841936171,93,180000,24.705707548451823,0.008816818181816824,0.4715,157,1.0011333333333334,0.9997830000000001,0.0,0.0
100,10,10,1,9,3.1,1.0,none,0.9034068333333333,0.17808927777777778,2.2578477777777777,1694.492346061728,1.7632594652047116,52673.25822222222,3130280852.4899554,0.6239187487625761,87,180000,33.91596627088909,0.006046840909089751,0.5319545454545455,157,1.0050666666666668,0.9990342222222222,0.0,0.0
100,10,10,1,10,2.9,1.0,none,0.9289362777777778,0.19142894444444444,1.9027353333333334,1615.1769128488888,1.92054329708548,37819.1944,1669232968.5973334,0.6109806965063855,87,180000,52.78149320853939,0.0043517045454539586,0.4697727272727273,157,1.015011111111111,0.9969125555555556,1.511111111111111e-05,1.511111111111111e-05
100,10,10,1,11,2.7,1.0,none,0.9562150555555555,0.20123333333333335,1.5054924444444444,1647.23646387358,2.2595836267127294,24312.311466666666,744250490.6922667,0.5802938112038755,76,180000,109.7810969470518,0.002963000000000138,0.4014090909090909,157,1.060338888888889,0.9870421111111111,2.277777777777778e-05,1.4222222222222224e-05
100,10,10,1,12,2.5,1.0,none,0.9885785,0.21203383333333334,1.0308793333333335,1390.3067121733334,2.2244907394773334,12017.428711111112,213733640.02844444,0.5066802322214066,64,180000,183.58429241711528,0.0018784090909092087,0.5949545454545454,157,1.2069888888888889,0.9531635555555557,8.144444444444444e-05,4.1777777777777774e-05
100,10,10,1,13,2.35,1.0,none,1.0072721111111111,0.22901455555555553,0.7997044444444444,865.4426820246915,1.5671211987771685,7260.714666666667,79780690.0224,0.49555038685700836,53,180000,622.1876719684803,0.001391999999999931,,157,1.3850666666666667,0.9133563333333333,0.000165,6.311111111111112e-05
