N,replica,protocol,leg,k,g,lam,phi,chi,tau_int,acceptance,swap_rate,round_trips,snapshots,snap_no_fluct,snap_no_xi,diam_mean,xi_over_diam,xi_over_diam_err,xi_pooled_over_diam
100,3,tempering,,0,9.0,1.0,0.4832696,0.184558971584,1.2694277356611532,0.23365945833333374,0.6814666666666667,44,1000,0,0,7.041,0.25500812785600324,0.01694791656721107,0.18029344701828112
100,3,tempering,,1,8.357,1.0,0.5075761,0.17946357087899997,1.2885302804837668,0.20326716666666575,0.6744666666666667,44,1000,0,0,7.08,0.2253316029838644,0.007318377310798194,0.1705880212344523
100,3,tempering,,2,7.76,1.0,0.5326885,0.178773296775,1.5492613222961784,0.1747945833333331,0.6536666666666666,44,1000,0,0,7.114,0.24942218225084037,0.01858371662809094,0.17293505553845145
100,3,tempering,,3,7.205,1.0,0.5597071,0.177480320959,1.8796608554781393,0.14710570833333259,0.6380666666666667,44,1000,0,0,7.197,0.26660188536120233,0.019603848235118213,0.18421015704862895
100,3,tempering,,4,6.69,1.0,0.5868592,0.17307733753600002,2.1808781000482806,0.12270741666666676,0.6178666666666667,44,1000,0,0,7.28,0.2870162727867348,0.040199409061855686,0.17327313945949002
100,3,tempering,,5,6.212,1.0,0.6157309999999999,0.1678215639,2.538096211417718,0.0998357083333333,0.6043333333333333,44,1000,0,0,7.396,0.3328969208422091,0.04233519549898925,0.16305261278760347
100,3,tempering,,6,5.768,1.0,0.6456218,0.160941936476,3.05582671058676,0.07973720833333327,0.5864,44,1000,0,0,7.533,0.3298438095865872,0.0351874321124232,0.30548613754403475
100,3,tempering,,7,5.356,1.0,0.6761267,0.156376654711,3.915004374369278,0.06249029166666688,0.5712,44,1000,0,0,7.694,0.3920871600809018,0.0762600546406286,0.26202038859258125
100,3,tempering,,8,4.973,1.0,0.7070113,0.151952467231,4.77851541097126,0.04806166666666713,0.5524666666666667,44,1000,0,0,7.865,0.3428239390944382,0.04439715780531867,0.2407172522473805
100,3,tempering,,9,4.618,1.0,0.7386819,0.144446361239,6.16641170553402,0.03614849999999994,0.5486666666666666,44,1000,0,0,8.007,0.2773716337846528,0.012923822363472372,0.22416073359103833
100,3,tempering,,10,4.288,1.0,0.7693682,0.136814082876,7.347341798499711,0.02681770833333263,0.5374666666666666,44,1000,0,0,8.177,0.28847970767575887,0.020462983097682977,0.20530277084177517
100,3,tempering,,11,3.981,1.0,0.8004547,0.130132224791,9.446037649826168,0.019527624999999667,0.5103333333333333,44,1000,0,0,8.408,0.2624623218827965,0.007670356370474234,0.18832544165878662
100,3,tempering,,12,3.697,1.0,0.8317929,0.126060250959,13.749512879077031,0.013943416666666658,0.5124,44,1000,0,0,8.634,0.26683925887850496,0.01487094050576805,0.24896869533108948
100,3,tempering,,13,3.433,1.0,0.8627410999999999,0.12287113707899996,20.711342213219194,0.009854958333331576,0.492,44,1000,0,0,8.967,0.2419983503628768,0.005501944500265737,0.21177860632940865
100,3,tempering,,14,3.187,1.0,0.8930028,0.112814919216,26.895987225086365,0.006847666666664102,0.4856,44,1000,0,0,9.344,0.24903813168609767,0.01057081809063924,0.1993219834635358
100,3,tempering,,15,2.96,1.0,0.9211539000000001,0.10613235147899999,40.491947359068575,0.004795208333331684,0.4882666666666667,44,1000,0,0,9.764,0.2547819882635263,0.013589502390695488,0.22351232775357843
100,3,tempering,,16,2.748,1.0,0.9473579,0.112600230759,71.77816669025296,0.003365499999998896,0.39386666666666664,44,1000,0,0,10.262,0.2504225176359097,0.014682424419203461,0.17860989694579196
100,3,tempering,,17,2.552,1.0,0.9820232,0.12662446617599998,119.74316625891369,0.002101166666666185,0.45253333333333334,44,1000,0,0,11.021,0.23332778803866633,0.02094866947614698,0.14052879013174802
100,3,tempering,,18,2.369,1.0,1.0184682,0.22255755887600004,1477.7388352435821,0.0013509166666664555,0.5357333333333333,44,1000,0,0,10.579,17772251581.93148,17772251581.681473,0.12036758712632958
100,3,tempering,,19,2.2,1.0,1.0515449,0.27040862839900004,4786.3861251201415,0.0009906249999999527,,44,1000,0,0,9.563,0.20164848062996685,0.004192419246324902,0.11899850169499968
