N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,seeds,seed_sweeps,patches_max,patch_series,converted_series,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
512,128,4,0,1.25,1.75,1749926339,8315,220,1.005859375,0.62822265625,1.0,0.6078450520833334,0,2400,0.75,10,200:1 400:1 600:1 800:1 900:1 1300:1 1500:1 1700:1 2900:1 5400:1,7,0 1 1 2 1 2 2 2 3 3 3 2 4 4 5 5 6 7 7 6 5 5 4 5 3 3 4 5 5 5 5 5 5 5 5 5 3 2 2 2 3 4 4 5 5 5 5 4 4 4 4 4 4 4 6 5 5 5 5,8 16 24 28 16 24 32 32 56 68 72 68 88 88 108 144 180 228 248 268 270 283 286 297 294 312 316 322 348 352 356 364 386 400 404 418 432 436 436 432 436 432 425 425 426 426 426 430 430 430 430 429 428 436 444 452 454 456 456,1465,10,0.39285714285714285,112,0,392,112,8,0,0,0,1840,12,0.29310344827586204,232,0,268,232,12,0,0,0,2895,5,0.367816091954023,348,0,146,348,18,0,0,0
512,128,4,1,1.25,1.75,1457593225,7015,335,1.005859375,-0.09710286458333339,1.0,-0.15096028645833326,1200,2400,0.75,10,900:1 1900:1 2000:2 2300:1 2400:1 2900:1 3400:1 3600:1 4200:1,8,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 3 3 4 5 6 6 4 4 4 6 6 7 7 6 8 5 6 6 5 5 5 5 7 5 5 3 5,0 0 0 0 0 0 8 8 10 0 0 0 0 0 8 8 8 8 24 55 58 98 112 120 133 153 162 165 193 200 198 224 240 244 268 280 296 308 309 306 326 339 343 342 354 366,2185,11,0.2765957446808511,94,0,401,94,17,0,0,0,3140,12,0.2549019607843137,204,0,282,204,26,0,0,0,3870,9,0.6196721311475409,305,0,168,305,38,1,0,0
512,128,4,2,1.25,1.75,3636258891,5155,295,1.005859375,-0.04165039062500009,1.0,-0.12021484374999991,1800,2400,0.75,7,300:1 400:1 600:1 900:2 1900:1 2500:1,8,0 0 1 2 2 3 3 3 5 4 4 4 4 4 5 5 5 5 5 6 7 4 6 8 5 4 3,0 0 12 28 40 56 76 100 136 146 166 188 220 220 224 228 230 242 275 275 298 315 326 331 350 355 356,810,4,0.5384615384615384,104,0,396,104,12,0,0,0,1405,5,0.4074074074074074,216,0,274,216,22,0,0,0,2070,11,0.25333333333333335,300,0,168,300,44,0,0,0
512,128,4,3,1.25,1.75,3906944399,7440,665,1.005859375,-0.29277343749999996,1.0,-0.2059895833333334,1200,2400,0.75,8,700:1 1400:1 2100:1 2200:1 2400:1 2500:1 2600:1 2800:1,7,0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 4 3 4 5 4 4 5 4 3 4 5 4 5 4 3 3 5 5 6 5 5 5 5 7 7 7 7 6 6,0 0 0 0 0 0 20 24 24 28 32 32 36 44 44 52 50 54 70 76 92 100 96 100 124 136 142 162 154 166 190 184 200 199 212 226 249 252 252 240 258 279 277 278 274 282 294 304 324 335,2200,12,0.44,100,0,398,100,14,0,0,0,3260,8,0.42857142857142855,196,0,286,196,30,0,0,0,4165,7,0.6642066420664207,271,0,182,271,56,3,0,0
512,128,4,4,1.25,1.75,60400140,5875,395,1.00390625,-0.07569986979166665,1.0,-0.13963216145833335,600,2400,0.75,6,200:1 600:1 1200:2 2000:1 3300:1,5,0 1 1 1 1 2 1 1 1 1 1 3 3 2 2 3 2 2 2 3 3 3 3 3 1 3 2 4 3 2 2 3 5 2,0 12 16 20 24 40 44 60 60 64 72 88 112 120 144 156 164 180 200 212 232 236 248 279 296 299 296 297 309 317 315 331 346 345,1420,2,0.75,128,0,384,128,0,0,0,0,2230,3,0.65,240,0,264,240,8,0,0,0,2890,9,0.5049180327868853,305,0,168,305,38,1,0,0
512,128,4,5,1.25,1.75,725006551,6410,745,1.00390625,0.3312337239583333,1.0,0.30219726562500004,0,2400,0.75,8,600:1 1200:1 1400:1 2000:2 2500:1 2700:1 3700:1,7,0 0 0 0 0 1 1 1 1 1 1 2 2 3 3 3 3 3 3 5 5 5 5 5 5 5 6 5 3 3 3 3 3 3 3 3 7 6 5 6,8 8 0 0 0 12 16 32 40 40 60 84 92 104 108 124 132 128 148 188 200 204 212 224 274 290 318 332 350 372 366 374 374 368 372 384 389 389 399 411,1540,4,0.6666666666666666,120,0,388,120,4,0,0,0,2425,8,0.4918032786885246,244,0,260,244,8,0,0,0,2845,8,0.5798816568047337,338,0,151,338,23,0,0,0
512,128,4,6,1.25,1.75,2276936041,7635,280,1.005859375,0.46293945312499996,1.0,0.45939127604166663,0,2400,0.75,6,300:1 600:2 700:1 1400:1 1800:1,4,0 0 1 1 1 3 3 3 3 3 2 2 2 2 3 3 3 4 4 3 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 2 3 2 2 2 3 3 2 1 3 2 1 1 1 1 1 1,0 0 8 20 32 52 44 56 72 72 80 88 104 116 120 126 134 159 171 186 208 220 224 232 264 268 288 296 296 308 316 316 332 340 354 361 372 398 392 406 416 416 420 420 424 420 432 460 460 452 452 464,1460,3,0.84375,128,0,384,128,0,0,0,0,2475,2,0.859375,256,0,256,256,0,0,0,0,3500,6,0.5310734463276836,354,0,141,354,17,0,0,0
512,128,4,7,1.25,1.75,3169158027,7710,510,1.005859375,0.33515625000000004,1.0,0.25771484375,1200,2400,0.75,7,200:1 800:1 1300:1 2000:1 2200:1 2900:1 3400:1,6,0 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 3 4 4 5 5 5 4 4 4 4 6 4 4 4 4 5 4 4 4 6 3 3 4 3 3 1 3 4 4 4 1 2 2 3 3,0 16 16 16 16 20 28 48 64 68 84 104 120 124 124 144 168 180 192 196 208 212 220 228 232 228 244 248 262 280 284 296 316 324 337 342 350 346 372 380 376 388 384 410 392 394 404 406 412 408 408 416 420,1260,5,0.5,120,0,388,120,4,0,0,0,2655,5,0.7741935483870968,248,0,260,248,4,0,0,0,3620,7,0.6416184971098265,346,0,147,346,19,0,0,0
512,128,4,8,1.25,1.75,55935880,6795,915,1.005859375,-0.12672526041666665,1.0,-0.07514648437500004,1200,2400,0.75,7,200:1 900:1 1000:1 1600:1 2200:2 2300:1,8,0 1 0 0 0 0 0 0 1 2 2 2 2 2 2 3 3 2 3 4 4 6 5 4 4 3 2 3 5 4 2 2 4 6 6 4 4 5 1 4 4 5 8,0 8 0 0 0 0 0 0 8 20 32 40 52 60 80 96 100 104 124 140 167 215 219 257 265 272 286 302 301 310 320 319 316 320 312 320 334 330 348 350 356 358 361,1845,5,0.5,120,0,388,120,4,0,0,0,2275,10,0.336322869955157,223,0,273,223,15,1,0,0,2880,5,0.8295081967213115,305,0,168,305,38,1,0,0
512,128,4,9,1.25,1.75,1605606455,5260,205,1.005859375,0.03590494791666665,1.0,-0.05476888020833326,600,2400,0.75,8,300:2 400:2 500:1 1500:1 1900:1 2000:1,7,0 0 2 4 4 4 4 4 4 4 4 4 3 4 4 3 4 4 4 4 4 2 4 2 6 7 4 7,12 12 28 60 77 83 92 112 130 136 152 160 188 186 216 220 230 252 276 284 326 329 326 331 335 337 358 361,755,6,0.29245283018867924,106,0,396,106,8,2,0,0,1655,9,0.42857142857142855,224,0,272,224,16,0,0,0,2155,11,0.49056603773584906,318,0,161,318,33,0,0,0
512,128,4,10,1.25,1.75,1886601655,7060,350,1.00390625,0.11188151041666672,1.0,0.019156901041666674,1800,2400,0.75,8,400:1 500:1 900:1 1000:1 1100:1 1800:1 2400:1 3000:1,7,0 0 0 1 1 1 1 1 2 3 3 2 1 1 1 1 1 2 1 1 1 1 2 3 3 3 2 1 2 5 3 5 3 6 4 5 5 6 5 6 6 5 5 7 6 6,0 0 0 8 16 20 24 28 44 64 92 80 76 72 80 84 88 100 104 108 120 124 124 136 140 144 152 160 168 209 204 222 228 233 255 259 271 284 307 330 342 350 365 362 371 378,2210,1,1.0,128,0,384,128,0,0,0,0,3190,9,0.8063063063063063,222,0,271,222,19,0,0,0,3890,9,0.42996742671009774,307,0,167,307,37,1,0,0
