N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,seeds,seed_sweeps,patches_max,patch_series,converted_series,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
512,128,4,11,1.25,1.75,3715518788,6120,590,1.005859375,-0.6678548177083334,1.0,-0.5605631510416667,1200,2400,0.75,6,600:1 900:1 1100:1 1400:1 1500:1 1900:1,11,0 0 0 0 0 1 1 1 2 1 2 1 2 3 4 4 4 3 4 3 3 5 3 4 5 5 4 4 4 4 5 6 4 4 4 8 11,0 8 8 8 8 16 20 28 36 32 52 56 60 71 91 106 102 120 126 130 140 133 138 139 138 139 160 192 218 214 218 251 263 295 287 282 269,1530,10,0.2653061224489796,98,0,399,98,15,0,0,0,2780,9,0.40425531914893614,188,0,290,188,34,0,0,0,3280,15,0.32270916334661354,251,0,196,251,62,3,0,0
512,128,4,12,1.25,1.75,3037002075,5955,205,1.00390625,-0.3521972656250001,1.0,-0.572265625,1800,2400,0.75,9,200:1 800:1 1000:1 1100:1 2000:1 2100:1 2400:2 2500:1,6,0 1 0 0 0 1 1 2 1 2 2 1 2 3 4 4 4 3 4 5 4 2 3 4 6 5 6 5 3 3 6 6 3 4 5,0 8 12 12 12 8 21 31 23 31 31 35 45 66 80 82 94 97 109 128 132 161 169 184 213 232 234 254 262 265 268 274 289 265 291,1490,9,0.40476190476190477,84,0,406,84,22,0,0,0,2430,11,0.6217616580310881,193,0,289,193,27,3,0,0,2985,10,0.5097276264591439,257,0,190,257,64,1,0,0
512,128,4,13,1.25,1.75,1246464117,5470,205,1.005859375,-0.20470377604166656,1.0,-0.2060546875,600,2400,0.75,5,200:1 800:1 1300:1 2100:1 2700:1,9,0 1 1 1 2 3 2 3 4 4 4 3 4 3 5 4 3 4 3 5 5 5 6 4 6 4 4 5 9 9,8 24 24 40 36 40 50 62 58 70 99 122 131 142 170 201 209 220 226 233 247 280 287 293 303 319 333 318 311 298,1095,6,0.32323232323232326,99,0,391,99,21,1,0,0,1550,9,0.24324324324324326,185,0,288,185,38,1,0,0,2185,12,0.5177304964539007,282,0,180,282,49,0,1,0
512,128,4,14,1.25,1.75,2271702276,5000,320,1.005859375,0.5938151041666666,1.0,0.47068684895833335,1200,2400,0.75,5,100:1 200:1 400:1 700:2,6,1 2 2 3 3 3 5 5 5 5 5 5 5 6 3 3 4 4 4 3 3 3 3 3 2 3,8 28 36 60 80 84 124 168 192 208 232 248 276 308 332 338 354 348 368 382 384 398 418 429 443 447,710,5,0.375,128,0,384,128,0,0,0,0,1110,11,0.26666666666666666,240,0,264,240,8,0,0,0,1865,5,0.574585635359116,362,0,137,362,13,0,0,0
512,128,4,15,1.25,1.75,1032136149,5825,230,1.005859375,-0.020198567708333393,1.0,-0.17439778645833326,1200,2400,0.75,6,300:1 500:1 900:1 1000:1 2100:2,7,0 0 1 1 2 2 1 2 2 3 3 3 3 3 3 4 2 3 3 3 5 5 5 4 3 4 7 4 4 6 6 3 4 3,0 0 20 28 40 40 48 56 64 92 112 144 164 172 190 177 180 190 215 226 240 259 277 287 293 297 299 312 306 308 319 340 352 360,1060,12,0.5384615384615384,104,0,394,104,14,0,0,0,1635,8,0.422680412371134,194,0,289,194,26,2,1,0,2470,7,0.5017301038062284,289,0,177,289,43,3,0,0
512,128,4,16,1.25,1.75,2193483100,7250,805,1.005859375,0.016210937500000022,1.0,-0.0015299479166666075,0,2400,0.75,6,900:1 1600:1 2000:1 2200:1 2300:1 2400:1,6,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 3 2 3 4 5 5 5 5 5 3 5 3 4 4 5 6 3 3 3 4 3 3 3 4 4 5 5 5 5,0 0 0 0 0 0 0 0 20 24 24 32 40 48 48 69 69 70 68 72 70 82 116 148 164 182 186 204 212 209 236 244 278 300 300 310 315 340 342 353 366 367 351 353 367 376 370 376,2260,9,0.5423728813559322,118,2,384,118,8,0,0,0,3010,10,0.4343891402714932,221,0,274,221,16,1,0,0,3560,8,0.5523809523809524,315,0,161,315,35,1,0,0
512,128,4,17,1.25,1.75,1207039780,7765,280,1.005859375,0.97265625,1.0,0.9218098958333334,600,2400,0.75,4,300:1 400:1 700:1 1700:1,4,0 0 1 2 2 2 3 2 2 2 3 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 3 2 2 2 2 2 1 2 2 2 1,0 0 8 36 40 40 68 76 80 100 120 132 136 144 152 152 164 160 164 176 176 188 188 192 200 208 208 224 240 244 240 264 292 312 320 324 340 338 368 372 372 394 404 424 436 444 456 468 480 482 482 486 488,1120,2,0.84375,128,0,384,128,0,0,0,0,3055,5,0.6612903225806451,248,0,260,248,4,0,0,0,4110,3,0.5789473684210527,380,0,130,380,2,0,0,0
512,128,4,18,1.25,1.75,3192810241,7065,365,1.005859375,-0.03181966145833326,1.0,-0.04552408854166656,0,2400,0.75,6,400:1 1400:1 2500:1 3000:1 3700:1 4000:1,7,0 0 0 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 3 3 3 2 3 3 3 3 3 3 3 4 6 6 6 5 5 4 4 5 6 7,0 0 0 8 16 32 36 48 52 52 56 52 60 68 68 64 72 76 84 92 96 96 100 108 136 150 164 172 186 200 224 238 256 266 279 281 291 305 310 337 353 367 365 373 373 366,2450,5,0.9333333333333333,120,0,388,120,4,0,0,0,3140,5,0.7521367521367521,234,0,268,234,8,2,0,0,3925,9,0.7204968944099379,322,0,160,322,28,2,0,0
512,128,4,19,1.25,1.75,1812050995,5555,205,1.005859375,0.018098958333333304,1.0,0.010384114583333326,600,2400,0.75,7,100:3 200:1 400:1 1200:1 2000:1,6,3 3 3 3 3 3 3 3 3 3 3 4 3 2 2 2 4 4 6 6 4 2 2 4 6 6 5 6 5 6 3,28 40 48 88 108 126 129 132 152 164 176 200 184 197 214 229 215 236 259 299 301 311 312 319 307 323 337 352 355 358 380,575,5,0.6229508196721312,122,0,386,122,2,2,0,0,1455,5,0.7192118226600985,203,0,283,203,25,1,0,0,1985,8,0.7331081081081081,296,0,172,296,44,0,0,0
512,128,4,20,1.25,1.75,1075230430,7755,280,1.005859375,0.5752604166666666,1.0,0.5837076822916667,0,2400,0.75,7,300:1 1600:1 2000:1 2300:1 2700:1 3100:1 3500:1,5,0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 4 4 4 4 5 4 4 4 4 3 3 3 4 5 5 4 4 5 4 3 3 3 3 3 1 1 1 2 1 1 2,0 0 8 16 24 24 24 24 36 52 52 40 36 44 52 76 80 84 88 96 100 104 120 144 164 168 192 192 200 212 240 236 256 272 290 308 328 344 352 360 376 390 404 406 402 406 414 418 418 427 432 440 448,2300,5,0.6666666666666666,120,0,388,120,4,0,0,0,3230,3,0.5645161290322581,248,0,260,248,4,0,0,0,3930,6,0.4943820224719101,356,0,142,356,14,0,0,0
512,128,4,21,1.25,1.75,4212810659,8800,305,1.005859375,0.48466796874999996,1.0,0.4275227864583333,1200,2400,0.75,6,600:1 1200:1 2100:1 2600:1 3700:1 4700:1,4,0 0 0 0 0 1 1 1 1 1 1 2 1 1 1 2 2 2 2 1 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 3 3 3 4 3 2 2 2 2 2 3 3 2 4 3 1 3 2 3 1 1 2 2 2 2 2 4 2,0 0 0 8 13 20 22 26 24 22 24 32 44 48 60 60 60 64 72 76 88 100 96 104 120 140 136 160 160 164 172 180 204 224 246 248 264 269 275 288 300 291 304 312 315 321 333 341 357 361 377 376 380 384 388 386 386 411 419 415 428 427 431 435,2450,3,0.6724137931034483,116,0,390,116,6,0,0,0,3435,5,0.5378151260504201,238,0,265,238,9,0,0,0,4875,4,0.5587392550143266,349,0,146,349,16,1,0,0
512,128,4,22,1.25,1.75,554752490,8320,205,1.005859375,0.735302734375,1.0,0.702978515625,0,2400,0.75,6,100:1 500:1 700:1 1000:2 1500:1,5,1 1 1 1 2 2 3 3 3 5 4 5 5 4 5 5 5 5 5 5 5 4 4 5 4 3 3 3 3 3 3 3 3 3 4 2 3 3 2 2 2 2 2 2 2 3 2 2 2 2 2 1 1 1 1 2 2 2 2,12 20 24 20 52 60 72 96 100 119 142 159 180 192 224 240 248 256 264 276 284 300 311 304 313 340 352 360 376 376 380 380 384 380 380 408 408 414 424 432 432 440 440 436 452 462 472 472 476 480 476 478 482 482 482 484 484 484 484,930,8,0.32432432432432434,111,0,391,111,9,1,0,0,1600,9,0.5,240,0,264,240,8,0,0,0,2860,7,0.6902173913043478,368,0,136,368,8,0,0,0
512,128,4,23,1.25,1.75,4294946694,4460,205,1.005859375,-0.41638997395833344,1.0,-0.3595540364583334,1200,2400,0.75,6,100:1 200:1 400:1 500:1 600:1 700:1,8,1 2 1 2 4 6 8 6 6 5 6 7 7 5 7 7 4 3 5 5,16 32 44 55 75 90 116 136 136 142 184 174 194 266 263 279 292 303 325 318,510,11,0.2,80,0,408,80,24,0,0,0,1220,14,0.27956989247311825,186,0,291,186,35,0,0,0,1510,18,0.20784313725490197,255,0,193,255,59,5,0,0
512,128,4,24,1.25,1.75,3179038158,7590,245,1.005859375,0.5050618489583334,1.0,0.499267578125,0,2400,0.75,8,300:1 500:1 600:1 800:1 1000:1 1200:1 1700:1 3400:1,6,0 0 1 1 2 3 3 3 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 3 3 2 2 2 2 2 2 3 3 4 3 4 5 5 4 4 6 3 3 3 4 4 3 3 2 3 2,0 0 8 20 36 52 60 56 56 76 88 108 112 120 144 152 176 208 228 248 260 266 294 321 345 349 356 358 370 378 389 391 394 400 400 400 400 401 404 416 416 420 424 424 424 424 435 435 446 446 446,1415,3,0.65625,128,0,384,128,0,0,0,0,2045,4,0.45901639344262296,244,0,262,244,6,0,0,0,2545,8,0.5130434782608696,345,0,149,345,16,1,1,0
512,128,4,25,1.25,1.75,3936886346,7615,340,1.005859375,0.1513671875,1.0,0.12996419270833337,0,2400,0.75,9,1600:1 2500:1 2600:1 2900:1 3200:1 3400:1 3600:1 4300:1 4700:1,9,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 4 4 6 5 6 6 4 4 5 5 4 5 6 5 5 9 7 4 7 6 6,0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 16 16 16 16 24 24 32 32 32 44 48 56 52 64 64 68 84 88 120 136 156 178 210 238 252 279 285 302 312 336 345 352 362 386 378 384 382,3395,10,0.3,120,0,384,120,8,0,0,0,3825,13,0.5663716814159292,226,0,271,226,15,0,0,0,4370,12,0.39473684210526316,304,0,170,304,34,4,0,0
512,128,4,26,1.25,1.75,3277968039,9050,255,1.005859375,0.828125,1.0,0.7861653645833333,0,2400,0.75,6,300:1 1100:1 1400:1 1600:1 1800:1 2700:1,5,0 0 1 1 1 1 1 1 1 1 2 2 2 3 2 3 3 4 3 3 3 3 3 3 2 4 5 4 4 4 4 3 3 3 4 4 4 4 4 4 4 4 4 4 3 3 3 2 3 3 3 3 3 3 3 3 4 4 4 3 4 4 4 4 4 4,0 0 8 24 32 44 48 48 48 52 64 76 80 88 96 104 128 144 144 148 168 172 180 188 202 227 235 230 254 270 290 300 320 326 341 359 371 382 386 398 405 414 420 424 442 450 458 452 458 447 440 444 440 440 440 444 448 448 460 460 460 460 464 468 472 472,1630,5,0.6,120,0,388,120,4,0,0,0,2830,6,0.5365853658536586,246,0,261,246,5,0,0,0,3635,6,0.49586776859504134,363,0,139,363,9,1,0,0
512,128,4,27,1.25,1.75,1998928757,8065,305,1.005859375,0.9124674479166667,1.0,0.8707194010416667,0,2400,0.75,4,400:1 600:1 1000:1 4000:1,3,0 0 0 1 1 2 2 2 2 3 3 3 3 3 3 3 3 3 3 2 3 3 3 3 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 16 20 40 44 44 44 64 68 92 108 120 124 144 168 176 188 204 212 224 244 260 280 292 300 316 328 336 336 340 344 356 360 364 364 376 376 388 412 418 424 436 440 440 448 452 452 452 460 468 472 480 484 488,1510,3,0.40625,128,0,384,128,0,0,0,0,2360,3,0.375,256,0,256,256,0,0,0,0,3985,2,0.979381443298969,388,0,124,388,0,0,0,0
512,128,4,28,1.25,1.75,77519393,6020,350,1.005859375,0.1039713541666667,1.0,0.19334309895833335,1800,2400,0.75,6,100:2 700:1 1400:2 2700:1,7,2 2 2 2 2 2 3 2 2 2 1 2 2 4 4 4 4 5 4 4 5 5 5 5 5 5 4 7 5 5 4 3 3 3 4 5,28 40 44 56 64 80 104 128 136 148 152 160 156 184 196 208 220 226 240 250 258 265 274 280 291 292 328 350 352 356 358 379 384 384 385 390,790,4,0.4838709677419355,124,0,384,124,4,0,0,0,1650,11,0.4830917874396135,207,0,281,207,23,1,0,0,2610,16,0.39144736842105265,304,0,168,304,40,0,0,0
512,128,4,29,1.25,1.75,257797449,5450,220,1.005859375,0.26847330729166663,1.0,0.348779296875,600,2400,0.75,6,200:1 300:2 800:1 1200:1 1400:1,6,0 1 3 2 2 3 3 4 4 3 4 5 3 5 6 4 3 3 3 4 2 2 3 3 4 3 5 5 2 1,0 16 60 56 64 100 120 144 168 180 190 218 234 244 271 276 296 308 312 312 336 336 344 364 380 398 406 421 437 450,765,3,0.5,128,0,384,128,0,0,0,0,1305,6,0.3983402489626556,241,0,262,241,8,1,0,0,2345,7,0.5111111111111111,360,0,140,360,12,0,0,0
512,128,4,30,1.25,1.75,291856788,5945,365,1.005859375,-0.006005859375000089,1.0,-0.08588867187500004,1200,2400,0.75,8,500:1 600:1 1300:1 1800:1 2400:1 2500:2 3400:1,7,0 0 0 0 1 2 2 2 2 2 2 2 3 3 3 2 2 3 3 3 3 3 3 4 4 4 5 7 6 4 4 5 3 4 5,0 0 0 0 16 24 28 36 48 52 50 60 72 92 96 116 120 136 156 180 192 208 218 232 266 307 309 316 316 324 317 326 350 352 352,1600,6,0.6896551724137931,116,0,388,116,8,0,0,0,2360,15,0.5701754385964912,228,0,268,228,16,0,0,0,2625,8,0.5256410256410257,312,0,164,312,36,0,0,0
512,128,4,31,1.25,1.75,200279220,8580,340,1.005859375,0.691015625,1.0,0.6951497395833333,0,2400,0.75,7,400:1 1300:1 1600:1 1700:1 2100:1 2500:1 3000:1,5,0 0 0 1 1 1 1 1 1 1 1 1 2 2 2 3 4 4 4 3 4 4 3 3 4 4 4 5 4 5 4 4 5 3 4 3 4 5 4 4 3 3 4 3 3 3 3 4 3 3 3 3 2 2 2 3 3 2 2 2 3,0 0 0 16 16 20 28 28 32 40 48 56 76 84 96 116 124 132 144 154 172 172 166 192 206 210 234 248 252 270 294 314 326 340 344 354 359 359 367 368 378 380 400 406 408 414 414 422 424 418 422 438 452 452 460 456 455 456 460 461 463,1650,5,0.7,120,0,388,120,4,0,0,0,2720,9,0.47058823529411764,238,0,265,238,9,0,0,0,3735,5,0.479108635097493,359,0,141,359,11,1,0,0
512,128,4,32,1.25,1.75,882148688,9375,330,1.005859375,0.8359375,1.0,0.7878580729166667,0,2400,0.75,4,400:1 1100:1 1900:1 2500:1,4,0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 3 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 24 28 32 36 40 36 44 64 76 88 92 96 108 112 116 136 148 168 192 220 224 248 268 280 296 300 312 328 352 360 376 376 384 388 392 396 402 408 420 428 424 428 432 432 432 436 448 448 448 456 452 464 460 464 472 476 480 484 482 484 484 484 484 484 484 484,1855,3,0.6875,128,0,384,128,0,0,0,0,2445,7,0.47540983606557374,244,0,262,244,6,0,0,0,3355,2,0.6451612903225806,372,0,134,372,6,0,0,0
512,128,4,33,1.25,1.75,3761907844,12500,355,1.005859375,0.69716796875,1.0,0.6871907552083334,0,2400,0.75,8,400:1 800:1 1200:1 2000:1 2300:1 2800:1 3500:1 4700:1,6,0 0 0 1 1 1 1 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 4 5 5 5 5 5 5 5 5 5 4 4 5 6 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3,0 0 0 16 16 20 24 44 48 48 52 88 92 100 112 124 132 136 156 168 168 180 208 204 208 236 232 254 264 290 308 308 320 332 346 356 356 364 372 376 384 396 396 408 420 429 430 444 454 460 458 458 458 458 463 464 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 472 468 468 468 468 466 466 468 468 468 468 468 468 468 468 468 472 472 472 472 472 472 472 472 472 476 472 471 471,1555,5,0.5483870967741935,124,0,384,124,4,0,0,0,2590,12,0.5,232,0,268,232,12,0,0,0,3560,7,0.4732394366197183,355,0,143,355,13,1,0,0
512,128,4,34,1.25,1.75,971064022,7245,325,1.00390625,-0.21049804687499996,1.0,-0.2227539062499999,600,2400,0.75,8,600:1 800:1 1300:1 1700:1 2600:1 2800:1 2900:1 4200:1,8,0 0 0 0 0 1 1 2 2 2 2 2 3 2 2 1 2 2 1 1 1 1 1 1 1 2 2 3 3 3 2 2 2 4 3 4 4 4 2 3 6 7 8 7 6 7 7 5,0 0 0 0 0 24 24 30 42 48 50 56 80 76 88 100 104 100 106 110 112 116 120 128 129 132 136 140 157 177 185 193 201 197 205 211 241 235 264 269 261 273 279 303 294 320 328 332,1695,4,0.8846153846153846,104,0,394,104,14,0,0,0,3375,9,0.6169154228855721,201,0,282,201,28,1,0,0,4070,12,0.33691756272401435,279,0,180,279,50,3,0,0
512,128,4,35,1.25,1.75,447612,5325,215,1.005859375,-0.4413736979166667,1.0,-0.3357584635416666,1800,2400,0.75,8,400:1 500:1 700:2 900:1 1500:2 2600:1,9,0 0 0 1 2 2 4 3 3 3 3 2 2 3 3 4 3 5 5 4 5 7 7 5 7 9 6 8 6,0 0 8 24 36 40 66 78 104 108 108 112 128 153 184 181 193 205 220 220 220 237 260 280 276 272 305 295 301,855,10,0.40384615384615385,104,0,394,104,14,0,0,0,1660,13,0.8201058201058201,189,0,290,189,32,1,0,0,2260,21,0.3092369477911647,249,0,197,249,63,3,0,0
