N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,f_200,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,2000,1.25,1.5,2824815101,2615,350,1.0,1.0,1.0,0.77890625,600,1800,0.75,0.0,610,1,1.0,16,0,48,16,0,0,0,0,670,2,0.7777777777777778,36,0,28,36,0,0,0,0,740,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2001,1.25,1.5,909935104,7790,2675,1.0,1.0,1.0,0.9947916666666666,0,1800,0.75,0.0,2675,4,0.25,8,0,52,8,4,0,0,0,5920,1,1.0,32,0,32,32,0,0,0,0,5965,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2002,1.25,1.5,189677287,15600,1550,1.0,1.0,1.0,0.36458333333333337,12600,13800,0.75,0.0,1550,4,0.5,10,1,50,10,2,1,0,0,1665,1,1.0,24,0,36,24,4,0,0,0,1715,1,1.0,40,0,20,40,4,0,0,0
64,16,4,2003,1.25,1.5,2306652431,185020,485,1.0,0.745703125,1.0,0.6875,8400,100200,0.75,0.0,485,4,0.25,8,0,52,8,4,0,0,0,565,3,0.8333333333333334,24,0,36,24,4,0,0,0,695,3,0.9,40,0,20,40,4,0,0,0
64,16,4,2004,1.25,1.5,1386742525,2835,915,1.0,1.0,1.0,0.8966145833333333,600,1800,0.75,0.0,940,1,1.0,16,0,48,16,0,0,0,0,965,1,1.0,32,0,32,32,0,0,0,0,970,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2005,1.25,1.5,3954535615,3140,1060,1.0,1.0,1.0,0.8940104166666667,600,1800,0.75,0.0,1080,1,1.0,20,0,44,20,0,0,0,0,1110,1,1.0,32,0,32,32,0,0,0,0,1165,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2006,1.25,1.5,2169763970,11765,205,1.0,1.0,1.0,0.77890625,10200,11400,0.75,0.3125,205,1,1.0,20,0,44,20,0,0,0,0,230,1,1.0,32,0,32,32,0,0,0,0,300,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2007,1.25,1.5,486469221,5020,2990,1.0,1.0,1.0,0.9921875,0,1800,0.75,0.0,3010,1,1.0,20,0,44,20,0,0,0,0,3070,1,1.0,32,0,32,32,0,0,0,0,3140,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2008,1.25,1.5,3733920453,2985,475,1.0,1.0,1.0,0.8106770833333333,600,1800,0.75,0.0,480,1,1.0,16,0,48,16,0,0,0,0,540,1,1.0,32,0,32,32,0,0,0,0,605,1,1.0,52,0,12,52,0,0,0,0
64,16,4,2009,1.25,1.5,3809446079,1765,365,1.0,1.0,1.0,1.0,0,1200,0.75,0.0,370,1,1.0,16,0,48,16,0,0,0,0,430,1,1.0,32,0,32,32,0,0,0,0,535,1,1.0,48,0,16,48,0,0,0,0
