N,replica,protocol,leg,k,g,lam,phi,chi,tau_int,acceptance,swap_rate,round_trips,snapshots,snap_no_fluct,snap_no_xi,diam_mean,xi_over_diam,xi_over_diam_err,xi_pooled_over_diam
196,3,sequential,cool,0,12.0,1.0,0.26204285714285713,0.1583015910204082,0.741916038001657,0.48921122448979587,,,100,0,0,7.85,0.7493116262256827,0.3086888745931022,0.3001147575441341
196,3,sequential,cool,1,11.377,1.0,0.2729964285714286,0.15757727913265307,0.783874227095195,0.4655816326530611,,,100,0,0,7.83,0.38324045315174793,0.10762462199658848,0.30525220288785443
196,3,sequential,cool,2,10.786,1.0,0.2859704081632653,0.16619224469387756,0.8320945870517592,0.4394372448979591,,,100,0,0,7.9,0.4526158954695896,0.10900608043606112,0.259356429288196
196,3,sequential,cool,3,10.226,1.0,0.29988673469387755,0.17213177122448978,0.9623756357407854,0.4127602040816326,,,100,0,0,7.94,0.28509931812362516,0.02660239632422784,0.26412826314647564
196,3,sequential,cool,4,9.695,1.0,0.31411836734693876,0.1727034906122449,1.0661027893471988,0.38557882653061215,,,100,0,0,7.95,0.3026785404696887,0.042852108140665215,0.2798478727668835
196,3,sequential,cool,5,9.192,1.0,0.3288729591836735,0.1740659550510204,1.1241380265842211,0.35927653061224496,,,100,0,0,7.96,0.33282872705121724,0.054555307640005234,0.2434708817366787
196,3,sequential,cool,6,8.715,1.0,0.34526581632653064,0.17876827341836737,1.3565869797865642,0.3313158163265307,,,100,0,0,7.98,1.0223776280795713,0.7582569450517822,0.24767722598441025
196,3,sequential,cool,7,8.262,1.0,0.3634081632653061,0.17891640816326532,1.3716328059476495,0.3031035714285714,,,100,0,0,8.01,0.30554589354620776,0.06523319094078561,0.25094616336032133
196,3,sequential,cool,8,7.833,1.0,0.38199540816326527,0.17361165709183674,1.4905565813884607,0.27410306122448985,,,100,0,0,8.01,0.2381068596202225,0.01100379012723962,0.227986270950241
196,3,sequential,cool,9,7.426,1.0,0.40214948979591836,0.18626819545918366,1.9167614451703474,0.2467903061224489,,,100,0,0,8.06,0.2547282509945255,0.019138728965428453,0.22822438428996009
196,3,sequential,cool,10,7.041,1.0,0.421844387755102,0.1839900905612245,2.332148857099299,0.22155357142857138,,,100,0,0,8.04,0.24863601854041878,0.019534312759078805,0.2275614163315434
196,3,sequential,cool,11,6.675,1.0,0.4442397959183673,0.18264468877551024,2.4951741528837603,0.19437499999999988,,,100,0,0,8.07,0.2898040073969197,0.048969533421849704,0.21396281514073123
196,3,sequential,cool,12,6.329,1.0,0.46817908163265304,0.17702642035714283,3.027681967743689,0.16878443877551022,,,100,0,0,8.07,0.5208173718104155,0.28458460111116035,0.19184729633984904
196,3,sequential,cool,13,6.0,1.0,0.4923362244897959,0.17404181423469384,3.5435055649060936,0.14497653061224494,,,100,0,0,8.22,0.2596940778899617,0.02560274099834963,0.19860613552449757
