N,C,replica,sweep,phi,surplus,bath_T,bath_total,f,final,drift,acceptance,f_final,d0,d1,d2,d3,d4,d5,d6,pieces_d1,largest_d1,pieces_d2,largest_d2
64,16,3,8400,1.0,0.09375,2.875,46.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,8500,1.03125,0.1875,3.0,48.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,8600,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,8700,1.0,0.15625,1.625,26.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,8800,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,8900,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9000,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9100,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9200,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9300,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9400,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9500,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9600,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9700,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9800,0.96875,0.046875,1.8125,29.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,9900,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10000,0.96875,0.03125,2.125,34.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10100,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10200,1.0,0.171875,1.3125,21.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10300,1.015625,0.1875,2.0,32.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10400,1.046875,0.28125,2.125,34.0,0.8125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10500,1.015625,0.1875,2.0,32.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10600,1.03125,0.1875,3.0,48.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10700,1.0,0.0625,3.5,56.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10800,1.046875,0.25,2.75,44.0,0.8125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,10900,1.0,0.0625,3.5,56.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11000,1.0,0.140625,1.9375,31.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11100,1.015625,0.15625,2.625,42.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11200,1.0,0.15625,1.625,26.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11300,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11400,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11500,0.96875,0.046875,1.8125,29.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11600,0.96875,0.046875,1.8125,29.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11700,0.96875,0.078125,1.1875,19.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11800,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,11900,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12000,1.03125,0.25,1.75,28.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12100,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12200,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12300,1.015625,0.21875,1.375,22.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12400,1.0,0.15625,1.625,26.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12500,1.03125,0.25,1.75,28.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12600,1.015625,0.1875,2.0,32.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12700,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12800,0.984375,0.140625,0.9375,15.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,12900,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13000,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13100,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13200,1.015625,0.125,3.25,52.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13300,1.0625,0.28125,3.125,50.0,0.75,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13400,1.046875,0.25,2.75,44.0,0.8125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13500,1.046875,0.25,2.75,44.0,0.8125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13600,1.0,0.0625,3.5,56.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13700,1.0,0.0,4.75,76.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13800,1.0,0.0,4.75,76.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,13900,1.03125,0.1875,3.0,48.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14000,1.015625,0.09375,3.875,62.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14100,0.984375,0.046875,2.8125,45.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14200,1.015625,0.125,3.25,52.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14300,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14400,1.0,0.09375,2.875,46.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14500,1.0,0.09375,2.875,46.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14600,1.03125,0.1875,3.0,48.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14700,1.046875,0.28125,2.125,34.0,0.8125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14800,1.046875,0.28125,2.125,34.0,0.8125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,14900,1.03125,0.25,1.75,28.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15000,1.015625,0.15625,2.625,42.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15100,1.0,0.0625,3.5,56.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15200,1.0625,0.3125,2.5,40.0,0.75,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15300,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15400,1.0,0.09375,2.875,46.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15500,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15600,0.984375,0.109375,1.5625,25.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15700,1.0,0.140625,1.9375,31.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15800,1.015625,0.171875,2.3125,37.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,15900,1.015625,0.203125,1.6875,27.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16000,1.03125,0.25,1.75,28.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16100,1.03125,0.234375,2.0625,33.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16200,1.0,0.140625,1.9375,31.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16300,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16400,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16500,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16600,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16700,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16800,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,16900,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17000,1.015625,0.1875,2.0,32.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17100,1.0,0.140625,1.9375,31.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17200,1.015625,0.15625,2.625,42.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17300,1.015625,0.09375,3.875,62.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17400,1.015625,0.203125,1.6875,27.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17500,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17600,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17700,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17800,1.0,0.0,4.75,76.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,17900,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18000,1.0,0.109375,2.5625,41.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18100,1.0,0.109375,2.5625,41.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18200,1.0,0.109375,2.5625,41.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18300,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18400,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18500,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18600,0.984375,0.046875,2.8125,45.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18700,1.015625,0.15625,2.625,42.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18800,1.015625,0.15625,2.625,42.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,18900,1.03125,0.21875,2.375,38.0,0.875,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19000,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19100,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19200,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19300,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19400,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19500,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19600,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19700,0.984375,0.109375,1.5625,25.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19800,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,19900,1.0,0.140625,1.9375,31.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20000,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20100,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20200,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20300,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20400,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20500,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20600,0.96875,0.03125,2.125,34.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20700,0.96875,0.03125,2.125,34.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20800,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,20900,1.0,0.140625,1.9375,31.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21000,1.0,0.140625,1.9375,31.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21100,0.984375,0.109375,1.5625,25.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21200,0.96875,0.03125,2.125,34.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21300,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21400,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21500,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21600,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21700,1.0,0.09375,2.875,46.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21800,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,21900,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22000,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22100,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22200,0.96875,0.03125,2.125,34.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22300,0.984375,0.0625,2.5,40.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22400,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22500,0.96875,0.078125,1.1875,19.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22600,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22700,1.0,0.15625,1.625,26.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22800,0.984375,0.109375,1.5625,25.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,22900,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23000,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23100,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23200,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23300,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23400,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23500,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23600,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23700,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23800,1.0,0.171875,1.3125,21.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,23900,1.015625,0.21875,1.375,22.0,0.9375,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24000,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24100,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24200,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24300,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24400,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24500,0.96875,0.046875,1.8125,29.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24600,0.96875,0.03125,2.125,34.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24700,0.96875,0.078125,1.1875,19.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24800,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,24900,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25000,0.984375,0.09375,1.875,30.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25100,0.96875,0.03125,2.125,34.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25200,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25300,0.984375,0.078125,2.1875,35.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25400,0.96875,0.046875,1.8125,29.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25500,0.96875,0.046875,1.8125,29.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25600,0.984375,0.125,1.25,20.0,1.0625,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25700,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25800,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,25900,0.96875,0.0625,1.5,24.0,1.125,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26000,1.0,0.15625,1.625,26.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26100,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26200,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26300,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26400,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26500,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26600,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26700,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26800,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,26900,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,27000,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,27100,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,27200,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
64,16,3,27300,1.0,0.125,2.25,36.0,1.0,0,0.0,0.0015807291666666667,1.125,0,2,52,10,0,0,0,1,2,1,52
