N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,f_200,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,0,1.2,1.5,3359499247,7935,2825,1.0,0.7999999999999998,0.7999999999999998,0.5974999999999998,3600,4800,0.75,0.0,2845,1,1.0,20,0,44,20,0,0,0,0,2890,1,1.0,32,0,32,32,0,0,0,0,2920,1,1.0,48,0,16,48,0,0,0,0
64,16,4,1,1.2,1.5,2516272895,5465,1605,1.0,0.7999999999999998,0.7999999999999998,0.5974999999999998,2400,3600,0.75,0.0,1610,1,1.0,16,0,48,16,0,0,0,0,1745,1,1.0,32,0,32,32,0,0,0,0,1795,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2,1.2,1.5,2730283358,2290,260,1.0,0.7999999999999998,0.7999999999999998,0.6633333333333331,600,1800,0.75,0.0,275,1,1.0,16,0,48,16,0,0,0,0,295,1,1.0,32,0,32,32,0,0,0,0,350,1,1.0,48,0,16,48,0,0,0,0
64,16,4,3,1.2,1.5,3874776463,4160,1255,1.0,0.7999999999999998,0.7999999999999998,0.5991666666666665,1200,2400,0.75,0.0,1625,1,1.0,16,0,48,16,0,0,0,0,1675,1,1.0,32,0,32,32,0,0,0,0,1735,1,1.0,52,0,12,52,0,0,0,0
64,16,4,4,1.2,1.5,183980438,5210,3250,1.0,0.7999999999999998,0.7999999999999998,0.7599999999999998,600,1800,0.75,0.0,3255,1,1.0,20,0,44,20,0,0,0,0,3265,1,1.0,32,0,32,32,0,0,0,0,3320,1,1.0,48,0,16,48,0,0,0,0
64,16,4,5,1.2,1.5,1515836663,2150,205,1.0,0.7999999999999998,0.7999999999999998,0.7820833333333331,0,1800,0.75,0.375,205,1,1.0,28,0,36,28,0,0,0,0,220,1,1.0,32,0,32,32,0,0,0,0,325,1,1.0,48,0,16,48,0,0,0,0
64,16,4,6,1.2,1.5,3530234761,8535,1255,1.0,0.7999999999999998,0.7999999999999998,0.5983333333333332,6000,7200,0.75,0.0,1265,1,1.0,16,0,48,16,0,0,0,0,1285,1,1.0,36,0,28,36,0,0,0,0,1310,1,1.0,48,0,16,48,0,0,0,0
64,16,4,7,1.2,1.5,100656135,2720,205,1.0,0.7999999999999998,0.7999999999999998,0.5895833333333331,1200,2400,0.75,0.0,235,1,1.0,16,0,48,16,0,0,0,0,275,1,1.0,32,0,32,32,0,0,0,0,295,1,1.0,48,0,16,48,0,0,0,0
64,16,4,8,1.2,1.5,19281354,12740,1670,1.0,0.7999999999999998,0.7999999999999998,0.5949999999999998,9600,10800,0.75,0.0,1715,1,1.0,16,0,48,16,0,0,0,0,1765,1,1.0,32,0,32,32,0,0,0,0,1790,1,1.0,48,0,16,48,0,0,0,0
64,16,4,9,1.2,1.5,672084096,3795,515,1.0,0.7999999999999998,0.7999999999999998,0.5983333333333332,1800,3000,0.75,0.0,540,1,1.0,16,0,48,16,0,0,0,0,600,1,1.0,32,0,32,32,0,0,0,0,615,2,0.9583333333333334,48,0,12,48,4,0,0,0
64,16,4,10,1.2,1.5,938257286,6830,675,1.0,0.7999999999999998,0.7999999999999998,0.5966666666666665,4200,6000,0.75,0.0,730,1,1.0,16,0,48,16,0,0,0,0,745,1,1.0,32,0,32,32,0,0,0,0,775,1,1.0,48,0,16,48,0,0,0,0
64,16,4,11,1.2,1.5,255130720,8665,1245,1.0,0.7999999999999998,0.7999999999999998,0.5883333333333332,6000,7200,0.75,0.0,1255,1,1.0,16,0,48,16,0,0,0,0,1340,1,1.0,36,0,28,36,0,0,0,0,1365,1,1.0,48,0,16,48,0,0,0,0
64,16,4,12,1.2,1.5,1409212421,8220,2870,1.0,0.7999999999999998,0.7999999999999998,0.7699999999999998,0,1800,0.75,0.0,6250,1,1.0,16,0,48,16,0,0,0,0,6355,1,1.0,32,0,32,32,0,0,0,0,6380,1,1.0,52,0,12,52,0,0,0,0
