N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac
196,0,cool,12.0,0.261675,0.02848226937285116,0.15900297505102043,0.49044538225446427,0.0003222376367976428,0.0018527374886087905,0.7371540004920969,14,14,1.0,none,0.002563775510204081,1.0,1.0,0.0,0.0
196,0,cool,11.377,0.2728025510204081,0.0284969224930768,0.15916661994897957,0.46597427056760204,0.0003453921454263851,0.0030554867618991545,0.7411834332114257,14,14,1.0,none,0.002907142857142857,1.0,1.0,0.0,0.0
196,0,cool,10.786,0.28577295918367346,0.029139384006549158,0.16642432525510203,0.43977723413584185,0.00034665905467993634,0.0017691070716390667,0.8026246610823282,14,14,1.0,none,0.0033403061224489793,1.0,1.0,0.0,0.0
196,0,cool,10.226,0.299038775510204,0.029565675205447603,0.17132931346938776,0.41342150629783164,0.00039199048277610993,0.0022778963756934748,0.934192385061593,14,14,1.0,none,0.003814795918367347,1.0,1.0,0.0,0.0
196,0,cool,9.695,0.31367142857142855,0.029241230454912195,0.16758971346938775,0.38638940927933674,0.0004223115402117762,0.002384203338599652,1.0479051122451968,14,14,1.0,none,0.004494387755102041,1.0,1.0,0.0,0.0
196,0,cool,9.192,0.32871581632653063,0.029826069413338943,0.17436050566326533,0.3596129125478316,0.0004912363049332418,0.002180128277150828,1.1539170116318545,14,14,1.0,none,0.005169897959183674,1.0,1.0,0.0,0.0
196,0,cool,8.715,0.3452658163265306,0.029740820243299833,0.17336521219387754,0.3310519471460459,0.0005110628558444704,0.0025370120444816275,1.2131907162361788,14,14,1.0,none,0.006061224489795918,1.0,1.0,0.0,0.0
196,0,cool,8.262,0.3641408163265306,0.03010278165812673,0.17761078285714282,0.3013477558992347,0.0005128102484306063,0.004046523030520355,1.4716998088340676,14,14,1.0,none,0.007259183673469388,1.0,1.0,0.0,0.0
196,0,cool,7.833,0.3829780612244898,0.03060265254048309,0.18355837913265308,0.27348956672512753,0.00044386528378544853,0.002723079426313642,1.6856888627349198,14,14,1.0,none,0.008586224489795919,1.0,1.0,0.0,0.0
196,0,cool,7.426,0.4002913265306122,0.030004407383975393,0.17645183464285719,0.24826460857780613,0.0004858861298865801,0.0032933110019455376,1.761084441391943,14,14,1.0,none,0.009800510204081634,1.0,1.0,0.0,0.0
196,0,cool,7.041,0.42310714285714285,0.030627529772521332,0.1838569336734694,0.21958057637117348,0.000606829877687297,0.004696436466115802,2.4325304932571057,14,14,1.0,none,0.011712244897959183,1.0,1.0,0.0,0.0
196,0,cool,6.675,0.4443719387755102,0.030393226021509883,0.18105464484693878,0.19407186702806123,0.0007866782337823216,0.00391494677864509,2.4784595922600197,14,14,1.0,none,0.013891326530612246,1.0,1.0,0.0,0.0
196,0,cool,6.329,0.4687908163265306,0.030296548597729914,0.17990464795918365,0.16809555365114795,0.0008679758503626623,0.00520235418970772,3.182327056029001,14,14,1.0,none,0.01633622448979592,1.0,1.0,0.0,0.0
