N,D,replica,leg,g,ln_g,squares_per_vertex,spv_err,phi,acceptance,tau_int,surplus,lam
2000,2,0,cool,54.59815,3.999999999392942,0.05363500000000001,0.00018528843745900647,0.013408749999999999,0.980613375,0.49175751274459384,5e-07,1.0
2000,2,0,cool,42.521082,3.7499999999985234,0.058554000000000016,0.0002302328186510341,0.0146385,0.9762211875,0.4942785715227654,7.5e-07,1.0
2000,2,0,cool,33.115452,3.500000001247384,0.06479000000000001,0.0002415913798048265,0.0161975,0.9700343125,0.5179092435905538,2.5e-07,1.0
2000,2,0,cool,25.79034,3.2500000032107734,0.07415799999999999,0.00018385850489982802,0.0185395,0.9612205625,0.5500216416957958,5e-07,1.0
2000,2,0,cool,20.085537,3.000000003824261,0.08770200000000002,0.00033744062005632973,0.0219255,0.948355,0.5099508647553409,2.5e-06,1.0
2000,2,0,cool,15.642632,2.7500000074036026,0.10851600000000002,0.0002372774718678537,0.027129,0.92864175,0.526469026423173,2.75e-06,1.0
2000,2,0,cool,12.182494,2.5000000032256553,0.14276299999999997,0.0003394442042869495,0.03569075,0.896816875,0.5690965171479547,4.499999999999999e-06,1.0
2000,2,0,cool,9.487736,2.250000017247684,0.202771,0.0004987366420827724,0.050692749999999995,0.84439125,0.7010909059498589,1.15e-05,1.0
2000,2,0,cool,7.389056,1.9999999866111924,0.31026,0.0010275888054567363,0.077565,0.7543985625,1.2516175222145323,3.925e-05,1.0
2000,2,0,cool,5.754603,1.7500000563017604,0.5158720000000001,0.0016974336271194802,0.128968,0.6028914375,1.9895465325674113,0.000187,1.0
2000,2,0,cool,4.481689,1.4999999843054563,0.909397,0.0030472793744584646,0.22734925,0.3776629375,9.51050542829967,0.0009445,1.0
2000,2,0,cool,3.490343,1.2500000121873864,1.584588,0.004997901870185125,0.39614699999999997,0.1468449375,20.235812643365154,0.0060875,1.0
2000,2,0,cool,2.718282,1.0000000631063886,2.4439949999999997,0.007091222699258284,0.6109987499999999,0.0365015625,188.70576050746848,0.0333795,1.0
2000,2,0,cool,2.117,0.7499999921527281,3.192832,0.0037681710370794297,0.7982079999999999,0.0098299375,135.47893209470172,0.08859075,1.0
2000,2,0,cool,1.648721,0.49999983581205926,3.551087,0.004954003353646033,0.88777175,0.003781625,306.169733660227,0.1430935,1.0
2000,2,0,cool,1.284025,0.24999967548320795,3.712947,0.0033218130534242944,0.92823675,0.0016721875,281.77743830506085,0.17744749999999998,1.0
2000,2,0,cool,1.0,0.0,3.8176949999999996,0.004111939907257432,0.95442375,0.001133875,322.25176179303645,0.2138725,1.0
2000,2,0,cool,0.778801,-0.2499997214582091,3.890877,0.002412571592856109,0.97271925,0.000615375,308.41558354857864,0.23538675,1.0
2000,2,0,cool,0.606531,-0.4999994389611379,3.9225009999999996,0.0005337090782776662,0.98062525,0.0004550625,81.79876285654892,0.2456255,1.0
2000,2,0,cool,0.472367,-0.749999053153169,3.939487,0.0004763119742814677,0.98487175,0.00038325,165.20762630581453,0.25276225,1.0
2000,2,0,cool,0.367879,-1.0000011992290339,3.949533,0.0008588347006939403,0.9873832499999999,0.000328625,162.54624776333927,0.253832,1.0
2000,2,0,cool,0.286505,-1.2499992909726465,3.9634360000000006,0.0007584524672885341,0.990859,0.000287,212.8088952748529,0.26236075,1.0
2000,2,0,cool,0.22313,-1.5000007177357253,3.9617480000000005,0.00047435370716369105,0.990437,0.0002788125,117.5161608017137,0.259248,1.0
2000,2,0,cool,0.173774,-1.7499996745798332,3.9631770000000004,0.0007965623243186899,0.99079425,0.0002963125,193.76616843460513,0.26039825,1.0
2000,2,0,cool,0.135335,-2.0000020928534106,3.9640560000000007,0.0003333158616087284,0.9910140000000001,0.00029425,58.16806316020624,0.25843900000000003,1.0
2000,2,0,heat,0.173774,-1.7499996745798332,3.963568000000001,0.00044588081354097835,0.9908920000000001,0.0002825625,68.03273257776226,0.25606799999999996,1.0
2000,2,0,heat,0.22313,-1.5000007177357253,3.9628510000000006,0.0004363436882962431,0.99071275,0.0002698125,56.15302600745259,0.25340475,1.0
2000,2,0,heat,0.286505,-1.2499992909726465,3.9653129999999996,0.0005184094986166888,0.99132825,0.0002573125,131.68653657024666,0.2550985,1.0
2000,2,0,heat,0.367879,-1.0000011992290339,3.970269,0.00033969863384477483,0.9925672499999999,0.0002643125,120.70564874516386,0.258061,1.0
2000,2,0,heat,0.472367,-0.749999053153169,3.977621,0.0002612190015753368,0.99440525,0.00024175,51.43022275188804,0.263621,1.0
2000,2,0,heat,0.606531,-0.4999994389611379,3.9752360000000007,0.0005512189512126487,0.9938089999999999,0.00023775,166.0572343575316,0.26063325,1.0
2000,2,0,heat,0.778801,-0.2499997214582091,3.97274,0.0010257789385456808,0.993185,0.0002519375,230.15006319462958,0.2572375,1.0
2000,2,0,heat,1.0,0.0,3.9594720000000008,0.000716574863315691,0.9898680000000001,0.0002958125,184.95472370328986,0.24627449999999998,1.0
2000,2,0,heat,1.284025,0.24999967548320795,3.9042789999999994,0.00126856753753831,0.97606975,0.000559625,82.24554147639303,0.215826,1.0
2000,2,0,heat,1.648721,0.49999983581205926,3.755963,0.0026964939357795475,0.9389907500000001,0.0017241875,197.59855092013944,0.13996350000000002,1.0
2000,2,0,heat,2.117,0.7499999921527281,3.477308,0.004727976481371266,0.869327,0.006499625,174.18732889226712,0.07024425,1.0
2000,2,0,heat,2.718282,1.0000000631063886,2.628817,0.01135498767619219,0.65720425,0.0288876875,251.92108916180794,0.04592825,1.0
2000,2,0,heat,3.490343,1.2500000121873864,1.593248,0.006714287427709657,0.398312,0.14431425,33.68144017458806,0.006438,1.0
2000,2,0,heat,4.481689,1.4999999843054563,0.9045310000000001,0.0029133418099625726,0.22613275,0.3777286875,7.591041719136933,0.0009945000000000002,1.0
2000,2,0,heat,5.754603,1.7500000563017604,0.513331,0.0013159715006929253,0.12833275,0.6030204375,2.5524729471633956,0.00018325,1.0
2000,2,0,heat,7.389056,1.9999999866111924,0.308807,0.00066765150915429,0.07720175,0.7547964375,1.1769539324879548,4.625e-05,1.0
2000,2,0,heat,9.487736,2.250000017247684,0.20218599999999998,0.0005587266840200133,0.0505465,0.8446058125,0.8024091119927754,1.325e-05,1.0
2000,2,0,heat,12.182494,2.5000000032256553,0.143534,0.0003172768478411248,0.0358835,0.8967845,0.6104675786245987,3.5e-06,1.0
2000,2,0,heat,15.642632,2.7500000074036026,0.10841300000000001,0.0002491976036722663,0.02710325,0.9285115,0.5492700413292254,1.25e-06,1.0
2000,2,0,heat,20.085537,3.000000003824261,0.08750500000000001,0.00031016476547796436,0.02187625,0.9481845,0.5271191188016976,2.5e-07,1.0
2000,2,0,heat,25.79034,3.2500000032107734,0.07387700000000001,0.0001910090092534897,0.01846925,0.96129475,0.5237819618157349,5e-07,1.0
2000,2,0,heat,33.115452,3.500000001247384,0.06458400000000002,0.00020817761743280688,0.016146,0.9701996875,0.539708193785804,1e-06,1.0
2000,2,0,heat,42.521082,3.7499999999985234,0.05806500000000001,0.00029733696208846915,0.01451625,0.9761734375,0.5539690595775442,1.25e-06,1.0
2000,2,0,heat,54.59815,3.999999999392942,0.05354800000000001,0.00021333305322898314,0.013387,0.9806211875,0.4776415327434929,2.5e-07,1.0
