g,replica,n,melted_for,acceptance,sweep,H,h_per_vertex,triangles,squares,pentagons,pieces,largest_frac
4,1,60,0,0.0,300,0.0,0.0,40,0,24,2,0.5
8,0,60,0,0.0699,10,40.0,0.6666666666666666,40,0,20,2,0.5
8,0,60,0,0.0699,20,128.0,2.1333333333333333,36,1,17,1,1.0
8,0,60,0,0.0699,30,172.0,2.8666666666666667,32,5,14,1,1.0
8,0,60,0,0.0699,40,366.0,6.1,17,7,19,1,1.0
8,0,60,0,0.0699,50,440.0,7.333333333333333,7,15,16,1,1.0
8,0,60,0,0.0699,60,416.0,6.933333333333334,7,16,17,1,1.0
8,0,60,0,0.0699,70,442.0,7.366666666666666,9,13,16,1,1.0
8,0,60,0,0.0699,80,386.0,6.433333333333334,7,20,14,1,1.0
8,0,60,0,0.0699,90,434.0,7.233333333333333,10,13,15,1,1.0
8,0,60,0,0.0699,100,418.0,6.966666666666667,9,14,16,1,1.0
8,0,60,0,0.0699,110,438.0,7.3,4,23,9,1,1.0
8,0,60,0,0.0699,120,452.0,7.533333333333333,11,11,15,1,1.0
8,0,60,0,0.0699,130,446.0,7.433333333333334,7,13,19,1,1.0
8,0,60,0,0.0699,140,400.0,6.666666666666667,7,16,19,1,1.0
8,0,60,0,0.0699,150,464.0,7.733333333333333,5,15,17,1,1.0
8,0,60,0,0.0699,160,384.0,6.4,7,16,22,1,1.0
8,0,60,0,0.0699,170,486.0,8.1,12,10,10,1,1.0
8,0,60,0,0.0699,180,412.0,6.866666666666666,6,19,14,1,1.0
8,0,60,0,0.0699,190,412.0,6.866666666666666,6,19,15,1,1.0
8,0,60,0,0.0699,200,488.0,8.133333333333333,4,14,19,1,1.0
8,0,60,0,0.0699,210,474.0,7.9,6,17,11,1,1.0
8,0,60,0,0.0699,220,386.0,6.433333333333334,10,13,20,1,1.0
8,0,60,0,0.0699,230,400.0,6.666666666666667,4,23,13,1,1.0
8,0,60,0,0.0699,240,444.0,7.4,2,23,13,1,1.0
8,0,60,0,0.0699,250,492.0,8.2,9,10,15,1,1.0
8,0,60,0,0.0699,260,392.0,6.533333333333333,10,14,17,1,1.0
8,0,60,0,0.0699,270,446.0,7.433333333333334,6,16,16,1,1.0
8,0,60,0,0.0699,280,386.0,6.433333333333334,9,17,15,1,1.0
8,0,60,0,0.0699,290,476.0,7.933333333333334,9,12,14,1,1.0
8,0,60,0,0.0699,300,388.0,6.466666666666667,4,21,18,1,1.0
8,1,60,0,0.072,10,56.0,0.9333333333333333,38,0,22,1,1.0
8,1,60,0,0.072,20,192.0,3.2,28,5,19,1,1.0
8,1,60,0,0.072,30,346.0,5.766666666666667,20,7,15,1,1.0
8,1,60,0,0.072,40,412.0,6.866666666666666,4,23,11,1,1.0
8,1,60,0,0.072,50,434.0,7.233333333333333,11,12,15,1,1.0
8,1,60,0,0.072,60,448.0,7.466666666666667,9,11,18,1,1.0
8,1,60,0,0.072,70,500.0,8.333333333333334,6,15,12,1,1.0
8,1,60,0,0.072,80,422.0,7.033333333333333,6,18,15,1,1.0
8,1,60,0,0.072,90,466.0,7.766666666666667,7,15,13,1,1.0
8,1,60,0,0.072,100,422.0,7.033333333333333,5,16,20,1,1.0
8,1,60,0,0.072,110,448.0,7.466666666666667,7,15,15,1,1.0
8,1,60,0,0.072,120,366.0,6.1,6,22,15,1,1.0
8,1,60,0,0.072,130,432.0,7.2,6,15,20,1,1.0
8,1,60,0,0.072,140,428.0,7.133333333333334,4,20,15,1,1.0
8,1,60,0,0.072,150,394.0,6.566666666666666,11,12,19,1,1.0
8,1,60,0,0.072,160,446.0,7.433333333333334,7,15,15,1,1.0
8,1,60,0,0.072,170,450.0,7.5,5,17,16,1,1.0
8,1,60,0,0.072,180,372.0,6.2,3,25,15,1,1.0
8,1,60,0,0.072,190,422.0,7.033333333333333,8,17,13,1,1.0
8,1,60,0,0.072,200,442.0,7.366666666666666,10,12,16,1,1.0
8,1,60,0,0.072,210,504.0,8.4,9,8,17,1,1.0
8,1,60,0,0.072,220,462.0,7.7,6,15,16,1,1.0
8,1,60,0,0.072,230,428.0,7.133333333333334,6,19,13,1,1.0
8,1,60,0,0.072,240,392.0,6.533333333333333,5,19,19,1,1.0
8,1,60,0,0.072,250,378.0,6.3,1,27,15,1,1.0
8,1,60,0,0.072,260,496.0,8.266666666666667,7,11,17,1,1.0
8,1,60,0,0.072,270,462.0,7.7,6,16,14,1,1.0
8,1,60,0,0.072,280,494.0,8.233333333333333,7,11,17,1,1.0
8,1,60,0,0.072,290,458.0,7.633333333333334,8,14,15,1,1.0
8,1,60,0,0.072,300,384.0,6.4,3,25,15,1,1.0
