g,replica,n,melted_for,acceptance,sweep,H,h_per_vertex,triangles,squares,pentagons,pieces,largest_frac
1,0,60,0,0.0,10,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,20,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,30,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,40,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,50,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,60,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,70,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,80,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,90,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,100,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,110,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,120,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,130,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,140,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,150,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,160,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,170,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,180,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,190,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,200,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,210,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,220,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,230,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,240,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,250,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,260,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,270,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,280,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,290,0.0,0.0,40,0,24,2,0.5
1,0,60,0,0.0,300,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,10,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,20,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,30,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,40,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,50,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,60,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,70,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,80,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,90,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,100,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,110,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,120,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,130,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,140,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,150,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,160,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,170,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,180,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,190,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,200,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,210,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,220,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,230,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,240,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,250,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,260,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,270,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,280,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,290,0.0,0.0,40,0,24,2,0.5
1,1,60,0,0.0,300,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,10,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,20,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,30,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,40,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,50,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,60,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,70,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,80,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,90,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,100,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,110,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,120,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,130,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,140,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,150,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,160,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,170,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,180,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,190,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,200,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,210,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,220,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,230,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,240,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,250,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,260,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,270,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,280,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,290,0.0,0.0,40,0,24,2,0.5
2,0,60,0,0.0,300,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,10,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,20,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,30,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,40,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,50,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,60,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,70,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,80,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,90,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,100,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,110,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,120,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,130,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,140,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,150,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,160,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,170,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,180,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,190,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,200,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,210,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,220,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,230,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,240,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,250,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,260,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,270,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,280,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,290,0.0,0.0,40,0,24,2,0.5
2,1,60,0,0.0,300,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,10,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,20,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,30,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,40,20.0,0.3333333333333333,40,0,22,2,0.5
4,0,60,0,0.0001,50,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,60,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,70,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,80,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,90,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,100,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,110,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,120,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,130,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,140,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,150,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,160,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,170,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,180,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,190,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,200,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,210,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,220,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,230,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,240,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,250,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,260,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,270,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,280,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,290,0.0,0.0,40,0,24,2,0.5
4,0,60,0,0.0001,300,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,10,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,20,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,30,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,40,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,50,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,60,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,70,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,80,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,90,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,100,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,110,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,120,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,130,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,140,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,150,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,160,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,170,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,180,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,190,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,200,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,210,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,220,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,230,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,240,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,250,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,260,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,270,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,280,0.0,0.0,40,0,24,2,0.5
4,1,60,0,0.0,290,0.0,0.0,40,0,24,2,0.5
