N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,seeds,seed_sweeps,patches_max,patch_series,converted_series,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
4096,1024,4,6,1.25,1.75,4139754254,6215,265,1.00634765625,-2.4590576171875,1.0,-1.7621602376302081,1800,2400,0.75,40,300:1 500:1 800:1 900:1 1500:1 1600:1 2200:2 2300:2 2400:1 2500:1 2600:1 2700:1 2800:3 3100:2 3200:3 3300:3 3400:3 3500:5 3600:1 3700:1 3800:5,29,0 0 1 1 2 2 2 3 4 4 4 4 4 4 5 5 5 4 5 5 5 7 9 10 11 10 12 16 14 17 19 21 23 29 27 20 26 29,0 0 8 8 16 16 16 32 48 64 64 72 72 76 104 108 112 121 136 180 192 220 242 264 296 324 336 406 420 456 496 563 602 674 660 672 717 699,3015,115,0.05042016806722689,476,0,3341,476,269,10,0,0,3375,160,0.0392156862745098,612,0,2766,612,702,16,0,0,3625,188,0.03183791606367583,691,0,2228,691,1147,29,1,0
4096,1024,4,7,1.25,1.75,1123836259,5410,210,1.006591796875,-2.4996297200520834,1.0,-1.8338541666666668,1200,2400,0.75,31,100:1 300:1 600:1 700:1 900:1 1200:1 1400:2 1500:1 1800:2 1900:1 2000:1 2200:1 2300:1 2400:2 2500:1 2600:1 2700:1 2800:3 2900:6 3000:2,28,1 1 2 2 2 2 3 3 4 4 4 5 5 7 8 8 9 13 13 12 12 13 15 18 20 17 18 23 27 28,20 24 48 60 68 68 88 101 113 127 143 162 170 204 226 266 302 334 360 392 413 448 473 557 528 601 626 698 704 719,2135,125,0.05568445475638051,431,0,3371,431,289,5,0,0,2555,157,0.04151624548736462,554,1,2799,554,721,19,2,0,2805,199,0.03206997084548105,686,0,2225,686,1152,30,3,0
4096,1024,4,8,1.25,1.75,1869379898,5630,265,1.007080078125,-2.495098876953125,1.0,-1.8565877278645835,1800,2400,0.75,39,700:1 1300:1 1600:1 1800:1 1900:2 2000:2 2100:3 2200:2 2300:4 2500:2 2600:1 2700:4 2800:4 2900:3 3000:5 3100:2 3200:1,24,0 0 0 0 0 0 1 1 1 1 0 0 2 2 1 3 2 3 4 6 10 13 16 18 17 14 17 21 20 22 16 24,0 0 8 16 20 20 24 24 24 32 28 48 70 90 116 154 170 213 245 272 296 372 388 439 440 469 548 606 635 680 638 722,2450,129,0.04640371229698376,431,0,3368,431,294,3,0,0,2815,176,0.03934426229508197,610,0,2768,610,708,10,0,0,3050,191,0.021705426356589147,645,0,2219,645,1214,17,1,0
