N,t_cool,g_hot,g_cold,replica,followed,block,sweep,g,n_d1,pieces_d1,n_damage,h,final
96,300,1.25,0.25,2,True,1,500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,2,1000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,3,1500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,4,2000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,5,2500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,6,3000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,7,3500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,8,4000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,9,4500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,10,5000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,11,5500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,12,6000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,13,6500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,14,7000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,15,7500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,16,8000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,17,8500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,18,9000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,19,9500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,20,10000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,21,10500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,22,11000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,23,11500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,24,12000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,25,12500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,26,13000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,27,13500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,28,14000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,29,14500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,30,15000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,31,15500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,32,16000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,33,16500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,34,17000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,35,17500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,36,18000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,37,18500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,38,19000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,39,19500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,40,20000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,2,True,41,20500,0.25,4,1,4,14.0,True
96,300,1.25,0.25,3,True,0,0,1.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,1,500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,2,1000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,3,1500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,4,2000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,5,2500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,6,3000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,7,3500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,8,4000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,9,4500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,10,5000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,11,5500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,12,6000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,13,6500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,14,7000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,15,7500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,16,8000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,17,8500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,18,9000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,19,9500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,20,10000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,21,10500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,22,11000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,23,11500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,24,12000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,25,12500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,26,13000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,27,13500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,28,14000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,29,14500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,30,15000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,31,15500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,32,16000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,33,16500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,34,17000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,35,17500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,36,18000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,37,18500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,38,19000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,39,19500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,40,20000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,3,True,41,20500,0.25,4,1,4,14.0,True
96,300,1.25,0.25,4,True,0,0,1.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,1,500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,2,1000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,3,1500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,4,2000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,5,2500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,6,3000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,7,3500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,8,4000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,9,4500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,10,5000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,11,5500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,12,6000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,13,6500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,14,7000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,15,7500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,16,8000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,17,8500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,18,9000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,19,9500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,20,10000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,21,10500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,22,11000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,23,11500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,24,12000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,25,12500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,26,13000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,27,13500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,28,14000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,29,14500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,30,15000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,31,15500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,32,16000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,33,16500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,34,17000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,35,17500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,36,18000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,37,18500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,38,19000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,39,19500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,40,20000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,4,True,41,20500,0.25,4,1,4,14.0,True
96,300,1.25,0.25,5,True,0,0,1.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,1,500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,2,1000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,3,1500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,4,2000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,5,2500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,6,3000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,7,3500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,8,4000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,9,4500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,10,5000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,11,5500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,12,6000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,13,6500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,14,7000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,15,7500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,16,8000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,17,8500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,18,9000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,19,9500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,20,10000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,21,10500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,22,11000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,23,11500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,24,12000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,25,12500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,26,13000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,27,13500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,28,14000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,29,14500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,30,15000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,31,15500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,32,16000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,33,16500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,34,17000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,35,17500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,36,18000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,37,18500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,38,19000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,39,19500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,40,20000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,5,True,41,20500,0.25,4,1,4,14.0,True
96,300,1.25,0.25,6,True,0,0,1.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,1,500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,2,1000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,3,1500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,4,2000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,5,2500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,6,3000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,7,3500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,8,4000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,9,4500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,10,5000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,11,5500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,12,6000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,13,6500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,14,7000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,15,7500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,16,8000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,17,8500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,18,9000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,19,9500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,20,10000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,21,10500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,22,11000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,23,11500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,24,12000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,25,12500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,26,13000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,27,13500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,28,14000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,29,14500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,30,15000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,31,15500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,32,16000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,33,16500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,34,17000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,35,17500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,36,18000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,37,18500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,38,19000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,39,19500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,40,20000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,6,True,41,20500,0.25,4,1,4,14.0,True
96,300,1.25,0.25,7,True,0,0,1.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,1,500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,2,1000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,3,1500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,4,2000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,5,2500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,6,3000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,7,3500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,8,4000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,9,4500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,10,5000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,11,5500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,12,6000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,13,6500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,14,7000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,15,7500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,16,8000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,17,8500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,18,9000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,19,9500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,20,10000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,21,10500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,22,11000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,23,11500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,24,12000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,25,12500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,26,13000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,27,13500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,28,14000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,29,14500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,30,15000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,31,15500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,32,16000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,33,16500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,34,17000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,35,17500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,36,18000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,37,18500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,38,19000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,39,19500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,40,20000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,7,True,41,20500,0.25,4,1,4,14.0,True
96,300,1.25,0.25,8,True,0,0,1.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,1,500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,2,1000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,3,1500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,4,2000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,5,2500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,6,3000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,7,3500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,8,4000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,9,4500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,10,5000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,11,5500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,12,6000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,13,6500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,14,7000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,15,7500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,16,8000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,17,8500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,18,9000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,19,9500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,20,10000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,21,10500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,22,11000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,23,11500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,24,12000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,25,12500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,26,13000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,27,13500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,28,14000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,29,14500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,30,15000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,31,15500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,32,16000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,33,16500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,34,17000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,35,17500,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,36,18000,0.25,4,1,4,14.0,False
96,300,1.25,0.25,8,True,37,18500,0.25,4,1,4,14.0,False
