N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,17,1.25,1.5,385461728,4690,1535,1.0,1.0,1.0,0.78046875,1800,3000,0.75,1550,1,1.0,16,0,48,16,0,0,0,0,1570,1,1.0,32,0,32,32,0,0,0,0,1630,1,1.0,48,0,16,48,0,0,0,0
64,16,4,18,1.25,1.5,1226654226,4495,295,1.0,1.0,1.0,0.9895833333333334,0,1800,0.75,2485,1,1.0,20,0,44,20,0,0,0,0,2565,1,1.0,32,0,32,32,0,0,0,0,2580,4,0.85,40,0,20,40,4,0,0,0
64,16,4,19,1.25,1.5,2089015178,2675,310,1.0,1.0,1.0,0.9869791666666666,0,1800,0.75,760,1,1.0,20,0,44,20,0,0,0,0,830,1,1.0,36,0,28,36,0,0,0,0,865,1,1.0,52,0,12,52,0,0,0,0
64,16,4,20,1.25,1.5,3597705482,3680,745,1.0,1.0,1.0,0.9817708333333334,0,1800,0.75,760,1,1.0,16,0,48,16,0,0,0,0,805,1,1.0,32,0,32,32,0,0,0,0,840,1,1.0,48,0,16,48,0,0,0,0
64,16,4,21,1.25,1.5,3684176547,4100,1180,1.0,1.0,1.0,0.9078125,600,1800,0.75,1180,4,0.25,8,0,52,8,4,0,0,0,2210,1,1.0,32,0,32,32,0,0,0,0,2270,1,1.0,48,0,16,48,0,0,0,0
64,16,4,22,1.25,1.5,963869243,1585,220,1.0,1.0,1.0,1.0,0,1200,0.75,235,1,1.0,16,0,48,16,0,0,0,0,265,1,1.0,32,0,32,32,0,0,0,0,305,1,1.0,48,0,16,48,0,0,0,0
64,16,4,23,1.25,1.5,3644103060,8765,750,1.0,1.0,1.0,0.771875,6000,7800,0.75,755,1,1.0,12,0,50,12,2,0,0,0,805,1,1.0,32,0,32,32,0,0,0,0,945,1,1.0,52,0,12,52,0,0,0,0
64,16,4,24,1.25,1.5,1076165994,2525,545,1.0,1.0,1.0,0.7765625,600,1800,0.75,560,1,1.0,16,0,48,16,0,0,0,0,630,1,1.0,36,0,28,36,0,0,0,0,670,1,1.0,48,0,16,48,0,0,0,0
64,16,4,25,1.25,1.5,2520955257,30895,625,1.0,0.7096354166666667,1.0,0.47486979166666665,3600,30000,0.75,625,4,0.25,8,0,52,8,4,0,0,0,665,3,0.8333333333333334,24,0,36,24,4,0,0,0,780,3,0.9,40,0,20,40,4,0,0,0
64,16,4,26,1.25,1.5,1273843055,6700,205,1.0,1.0,1.0,0.771875,3000,4200,0.75,1930,4,0.25,8,0,52,8,4,0,0,0,2470,1,1.0,36,0,28,36,0,0,0,0,2485,1,1.0,48,0,16,48,0,0,0,0
64,16,4,27,1.25,1.5,2603658336,2745,210,1.0,1.0,1.0,0.77890625,600,2400,0.75,230,1,1.0,16,0,48,16,0,0,0,0,275,1,1.0,32,0,32,32,0,0,0,0,320,1,1.0,52,0,12,52,0,0,0,0
64,16,4,28,1.25,1.5,1717221454,1450,245,1.0,1.0,1.0,1.0,0,1200,0.75,205,1,1.0,44,0,20,44,0,0,0,0,205,1,1.0,44,0,20,44,0,0,0,0,230,1,1.0,48,0,16,48,0,0,0,0
64,16,4,29,1.25,1.5,1295551131,3420,865,1.0,1.0,1.0,0.7796875,1200,2400,0.75,880,1,1.0,16,0,48,16,0,0,0,0,935,1,1.0,32,0,32,32,0,0,0,0,980,1,1.0,48,0,16,48,0,0,0,0
