N,lx,ly,spark,replica,left,first_change,phi_start,phi_end,energy_start,energy_end,lowest_energy,demon_end,acceptance,lam,cap
144,36,4,12.0,2,True,51,1.2361111111111112,0.9722222222222222,1.0833333333333333,1.0694444444444444,0.9236111111111112,2.0,0.0020925925925925925,1.25,none
144,36,4,12.0,3,True,3,1.2361111111111112,0.9652777777777778,1.0833333333333333,1.0763888888888888,0.9375,1.0,0.0012826967592592593,1.25,none
144,36,4,12.0,4,True,15,1.2361111111111112,0.9652777777777778,1.0833333333333333,1.0763888888888888,0.9375,1.0,0.0010541087962962963,1.25,none
144,36,4,12.0,5,True,14,1.2361111111111112,0.9652777777777778,1.0833333333333333,1.0763888888888888,0.9375,1.0,0.0020049189814814817,1.25,none
144,36,4,12.0,6,True,6,1.2361111111111112,0.9444444444444444,1.0833333333333333,1.0625,0.9375,3.0,0.0015277777777777779,1.25,none
144,36,4,12.0,7,True,3,1.2291666666666667,0.9444444444444444,1.0555555555555556,1.0277777777777777,0.9375,8.0,0.0012916666666666667,1.25,none
144,36,4,13.0,0,True,6,1.2361111111111112,0.9513888888888888,1.0833333333333333,1.0555555555555556,0.9375,5.0,0.0017719907407407406,1.25,none
144,36,4,13.0,1,True,6,1.2361111111111112,0.9513888888888888,1.0833333333333333,1.0555555555555556,0.9791666666666666,5.0,0.0010671296296296297,1.25,none
144,36,4,13.0,2,True,51,1.2361111111111112,0.9583333333333334,1.0833333333333333,1.0833333333333333,0.8958333333333334,1.0,0.0016501736111111112,1.25,none
144,36,4,13.0,3,True,3,1.2361111111111112,0.9652777777777778,1.0833333333333333,1.0763888888888888,0.9583333333333334,2.0,0.001532986111111111,1.25,none
144,36,4,13.0,4,True,15,1.2361111111111112,0.9444444444444444,1.0833333333333333,1.0277777777777777,0.8819444444444444,9.0,0.0017413194444444444,1.25,none
144,36,4,13.0,5,True,14,1.2361111111111112,0.9513888888888888,1.0833333333333333,1.0902777777777777,0.9513888888888888,0.0,0.0017491319444444444,1.25,none
144,36,4,13.0,6,True,6,1.2361111111111112,0.9583333333333334,1.0833333333333333,1.0833333333333333,0.9375,1.0,0.0017534722222222222,1.25,none
144,36,4,13.0,7,True,3,1.2291666666666667,0.9444444444444444,1.0555555555555556,1.0625,0.875,4.0,0.001525462962962963,1.25,none
144,36,4,16.0,0,True,93,1.2222222222222223,0.9375,1.0972222222222223,1.1041666666666667,0.9444444444444444,1.0,0.0016686921296296296,1.25,none
144,36,4,16.0,1,True,11,1.2222222222222223,0.9583333333333334,1.0972222222222223,1.0833333333333333,0.9305555555555556,4.0,0.0011021412037037037,1.25,none
144,36,4,16.0,2,True,88,1.2222222222222223,0.9791666666666666,1.0972222222222223,1.0972222222222223,0.9652777777777778,2.0,0.0014065393518518517,1.25,none
144,36,4,16.0,3,True,3,1.2361111111111112,0.9513888888888888,1.0833333333333333,1.0555555555555556,0.9305555555555556,8.0,0.0014814814814814814,1.25,none
144,36,4,16.0,4,True,15,1.2361111111111112,0.9652777777777778,1.0833333333333333,1.0763888888888888,0.9305555555555556,5.0,0.0018466435185185185,1.25,none
144,36,4,16.0,5,True,14,1.2361111111111112,0.9444444444444444,1.0833333333333333,1.0972222222222223,0.9652777777777778,2.0,0.0013683449074074073,1.25,none
144,36,4,16.0,6,True,6,1.2361111111111112,0.9652777777777778,1.0833333333333333,1.1111111111111112,0.9791666666666666,0.0,0.00218287037037037,1.25,none
144,36,4,16.0,7,True,3,1.2291666666666667,0.9652777777777778,1.0555555555555556,1.1111111111111112,0.9652777777777778,0.0,0.0016840277777777778,1.25,none
192,48,4,4.0,0,False,,1.25,1.25,1.0,1.0,1.0,4.0,0.0013159722222222223,1.25,none
192,48,4,4.0,1,False,,1.25,1.25,1.0,1.0,1.0,4.0,0.0012901475694444445,1.25,none
192,48,4,4.0,2,False,,1.25,1.25,1.0,1.0,1.0,4.0,0.0012999131944444445,1.25,none
192,48,4,4.0,3,False,,1.25,1.25,1.0,1.0,1.0,4.0,0.001282986111111111,1.25,none
192,48,4,4.0,4,False,,1.25,1.25,1.0,1.0,1.0,4.0,0.0013040364583333333,1.25,none
192,48,4,4.0,5,False,,1.25,1.25,1.0,1.0,1.0,4.0,0.0012855902777777779,1.25,none
192,48,4,4.0,6,False,,1.25,1.25,1.0,1.0,1.0,4.0,0.0012981770833333333,1.25,none
192,48,4,4.0,7,False,,1.25,1.25,1.0,1.0,1.0,4.0,0.0012912326388888889,1.25,none
192,48,4,8.0,0,False,,1.25,1.25,1.0,1.0,1.0,8.0,0.0013159722222222223,1.25,none
192,48,4,8.0,1,False,,1.25,1.25,1.0,1.0,1.0,8.0,0.0012901475694444445,1.25,none
192,48,4,8.0,2,False,,1.25,1.25,1.0,1.0,1.0,8.0,0.0012999131944444445,1.25,none
192,48,4,8.0,3,False,,1.25,1.25,1.0,1.0,1.0,8.0,0.001282986111111111,1.25,none
192,48,4,8.0,4,False,,1.25,1.25,1.0,1.0,1.0,8.0,0.0013040364583333333,1.25,none
192,48,4,8.0,5,False,,1.25,1.25,1.0,1.0,1.0,8.0,0.0012855902777777779,1.25,none
192,48,4,8.0,6,False,,1.25,1.25,1.0,1.0,1.0,8.0,0.0012981770833333333,1.25,none
192,48,4,8.0,7,False,,1.25,1.25,1.0,1.0,1.0,8.0,0.0012912326388888889,1.25,none
192,48,4,10.0,0,False,,1.25,1.25,1.0,1.0,1.0,10.0,0.0013159722222222223,1.25,none
192,48,4,10.0,1,False,,1.25,1.25,1.0,1.0,1.0,10.0,0.0012901475694444445,1.25,none
192,48,4,10.0,2,False,,1.25,1.25,1.0,1.0,1.0,10.0,0.0012999131944444445,1.25,none
192,48,4,10.0,3,False,,1.25,1.25,1.0,1.0,1.0,10.0,0.001282986111111111,1.25,none
192,48,4,10.0,4,False,,1.25,1.25,1.0,1.0,1.0,10.0,0.0013040364583333333,1.25,none
192,48,4,10.0,5,False,,1.25,1.25,1.0,1.0,1.0,10.0,0.0012855902777777779,1.25,none
192,48,4,10.0,6,False,,1.25,1.25,1.0,1.0,1.0,10.0,0.0012981770833333333,1.25,none
192,48,4,10.0,7,False,,1.25,1.25,1.0,1.0,1.0,10.0,0.0012912326388888889,1.25,none
192,48,4,11.0,0,False,,1.25,1.25,1.0,1.0,1.0,11.0,0.0013159722222222223,1.25,none
192,48,4,11.0,1,False,,1.25,1.25,1.0,1.0,1.0,11.0,0.0012901475694444445,1.25,none
192,48,4,11.0,2,False,,1.25,1.25,1.0,1.0,1.0,11.0,0.0012999131944444445,1.25,none
192,48,4,11.0,3,False,,1.25,1.25,1.0,1.0,1.0,11.0,0.001282986111111111,1.25,none
192,48,4,11.0,4,False,,1.25,1.25,1.0,1.0,1.0,11.0,0.0013040364583333333,1.25,none
192,48,4,11.0,5,False,,1.25,1.25,1.0,1.0,1.0,11.0,0.0012855902777777779,1.25,none
192,48,4,11.0,6,False,,1.25,1.25,1.0,1.0,1.0,11.0,0.0012981770833333333,1.25,none
192,48,4,11.0,7,False,,1.25,1.25,1.0,1.0,1.0,11.0,0.0012912326388888889,1.25,none
192,48,4,11.5,0,False,,1.25,1.25,1.0,1.0,1.0,11.5,0.0013159722222222223,1.25,none
192,48,4,11.5,1,False,,1.25,1.25,1.0,1.0,1.0,11.5,0.0012901475694444445,1.25,none
192,48,4,11.5,2,False,,1.25,1.25,1.0,1.0,1.0,11.5,0.0012999131944444445,1.25,none
192,48,4,11.5,3,False,,1.25,1.25,1.0,1.0,1.0,11.5,0.001282986111111111,1.25,none
192,48,4,11.5,4,False,,1.25,1.25,1.0,1.0,1.0,11.5,0.0013040364583333333,1.25,none
192,48,4,11.5,5,False,,1.25,1.25,1.0,1.0,1.0,11.5,0.0012855902777777779,1.25,none
192,48,4,11.5,6,False,,1.25,1.25,1.0,1.0,1.0,11.5,0.0012981770833333333,1.25,none
192,48,4,11.5,7,False,,1.25,1.25,1.0,1.0,1.0,11.5,0.0012912326388888889,1.25,none
192,48,4,12.0,0,True,8,1.2395833333333333,0.9427083333333334,1.0625,1.046875,0.9479166666666666,3.0,0.0012749565972222222,1.25,none
192,48,4,12.0,1,True,26,1.2395833333333333,0.953125,1.0625,1.0625,0.9479166666666666,0.0,0.0014197048611111112,1.25,none
192,48,4,12.0,2,True,3,1.2395833333333333,0.953125,1.0625,1.0625,0.9739583333333334,0.0,0.0017573784722222222,1.25,none
192,48,4,12.0,3,True,59,1.2395833333333333,0.953125,1.0625,1.0625,0.953125,0.0,0.001562282986111111,1.25,none
192,48,4,12.0,4,True,19,1.2395833333333333,0.953125,1.0625,1.0625,0.953125,0.0,0.0012265625,1.25,none
192,48,4,12.0,5,True,44,1.2395833333333333,0.9635416666666666,1.0625,1.0260416666666667,0.9479166666666666,7.0,0.0011497395833333333,1.25,none
192,48,4,12.0,6,True,21,1.2395833333333333,0.9375,1.0625,1.0520833333333333,0.953125,2.0,0.0015360243055555555,1.25,none
192,48,4,12.0,7,True,36,1.2395833333333333,0.953125,1.0625,1.0625,0.9010416666666666,0.0,0.0018326822916666667,1.25,none
192,48,4,13.0,0,True,8,1.2395833333333333,0.9479166666666666,1.0625,1.0416666666666667,0.96875,5.0,0.0017795138888888889,1.25,none
192,48,4,13.0,1,True,26,1.2395833333333333,0.9427083333333334,1.0625,1.046875,0.9635416666666666,4.0,0.0017176649305555556,1.25,none
192,48,4,13.0,2,True,3,1.2395833333333333,0.953125,1.0625,1.0625,0.984375,1.0,0.0015208333333333332,1.25,none
192,48,4,13.0,3,True,59,1.2395833333333333,0.9583333333333334,1.0625,1.0572916666666667,0.9739583333333334,2.0,0.0015805121527777777,1.25,none
192,48,4,13.0,4,True,19,1.2395833333333333,0.953125,1.0625,1.0625,0.9114583333333334,1.0,0.0016306423611111111,1.25,none
192,48,4,13.0,5,True,44,1.2395833333333333,0.9583333333333334,1.0625,1.0572916666666667,0.9635416666666666,2.0,0.0016397569444444446,1.25,none
192,48,4,13.0,6,True,21,1.2395833333333333,0.9635416666666666,1.0625,1.0520833333333333,0.9583333333333334,3.0,0.0009782986111111112,1.25,none
192,48,4,13.0,7,True,36,1.2395833333333333,0.9635416666666666,1.0625,1.0520833333333333,1.0,3.0,0.0019079861111111112,1.25,none
192,48,4,16.0,0,True,8,1.2395833333333333,0.9583333333333334,1.0625,1.0833333333333333,0.9791666666666666,0.0,0.0014763454861111112,1.25,none
192,48,4,16.0,1,True,26,1.2395833333333333,0.9635416666666666,1.0625,1.078125,0.9375,1.0,0.0015277777777777779,1.25,none
192,48,4,16.0,2,True,297,1.2291666666666667,0.9427083333333334,1.0729166666666667,1.0729166666666667,0.96875,2.0,0.001677951388888889,1.25,none
192,48,4,16.0,3,True,60,1.2291666666666667,0.9427083333333334,1.0729166666666667,1.0729166666666667,0.984375,2.0,0.0010983072916666667,1.25,none
192,48,4,16.0,4,True,125,1.2291666666666667,0.9427083333333334,1.0729166666666667,1.0729166666666667,0.96875,2.0,0.0015523003472222223,1.25,none
192,48,4,16.0,5,True,23,1.2395833333333333,0.9739583333333334,1.0625,1.0416666666666667,0.9791666666666666,8.0,0.0017864583333333333,1.25,none
192,48,4,16.0,6,True,152,1.2291666666666667,0.9583333333333334,1.0729166666666667,1.0833333333333333,0.9791666666666666,0.0,0.001621310763888889,1.25,none
192,48,4,16.0,7,True,36,1.2395833333333333,0.9635416666666666,1.0625,1.078125,0.9427083333333334,1.0,0.0017176649305555556,1.25,none
