N,D,replica,leg,g,ln_g,squares_per_vertex,spv_err,phi,acceptance,tau_int,surplus,lam
500,3,0,cool,4.0,1.3862943611198906,9.478095999999999,0.03730377779244645,0.7898413333333333,0.001514,746.940474580333,0.1123664,1.0
500,3,0,cool,3.95,1.3737155789130306,10.6668432,0.010959567185900028,0.8889035999999999,0.0005696666666666667,472.4190955926786,0.241674,1.0
500,3,0,cool,3.9,1.3609765531356006,10.961569599999999,0.0077872934515442254,0.9134641333333334,0.0002886,447.84050582424805,0.2849948,1.0
500,3,0,cool,3.85,1.3480731482996928,11.117307199999999,0.0068535611084418295,0.9264422666666666,0.00015053333333333332,351.69764177114683,0.29335160000000005,1.0
500,3,0,cool,3.8,1.33500106673234,11.136209599999999,0.004897456460614965,0.9280174666666666,0.00013353333333333334,472.2032250499839,0.2886748,1.0
500,3,0,cool,3.75,1.3217558399823195,11.184368,0.00812317319370708,0.9320306666666667,9.466666666666667e-05,416.95598997414976,0.3300084,1.0
500,3,0,cool,3.7,1.308332819650179,11.289715199999998,0.0031063835756675786,0.9408096,9.886666666666667e-05,183.98069897609534,0.3643944,1.0
500,3,0,cool,3.65,1.2947271675944,11.3074624,0.0035612476226041944,0.9422885333333334,7.44e-05,246.48399658506315,0.3456296,1.0
500,3,0,cool,3.6,1.2809338454620642,11.4591008,0.004124808464594605,0.9549250666666667,3.12e-05,465.49590441804105,0.37874959999999996,1.0
500,3,0,cool,3.55,1.2669476034873244,11.4675552,0.0020259749620823767,0.9556296000000001,1.7e-05,275.33669773177365,0.3793148,1.0
500,3,0,cool,3.5,1.252762968495368,11.4693568,0.004376143794246032,0.9557797333333333,1.8666666666666665e-05,446.1637223740569,0.3946596,1.0
500,3,0,cool,3.45,1.2383742310432684,11.4910976,0.004222174821861949,0.9575914666666666,1.5666666666666667e-05,461.12116185037274,0.39493,1.0
500,3,0,cool,3.4,1.2237754316221157,11.5529104,0.0020248714244370945,0.9627425333333334,1.5733333333333334e-05,234.06794792059372,0.42137,1.0
500,3,0,cool,3.35,1.208960345836975,11.566063999999999,0.0020344687075058003,0.9638386666666667,1.6e-05,140.74333763274706,0.4270304,1.0
500,3,0,cool,3.3,1.1939224684724346,11.626835200000002,0.0012789748588427012,0.9689029333333333,1.1933333333333333e-05,76.57231589467605,0.4477488,1.0
500,3,0,cool,3.25,1.1786549963416462,11.6253056,0.0036614575129020627,0.9687754666666667,1.52e-05,358.1963287955894,0.4663592,1.0
500,3,0,cool,3.2,1.1631508098056809,11.6033024,0.002087732332124077,0.9669418666666667,1.5466666666666665e-05,338.3587634749746,0.447064,1.0
500,3,0,cool,3.15,1.1474024528375417,11.655131200000001,0.0021537205359647565,0.9712609333333333,1.36e-05,394.04073470580454,0.461814,1.0
500,3,0,cool,3.1,1.1314021114911006,11.635,0.0024046193536940946,0.9695833333333334,1e-05,162.16503191907475,0.4535764,1.0
500,3,0,cool,3.05,1.1151415906193203,11.601865599999998,0.0020417883125692063,0.9668221333333332,1.16e-05,459.15768295811245,0.4331192,1.0
500,3,0,cool,3.0,1.0986122886681098,11.5987632,0.0015213823752681299,0.9665636,1.2133333333333333e-05,268.81566972053236,0.4297436,1.0
