N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac
484,1,cool,10.226,0.15585826446280993,0.015640322122030252,0.11839592322314053,0.6134116937306302,0.00019373346644667983,0.0018353802682284325,0.7705484855440589,22,22,1.0,none,0.0004214876033057851,1.0,1.0,0.0,0.0
484,1,cool,9.695,0.16637913223140494,0.016050121350126952,0.12468149535123968,0.5866909058626033,0.00026748027612181075,0.0018342655977281672,0.8825409790058912,22,22,1.0,none,0.0005417355371900826,1.0,1.0,0.0,0.0
484,1,cool,9.192,0.17724380165289258,0.016394260828998246,0.13008554545454548,0.5593002445441633,0.00017438577077424637,0.0018419729805321799,0.980958154030001,22,22,1.0,none,0.0006409090909090909,1.0,1.0,0.0,0.0
484,1,cool,8.715,0.18963305785123966,0.016629119137999616,0.13383936,0.5291525092006715,0.0003250566576170329,0.0019726340457797502,1.073300272678453,22,22,1.0,none,0.0007861570247933885,1.0,1.0,0.0,0.0
484,1,cool,8.262,0.20325247933884297,0.016846532032450713,0.13736193049586778,0.4979818044615186,0.00026859433151177635,0.0019523131812105453,1.177558404167543,22,22,1.0,none,0.0009400826446280992,1.0,1.0,0.0,0.0
484,1,cool,7.833,0.21840599173553718,0.017200078515344656,0.14318786725206611,0.4639872401213843,0.00026481105686293135,0.0023007008399811993,1.4334590889852292,22,22,1.0,none,0.00120599173553719,1.0,1.0,0.0,0.0
484,1,cool,7.426,0.23427396694214878,0.017820579112984413,0.153705351322314,0.43063611747804753,0.00023867518700294082,0.0025876016575729706,1.4837196611885552,22,22,1.0,none,0.0014582644628099173,1.0,1.0,0.0,0.0
484,1,cool,7.041,0.25286921487603303,0.018118316548018053,0.15888432295454544,0.393992728241219,0.0003430693349117505,0.002787378123896597,1.6539133234075336,22,22,1.0,none,0.001856404958677686,1.0,1.0,0.0,0.0
484,1,cool,6.675,0.27243491735537184,0.01832257659327773,0.16248693749999998,0.3577926257425103,0.0003282849137582937,0.0030765211906642097,2.15759369419286,22,22,1.0,none,0.0023278925619834713,1.0,1.0,0.0,0.0
484,1,cool,6.329,0.293452479338843,0.0184177080267073,0.16417859297520662,0.32161703819085746,0.00032200052004724655,0.0031945913085593245,2.4665095030178024,22,22,1.0,none,0.0029892561983471074,1.0,1.0,0.0,0.0
484,1,cool,6.0,0.31748202479338844,0.019049876110412766,0.17564252543388428,0.2841190558819731,0.0004273073951431138,0.004655746928605925,3.116376549883091,22,22,1.0,none,0.0037822314049586777,1.0,1.0,0.0,0.0
484,1,cool,5.688,0.3429316115702479,0.018871097660598676,0.17236127022727274,0.24767067649147728,0.0006688746811839911,0.004279687984457929,3.858064846014941,22,22,1.0,none,0.004871280991735537,1.0,1.0,0.0,0.0
484,1,cool,5.393,0.36856074380165293,0.019027277191905667,0.17522604223140495,0.215109479919938,0.0006334067121179596,0.00575242960858175,4.2239011283349805,22,22,1.0,none,0.006196074380165289,1.0,1.0,0.0,0.0
484,1,cool,5.113,0.3970493801652893,0.01923882698053198,0.1791441123760331,0.18160612248192148,0.0007241248170200159,0.004020093469127639,5.574738926325637,22,22,1.0,none,0.007786570247933884,1.0,1.0,0.0,0.0
484,1,cool,4.848,0.42787520661157025,0.01883685849321979,0.17173638314049589,0.1509398405216942,0.0006968841453375977,0.005879248479522415,6.874152535795538,22,22,1.0,none,0.010039256198347108,1.0,1.0,0.0,0.0
484,1,cool,4.596,0.4584696280991736,0.01937051067801223,0.18160487502066117,0.12437512106146695,0.0010141596781038746,0.00857084232003361,9.679985461895246,22,22,1.0,none,0.012617148760330578,1.0,1.0,0.0,0.0
484,1,cool,4.357,0.49029669421487604,0.019231223278148243,0.17900253520661155,0.10070387154571281,0.0007561033645784703,0.006452231208173573,10.394627432790289,22,22,1.0,none,0.01604504132231405,1.0,1.0,0.0,0.0
484,1,cool,4.131,0.5245351239669421,0.018658772215285963,0.16850449380165286,0.07949844234245868,0.0009695481855982936,0.0077148017545424444,13.44968459846785,22,22,1.0,none,0.0204948347107438,1.0,1.0,0.0,0.0
484,1,cool,3.917,0.5616530991735537,0.01842552808833423,0.16431804130165292,0.061040704900568184,0.001192374210973689,0.007844421351644365,20.70075082287666,22,22,1.0,none,0.026252685950413225,1.0,1.0,0.0,0.0
484,1,cool,3.713,0.5957938016528925,0.017942208521509514,0.15581065776859504,0.04738376081482438,0.001519575886790102,0.008937864436583625,27.873652002785562,22,22,1.0,none,0.0331146694214876,1.0,1.0,0.0,0.0
484,1,cool,3.52,0.6328559917355372,0.018514093173032785,0.16590147667355373,0.035329872320506196,0.0014823881858665646,0.014332244731551732,44.12932384424697,22,22,1.0,none,0.041879338842975206,1.0,1.0,0.0,0.0
484,1,cool,3.338,0.6666671487603306,0.017508394708806187,0.1483672404752066,0.02669909768853306,0.0019052782073762616,0.012392189054292254,59.39290229610871,22,22,1.0,none,0.0521448347107438,1.0,1.0,0.0,0.0
484,1,cool,3.164,0.7014264462809918,0.017589199601655267,0.14973989223140496,0.020147957289514462,0.0018673166550337622,0.016673761067581838,87.73663779677075,22,22,1.0,none,0.06246136363636364,1.0,1.0,0.0,0.0
484,1,cool,3.0,0.7374028925619834,0.0188296031236492,0.1716041136363636,0.014831845622417355,0.002430144806779149,0.019853876989299694,99.27400756956236,22,22,1.0,none,0.07658243801652892,1.0,1.0,0.0,0.0
484,1,cool,2.844,0.7686154958677687,0.01730221123195324,0.14489339254132233,0.011221389139979339,0.0030655195792967673,0.022469396035700005,164.57153315022435,22,22,1.0,none,0.088625,1.0,1.0,0.0,0.0
484,1,cool,2.697,0.8084535123966942,0.016797981623543023,0.1365713383264463,0.008378765011621901,0.0029034787185102,0.023122038736626837,389.95263596373275,22,22,1.0,none,0.10697252066115703,1.0,1.0,0.0,0.0
484,1,cool,2.557,0.8347545454545456,0.018786906232149077,0.17082675735537192,0.006814549974173554,0.0036363659466608672,0.027947391447346717,581.7656820208888,22,22,1.0,none,0.11629256198347108,1.0,1.0,0.0,0.0
