N,dims,C,spark,replica,lam,sweep,h_per_vertex,d0,d1,d2,d3,d4,d5,d6,d7,melted,pieces_flat,largest_flat,bath_T,total,drift,left,final
288,4 4 18,144,16.0,0,1.25,0,2.0,0,288,0,0,0,0,0,0,0,0,0,0.1111111111111111,16.0,0.0,False,False
288,4 4 18,144,16.0,0,1.25,200,2.0416666666666665,0,256,24,4,0,4,0,0,4,2,2,0.027777777777777776,4.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,400,2.0277777777777777,0,240,36,4,4,4,0,0,8,2,2,0.05555555555555555,8.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,600,2.0277777777777777,0,240,36,4,4,4,0,0,8,2,2,0.05555555555555555,8.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,800,2.0277777777777777,0,240,36,4,4,4,0,0,8,2,2,0.05555555555555555,8.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,1000,2.0277777777777777,0,240,36,4,4,4,0,0,8,2,2,0.05555555555555555,8.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,1200,2.0277777777777777,0,240,36,4,4,4,0,0,8,2,2,0.05555555555555555,8.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,1400,2.0277777777777777,0,240,36,4,4,4,0,0,8,2,2,0.05555555555555555,8.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,1600,2.0277777777777777,0,240,36,4,4,4,0,0,8,2,2,0.05555555555555555,8.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,1800,2.013888888888889,0,224,48,4,8,4,0,0,12,2,2,0.08333333333333333,12.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,2000,2.013888888888889,0,224,48,4,8,4,0,0,12,2,2,0.08333333333333333,12.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,2200,2.013888888888889,0,224,48,4,8,4,0,0,12,2,2,0.08333333333333333,12.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,2400,2.013888888888889,0,224,48,4,8,4,0,0,12,2,2,0.08333333333333333,12.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,2600,2.013888888888889,0,224,48,4,8,4,0,0,12,2,2,0.08333333333333333,12.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,2800,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,3000,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,3200,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,3400,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,3600,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,3800,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,4000,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,4200,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,4400,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,4600,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,4800,2.0,0,208,60,4,12,4,0,0,16,2,2,0.1111111111111111,16.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,5000,1.9722222222222223,0,176,84,4,20,4,0,0,24,2,2,0.16666666666666666,24.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,5200,1.9722222222222223,0,176,84,4,20,4,0,0,24,2,2,0.16666666666666666,24.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,5400,1.9722222222222223,0,176,84,4,20,4,0,0,24,2,2,0.16666666666666666,24.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,5600,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,5800,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,6000,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,6200,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,6400,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,6600,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,6800,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,7000,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,7200,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,7400,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,7600,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,7800,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,8000,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,8200,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,8400,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,8600,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,8800,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,9000,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,9200,1.9548611111111112,0,150,100,6,32,0,0,0,32,3,2,0.2013888888888889,29.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,9400,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,9600,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,9800,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,10000,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,10200,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,10400,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,10600,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,10800,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,11000,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,11200,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,11400,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,11600,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,11800,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
288,4 4 18,144,16.0,0,1.25,12000,1.9513888888888888,0,140,104,12,32,0,0,0,32,6,2,0.20833333333333334,30.0,0.0,True,False
