N,D,replica,leg,g,ln_g,squares_per_vertex,spv_err,phi,acceptance,tau_int,surplus,lam
500,3,0,cool,40.0,3.6888794541139363,1.551088,0.004540128538825306,0.12925733333333334,0.746318,0.5118555595809805,4e-06,1.0
500,3,0,cool,37.7624,3.631313898579526,1.5764480000000003,0.005235383036017911,0.13137066666666666,0.736089,0.587719191342999,0.0,1.0
500,3,0,cool,35.65,3.573749146860305,1.605408,0.0044953318103899634,0.133784,0.723157,0.5884780827902233,0.0,1.0
500,3,0,cool,33.6558,3.516185403793739,1.6399520000000003,0.003206738680715976,0.13666266666666665,0.712024,0.4241782328825516,0.0,1.0
500,3,0,cool,31.7731,3.4586200198510353,1.6704,0.003380540681166843,0.13920000000000002,0.69957,0.5234488863876562,0.0,1.0
500,3,0,cool,29.9958,3.4010573718612407,1.7058400000000002,0.004769990544923122,0.14215333333333333,0.685422,0.6682255938400429,0.0,1.0
500,3,0,cool,28.3178,3.3434905821921714,1.7508320000000002,0.006107731366687305,0.14590266666666668,0.670728,0.9796188081443424,0.0,1.0
500,3,0,cool,26.7338,3.2859286824111007,1.77656,0.0033275523385070845,0.14804666666666666,0.654915,0.5053759117678067,1.2e-05,1.0
500,3,0,cool,25.2383,3.2283626819973796,1.830928,0.006010599999866899,0.15257733333333334,0.638824,0.7613472947356094,0.0,1.0
500,3,0,cool,23.8265,3.1707984066350265,1.880096,0.004502921387408837,0.15667466666666666,0.619575,0.6524429031682317,1.6e-05,1.0
500,3,0,cool,22.4937,3.1132352700030554,1.932992,0.005267499203069329,0.16108266666666665,0.60395,0.4805940907259325,1.2e-05,1.0
500,3,0,cool,21.2354,3.0556696004138186,1.98696,0.004209353306340524,0.16558,0.584321,0.7115535031350618,1.6e-05,1.0
500,3,0,cool,20.0475,2.9981044576990468,2.039184,0.007047291655047075,0.169932,0.564391,0.7498273508231531,0.0,1.0
500,3,0,cool,18.9261,2.9405419218087405,2.0965439999999997,0.004281745964746616,0.17471199999999998,0.544552,0.7006226199224662,1.6e-05,1.0
500,3,0,cool,17.8673,2.882972226541584,2.1825919999999996,0.0075704069245492965,0.18188266666666666,0.520325,0.8385619674688584,2.8e-05,1.0
500,3,0,cool,16.8679,2.8254124074816325,2.249632,0.005653472854469552,0.18746933333333335,0.497156,0.8757387794421186,4e-06,1.0
500,3,0,cool,15.9243,2.767846244448176,2.336784,0.005386934258963969,0.19473200000000002,0.471735,0.7901460788515218,1.6e-05,1.0
500,3,0,cool,15.0335,2.7102810442535694,2.404032,0.007017508907753517,0.20033600000000001,0.450047,0.890809145602446,2e-05,1.0
500,3,0,cool,14.1925,2.6527136560627445,2.5090560000000006,0.006730880532471219,0.209088,0.421761,0.934996555354213,1.2e-05,1.0
500,3,0,cool,13.3986,2.5951502238867596,2.6024160000000003,0.006658040013221908,0.216868,0.395572,1.2709030197749738,2.8e-05,1.0
500,3,0,cool,12.6491,2.5375860663974557,2.72608,0.009845926404158014,0.22717333333333334,0.365464,1.1812081179551945,4e-05,1.0
500,3,0,cool,11.9415,2.4800197282146055,2.847232,0.006753793980365119,0.23726933333333333,0.336881,1.482216762045224,2e-05,1.0
500,3,0,cool,11.2735,2.4224548388444296,2.962576,0.009095795109826074,0.24688133333333334,0.30978,1.733524772394072,4.4e-05,1.0
500,3,0,cool,10.6429,2.3648930031677304,3.109168,0.005945628545980976,0.25909733333333335,0.279409,1.1486153368508694,8.400000000000001e-05,1.0
500,3,0,cool,10.0475,2.307323847341219,3.248304,0.007853763175552465,0.270692,0.251997,1.9940122201349955,7.6e-05,1.0
500,3,0,cool,9.4855,2.249764316810463,3.3859359999999996,0.011532726697924642,0.2821613333333333,0.226617,2.3247023806151916,0.000108,1.0
500,3,0,cool,8.9549,2.192200868504484,3.56704,0.009021830902484472,0.2972533333333333,0.196789,2.3986098559812383,0.00022,1.0
500,3,0,cool,8.454,2.1346397021445984,3.759888,0.01609076123131731,0.313324,0.167906,6.498740791066956,0.00016,1.0
500,3,0,cool,7.981,2.0770637168938717,4.0013119999999995,0.014629971916431872,0.33344266666666666,0.140819,4.59166108304818,0.000296,1.0
500,3,0,cool,7.5346,2.0195057450688374,4.173712,0.014936356125588359,0.34780933333333336,0.11811,6.115732671230023,0.00034,1.0
500,3,0,cool,7.1131,1.961938154418195,4.469744,0.02059360504700425,0.3724786666666666,0.09655,10.773033187691766,0.000424,1.0
500,3,0,cool,6.7152,1.9043736135971894,4.640912,0.02030412976503217,0.3867426666666667,0.077118,12.596359763656837,0.000592,1.0
500,3,0,cool,6.3396,1.8468156749761333,4.942656000000001,0.012886770251447783,0.411888,0.060062,8.127434903228387,0.00102,1.0
500,3,0,cool,5.9849,1.789239630432588,5.253407999999999,0.01891510556798622,0.437784,0.044879,14.636556435927178,0.001432,1.0
