N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly
160,1,cool,5.62,0.527384375,0.03038937272484207,0.1477622359375,0.10638020833333334,0.001566237043716364,0.007166318315041729,5.0679622401286535,16,10
160,1,cool,5.01,0.5741515625,0.027939892191695976,0.12490201210937499,0.07226666666666667,0.0017910407079050567,0.007876461086855593,7.281977188409623,16,10
160,1,cool,3.98,0.67854375,0.027401108411659186,0.12013131874999998,0.02698125,0.0035644229563599975,0.010452738542105055,42.75386905775722,16,10
160,1,cool,2.0,0.9212750000000001,0.00826746257929241,0.01093615000000005,0.0011432291666666667,0.0018196184911433186,0.0023280806076498555,610.0011441654149,16,10
160,1,cool,0.562,0.9312500000000002,2.220446049250313e-16,7.888609052210118e-30,0.000340625,0.0,0.0,nan,16,10
160,1,cool,0.316,0.9312500000000002,2.220446049250313e-16,7.888609052210118e-30,0.0003598958333333333,0.0,0.0,nan,16,10
160,1,cool,0.178,0.9312500000000002,2.220446049250313e-16,7.888609052210118e-30,0.0003348958333333333,0.0,0.0,nan,16,10
160,1,cool,0.1,0.9312500000000002,2.220446049250313e-16,7.888609052210118e-30,0.0003671875,0.0,0.0,nan,16,10
160,1,heat,0.1,1.0,0.0,0.0,0.0,0.0,0.0,nan,16,10
160,1,heat,0.178,1.0,0.0,0.0,0.0,0.0,0.0,nan,16,10
160,1,heat,0.316,1.0,0.0,0.0,0.0,0.0,0.0,nan,16,10
160,1,heat,0.562,1.0,0.0,0.0,0.0,0.0,0.0,nan,16,10
160,1,heat,2.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,16,10
160,1,heat,3.98,0.7415843750000001,0.11347338236722906,2.0601933609374994,0.013463020833333334,0.025799878262732685,0.6479764380323652,327.8767129325895,16,10
160,1,heat,5.01,0.574871875,0.027760189394785747,0.12330049843750002,0.07221875,0.0016304783947846044,0.00796742727703899,6.922491604124737,16,10
160,1,heat,5.62,0.5271968750000001,0.029754495294566415,0.1416527984375,0.1056125,0.0015095464980048386,0.0039027514625713795,4.739861610424716,16,10
160,1,heat,5.75,0.515671875,0.029300399787961513,0.1373621484375,0.11533072916666667,0.0012143750130717643,0.006119074959533441,4.244625888828083,16,10
160,1,heat,5.89,0.509034375,0.029219354773152934,0.1366033109375,0.1218359375,0.0015067902738779278,0.005949779062145551,4.329047504945865,16,10
160,1,heat,6.03,0.4996546875,0.03136646885851743,0.15741685898437502,0.13039479166666668,0.0015335273147352353,0.007949414983480514,3.9401468128485355,16,10
160,1,heat,6.31,0.4818359375,0.028597394533787405,0.13084975585937497,0.14900833333333333,0.0013211110842113825,0.0041722985758517045,2.692931048755179,16,10
160,1,heat,7.94,0.4020640625,0.031266048964829145,0.15641053085937495,0.24948489583333333,0.0009687584171962957,0.0037494876588313616,1.6272907716648337,16,10
160,1,heat,10,0.33490156249999997,0.031886273703328735,0.162677512109375,0.3614046875,0.0006185064200085503,0.003092656678745297,1.035077610539096,16,10
160,1,heat,15.85,0.2432578125,0.030565342683173763,0.149478427734375,0.5581833333333334,0.0005032835887092501,0.0026444527519171993,0.5861611423771408,16,10
160,1,heat,25.1,0.1915640625,0.02846319233450622,0.12962453085937498,0.6918083333333334,0.00033205147819264806,0.002510664916113548,0.5501716766565453,16,10
160,1,heat,31.6,0.1763625,0.02758861857723217,0.1217811,0.7369390625,0.00039259645822863965,0.002033791914287238,0.4922239358906669,16,10
160,1,heat,39.8,0.16278593749999998,0.02703416309267024,0.11693535585937499,0.7739911458333333,0.00047608904156475686,0.0021182696507749317,0.5343524058181481,16,10
160,1,heat,63.1,0.14592499999999997,0.026217163986594735,0.10997435,0.8227916666666667,0.0003903101180872079,0.0021981862700159883,0.4749000620927561,16,10
160,1,heat,79.4,0.1406875,0.025441338776683902,0.103561875,0.8404125,0.00045633354178432054,0.0023883729054043584,0.563151919618631,16,10
160,1,heat,100,0.13562187500000003,0.02530725234956128,0.10247312343750001,0.8536213541666666,0.00030636592338847317,0.001588540948404004,0.565287678174483,16,10
160,1,heat,177.8,0.12844375,0.024927550490120364,0.09942124375,0.8757494791666667,0.00038076918803987684,0.0021614183656043944,0.5138948075657013,16,10
160,2,cool,177.8,0.12839218749999998,0.025040336551049862,0.100322952734375,0.87579375,0.00047597381545421856,0.0021307267407286836,0.4842036171716481,16,10
160,2,cool,100,0.13572812499999998,0.025484468117549067,0.1039132984375,0.8543536458333333,0.00036668318360496443,0.0021944775954080677,0.5624144533402514,16,10
160,2,cool,79.4,0.139909375,0.025587159369679455,0.10475243593750001,0.8404572916666667,0.00030732793831658327,0.002271068582909904,0.4724771250919548,16,10
160,2,cool,63.1,0.14635312499999997,0.02584775720897995,0.1068970484375,0.8230557291666667,0.00041731897815849525,0.002347536058710335,0.49814020606191756,16,10
160,2,cool,39.8,0.162284375,0.02718161556290161,0.11821443593750001,0.7743875,0.0004434601132689917,0.0019032368583807272,0.5399467550787433,16,10
160,2,cool,31.6,0.17519374999999998,0.027970435703390466,0.12517524375,0.73778125,0.0004101821556580845,0.002145017179792686,0.48081877556793795,16,10
160,2,cool,25.1,0.19218906249999998,0.02860109191090602,0.130883593359375,0.6911984375,0.0004441331477932607,0.0031423930884114343,0.5338968189228476,16,10
160,2,cool,15.85,0.2445765625,0.029999192656779843,0.14399224960937498,0.557025,0.000492155467003234,0.0031358247083571192,0.6120785185009668,16,10
160,2,cool,10,0.33465468750000005,0.031219045567607344,0.155940608984375,0.3612151041666667,0.0006901005600621161,0.0032820343445580822,0.8736016875609559,16,10
160,2,cool,7.94,0.401375,0.0312569367301084,0.15631937499999998,0.25050364583333334,0.0007231116313789646,0.0042552785086625985,1.444223997983249,16,10
160,2,cool,6.31,0.4802375,0.029607296925758014,0.140254725,0.14949427083333333,0.0009687666932583908,0.0038160180945314157,2.5842182872159434,16,10
160,2,cool,6.03,0.5003500000000001,0.029672604157707495,0.14087415,0.1301703125,0.0012307922092472568,0.006434293658072452,3.4673520339477233,16,10
160,2,cool,5.89,0.5077234375,0.029654041631092948,0.14069794960937498,0.12298177083333334,0.0012676411369122538,0.0054651512299238834,3.3681867921602064,16,10
