N,replica,protocol,leg,k,g,lam,phi,chi,tau_int,acceptance,swap_rate,round_trips,snapshots,snap_no_fluct,snap_no_xi,diam_mean,xi_over_diam,xi_over_diam_err,xi_pooled_over_diam
484,0,sequential,cool,0,12.0,1.0,0.13070454545454546,0.10143239462809917,0.6569051883734673,0.6825296487603305,,,100,0,0,8.69,0.2433948367008284,0.03767279654586596,0.3477703445156757
484,0,sequential,cool,1,11.377,1.0,0.13827644628099173,0.10574317016528925,0.7433761063412593,0.661588533057851,,,100,0,0,8.69,0.3972260145073797,0.10052803336185197,0.46636888520572506
484,0,sequential,cool,2,10.786,1.0,0.1463603305785124,0.11254149884297522,0.7869622744585768,0.6385964876033058,,,100,0,0,8.83,1.077678542374892,0.7515253758524586,0.3312299802189293
484,0,sequential,cool,3,10.226,1.0,0.15605020661157026,0.1148917336983471,0.7594701849450187,0.6129979338842976,,,100,0,0,8.9,0.37446424881459267,0.060755202383150006,0.3467317453110144
484,0,sequential,cool,4,9.695,1.0,0.16627520661157025,0.12218446314049587,0.8507844827660391,0.5869672520661159,,,100,0,0,8.9,0.37125584353436913,0.06605223754739556,0.3196097316262939
484,0,sequential,cool,5,9.192,1.0,0.17749690082644629,0.12895604907024796,0.9117873155954518,0.5586116735537192,,,100,0,0,8.93,1.6312574628850862,1.2657677871715274,0.29497183875655747
484,0,sequential,cool,6,8.715,1.0,0.19002892561983473,0.13817133057851239,1.0671318165734154,0.5281567148760334,,,100,0,0,8.97,0.8161014759886368,0.4896317320367644,0.321562873946579
484,0,sequential,cool,7,8.262,1.0,0.20346611570247933,0.13848863272727271,1.1233768650052705,0.4971282024793389,,,100,0,0,9.0,0.9644199579702623,0.6354552249828126,0.2934150703277434
484,0,sequential,cool,8,7.833,1.0,0.2181072314049587,0.14657792725206611,1.4368529732326973,0.4648139462809918,,,100,0,0,8.99,0.4470728923241076,0.0753650819608889,0.3303987877945871
484,0,sequential,cool,9,7.426,1.0,0.2353039256198347,0.14942056526859504,1.593558414060164,0.4290225206611568,,,100,0,0,9.0,0.2865789824941596,0.03028221114996409,0.2915665635931999
484,0,sequential,cool,10,7.041,1.0,0.25257210743801656,0.1531374462603306,1.7563558101006336,0.3945753099173553,,,100,0,0,9.0,0.3607562990409564,0.05481342567999303,0.32135403868300516
484,0,sequential,cool,11,6.675,1.0,0.27181549586776854,0.1644932940289256,2.0105616103244244,0.3590174586776859,,,100,0,0,9.01,0.29221281121267934,0.016975233587169368,0.2933900634909938
484,0,sequential,cool,12,6.329,1.0,0.29387871900826446,0.16786650559917354,2.429914432312892,0.3210092975206611,,,100,0,0,9.01,0.23698147105827938,0.007954003652559877,0.26593788265930796
484,0,sequential,cool,13,6.0,1.0,0.317174173553719,0.1648364642768595,2.7928906069998534,0.2844002066115703,,,100,0,0,9.02,0.2236404106512495,0.006153975136448749,0.21655992935297108
484,0,sequential,cool,14,5.688,1.0,0.34220764462809916,0.1643076193181818,2.9837722637827087,0.248360847107438,,,100,0,0,9.04,0.2072696905690845,0.004955993771892809,0.2373512544679675
484,0,sequential,cool,15,5.393,1.0,0.368496694214876,0.17553432694214882,4.003959171711811,0.21459431818181823,,,100,0,0,9.11,0.22807118851464284,0.0151156754373038,0.22845096230711398
484,0,sequential,cool,16,5.113,1.0,0.39595516528925623,0.17743543535123968,5.341532300162252,0.1828629132231405,,,100,0,0,9.22,0.27989228507984143,0.046192862277576616,0.18494466256677372
484,0,sequential,cool,17,4.848,1.0,0.42597479338842975,0.16791050570247937,6.5426191640444875,0.15255382231404957,,,100,0,0,9.44,0.35736646174452796,0.071021891417684,0.17250068906833277
484,0,sequential,cool,18,4.596,1.0,0.45947520661157026,0.19584670247933886,9.592911654852129,0.1238704545454545,,,100,0,0,9.78,0.40285021039865243,0.06192909248106413,0.3710287471822165
484,0,sequential,cool,19,4.357,1.0,0.491326652892562,0.185861850392562,13.555382206981507,0.10051621900826443,,,100,0,0,9.88,0.480781418251061,0.0949018278460865,0.30702205254586856
484,0,sequential,cool,20,4.131,1.0,0.52478326446281,0.18791751237603305,15.726559310336178,0.07922530991735537,,,100,0,0,10.01,0.2989108263051781,0.02235806033619129,0.26887563575510404
484,0,sequential,cool,21,3.917,1.0,0.5591933884297521,0.1626806195041322,17.76758308986913,0.0619388429752066,,,100,0,0,10.08,0.25456403176847286,0.009628492966959726,0.23778460945229124
484,0,sequential,cool,22,3.713,1.0,0.597172520661157,0.15793823915289257,23.636473045122663,0.046593491735537194,,,100,0,0,10.23,0.3556420427741172,0.09122724113634859,0.20404628232905364
484,0,sequential,cool,23,3.52,1.0,0.634,0.17156707438016527,51.73611801108344,0.03536973140495868,,,100,0,0,10.55,0.43427731758202237,0.13898576549532246,0.3397782008148002
484,0,sequential,cool,24,3.338,1.0,0.6675607438016529,0.16746760256198348,62.003198009661105,0.02683595041322314,,,100,0,0,10.95,0.3472309196307273,0.037932642142766246,0.26110998161187454
484,0,sequential,cool,25,3.164,1.0,0.7028898760330577,0.14465912873966943,53.15876127486846,0.019791219008264468,,,100,0,0,11.11,0.2415807798971622,0.007260068871645202,0.21690273293753357
484,0,sequential,cool,26,3.0,1.0,0.7345435950413223,0.1299963536983471,82.3805019665381,0.015265185950413228,,,100,0,0,11.46,0.4236912289811661,0.08907687645315347,0.1872346158417618
484,0,sequential,cool,27,2.844,1.0,0.7709365702479339,0.13879944444214878,357.0837370597007,0.011545661157024796,,,100,0,0,11.88,0.30473644163458186,0.03384683329889255,0.2325990524942624
484,0,sequential,cool,28,2.697,1.0,0.8088588842975207,0.12379183617768595,219.39796947345354,0.008486880165289257,,,100,0,0,12.56,0.33899957941972403,0.07914779246640531,0.2645352285677607
484,0,sequential,cool,29,2.557,1.0,0.8297770661157025,0.1217351933677686,173.52815840217403,0.006541735537190084,,,100,0,0,12.85,0.2596174564821694,0.03449497444486101,0.24062002492199433
484,0,sequential,cool,30,2.424,1.0,0.8720960743801652,0.08835117716942148,759.9407990729759,0.005372520661157023,,,100,0,0,13.58,0.22661293912587724,0.01504962675265183,0.22431934532308792
484,0,sequential,cool,31,2.298,1.0,0.8994345041322314,0.06891824030991735,554.6332909720804,0.004339772727272726,,,100,0,0,14.35,0.19534762951256834,0.005734567076624288,0.1749206996462845
484,0,sequential,cool,32,2.179,1.0,0.9316216942148761,0.1185273884090909,628.6970903089233,0.004161570247933885,,,100,0,0,15.52,0.16953365562572775,0.007435078181690055,0.18033125004502792
484,0,sequential,cool,33,2.066,1.0,0.9493836776859504,0.05857644030991735,422.32254990433466,0.004121177685950414,,,100,0,0,16.17,0.17061940931863817,0.005828047622841488,0.14952825686875623
484,0,sequential,cool,34,1.958,1.0,0.9656927685950414,0.09796578080578511,800.8498208497806,0.0033292355371900826,,,100,0,0,17.09,0.3195086066238101,0.12111626851561533,0.14447301319822548
484,0,sequential,cool,35,1.857,1.0,0.9635989669421487,0.04542986030991735,330.4774722220955,0.003158161157024792,,,100,0,0,17.24,0.36394531011057596,0.11910130811050271,0.16924689202573776
484,0,sequential,cool,36,1.76,1.0,0.9757303719008263,0.04728685485537189,811.158118649667,0.0026142561983471075,,,100,0,0,17.99,0.24206330342696017,0.04718774952541082,0.1847744318130775
484,0,sequential,cool,37,1.669,1.0,0.999245867768595,0.09404912190082647,1109.6867963452607,0.0019635330578512394,,,100,0,0,19.65,0.3920348105515957,0.09593112349951402,0.22079115494913149
484,0,sequential,cool,38,1.582,1.0,1.0017392561983471,0.10572680322314049,1370.1092069742865,0.0016101239669421494,,,100,0,0,21.49,0.5393546346496679,0.08618211281860828,0.25028568037117016
484,0,sequential,cool,39,1.5,1.0,1.0556946280991737,0.04017372223140496,336.36730760478815,0.0009359504132231404,,,100,0,0,23.09,0.21342364147436213,0.022515179869082774,0.1648472086669557
484,0,sequential,heat,0,1.5,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,1,1.582,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,2,1.669,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,3,1.76,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,4,1.857,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,5,1.958,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,6,2.066,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,7,2.179,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,8,2.298,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,9,2.424,1.0,0.9998863636363636,0.00022102272727272734,123.98805234493213,2.066115702479339e-07,,,100,97,0,22.0,0.07596764548023854,0.0,0.07596764548023854
484,0,sequential,heat,10,2.557,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,11,2.697,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,12,2.844,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,0,sequential,heat,13,3.0,1.0,0.9999876033057852,2.4719008264462812e-05,14.83128103591586,2.066115702479339e-07,,,100,100,0,22.0,,,
484,0,sequential,heat,14,3.164,1.0,0.9982295454545455,0.0026355834504132223,989.4034223633931,3.2024793388429753e-06,,,100,62,0,22.0,0.12869588413085223,0.0011207119613946522,0.13083870926220184
484,0,sequential,heat,15,3.338,1.0,0.9935446280991735,0.00279199305785124,693.1461396942303,1.2603305785123953e-05,,,100,0,0,21.91,0.12678343947975718,0.001383281039899006,0.1331979522621079
484,0,sequential,heat,16,3.52,1.0,0.7606512396694215,12.117210977190084,1036.1435449762444,0.021015392561983478,,,100,0,0,13.92,0.34705798433643514,0.11674747103392369,0.1821185506550129
484,0,sequential,heat,17,3.713,1.0,0.5978194214876034,0.20665134471074384,74.89828586386331,0.04672716942148761,,,100,0,0,10.24,0.3185688642420878,0.06684098862313018,0.1954680470063103
484,0,sequential,heat,18,3.917,1.0,0.5580859504132232,0.18608903933884297,27.26915684285418,0.062386053719008266,,,100,0,0,10.03,0.24840539835780284,0.009502930905805467,0.2343661177419884
484,0,sequential,heat,19,4.131,1.0,0.5232987603305785,0.1795729182644628,15.287297944070072,0.08030506198347105,,,100,0,0,10.0,0.41658883899076016,0.11791467175522959,0.27206720786464833
484,0,sequential,heat,20,4.357,1.0,0.49308904958677685,0.18369988427685952,12.505407032542923,0.09953316115702478,,,100,0,0,9.92,0.3632200081966444,0.0667785318218335,0.28735976188378004
484,0,sequential,heat,21,4.596,1.0,0.4576966942148761,0.17017844,8.110429833983988,0.1251561983471074,,,100,0,0,9.71,0.5795616860096885,0.18652533286471246,0.39593494776483396
484,0,sequential,heat,22,4.848,1.0,0.427376652892562,0.1706518386570248,6.667768082996651,0.15159969008264468,,,100,0,0,9.42,0.24676260973532302,0.02069295732741089,0.20322902860529254
484,0,sequential,heat,23,5.113,1.0,0.39632334710743805,0.17731132179752068,5.075557893382987,0.18213770661157028,,,100,0,0,9.2,0.303082883191925,0.07828903722219428,0.21654638394811962
484,0,sequential,heat,24,5.393,1.0,0.3691780991735537,0.17138595694214878,4.096339711990559,0.21382675619834707,,,100,0,0,9.1,0.23266251244023906,0.0347057531729272,0.1935237607977622
484,0,sequential,heat,25,5.688,1.0,0.3415873966942149,0.1825192543595041,3.9944580776179395,0.24941694214876048,,,100,0,0,9.02,0.21655046565012953,0.004652097963190148,0.2437466783271713
484,0,sequential,heat,26,6.0,1.0,0.3169845041322314,0.16829809865702478,3.114359492088298,0.2847586776859503,,,100,0,0,9.03,0.24118151060462872,0.014456776294670754,0.25170902611533225
484,0,sequential,heat,27,6.329,1.0,0.2938704545454546,0.16485138659090912,2.8058281155043514,0.3210478305785124,,,100,0,0,9.02,0.2314748494036252,0.008798151417128986,0.2535797897854143
484,0,sequential,heat,28,6.675,1.0,0.2722506198347107,0.1606819783264463,2.0130926040046377,0.35812603305785123,,,100,0,0,9.0,0.2655106382003428,0.01641831878814214,0.2750484291561866
484,0,sequential,heat,29,7.041,1.0,0.25278636363636364,0.15838900421487606,1.739519423200664,0.39403533057851237,,,100,0,0,9.0,0.40518592516191065,0.0954059829139236,0.31593871421926845
484,0,sequential,heat,30,7.426,1.0,0.234725,0.14824705039256203,1.5282686850587028,0.4297662190082643,,,100,0,0,9.0,0.29775573888126056,0.020784480460381727,0.29583032246028423
484,0,sequential,heat,31,7.833,1.0,0.21841115702479338,0.14633322107438018,1.3704768609436284,0.46437809917355366,,,100,0,0,8.99,0.8039997705067742,0.4262706084877273,0.32647322915230265
484,0,sequential,heat,32,8.262,1.0,0.2033869834710744,0.1411791642768595,1.2355600192111693,0.49713057851239645,,,100,0,0,9.0,0.8396618647695187,0.20530710865881113,0.35512300284290776
484,0,sequential,heat,33,8.715,1.0,0.18953657024793388,0.13525794526859505,1.123368744539195,0.5293856404958678,,,100,0,0,8.96,2.989607134392427,2.5758392401030017,0.38223010427497667
484,0,sequential,heat,34,9.192,1.0,0.17746425619834713,0.1267334436157025,0.9223877111773705,0.5587242768595041,,,100,0,0,8.96,0.535579896501373,0.13918147292359728,0.35524097413275657
484,0,sequential,heat,35,9.695,1.0,0.16622644628099173,0.11993522115702482,0.8311776508666037,0.5867591942148762,,,100,0,0,8.91,0.879155059333796,0.3456147716582115,0.43507597178875873
