N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,seeds,seed_sweeps,patches_max,patch_series,converted_series,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
4096,1024,4,18,1.25,1.5,59773687,31490,205,1.00732421875,-1.3249308268229165,1.0,-0.9619954427083333,1800,2400,0.75,33,3300:1 5200:1 5900:1 6600:1 6800:1 7400:1 10000:1 12000:1 12800:1 13400:1 13600:1 14100:1 15400:1 15900:1 20600:1 21100:1 22100:1 22500:1 22600:1 23000:1 24100:1 24300:1 24500:1 25600:1 25900:1 26200:2 26400:1 26500:1 27600:1 28600:1 28800:1 28900:1,44,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 9 8 8 8 8 8 8 9 9 9 9 9 9 8 8 8 8 8 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 10 9 10 10 10 11 10 9 9 9 9 7 9 9 9 9 10 10 10 10 10 12 12 13 13 13 14 15 13 13 10 10 11 9 12 13 14 12 12 11 12 14 15 17 17 16 18 18 20 21 20 23 24 29 27 27 27 26 32 32 29 30 29 35 34 33 28 32 37 38 36 37 41 35 37 38 35 34 44 40 40 40,8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 12 12 12 12 12 16 20 20 20 20 20 20 20 20 20 20 20 28 28 28 28 32 32 32 40 40 44 60 60 60 60 69 69 80 80 80 72 72 68 80 80 84 84 84 80 86 96 96 96 100 104 108 112 112 112 120 128 136 140 152 156 156 156 160 160 168 176 184 188 192 192 196 196 200 200 204 204 204 204 208 212 212 228 228 228 240 240 240 240 244 244 244 244 260 272 268 276 276 284 292 292 304 308 316 320 320 320 324 328 328 340 340 332 336 344 348 356 360 364 376 384 388 396 400 416 424 428 444 448 456 456 460 464 468 468 468 472 496 512 520 524 536 544 556 564 568 572 592 592 600 604 612 620 632 640 644 652 656 660 660 664 672 676 676 688 696 700 700 700 696 696 708 716 724 728 732 750 762 766 772 778 794 798 806 806 812 818 818 818 822 838 842 846 858 866 874 886 886 887 883 898 906 918 940 940 971 988 995 1012 1018 1022 1042 1058 1071 1076 1065 1070 1080 1082 1092 1107 1135 1142 1166 1161 1135 1156 1174 1184 1233 1236 1238 1225 1216 1230 1274 1286 1332 1336 1329 1314 1365 1400 1454 1435 1439 1445 1432 1434 1426 1395 1434 1422 1425 1450 1496,23435,26,0.32849162011173183,895,0,3137,895,63,1,0,0,26270,90,0.10135135135135136,1184,0,2482,1184,426,4,0,0,27935,130,0.08194444444444444,1440,0,1842,1440,803,10,1,0
4096,1024,4,19,1.25,1.5,3775283645,20770,415,1.00732421875,-1.7410888671875,1.0,-1.2885335286458335,1800,2400,0.75,31,500:1 600:1 700:1 1800:1 2000:1 3300:1 3800:1 5000:1 6000:1 6400:1 8200:1 8800:1 10900:1 12100:1 12700:1 13100:1 13400:1 13600:1 14700:1 14800:1 15200:2 15300:1 15800:1 15900:1 16000:2 17400:1 17600:1 18000:1 18100:1,38,0 0 0 0 1 2 3 3 3 2 2 2 2 1 1 1 1 2 2 3 3 3 3 3 3 3 3 3 3 3 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 5 5 5 5 5 5 5 6 6 6 6 6 6 7 6 7 7 6 6 6 6 6 7 7 8 8 8 7 7 7 8 7 7 8 8 7 7 8 8 9 10 9 9 10 9 9 10 8 8 9 9 9 8 11 11 11 13 12 13 15 15 14 14 14 15 13 14 16 16 17 16 17 16 19 18 18 16 21 18 20 23 24 25 27 26 32 31 25 24 31 30 30 30 34 32 31 29 31 30 27 26 32 36 32 32 31 31 38 34,0 0 0 0 12 20 28 28 28 20 20 20 20 12 12 24 28 40 40 48 48 48 48 48 48 48 48 48 48 60 48 48 56 56 56 56 56 72 72 76 80 80 84 84 84 88 96 100 100 120 120 120 128 128 128 128 132 136 136 144 148 152 152 152 160 160 164 164 168 172 168 168 172 172 168 168 168 174 174 184 196 204 216 216 216 220 240 252 260 264 260 264 268 264 268 272 268 264 264 272 288 284 292 300 296 296 310 322 322 318 326 334 354 366 374 370 374 392 396 408 416 410 418 426 426 422 422 432 444 477 497 505 495 511 523 535 543 557 559 574 589 597 597 613 634 642 651 686 683 685 676 696 708 708 726 756 769 785 853 881 862 878 857 836 806 841 923 930 969 941 902 948 979 950 940 950 937 979 974 999 1008 1046 1052,14450,80,0.2048,625,0,3272,625,198,1,0,0,16420,104,0.16990291262135923,824,0,2661,824,605,6,0,0,17540,145,0.15110178384050368,953,0,2088,953,1047,7,1,0
4096,1024,4,20,1.25,1.5,3453670284,15020,620,1.00732421875,-1.9017923990885417,1.0,-1.4085978190104167,1800,2400,0.75,29,700:1 1300:1 2200:1 2800:1 5100:1 7300:1 7700:1 7900:1 8300:1 8400:1 9200:1 9600:1 9700:1 10200:1 10300:1 10400:1 10500:2 10600:1 10800:1 10900:2 11300:2 11600:1 11900:1 12400:1 12500:1 12600:1,36,0 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 5 5 6 7 6 6 7 7 11 11 12 13 13 14 14 14 13 15 15 15 17 17 15 17 18 18 16 16 16 18 18 22 24 20 24 25 24 25 25 24 27 30 31 34 30 30 29 31 36 35 35 34 35 29 27 28,0 0 0 0 0 0 12 16 16 16 16 24 32 40 44 44 44 44 52 52 52 60 64 60 72 72 72 98 106 106 102 106 104 104 104 104 100 108 104 112 112 112 120 144 144 144 146 146 146 146 150 156 160 168 168 162 174 174 178 174 170 174 186 190 194 198 208 208 220 224 228 238 238 262 272 276 296 308 328 332 327 320 345 347 347 350 351 371 376 388 393 405 421 449 465 469 488 481 523 532 559 587 575 607 603 597 637 649 669 662 690 701 707 728 724 731 703 784 856 858 859 805 872 827 812 769,9900,101,0.13001912045889102,523,0,3322,523,248,3,0,0,11210,129,0.06847360912981455,701,0,2726,701,660,9,0,0,12030,152,0.054373522458628844,846,0,2137,846,1103,9,0,1
