N,lx,ly,replica,k,g,lam,cap,phi,surplus,e_mean,e_var,c_per_point,m2,m4,binder,levels_seen,sweeps,tau_int,acceptance,swap_rate,round_trips,pieces,largest_frac,baby_frac,cube_frac
676,26,26,0,0,7.0,1.0,none,0.20305149778106507,0.0008850198779585798,12.75471611501479,23845.695870741216,0.7198917966049153,74365973.219875,5537385739559903.0,0.6662394584248794,286,128000,1.5408804679707486,0.47103554918638885,0.5654,0,1.0,1.0,0.0,0.0
676,26,26,0,1,6.754,1.0,none,0.21484459365754438,0.0010474412906804733,12.566676266642013,24627.39433566308,0.7986374213576672,72190895.324375,5218630973423130.0,0.6662121864401893,297,128000,1.5745453098312299,0.4456656388683408,0.5438,0,1.0,1.0,0.0,0.0
676,26,26,0,2,6.516,1.0,none,0.22731876386834318,0.0012367326183431954,12.367846708579883,25498.499605859375,0.8883943319095526,69926207.291,4896798590990191.0,0.6661810089174869,296,128000,1.755833010865145,0.4195949842825418,0.52745,0,1.0,1.0,0.0,0.0
676,26,26,0,3,6.287,1.0,none,0.24071621902736687,0.0014797984467455623,12.154459689349112,25983.825232437495,0.9724549019564132,67535455.16925,4568052173715036.0,0.666154029758791,304,128000,1.9294765806296617,0.3932175943047343,0.5076,0,1.0,1.0,0.0,0.0
676,26,26,0,4,6.066,1.0,none,0.2548362264238166,0.0017636603180473372,11.929675018491125,26769.501862402343,1.076189577740768,65062289.63375,4240060512684776.0,0.6661186854567065,312,128000,2.1066262747525326,0.3665892751479296,0.4852,0,1.0,1.0,0.0,0.0
676,26,26,0,5,5.853,1.0,none,0.2699436251849113,0.002104914016272189,11.689321653106509,27399.889155433597,1.1831643127063,62468710.52775,3909180338497934.5,0.6660823553852763,319,128000,2.331345847321224,0.3395594212278093,0.4659,0,1.0,1.0,0.0,0.0
676,26,26,0,6,5.647,1.0,none,0.2861188285872781,0.0025179248335798817,11.43217044193787,27777.715451639644,1.2885885065354905,59752037.150125,3576940248400928.5,0.6660472701858206,314,128000,2.617223921249149,0.31241332285503043,0.4466,0,1.0,1.0,0.0,0.0
676,26,26,0,7,5.449,1.0,none,0.3029670973557692,0.0030130015717455623,11.164578448594675,28555.01989656152,1.422663388651166,56989613.526625,3254320779170018.5,0.6659990663309363,336,128000,3.061694189980414,0.2858455852440847,0.42045,0,1.0,1.0,0.0,0.0
676,26,26,0,8,5.257,1.0,none,0.32096191984097633,0.003614772096893491,10.879068370931954,28860.637390577143,1.544839154749539,54113856.917375,2934553684076681.5,0.6659558841508826,335,128000,3.456914869695683,0.2594043361686412,0.399,0,1.0,1.0,0.0,0.0
676,26,26,0,9,5.072,1.0,none,0.3399379853920118,0.004363731971153846,10.578447161612427,29113.2900205459,1.674118135435434,51166347.373375,2623949721563960.5,0.6659085015064841,327,128000,3.8702566713715867,0.23324003790680564,0.3792,0,1.0,1.0,0.0,0.0
676,26,26,0,10,4.894,1.0,none,0.35994975036982246,0.005244302422337278,10.26178120377219,29645.152648241212,1.830960878464297,48151115.990625,2324238182477866.0,0.6658460013591528,336,128000,4.412363786471084,0.2082150240384629,0.37155,0,1.0,1.0,0.0,0.0
676,26,26,0,11,4.722,1.0,none,0.38037298909023665,0.006299013036242604,9.939228226701184,29845.720009545905,1.9800830175954263,45173708.590125,2046053713254464.0,0.6657862725716011,341,128000,5.376218313234967,0.18476270802514633,0.3452,0,1.0,1.0,0.0,0.0
676,26,26,0,12,4.556,1.0,none,0.4020385655510355,0.00763600221893491,9.597926960059171,30034.225548109378,2.140436317124367,42126755.623,1779719593900171.5,0.6657169928330666,340,128000,6.323094839075313,0.16200464589497038,0.32675,0,1.0,1.0,0.0,0.0
676,26,26,0,13,4.396,1.0,none,0.42444038923816574,0.009157579049556212,9.245584088387574,29607.070029663086,2.2663833317886533,39092292.617125,1532835907262603.0,0.6656570817601601,329,128000,7.339555158657802,0.14104146634615433,0.30365,0,1.0,1.0,0.0,0.0
676,26,26,0,14,4.241,1.0,none,0.44796160780325445,0.011017335428994083,8.876683616863906,29697.739546484372,2.4425313872686427,36037355.64675,1302969719536224.0,0.6655684537945628,337,128000,8.91525267758911,0.1213437962278102,0.296,0,1.0,1.0,0.0,0.0
676,26,26,0,15,4.092,1.0,none,0.4721561922152367,0.013284797984467456,8.498640116494084,28608.326921983404,2.5274031010858526,33034560.791875,1095062263837932.0,0.665512044118806,329,128000,10.889668145483702,0.10318539663461475,0.2824,0,1.0,1.0,0.0,0.0
676,26,26,0,16,3.948,1.0,none,0.4965760100776627,0.015935107710798816,8.118524269600591,28971.071891709966,2.749562397824648,30148458.617875,912421255066736.5,0.6653861501125161,334,128000,13.778734520753943,0.08664276534763243,0.27685,0,1.0,1.0,0.0,0.0
