N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
192,48,4,3,1.25,1.5,3672482838,106490,1420,1.0,0.8229166666666666,1.0,0.7813368055555555,1200,100200,0.75,2340,3,0.9,40,0,148,40,4,0,0,0,3580,4,0.9285714285714286,84,0,100,84,8,0,0,0,4960,3,0.9705882352941176,136,0,52,136,4,0,0,0
192,48,4,5,1.25,1.5,3743869351,130200,405,1.0104166666666667,0.8020833333333334,1.0,0.8020833333333334,0,100200,0.75,620,3,0.9,40,0,148,40,4,0,0,0,1160,2,0.5476190476190477,84,0,102,84,6,0,0,0,1510,3,0.4714285714285714,140,0,48,140,4,0,0,0
192,48,4,8,1.25,1.5,238155210,130200,800,1.0260416666666667,0.765625,1.0,0.765625,4200,100200,0.75,1895,7,0.625,32,0,152,32,8,0,0,0,2515,4,0.5,88,0,100,88,4,0,0,0,3625,4,0.6764705882352942,136,0,52,136,4,0,0,0
