N,lx,ly,replica,k,g,lam,cap,phi,surplus,e_mean,e_var,c_per_point,m2,m4,binder,levels_seen,sweeps,tau_int,acceptance,swap_rate,round_trips,pieces,largest_frac,baby_frac,cube_frac
36,6,6,0,0,8.0,1.25,none,0.7726999999999999,0.1163851851851852,4.218725925925926,808.1841575822223,0.3507743739506173,23873.936533333334,648778796.2869333,0.620573794274004,160,60000,1.6508079770210864,0.09457673611111225,0.583375,32,1.0,1.0,0.0,0.0
36,6,6,0,1,6.5,1.25,none,0.8166745370370371,0.13531805555555557,3.6097976851851854,687.7174476197224,0.45214822328712845,17575.426016666668,358076604.08021665,0.6135947933370149,159,60000,2.1921104706190437,0.06301093750000045,0.613625,32,1.0,1.0,0.0,0.0
36,6,6,0,2,5.5,1.25,none,0.853199537037037,0.1505037037037037,3.101325925925926,620.2595748622223,0.5695680209937762,13085.475933333333,203965712.33673334,0.6029393349368292,157,60000,3.1457636694249036,0.042301215277777714,0.653125,32,1.0,1.0,0.0,0.0
36,6,6,0,3,4.8,1.25,none,0.8833365740740741,0.15951759259259257,2.6642027777777777,568.1494989766667,0.6849796235733346,9767.126966666667,117397226.63056667,0.5897931427657371,151,60000,3.634575305567536,0.02861562500000059,0.69875,32,1.0,1.0,0.0,0.0
36,6,6,0,4,4.3,1.25,none,0.9068925925925926,0.16131388888888887,2.2962879629629627,553.7973887988888,0.8319773282838905,7387.525566666666,70309313.48236667,0.5705687858546938,150,60000,4.274170413743592,0.01992604166666703,0.6925,32,1.0,1.0,0.0,0.0
36,6,6,0,5,3.9,1.25,none,0.9285101851851851,0.15501481481481483,1.918911111111111,574.8055380266667,1.0497580868337109,5346.962466666667,39903249.59166667,0.5347646151746928,139,60000,5.170171687220353,0.013307986111111234,0.716625,32,1.0000166666666668,0.9999925925925925,0.0,0.0
36,6,6,0,6,3.6,1.25,none,0.9453620370370371,0.14027037037037038,1.5755592592592593,592.9684079822221,1.270937088439262,3810.1419333333333,22617062.263933334,0.4806828909892311,124,60000,5.599122042681293,0.008935590277778176,0.7275,32,1.0000666666666667,0.9999703703703704,0.0,0.0
36,6,6,0,7,3.35,1.25,none,0.9607416666666667,0.11956064814814815,1.225936574074074,572.8507698530556,1.4179123532908977,2520.6357166666667,11553215.026916666,0.3938760704304053,115,60000,6.516487338650369,0.00595902777777821,0.764625,32,1.0000833333333334,0.9999629629629629,0.0,0.0
36,6,6,0,8,3.15,1.25,none,0.9719189814814815,0.09769722222222223,0.9377824074074075,528.2393799722223,1.4787922509790385,1667.9882333333333,6036494.3270333335,0.2767680945051265,108,60000,7.5032576517533816,0.004260590277777866,0.74,32,1.0000833333333334,0.9999629629629629,0.0,0.0
36,6,6,0,9,2.95,1.25,none,0.9820023148148148,0.07082037037037037,0.6420648148148148,446.49499455555554,1.4251811246945498,980.7674,2741138.7164,0.05010037667106493,92,60000,6.7845335781077525,0.003186284722222254,0.7965,32,1.0000166666666668,0.9999925925925925,0.0,0.0
36,6,6,0,10,2.8,1.25,none,0.9886541666666666,0.05015740740740741,0.4323203703703704,343.22476351555554,1.2160741337711012,585.4483333333334,1310180.8741333333,-0.274186069476984,77,60000,5.561739463020638,0.002753298611111143,0.814,32,1.0,1.0,0.0,0.0
36,6,6,0,11,2.65,1.25,none,0.993498611111111,0.03139074074074075,0.26097592592592594,220.33196964888887,0.8715318604837184,308.6005,509964.1559,-0.7849462642507281,69,60000,4.493347905943522,0.002786111111111133,0.85125,32,1.0,1.0,0.0,0.0
36,6,6,0,12,2.5,1.25,none,0.9966819444444445,0.018825925925925927,0.14721851851851853,127.13247998222222,0.5650332443654321,155.22106666666667,200208.13006666666,-1.769868348233138,52,60000,4.77112055988599,0.0028496527777777895,0.89075,32,1.0,1.0,0.0,0.0
36,6,6,0,13,2.35,1.25,none,0.9984217592592591,0.010754166666666667,0.07902268518518518,67.27540146638887,0.3383904303927813,75.36838333333333,81166.24978333333,-3.762947847436303,46,60000,4.525132538541205,0.0030359375000000187,0.930125,32,1.0,1.0,0.0,0.0
36,6,6,0,14,2.2,1.25,none,0.9992624999999999,0.005975462962962964,0.04167731481481482,33.72339985305556,0.19354568327052085,35.97455,30921.85675,-6.964409265666625,31,60000,4.883861735889834,0.0031175347222222372,0.938625,32,1.0,1.0,0.0,0.0
36,6,6,0,15,2.0,1.25,none,0.9998138888888888,0.002534259259259259,0.015649074074074076,11.179917998888891,0.07763831943672841,11.4973,7157.4005,-17.048550851422345,21,60000,4.732339413388483,0.0032994791666666784,0.964125,32,1.0,1.0,0.0,0.0
36,6,6,0,16,1.8,1.25,none,0.9999430555555556,0.0010092592592592592,0.005957407407407408,3.626537382222222,0.031091712810547168,3.6725333333333334,1657.1225333333334,-39.954523326403894,14,60000,4.999160057152986,0.0033673611111111235,0.97575,32,1.0,1.0,0.0,0.0
36,6,6,0,17,1.5,1.25,none,0.9999953703703705,0.00025925925925925926,0.0013703703703703703,0.7765662222222224,0.009587237311385461,0.779,332.923,-181.87217464431924,9,60000,5.000086324523138,0.0034300347222222176,,32,1.0,1.0,0.0,0.0
36,6,6,1,0,8.0,1.25,none,0.7731430555555555,0.11662731481481482,4.212847685185185,816.8646549997223,0.3545419509547406,23818.383616666666,646759503.8394166,0.6199882781293024,169,60000,1.6960614779162624,0.09469427083333423,0.57525,56,1.0,1.0,0.0,0.0
36,6,6,1,1,6.5,1.25,none,0.8168212962962963,0.1358152777777778,3.609935648148148,689.8302926330555,0.4535373390092409,17578.82975,358543297.95535,0.6132409951572971,162,60000,2.3790618385266966,0.06302552083333302,0.618625,56,1.0,1.0,0.0,0.0
36,6,6,1,2,5.5,1.25,none,0.8526652777777778,0.1506847222222222,3.1107791666666667,613.3250405308333,0.5632002208731252,13154.648383333333,205745214.54558334,0.6036763401676892,158,60000,2.9772982124441927,0.04249027777777799,0.64375,56,1.0,1.0,0.0,0.0
36,6,6,1,3,4.8,1.25,none,0.8824263888888889,0.1587689814814815,2.6750226851851853,575.8659593330556,0.6942828406310952,9849.71325,119744809.69165,0.5885772821077413,154,60000,3.7180869098899065,0.028774131944445096,0.68225,56,1.0,1.0,0.0,0.0
36,6,6,1,4,4.3,1.25,none,0.9065166666666666,0.1598824074074074,2.29514537037037,547.8458499455555,0.8230362507444798,7374.775033333333,70183907.34603333,0.5698511810602599,148,60000,4.359721820211535,0.019844097222222568,0.688,56,1.0000333333333333,0.9999833333333333,0.0,0.0
36,6,6,1,5,3.9,1.25,none,0.9282115740740741,0.1561675925925926,1.929452777777778,524.6655905766668,0.9581883091837732,5349.398866666666,39408510.040866666,0.5409512618614845,135,60000,5.185241410083913,0.013329166666666755,0.7375,56,1.00025,0.999875,0.0,0.0
36,6,6,1,6,3.6,1.25,none,0.9440837962962964,0.14776296296296298,1.633474074074074,503.87346766222225,1.0799757108672459,3961.9093333333335,23345613.751733333,0.5042360129137395,126,60000,5.789697532484143,0.009288888888889221,0.741375,56,1.00025,0.999875,0.0,0.0
36,6,6,1,7,3.35,1.25,none,0.9580657407407407,0.13493379629629632,1.3456171296296295,488.89119441972224,1.2100967659704518,2835.53955,13401688.08775,0.44439412055960836,121,60000,6.373791224396518,0.006308159722222726,0.766,56,1.0004166666666667,0.9997916666666666,0.0,0.0
36,6,6,1,8,3.15,1.25,none,0.9689578703703704,0.1177837962962963,1.0855930555555555,458.1125988441667,1.2824741716194024,1985.4645166666667,7382787.939716667,0.3757265292281914,105,60000,6.503451520624923,0.0042027777777779015,0.758875,56,1.0004166666666667,0.9997916666666666,0.0,0.0
36,6,6,1,9,2.95,1.25,none,0.979011111111111,0.09587870370370372,0.8152157407407407,413.66409167888884,1.3203871546455004,1274.9555,3660565.3933,0.2493510847627729,93,60000,6.07789363843932,0.0027628472222222603,0.797375,56,1.0004833333333334,0.9997583333333334,0.0,0.0
36,6,6,1,10,2.8,1.25,none,0.9858180555555555,0.07606481481481481,0.6072351851851852,360.33096378222217,1.2766828365299825,838.2109666666666,1931134.4849666667,0.08381202495742657,80,60000,5.695771978386093,0.0018605902777777488,0.804,56,1.0003333333333333,0.9998333333333334,0.0,0.0
36,6,6,1,11,2.65,1.25,none,0.9918981481481483,0.05489953703703704,0.4041273148148148,273.6689396597222,1.0825083646205538,485.3302166666667,860244.2462166667,-0.21737914935599423,75,60000,5.383680404071976,0.0012064236111111492,0.8225,56,1.0003333333333333,0.9998333333333334,0.0,0.0
36,6,6,1,12,2.5,1.25,none,0.9958652777777777,0.03745509259259259,0.2534310185185185,185.22066029972223,0.8232029346654322,268.4592166666667,371973.28061666666,-0.7204175058900606,63,60000,4.50389847763058,0.000796180555555603,0.857,56,1.0001666666666666,0.9999166666666667,0.0,0.0
36,6,6,1,13,2.35,1.25,none,0.9983476851851852,0.024227314814814813,0.1475736111111111,108.98449997750002,0.5481841958528243,137.20875,148036.01295,-1.6210934752892268,50,60000,4.782678553716568,0.0005020833333333507,0.88475,56,1.0,1.0,0.0,0.0
