N,replica,protocol,leg,k,g,lam,phi,chi,tau_int,acceptance,swap_rate,round_trips,snapshots,snap_no_fluct,snap_no_xi,diam_mean,xi_over_diam,xi_over_diam_err,xi_pooled_over_diam
36,3,tempering,,0,9.0,1.0,0.7608663888888889,0.14452223288611105,1.4226201580613385,0.11026412037037052,0.8578,549,1000,0,0,5.157,0.2811360540151302,0.01827160052349525,0.20575825759014746
36,3,tempering,,1,8.357,1.0,0.7763622222222222,0.14016008551111114,1.2926284660835972,0.09775162037036977,0.8483333333333334,549,1000,0,0,5.176,0.24719324373666615,0.008251271597776735,0.1947630604294381
36,3,tempering,,2,7.76,1.0,0.7928044444444444,0.13596561884444447,1.466198957748787,0.0857009259259259,0.8396,549,1000,0,0,5.216,0.28201903300113257,0.019331267573939583,0.198152865930946
36,3,tempering,,3,7.205,1.0,0.8094897222222222,0.13183697064166666,1.5997902554132333,0.07408310185185264,0.8316,549,1000,0,0,5.256,0.31749506547564377,0.01976122533108529,0.192026699667913
36,3,tempering,,4,6.69,1.0,0.8260733333333333,0.1292086375111111,1.7983455216202484,0.06364629629629674,0.8276,549,1000,0,0,5.334,0.335013198997027,0.023004977299922572,0.18887700181135086
36,3,tempering,,5,6.212,1.0,0.8436641666666667,0.12312647088611112,1.927181870347428,0.05381736111111106,0.8206,549,1000,0,0,5.362,710389226936.7119,512790305685.32446,0.18644866788873343
36,3,tempering,,6,5.768,1.0,0.8614597222222222,0.11890701381944442,2.1664780681494866,0.04486574074074084,0.8106666666666666,549,1000,0,0,5.451,428914250226.0659,428914250225.76117,0.17910248949985635
36,3,tempering,,7,5.356,1.0,0.8796555555555555,0.1131197288888889,2.390167311936714,0.0372680555555554,0.8060666666666667,549,1000,0,0,5.518,1501199875790.511,1060977193475.055,0.3799625813537512
36,3,tempering,,8,4.973,1.0,0.8973325,0.11093589553055555,2.6628575189656623,0.030348611111111153,0.8072,549,1000,0,0,5.539,2501999792983.9395,1457485941646.3032,0.3623042032453713
36,3,tempering,,9,4.618,1.0,0.9140344444444444,0.10923557062222224,3.1470038214401437,0.024594328703703795,0.7954,549,1000,1,0,5.62,0.3790984441891101,0.04678191577728301,0.34624862705002774
36,3,tempering,,10,4.288,1.0,0.9313899999999999,0.1084110444,3.495196551497648,0.019741435185185563,0.7781333333333333,549,1000,2,0,5.685,2256312438562.6846,1681081135050.344,0.31443868504202505
36,3,tempering,,11,3.981,1.0,0.9503769444444443,0.11081105153055555,4.080166462535822,0.015341666666668466,0.7678,549,1000,0,1,5.743,0.35653327838949234,0.04316529578433175,0.30430535523743735
36,3,tempering,,12,3.697,1.0,0.9699780555555555,0.12418841599722225,4.919916156864968,0.011831828703705633,0.7581333333333333,549,1000,1,4,5.792,3394673085958.0063,2529221517041.9336,0.28418308800364134
36,3,tempering,,13,3.433,1.0,0.9914238888888889,0.15000276701111107,5.74028953926219,0.00901145833333483,0.7323333333333333,549,1000,2,8,5.814,0.31352769810565656,0.017072863206495037,0.2537263510192997
36,3,tempering,,14,3.187,1.0,1.016148611111111,0.18826450493055555,7.1089923410966245,0.006995486111112277,0.7192,549,1000,10,18,5.72,0.3284735742898091,0.024557225161584654,0.3007684216369391
36,3,tempering,,15,2.96,1.0,1.0449888888888887,0.22868099555555554,9.585551647463358,0.005830092592593474,0.7412,549,1000,38,16,5.583,0.26907391780812934,0.010395909641566569,0.1910385670971185
36,3,tempering,,16,2.748,1.0,1.07158,0.2457663740444445,17.363017415725277,0.00523310185185246,0.7678,549,1000,54,40,5.435,0.32908775450585814,0.021962121739287705,0.13473879526491217
36,3,tempering,,17,2.552,1.0,1.0925147222222222,0.2400777755305555,45.579039269487026,0.004856134259259639,0.8345333333333333,549,1000,92,38,5.266,0.35241252842176957,0.029365464722001165,0.13761519630071417
36,3,tempering,,18,2.369,1.0,1.1058233333333334,0.22979897417777773,138.5833583628373,0.004686805555555858,0.8846,549,1000,93,33,5.164,0.43385036587706444,0.03828863759938599,0.15926145604876657
36,3,tempering,,19,2.2,1.0,1.1126577777777777,0.22242665937777772,267.9727338083587,0.0044527777777780535,,549,1000,114,45,5.081,0.4442518681378721,0.03949922112741159,0.16815935392578332
