N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,f_200,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,0,1.1,1.5,4162227970,4920,3450,1.0,0.40000000000000036,0.40000000000000036,0.40000000000000036,0,1200,0.75,0.0,3455,1,1.0,16,0,48,16,0,0,0,0,3535,1,1.0,32,0,32,32,0,0,0,0,3595,1,1.0,48,0,16,48,0,0,0,0
64,16,4,1,1.1,1.5,333292219,5740,230,1.0,0.40000000000000036,0.40000000000000036,0.2375000000000003,4200,5400,0.75,0.0,235,1,1.0,16,0,48,16,0,0,0,0,260,1,1.0,32,0,32,32,0,0,0,0,315,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2,1.1,1.5,1249214082,8210,790,1.0,0.40000000000000036,0.40000000000000036,0.2365625000000003,6000,7200,0.75,0.0,815,1,1.0,16,0,48,16,0,0,0,0,855,1,1.0,36,0,28,36,0,0,0,0,920,1,1.0,52,0,12,52,0,0,0,0
64,16,4,3,1.1,1.5,938713796,7835,6445,1.0,0.40000000000000036,0.40000000000000036,0.40000000000000036,0,1200,0.75,0.0,6455,1,1.0,16,0,48,16,0,0,0,0,6530,1,1.0,32,0,32,32,0,0,0,0,6550,1,1.0,48,0,16,48,0,0,0,0
64,16,4,4,1.1,1.5,950433577,4265,1070,1.0,0.40000000000000036,0.40000000000000036,0.21812500000000026,1800,3000,0.75,0.0,1075,1,1.0,16,0,48,16,0,0,0,0,1165,1,1.0,32,0,32,32,0,0,0,0,1215,1,1.0,52,0,12,52,0,0,0,0
64,16,4,5,1.1,1.5,3704506573,13655,1350,1.0,0.40000000000000036,0.40000000000000036,0.2375000000000003,10800,12000,0.75,0.0,1360,1,1.0,20,0,44,20,0,0,0,0,1480,1,1.0,32,0,32,32,0,0,0,0,1580,1,1.0,48,0,16,48,0,0,0,0
64,16,4,6,1.1,1.5,4277546176,28745,26705,1.0,0.40000000000000036,0.40000000000000036,0.3917708333333337,0,1800,0.75,0.0,26720,1,1.0,16,0,48,16,0,0,0,0,26865,1,1.0,36,0,28,36,0,0,0,0,26885,1,1.0,48,0,16,48,0,0,0,0
64,16,4,7,1.1,1.5,3733620468,14175,6715,1.0,0.40000000000000036,0.40000000000000036,0.23562500000000028,6000,7200,0.75,0.0,6745,1,1.0,16,0,48,16,0,0,0,0,6880,1,1.0,32,0,32,32,0,0,0,0,6950,1,1.0,48,0,16,48,0,0,0,0
64,16,4,8,1.1,1.5,1944943876,11905,5090,1.0,0.40000000000000036,0.40000000000000036,0.23375000000000026,5400,6600,0.75,0.0,5130,1,1.0,20,0,44,20,0,0,0,0,5145,1,1.0,32,0,32,32,0,0,0,0,5240,1,1.0,48,0,16,48,0,0,0,0
64,16,4,9,1.1,1.5,3428922872,17680,11575,1.0,0.40000000000000036,0.40000000000000036,0.20979166666666693,2400,4200,0.75,0.0,11575,1,1.0,16,0,48,16,0,0,0,0,11650,1,1.0,32,0,32,32,0,0,0,0,11690,1,1.0,48,0,16,48,0,0,0,0
