N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac,swap_rate,round_trips
64,3,temper,3.3,0.8994375,0.03411121802739533,0.0744688125,0.007002343750000011,0.0016278205053098839,0.0022014222045413103,33.05392285779524,16,4,1.25,none,0.115341796875,1.002375,0.9991953125,0.0,0.0,0.30966666666666665,7
64,3,temper,2.9,0.9403046875,0.03093426336446924,0.06124343359375,0.003100911458333201,0.002315915982816062,0.0030050114889233173,89.9063193574301,16,4,1.25,none,0.099974609375,1.018025,0.9933265625,0.0,0.0,0.42716666666666664,7
64,3,temper,2.6,0.965052734375,0.02308026505699877,0.03409271264648438,0.001473958333333381,0.0018171241721719712,0.002030906768819199,92.37227324691193,16,4,1.25,none,0.068329296875,1.0506,0.9797234375,0.0,0.0,0.5743333333333334,7
64,3,temper,2.35,0.97624765625,0.014545473360743057,0.013540530898437498,0.000890885416666731,0.0008252448272260076,0.0005846796420482036,10.161245153581628,16,4,1.25,none,0.03953515625,1.0893,0.96317109375,0.0,0.0,0.762,7
64,3,temper,2.15,0.97965546875,0.012216669794752718,0.0095518093359375,0.0006455729166666968,0.0006291398953117852,0.00036994360222318583,5.732485118320027,16,4,1.25,none,0.033598828125,1.0988,0.9588265625,0.0,0.0,0.8438333333333333,7
64,3,temper,2.0,0.981680859375,0.011642403590790417,0.008674915927734374,0.0005377604166666825,0.0005795040865626178,0.0003222240469065112,4.732633456167714,16,4,1.25,none,0.031718359375,1.120375,0.94869921875,0.0,0.0,0.8301666666666667,7
64,3,temper,1.85,0.984077734375,0.011342534471021825,0.008233797646484374,0.000439453125000004,0.0006035013782926051,0.0002894041889895152,4.391724354129024,16,4,1.25,none,0.0309609375,1.1552,0.9324890625,0.0,0.0,0.7838333333333334,7
64,3,temper,1.7,0.986969140625,0.010739965103916753,0.007382198427734374,0.00035468749999999243,0.0005756803592598905,0.00030382803737525054,4.042681751318523,16,4,1.25,none,0.0301375,1.219325,0.9018421875,0.0,0.0,0.7353333333333333,7
64,3,temper,1.55,0.989898828125,0.0097383378066323,0.0060694542871093755,0.0002606770833333255,0.0004505986413189373,0.00022550375284928243,3.761962493883631,16,4,1.25,none,0.02910078125,1.289075,0.8676625,0.0,0.0,0.7801666666666667,7
64,3,temper,1.4,0.99204140625,0.008785677507879569,0.004940040273437501,0.00019557291666666207,0.0004129127893434599,0.00015825828164763516,4.256541041890544,16,4,1.25,none,0.028474609375,1.3326,0.845909375,0.0,0.0,,7
