N,replica,protocol,leg,k,g,lam,phi,chi,tau_int,acceptance,swap_rate,round_trips,snapshots,snap_no_fluct,snap_no_xi,diam_mean,xi_over_diam,xi_over_diam_err,xi_pooled_over_diam
484,2,sequential,cool,0,12.0,1.0,0.1309365702479339,0.1038697254338843,0.687339312905221,0.6828308884297524,,,100,0,0,8.69,0.2975612659792605,0.07473411217407683,0.3837344215303051
484,2,sequential,cool,1,11.377,1.0,0.13813037190082644,0.10778533882231403,0.7267057207623631,0.6616730371900827,,,100,0,0,8.75,0.5299498345605765,0.23818258336008363,0.4569178385805345
484,2,sequential,cool,2,10.786,1.0,0.14655743801652893,0.11081573876033057,0.7587486701981783,0.6384219008264462,,,100,0,0,8.8,0.3288094785857138,0.04893480558667678,0.31032234100322886
484,2,sequential,cool,3,10.226,1.0,0.1560987603305785,0.11537999330578513,0.8674946821895198,0.6133239669421486,,,100,0,0,8.8,0.23068569974058029,0.020681570788479667,0.2805788120717589
484,2,sequential,cool,4,9.695,1.0,0.1659539256198347,0.12083968824380165,0.9010626395309941,0.5875246900826449,,,100,0,0,8.93,0.6755684349313141,0.19918358920601106,0.31300581108033726
484,2,sequential,cool,5,9.192,1.0,0.177551652892562,0.12598879132231408,0.9730510653090202,0.5581335743801654,,,100,0,0,8.89,0.4595697178361312,0.08406196076021136,0.43580529826586484
484,2,sequential,cool,6,8.715,1.0,0.1899780991735537,0.1328285942975207,1.0783870600307677,0.5282815082644631,,,100,0,0,8.98,0.44351474302621036,0.06580361577391546,0.41867045904124134
484,2,sequential,cool,7,8.262,1.0,0.20343429752066114,0.13771729578512396,1.2262882474040433,0.49708946280991745,,,100,0,0,8.99,0.32138685485678137,0.03706494084540004,0.2896938835344652
484,2,sequential,cool,8,7.833,1.0,0.21859855371900827,0.14715573783057853,1.372523139899109,0.46399039256198354,,,100,0,0,8.99,0.31092541501388904,0.03858247292113268,0.35362065000230736
484,2,sequential,cool,9,7.426,1.0,0.23405888429752064,0.1494552887396694,1.502202653791138,0.4307140495867771,,,100,0,0,9.0,0.7123565772229976,0.44277879264701286,0.2938926111758732
484,2,sequential,cool,10,7.041,1.0,0.2528617768595041,0.1605223098966942,1.8618168720618813,0.39373935950413225,,,100,0,0,9.0,0.25363104198166897,0.013589038326541588,0.22934269540521093
484,2,sequential,cool,11,6.675,1.0,0.27224214876033054,0.1618716300826446,2.049792577004412,0.3583554752066116,,,100,0,0,9.01,0.24147319285309748,0.01032791688726038,0.270565047129516
484,2,sequential,cool,12,6.329,1.0,0.2939002066115703,0.16829616675619835,2.320187885085176,0.3209237603305784,,,100,0,0,9.02,0.26478213515337534,0.0201724267953612,0.2615247456542254
484,2,sequential,cool,13,6.0,1.0,0.3174822314049586,0.16456518603305786,2.750752242527395,0.28394018595041326,,,100,0,0,9.01,0.23217454199080964,0.00846454891746883,0.2630645121439943
484,2,sequential,cool,14,5.688,1.0,0.3422834710743802,0.1726671672727273,3.198678477769279,0.24835754132231394,,,100,0,0,9.05,0.22187524536855616,0.011464559820047317,0.2407100709638641
484,2,sequential,cool,15,5.393,1.0,0.3692595041322314,0.17655804429752064,4.11303754003761,0.21363780991735531,,,100,0,0,9.12,0.21985232150203987,0.010603824406518643,0.23470767571723236
484,2,sequential,cool,16,5.113,1.0,0.39629834710743805,0.17856919305785124,4.911074860010422,0.182820041322314,,,100,0,0,9.23,0.23461153780271327,0.02028752367066302,0.17810831084231996
484,2,sequential,cool,17,4.848,1.0,0.4283737603305785,0.18874272229338845,6.258404370528984,0.1507678719008264,,,100,0,0,9.44,0.3637882307637142,0.08686011578043605,0.17145048789791797
484,2,sequential,cool,18,4.596,1.0,0.4577206611570248,0.1721963755371901,7.1399829682361675,0.12514648760330577,,,100,0,0,9.71,0.5827269148433234,0.2184540759384476,0.3229595783803135
484,2,sequential,cool,19,4.357,1.0,0.4933221074380165,0.17541989584710743,15.067957795151816,0.0989189049586777,,,100,0,0,9.94,0.38562228453305925,0.0635095692143849,0.28383031132733716
484,2,sequential,cool,20,4.131,1.0,0.5254764462809918,0.1540894703305785,12.571673335601973,0.07887654958677685,,,100,0,0,9.98,0.26697341161437366,0.015331437817955545,0.23822242155785464
484,2,sequential,cool,21,3.917,1.0,0.560852479338843,0.15540155628099175,19.330098304145313,0.061536776859504115,,,100,0,0,10.07,0.24572518069155463,0.008791709164283072,0.22910665668529515
484,2,sequential,cool,22,3.713,1.0,0.5979851239669421,0.1798325309090909,33.25715809998498,0.04681539256198347,,,100,0,0,10.19,0.22660146623451244,0.00783992081197703,0.19898466688083055
484,2,sequential,cool,23,3.52,1.0,0.6298239669421487,0.16655022512396697,35.93140155176945,0.03587076446280991,,,100,0,0,10.44,0.24130415388287155,0.014416250136522719,0.17557633078392793
484,2,sequential,cool,24,3.338,1.0,0.6677047520661157,0.14840021733471073,38.85898743953373,0.026584917355371898,,,100,0,0,10.93,0.3519630971518023,0.042743678528170244,0.2696995783895433
484,2,sequential,cool,25,3.164,1.0,0.7029811983471075,0.17830970989669423,230.51315131822216,0.01927871900826446,,,100,0,0,11.11,0.2496062662632479,0.015217852076046317,0.21082472982830058
484,2,sequential,cool,26,3.0,1.0,0.7387688016528926,0.1603332462603306,99.07606351183811,0.014945454545454541,,,100,0,0,11.5,0.3490279680428195,0.09186282255823314,0.30078056853989676
484,2,sequential,cool,27,2.844,1.0,0.7693832644628099,0.1537763589876033,253.39860962524398,0.01109628099173554,,,100,0,0,12.01,0.3210501758134743,0.06768705067028388,0.2487718309299373
484,2,sequential,cool,28,2.697,1.0,0.804078305785124,0.08301623716942148,132.34542655273117,0.008681714876033059,,,100,0,0,12.45,0.23711439663049017,0.011347813155539416,0.18671195360233936
484,2,sequential,cool,29,2.557,1.0,0.8437231404958678,0.07066602479338843,132.16081358131558,0.006935640495867767,,,100,0,0,13.0,0.26722898107133874,0.01744109011091161,0.2192977121284647
484,2,sequential,cool,30,2.424,1.0,0.8601099173553719,0.0947211441322314,314.1297124759931,0.005894111570247936,,,100,0,0,13.27,0.23878499175642165,0.014168944896669988,0.21216170517438526
484,2,sequential,cool,31,2.298,1.0,0.8975888429752066,0.06520477479338843,663.476936299753,0.004724690082644629,,,100,0,0,14.67,0.2156788986703286,0.014909235213076286,0.18921828175997252
484,2,sequential,cool,32,2.179,1.0,0.9232923553719008,0.09625970609504134,615.3353652466631,0.00365134297520661,,,100,0,0,15.35,0.17606510950498536,0.0045533141546406,0.16356930921681245
484,2,sequential,cool,33,2.066,1.0,0.9399528925619836,0.03792036396694215,243.11477702506994,0.004433471074380166,,,100,0,0,15.88,0.2032510530296953,0.029366977400454075,0.16003782860569557
484,2,sequential,cool,34,1.958,1.0,0.9575390495867768,0.04661237353305786,272.8804057045202,0.003564152892561984,,,100,0,0,16.85,0.25097404937154555,0.03547844609807156,0.20039078781661623
484,2,sequential,cool,35,1.857,1.0,0.9606795454545455,0.04932300163223141,616.0827295254184,0.002893491735537191,,,100,0,0,17.31,0.28329170022534433,0.04722641657337126,0.15477256432384934
484,2,sequential,cool,36,1.76,1.0,0.9790588842975207,0.054219297004132236,801.1601585047214,0.002572623966942148,,,100,0,0,19.24,0.33039308771899195,0.03333493935134714,0.2021230922076017
484,2,sequential,cool,37,1.669,1.0,0.9937816115702479,0.06990290477272727,518.9677254514505,0.002104132231404959,,,100,0,0,19.91,0.25142397929946975,0.018244903134879333,0.21853787039107248
484,2,sequential,cool,38,1.582,1.0,1.0010931818181819,0.07499370493801653,775.8427311757857,0.0018157024793388425,,,100,0,0,20.23,0.2377816320711298,0.031190323880518143,0.1524258409594324
484,2,sequential,cool,39,1.5,1.0,1.019473140495868,0.03984044421487603,326.5665669139939,0.001106404958677686,,,100,0,0,21.84,0.26457175612697853,0.02366036665713816,0.22238220609644574
484,2,sequential,heat,0,1.5,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,1,1.582,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,2,1.669,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,3,1.76,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,4,1.857,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,5,1.958,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,6,2.066,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,7,2.179,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,8,2.298,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,9,2.424,1.0,1.0,0.0,nan,0.0,,,100,100,0,22.0,,,
484,2,sequential,heat,10,2.557,1.0,0.9977768595041322,0.002054181818181818,1123.0941270612743,3.822314049586777e-06,,,100,46,0,22.0,0.12484422615874481,0.0011731213193009644,0.12278732841350308
484,2,sequential,heat,11,2.697,1.0,0.9957621900826445,0.00010018345041322312,210.7341508086011,7.0247933884297475e-06,,,100,0,0,22.0,0.12670489856243983,0.0004625158187546688,0.12222432363224435
484,2,sequential,heat,12,2.844,1.0,0.993184917355372,0.002958259814049587,1047.5514379423198,1.053719008264462e-05,,,100,0,0,21.96,0.12475614862186701,0.0010344735113574713,0.13040734773433127
484,2,sequential,heat,13,3.0,1.0,0.9051229338842975,4.895787561466943,1086.0124839789332,0.003811363636363636,,,100,0,0,17.03,0.19682133857059508,0.012406341277306707,0.16562688674739617
484,2,sequential,heat,14,3.164,1.0,0.7025863636363636,0.15656057181818184,91.94478468093772,0.01990919421487604,,,100,0,0,11.16,0.26571680653761043,0.014188676953887794,0.22183011079030182
484,2,sequential,heat,15,3.338,1.0,0.666292561983471,0.13461238148760335,50.1078974648967,0.026830165289256205,,,100,0,0,10.83,0.3369458311368483,0.04111564594685013,0.2785426286373041
484,2,sequential,heat,16,3.52,1.0,0.6322783057851239,0.15819914196280996,44.20799010025866,0.035667045454545444,,,100,0,0,10.54,0.28698409633810845,0.02755995272429478,0.3716707646989747
484,2,sequential,heat,17,3.713,1.0,0.5981144628099173,0.1761951265289256,26.058478704793856,0.04611497933884298,,,100,0,0,10.25,0.23168968927400063,0.013854006809769268,0.16464130828670376
484,2,sequential,heat,18,3.917,1.0,0.5608363636363636,0.176981307768595,21.282481568932162,0.061546694214876047,,,100,0,0,10.02,0.24827112597627643,0.009006685765025462,0.23240575679208847
484,2,sequential,heat,19,4.131,1.0,0.5272667355371901,0.18516456940082646,16.553486889590232,0.07814576446280992,,,100,0,0,10.0,0.2996943381678726,0.020676981574109618,0.25893923972178656
484,2,sequential,heat,20,4.357,1.0,0.4925752066115702,0.19613189884297522,11.149189611971066,0.09935278925619835,,,100,0,0,9.93,0.4371360027113619,0.0948346609063038,0.33506901464503647
484,2,sequential,heat,21,4.596,1.0,0.45804028925619833,0.17974323915289256,8.577637543559268,0.12476952479338843,,,100,0,0,9.69,0.31962729286995606,0.04507924031118219,0.3687468428649152
484,2,sequential,heat,22,4.848,1.0,0.42900371900826445,0.17105622140495869,5.786278243617216,0.1503433884297521,,,100,0,0,9.37,0.2507142317770596,0.024665864860655022,0.17699864553602795
484,2,sequential,heat,23,5.113,1.0,0.39633099173553715,0.1763596990909091,5.135759436158221,0.18263584710743808,,,100,0,0,9.28,0.4164215062642024,0.18667677780044203,0.1830756517772012
484,2,sequential,heat,24,5.393,1.0,0.36756342975206613,0.18214305683884294,4.5860585203074296,0.21561818181818176,,,100,0,0,9.1,0.20304389612021723,0.004693026542063337,0.19193206636984184
484,2,sequential,heat,25,5.688,1.0,0.3420427685950413,0.17978063700413224,3.3877131712565323,0.2489879132231405,,,100,0,0,9.06,0.22709807457372605,0.017902824021046898,0.20340408533909948
484,2,sequential,heat,26,6.0,1.0,0.31708760330578517,0.16625108231404961,2.7355629495521616,0.284810020661157,,,100,0,0,9.03,0.2608950955931058,0.018543374866476944,0.26392674871142796
484,2,sequential,heat,27,6.329,1.0,0.29416652892561984,0.16571110008264464,2.5648750832832294,0.3204037190082645,,,100,0,0,9.05,0.26130193242144645,0.020865776603431384,0.2716278421941023
484,2,sequential,heat,28,6.675,1.0,0.2725861570247934,0.1673628824586777,2.152070461652604,0.3582101239669423,,,100,0,0,9.0,0.2711992911534125,0.01221881182692067,0.29414519106185055
484,2,sequential,heat,29,7.041,1.0,0.2527809917355372,0.15212579338842974,1.7196915919478926,0.3945056818181819,,,100,0,0,9.0,0.2861849995977939,0.025896457432278024,0.2913189561112113
484,2,sequential,heat,30,7.426,1.0,0.23561797520661157,0.15233795700413222,1.5758130572286755,0.42860247933884305,,,100,0,0,9.0,0.3404629116602786,0.02928422146510625,0.3121852280468709
484,2,sequential,heat,31,7.833,1.0,0.21840826446280992,0.14883939636363638,1.3670781643331416,0.46406115702479317,,,100,0,0,9.0,0.29488905058123577,0.020508284154699137,0.305990275504304
484,2,sequential,heat,32,8.262,1.0,0.20348409090909092,0.1360219262603306,1.155270203317366,0.4974926652892563,,,100,0,0,9.0,0.35366392739749886,0.06400722251457051,0.25652573842568965
484,2,sequential,heat,33,8.715,1.0,0.18975785123966943,0.13299976892561982,1.1617262671215807,0.5288308884297521,,,100,0,0,8.92,0.43110604394229496,0.137009164718335,0.3689267352774339
484,2,sequential,heat,34,9.192,1.0,0.17743553719008265,0.12640312099173553,0.9284110766729672,0.5586935950413221,,,100,0,0,8.89,0.449155966496887,0.09891499417044033,0.45776869228957295
484,2,sequential,heat,35,9.695,1.0,0.16600082644628097,0.1221198112396694,0.8522246343918352,0.5870680785123967,,,100,0,0,8.9,0.2643584472379756,0.022718174343036145,0.3185046312386875
484,2,sequential,heat,36,10.226,1.0,0.15592479338842977,0.1161424591735537,0.8130569162806034,0.6135635330578512,,,100,0,0,8.84,0.3201415401982277,0.0373299898491956,0.4073924736961326
484,2,sequential,heat,37,10.786,1.0,0.14681611570247932,0.11515892355371903,0.7217712331670983,0.6378923553719007,,,100,0,0,8.79,0.21107748159959067,0.016713000472852936,0.2711447840244815
484,2,sequential,heat,38,11.377,1.0,0.13792995867768595,0.10920823221074379,0.7365686685710057,0.6618779958677687,,,100,0,0,8.8,0.5274937025572958,0.22082859892750745,0.34376797117088587
484,2,sequential,heat,39,12.0,1.0,0.1307043388429752,0.10257940328512397,0.7218097734615606,0.6825848140495872,,,100,0,0,8.65,0.38414995580643313,0.057414959690428466,0.4959256423873504
