N,replica,protocol,leg,k,g,lam,phi,chi,tau_int,acceptance,swap_rate,round_trips,snapshots,snap_no_fluct,snap_no_xi,diam_mean,xi_over_diam,xi_over_diam_err,xi_pooled_over_diam
36,2,tempering,,0,9.0,1.0,0.7596525000000001,0.14522224166388892,1.4349822326475563,0.11091875000000007,0.8576,529,1000,0,0,5.15,0.2827403427917437,0.017301184846943124,0.20144488180843076
36,2,tempering,,1,8.357,1.0,0.7756530555555555,0.14048997999722224,1.3170506244279483,0.09809328703703621,0.8494666666666667,529,1000,0,0,5.188,0.3492661865073278,0.09260060438002123,0.1970988398199885
36,2,tempering,,2,7.76,1.0,0.7922741666666666,0.13597893619722223,1.4499218104013734,0.08566423611111121,0.8454666666666667,529,1000,0,0,5.213,0.27883038160809837,0.012666245370756926,0.19552872251759906
36,2,tempering,,3,7.205,1.0,0.8091713888888888,0.13047571586388892,1.5912000603827197,0.07445740740740718,0.8321333333333333,529,1000,0,0,5.269,0.3110200001018603,0.02073547480968197,0.19401768579870174
36,2,tempering,,4,6.69,1.0,0.8258725,0.12674137255277776,1.766650755233197,0.06367418981481501,0.8336666666666667,529,1000,0,0,5.318,0.3971818184792205,0.06293170484074909,0.18881425247002165
36,2,tempering,,5,6.212,1.0,0.8434813888888889,0.12228344419722223,1.947331113056767,0.053813657407407456,0.8206,529,1000,0,0,5.332,750599937895.4006,750599937895.0825,0.1813926608564628
36,2,tempering,,6,5.768,1.0,0.8610177777777778,0.11842413084444445,2.1953386111405733,0.045196412037037406,0.8139333333333333,529,1000,0,0,5.426,3002399751580.7324,2121954386950.1104,0.1774374439069552
36,2,tempering,,7,5.356,1.0,0.8790325,0.11565793530833332,2.3947729367048765,0.03737731481481486,0.8068,529,1000,0,0,5.49,1179514188121.1694,864131454273.6628,0.17860963750618267
36,2,tempering,,8,4.973,1.0,0.8969069444444444,0.109054199375,2.6781438531336317,0.030515046296296037,0.8008,529,1000,0,0,5.548,1501199875790.5444,1501199875790.1653,0.3735903234352808
36,2,tempering,,9,4.618,1.0,0.9147591666666668,0.10775317864166663,2.9677986069391356,0.02453680555555551,0.7908666666666667,529,1000,1,0,5.629,0.3675617535610761,0.03563796709076941,0.3527519691203638
36,2,tempering,,10,4.288,1.0,0.9329877777777779,0.10849870128888887,3.4942065172653853,0.019453472222222535,0.7806666666666666,529,1000,0,2,5.705,0.4021653554562441,0.05894140120472063,0.3202749946573838
36,2,tempering,,11,3.981,1.0,0.9515341666666666,0.11352465686388889,4.325720696019482,0.015334953703705464,0.7737333333333334,529,1000,1,2,5.761,0.4970635261702897,0.08599115433155906,0.30573240032477245
36,2,tempering,,12,3.697,1.0,0.9702230555555555,0.127053619975,5.314268549972064,0.011958333333335215,0.7464666666666666,529,1000,2,4,5.795,0.29676399038454293,0.011423747789133288,0.27674556097825953
36,2,tempering,,13,3.433,1.0,0.9924722222222222,0.1557688611111111,6.5500837400612495,0.009142013888890342,0.7329333333333333,529,1000,12,10,5.77,0.4221448681942442,0.05661506971429639,0.26567391768954013
36,2,tempering,,14,3.187,1.0,1.0176108333333334,0.19688518555277784,7.373320742867491,0.007146180555556712,0.7282666666666666,529,1000,32,19,5.741,0.3251388830086451,0.024872756930525795,0.28086939497123514
36,2,tempering,,15,2.96,1.0,1.0451672222222221,0.24180385998888887,7.570726081595781,0.00597708333333426,0.7261333333333333,529,1000,73,37,5.673,0.36141185229934986,0.030467567707881827,0.19394759689375263
36,2,tempering,,16,2.748,1.0,1.072370277777778,0.2675773775305556,7.77605939353341,0.005418402777778494,0.7777333333333334,529,1000,85,68,5.406,0.42084663674414746,0.04239139760357417,0.13608878775192848
36,2,tempering,,17,2.552,1.0,1.0917469444444443,0.27200465688611103,10.37855815323891,0.005068981481482054,0.8302,529,1000,120,57,5.193,0.4035884282502894,0.041420978067337785,0.16220407072747625
36,2,tempering,,18,2.369,1.0,1.105823611111111,0.27343380215277774,43.7962394120471,0.004871990740741186,0.8771333333333333,529,1000,149,70,5.031,0.3816098655088438,0.03611748347360931,0.1589201255012272
36,2,tempering,,19,2.2,1.0,1.113443888888889,0.2723740933222222,117.59331319968496,0.004629282407407758,,529,1000,165,78,5.051,0.43538701135998875,0.04116221669417592,0.17226298172741666
