N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
144,36,4,0,1.25,1.5,3465024890,3915,465,1.0,0.8972222222222223,1.0,0.75,2865,1,1.0,36,0,108,36,0,0,0,0,3145,1,1.0,72,0,72,72,0,0,0,0,3335,1,1.0,108,0,36,108,0,0,0,0
144,36,4,1,1.25,1.5,3151045468,3745,1960,1.0,0.9814814814814815,1.0,0.75,2715,1,1.0,36,0,108,36,0,0,0,0,2960,1,1.0,72,0,72,72,0,0,0,0,3210,1,1.0,108,0,36,108,0,0,0,0
144,36,4,2,1.25,1.5,2270153944,1885,205,1.0,0.8916666666666666,1.0,0.75,320,1,1.0,36,0,108,36,0,0,0,0,525,1,1.0,72,0,72,72,0,0,0,0,700,1,1.0,108,0,36,108,0,0,0,0
144,36,4,3,1.25,1.5,2586506525,3125,1870,1.0,0.9488425925925926,1.0,0.75,2095,1,1.0,40,0,104,40,0,0,0,0,2170,1,1.0,76,0,68,76,0,0,0,0,2395,1,1.0,108,0,36,108,0,0,0,0
144,36,4,4,1.25,1.5,2091085680,2070,1140,1.0,0.8951388888888889,1.0,0.75,1190,1,1.0,36,0,108,36,0,0,0,0,1310,1,1.0,72,0,72,72,0,0,0,0,1555,1,1.0,108,0,36,108,0,0,0,0
144,36,4,5,1.25,1.5,1820285810,27060,400,1.0,0.5094907407407405,1.0,0.75,4650,5,0.8,40,0,100,40,4,0,0,0,4705,4,0.625,64,0,76,64,4,0,0,0,4750,4,0.52,100,0,40,100,4,0,0,0
144,36,4,6,1.25,1.5,58757355,2760,415,1.0,0.9675925925925926,1.0,0.75,605,1,1.0,36,0,108,36,0,0,0,0,770,1,1.0,72,0,72,72,0,0,0,0,1020,1,1.0,108,0,36,108,0,0,0,0
144,36,4,7,1.25,1.5,1320113685,1455,260,1.0,0.6207175925925926,1.0,0.75,515,3,0.875,32,0,108,32,4,0,0,0,795,4,0.5625,64,0,76,64,4,0,0,0,990,4,0.5555555555555556,108,0,32,108,4,0,0,0
144,36,4,8,1.25,1.5,4034418853,1860,475,1.0,0.8972222222222223,1.0,0.75,515,1,1.0,36,0,108,36,0,0,0,0,905,1,1.0,72,0,72,72,0,0,0,0,1225,1,1.0,108,0,36,108,0,0,0,0
144,36,4,9,1.25,1.5,282575085,9305,715,1.0,0.9629629629629629,1.0,0.75,825,1,1.0,36,0,108,36,0,0,0,0,1265,1,1.0,72,0,72,72,0,0,0,0,1480,1,1.0,108,0,36,108,0,0,0,0
144,36,4,10,1.25,1.5,190379973,1535,225,1.0,0.9976851851851852,1.0,0.75,420,1,1.0,36,0,108,36,0,0,0,0,785,1,1.0,72,0,72,72,0,0,0,0,960,1,1.0,108,0,36,108,0,0,0,0
144,36,4,11,1.25,1.5,634151932,4415,425,1.0,0.9020833333333333,1.0,0.75,3035,1,1.0,36,0,108,36,0,0,0,0,3280,1,1.0,72,0,72,72,0,0,0,0,3610,1,1.0,108,0,36,108,0,0,0,0
144,36,4,12,1.25,1.5,82344372,2900,355,1.0,0.9020833333333333,1.0,0.75,465,2,0.7777777777777778,36,0,108,36,0,0,0,0,630,2,0.5,72,0,72,72,0,0,0,0,780,1,1.0,108,0,36,108,0,0,0,0
144,36,4,13,1.25,1.5,2016393302,3310,2030,1.0,0.8854166666666666,1.0,0.75,2315,1,1.0,40,0,104,40,0,0,0,0,2490,1,1.0,72,0,72,72,0,0,0,0,2650,1,1.0,116,0,28,116,0,0,0,0
144,36,4,14,1.25,1.5,1465028015,1355,290,1.0,0.974537037037037,1.0,0.75,380,1,1.0,36,0,108,36,0,0,0,0,660,1,1.0,72,0,72,72,0,0,0,0,905,1,1.0,108,0,36,108,0,0,0,0
144,36,4,15,1.25,1.5,3415327724,3360,205,1.0,0.861574074074074,1.0,0.75,385,1,1.0,36,0,108,36,0,0,0,0,540,1,1.0,72,0,72,72,0,0,0,0,700,1,1.0,108,0,36,108,0,0,0,0
144,36,4,16,1.25,1.5,2040255903,6340,320,1.0,0.9444444444444444,1.0,0.75,505,2,0.7272727272727273,44,0,100,44,0,0,0,0,565,2,0.5555555555555556,72,0,72,72,0,0,0,0,705,1,1.0,112,0,32,112,0,0,0,0
144,36,4,17,1.25,1.5,1801220163,4265,1370,1.0,0.7222222222222222,1.0,0.75,2745,1,1.0,36,0,108,36,0,0,0,0,3050,1,1.0,80,0,64,80,0,0,0,0,3270,1,1.0,108,0,36,108,0,0,0,0
144,36,4,18,1.25,1.5,1979949794,1395,320,1.0,0.8861111111111111,1.0,0.75,455,1,1.0,36,0,108,36,0,0,0,0,570,1,1.0,72,0,72,72,0,0,0,0,865,1,1.0,108,0,36,108,0,0,0,0
144,36,4,19,1.25,1.5,1898196816,4180,3085,1.0,0.8791666666666667,1.0,0.75,3160,1,1.0,36,0,108,36,0,0,0,0,3430,1,1.0,72,0,72,72,0,0,0,0,3605,1,1.0,108,0,36,108,0,0,0,0
144,36,4,20,1.25,1.5,3222084925,30300,635,1.0138888888888888,0.7361111111111112,1.0,0.75,900,3,0.875,32,0,108,32,4,0,0,0,1125,3,0.9375,64,0,76,64,4,0,0,0,1565,3,0.84,100,0,40,100,4,0,0,0
144,36,4,21,1.25,1.5,3839320815,1605,700,1.0,0.8784722222222222,1.0,0.75,805,1,1.0,36,0,108,36,0,0,0,0,985,1,1.0,72,0,72,72,0,0,0,0,1150,1,1.0,108,0,36,108,0,0,0,0
144,36,4,22,1.25,1.5,550702652,3140,415,1.0,0.9006944444444445,1.0,0.75,725,1,1.0,36,0,108,36,0,0,0,0,1010,1,1.0,72,0,72,72,0,0,0,0,1250,3,0.9629629629629629,108,0,32,108,4,0,0,0
144,36,4,23,1.25,1.5,3546114177,4165,3130,1.0,0.9013888888888889,1.0,0.75,3185,1,1.0,36,0,108,36,0,0,0,0,3335,1,1.0,72,0,72,72,0,0,0,0,3560,4,0.9509803921568627,102,0,37,102,5,0,0,0
144,36,4,24,1.25,1.5,1304188302,2510,1025,1.0,0.8601851851851852,1.0,0.75,1175,1,1.0,36,0,108,36,0,0,0,0,1380,1,1.0,72,0,72,72,0,0,0,0,1975,1,1.0,108,0,36,108,0,0,0,0
144,36,4,25,1.25,1.5,2734600756,905,250,1.0,0.8916666666666666,1.0,0.75,205,1,1.0,64,0,78,64,2,0,0,0,250,1,1.0,72,0,72,72,0,0,0,0,400,1,1.0,108,0,36,108,0,0,0,0
144,36,4,26,1.25,1.5,2947364420,4065,205,1.0,0.9020833333333333,1.0,0.75,205,1,1.0,36,0,108,36,0,0,0,0,375,1,1.0,72,0,72,72,0,0,0,0,520,2,0.9339622641509434,106,0,37,106,1,0,0,0
144,36,4,27,1.25,1.5,3282145955,13770,2335,1.0,0.9020833333333333,1.0,0.75,2415,2,0.8,40,0,104,40,0,0,0,0,2545,2,0.7368421052631579,76,0,68,76,0,0,0,0,2650,2,0.6320754716981132,106,0,37,106,1,0,0,0
144,36,4,28,1.25,1.5,2447194442,1325,205,1.0,0.6967592592592593,1.0,0.75,205,1,1.0,40,0,104,40,0,0,0,0,360,2,0.7894736842105263,76,0,68,76,0,0,0,0,445,1,1.0,108,0,36,108,0,0,0,0
144,36,4,29,1.25,1.5,579996794,1650,265,1.0,0.6417824074074074,1.0,0.75,500,1,1.0,36,0,108,36,0,0,0,0,670,1,1.0,72,0,72,72,0,0,0,0,925,1,1.0,108,0,36,108,0,0,0,0
