N,lam,class_id,squares,surplus,pieces,in_babies,H,above_ground,way_out,is_dip
18,1.25,20,22,16,1,0,16.0,16.0,1.0,True
18,1.25,21,20,12,1,0,28.0,28.0,-12.0,False
18,1.25,22,18,8,1,0,40.0,40.0,-20.0,False
18,1.25,23,18,9,1,0,45.0,45.0,-16.0,False
18,1.25,24,18,4,1,0,20.0,20.0,-20.0,False
18,1.25,25,18,0,1,0,0.0,0.0,0.0,False
18,1.3,0,18,0,1,0,0.0,0.0,0.0,False
18,1.3,1,18,0,1,0,0.0,0.0,0.0,False
18,1.3,2,18,4,1,0,20.8,20.8,-20.8,False
18,1.3,3,18,2,1,0,10.4,10.4,-10.4,False
18,1.3,4,18,6,1,0,31.200000000000003,31.200000000000003,-10.400000000000002,False
18,1.3,5,19,8,1,0,25.6,25.6,-15.200000000000001,False
18,1.3,6,19,10,1,0,36.0,36.0,-15.600000000000001,False
18,1.3,7,19,7,1,0,20.4,20.4,-5.999999999999993,False
18,1.3,8,20,11,1,0,25.200000000000003,25.200000000000003,-5.599999999999994,False
18,1.3,9,20,10,1,0,20.0,20.0,-5.599999999999994,False
18,1.3,10,20,10,1,0,20.0,20.0,-5.599999999999994,False
18,1.3,11,19,9,1,0,30.800000000000004,30.800000000000004,-10.800000000000004,False
18,1.3,12,20,10,1,0,20.0,20.0,-5.599999999999994,False
18,1.3,13,19,9,1,0,30.800000000000004,30.800000000000004,-11.199999999999996,False
18,1.3,14,21,14,1,0,24.799999999999997,24.799999999999997,-10.399999999999991,False
18,1.3,15,21,13,1,0,19.60000000000001,19.60000000000001,-5.200000000000003,False
18,1.3,16,19,8,1,0,25.6,25.6,-5.600000000000001,False
18,1.3,17,21,12,1,0,14.400000000000006,14.400000000000006,5.200000000000003,True
18,1.3,18,20,11,1,0,25.200000000000003,25.200000000000003,-10.799999999999997,False
18,1.3,19,20,12,1,0,30.400000000000006,30.400000000000006,-5.6000000000000085,False
18,1.3,20,22,16,1,0,19.200000000000003,19.200000000000003,0.4000000000000057,True
18,1.3,21,20,12,1,0,30.400000000000006,30.400000000000006,-11.200000000000003,False
18,1.3,22,18,8,1,0,41.6,41.6,-20.8,False
18,1.3,23,18,9,1,0,46.800000000000004,46.800000000000004,-16.0,False
18,1.3,24,18,4,1,0,20.8,20.8,-20.8,False
18,1.3,25,18,0,1,0,0.0,0.0,0.0,False
18,1.35,0,18,0,1,0,0.0,0.0,0.0,False
18,1.35,1,18,0,1,0,0.0,0.0,0.0,False
18,1.35,2,18,4,1,0,21.6,21.6,-21.6,False
18,1.35,3,18,2,1,0,10.8,10.8,-10.8,False
18,1.35,4,18,6,1,0,32.400000000000006,32.400000000000006,-10.800000000000004,False
18,1.35,5,19,8,1,0,27.200000000000003,27.200000000000003,-16.400000000000002,False
18,1.35,6,19,10,1,0,38.0,38.0,-16.199999999999996,False
18,1.35,7,19,7,1,0,21.800000000000004,21.800000000000004,-4.999999999999993,False
18,1.35,8,20,11,1,0,27.400000000000006,27.400000000000006,-5.400000000000006,False
18,1.35,9,20,10,1,0,22.0,22.0,-5.199999999999989,False
18,1.35,10,20,10,1,0,22.0,22.0,-5.199999999999989,False
18,1.35,11,19,9,1,0,32.6,32.6,-11.0,False
18,1.35,12,20,10,1,0,22.0,22.0,-5.199999999999989,False
18,1.35,13,19,9,1,0,32.6,32.6,-10.799999999999997,False
18,1.35,14,21,14,1,0,27.60000000000001,27.60000000000001,-10.799999999999997,False
