N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,1,1.25,1.5,4240065760,51615,835,1.0,1.0,1.0,0.34062499999999996,42600,44400,0.75,845,1,1.0,16,0,48,16,0,0,0,0,860,1,1.0,32,0,32,32,0,0,0,0,885,4,0.868421052631579,38,0,21,38,5,0,0,0
64,16,4,25,1.25,1.5,2520955257,101095,625,1.0,0.7161458333333333,1.0,0.47486979166666665,4800,100200,0.75,625,4,0.25,8,0,52,8,4,0,0,0,665,3,0.8333333333333334,24,0,36,24,4,0,0,0,780,3,0.9,40,0,20,40,4,0,0,0
