source,N,n_loops,n_cubes,eigenvalue,multiplicity,loc_loops,loc_each_loop,loc_loops_collar,loc_cube,random_max_here,pr_best
n192a_adj/N192_rep5,192,0,1,6.223895768,1,0.000000,,0.000000,0.003888,0.000000,
n192a_adj/N192_rep5,192,0,1,6.243062722,1,0.000000,,0.000000,0.000001,0.000000,
n192a_adj/N192_rep5,192,0,1,6.244370174,1,0.000000,,0.000000,0.000002,0.000000,
n192a_adj/N192_rep5,192,0,1,6.248059246,1,0.000000,,0.000000,0.048514,0.000000,
n192a_adj/N192_rep5,192,0,1,6.400442427,1,0.000000,,0.000000,0.049788,0.000000,
n192a_adj/N192_rep5,192,0,1,6.541901454,1,0.000000,,0.000000,0.066885,0.000000,
n192a_adj/N192_rep5,192,0,1,6.643316833,1,0.000000,,0.000000,0.039820,0.000000,
n192a_adj/N192_rep5,192,0,1,6.731802287,1,0.000000,,0.000000,0.076753,0.000000,
n192a_adj/N192_rep5,192,0,1,6.810208115,1,0.000000,,0.000000,0.068435,0.000000,
n192a_adj/N192_rep5,192,0,1,6.9081747,1,0.000000,,0.000000,0.017165,0.000000,
n192a_adj/N192_rep5,192,0,1,7.075118574,1,0.000000,,0.000000,0.064369,0.000000,
n192a_adj/N192_rep5,192,0,1,7.140546969,1,0.000000,,0.000000,0.019662,0.000000,
n192a_adj/N192_rep5,192,0,1,7.232211319,1,0.000000,,0.000000,0.020699,0.000000,
n192a_adj/N192_rep5,192,0,1,7.28773099,1,0.000000,,0.000000,0.005411,0.000000,
n192a_adj/N192_rep5,192,0,1,7.313349055,1,0.000000,,0.000000,0.077581,0.000000,
n192a_adj/N192_rep5,192,0,1,7.510883029,1,0.000000,,0.000000,0.000251,0.000000,
n192a_adj/N192_rep5,192,0,1,7.511085839,1,0.000000,,0.000000,0.087263,0.000000,
n192a_adj/N192_rep5,192,0,1,7.682097464,1,0.000000,,0.000000,0.079379,0.000000,
n192a_adj/N192_rep5,192,0,1,7.717812424,1,0.000000,,0.000000,0.000025,0.000000,
n192a_adj/N192_rep5,192,0,1,7.822509382,1,0.000000,,0.000000,0.082225,0.000000,
n192a_adj/N192_rep5,192,0,1,7.872883478,1,0.000000,,0.000000,0.000004,0.000000,
n192a_adj/N192_rep5,192,0,1,7.920457547,1,0.000000,,0.000000,0.095392,0.000000,
n192a_adj/N192_rep5,192,0,1,7.967996522,1,0.000000,,0.000000,0.000001,0.000000,
n192a_adj/N192_rep5,192,0,1,7.979167472,1,0.000000,,0.000000,0.091375,0.000000,
n192a_adj/N192_rep5,192,0,1,8,1,0.000000,,0.000000,0.041667,0.000000,
n192a_adj/N192_rep8,192,1,2,0.03218598918,1,0.000000,0.000000,0.000000,0.113601,0.038774,93.507
n192a_adj/N192_rep8,192,1,2,0.1281774965,1,0.000000,0.000000,0.000000,0.111402,0.043110,93.758
n192a_adj/N192_rep8,192,1,2,0.2290879487,1,0.153846,0.153846,0.395087,0.290070,0.081859,34.667
n192a_adj/N192_rep8,192,1,2,0.2858199493,1,0.000000,0.000000,0.000000,0.107370,0.031615,93.728
n192a_adj/N192_rep8,192,1,2,0.500144835,1,0.000000,0.000000,0.000000,0.100891,0.035723,92.997
n192a_adj/N192_rep8,192,1,2,0.614215672,1,0.000000,0.000000,0.000000,0.001297,0.044551,65.489
n192a_adj/N192_rep8,192,1,2,0.6201214833,1,0.000000,0.000000,0.000000,0.002067,0.048557,60.232
n192a_adj/N192_rep8,192,1,2,0.7004666258,1,0.000000,0.000000,0.000000,0.005456,0.065313,64.497
n192a_adj/N192_rep8,192,1,2,0.718349529,1,0.000000,0.000000,0.000000,0.012428,0.080546,59.484
n192a_adj/N192_rep8,192,1,2,0.7663495307,1,0.000000,0.000000,0.000000,0.085416,0.043553,78.472
n192a_adj/N192_rep8,192,1,2,0.8055632887,2,0.000000,0.000000,0.062459,0.027651,0.105736,23.660
n192a_adj/N192_rep8,192,1,2,0.8458203969,1,0.000000,0.000000,0.000000,0.012410,0.061700,64.209
n192a_adj/N192_rep8,192,1,2,0.8638705065,1,0.153846,0.153846,0.253138,0.241241,0.043098,34.667
n192a_adj/N192_rep8,192,1,2,0.8846523514,1,0.000000,0.000000,0.000000,0.018093,0.058167,60.095
n192a_adj/N192_rep8,192,1,2,1.04611814,1,0.000000,0.000000,0.000000,0.027939,0.058653,60.972
n192a_adj/N192_rep8,192,1,2,1.056233271,1,0.000000,0.000000,0.000000,0.057531,0.071665,59.752
n192a_adj/N192_rep8,192,1,2,1.116706635,1,0.000000,0.000000,0.000000,0.045811,0.057266,55.994
n192a_adj/N192_rep8,192,1,2,1.299101538,1,0.000000,0.000000,0.000000,0.035063,0.046340,63.572
n192a_adj/N192_rep8,192,1,2,1.332971303,1,0.000000,0.000000,0.000000,0.042321,0.042258,56.424
n192a_adj/N192_rep8,192,1,2,1.411877833,2,0.000000,0.000000,0.195000,0.106553,0.153181,24.759
n192a_adj/N192_rep8,192,1,2,1.427682173,1,0.000000,0.000000,0.000000,0.067179,0.039271,70.817
n192a_adj/N192_rep8,192,1,2,1.590680583,1,0.000000,0.000000,0.000000,0.049590,0.059623,63.042
n192a_adj/N192_rep8,192,1,2,1.607098437,1,0.000000,0.000000,0.000000,0.043646,0.050866,54.900
n192a_adj/N192_rep8,192,1,2,1.745448387,1,0.000000,0.000000,0.000000,0.048761,0.068387,61.132
n192a_adj/N192_rep8,192,1,2,1.758926639,1,0.153846,0.153846,0.158317,0.172390,0.072518,34.667
n192a_adj/N192_rep8,192,1,2,1.84498886,1,0.000000,0.000000,0.000000,0.047269,0.097842,46.688
n192a_adj/N192_rep8,192,1,2,1.908846315,1,0.000000,0.000000,0.000000,0.065357,0.062829,63.628
n192a_adj/N192_rep8,192,1,2,1.972924825,1,0.000000,0.000000,0.000000,0.041612,0.046556,48.376
n192a_adj/N192_rep8,192,1,2,2,1,0.076923,0.076923,0.230769,0.153846,0.057692,52.000
n192a_adj/N192_rep8,192,1,2,2.011773785,1,0.000000,0.000000,0.000000,0.129418,0.053648,73.548
n192a_adj/N192_rep8,192,1,2,2.038849038,1,0.000000,0.000000,0.000000,0.007731,0.041945,85.959
n192a_adj/N192_rep8,192,1,2,2.058116365,1,0.153846,0.153846,0.443916,0.004470,0.077354,34.667
n192a_adj/N192_rep8,192,1,2,2.080339913,1,0.000000,0.000000,0.000000,0.095164,0.053799,69.137
n192a_adj/N192_rep8,192,1,2,2.144371112,1,0.000000,0.000000,0.000000,0.073523,0.048682,59.621
n192a_adj/N192_rep8,192,1,2,2.154561838,1,0.000000,0.000000,0.000000,0.015244,0.052012,68.085
n192a_adj/N192_rep8,192,1,2,2.206988481,1,0.000000,0.000000,0.000000,0.088920,0.067821,55.735
n192a_adj/N192_rep8,192,1,2,2.229087949,1,0.153846,0.153846,0.395087,0.290070,0.081859,34.667
n192a_adj/N192_rep8,192,1,2,2.239299723,1,0.000000,0.000000,0.000000,0.081912,0.070656,63.777
n192a_adj/N192_rep8,192,1,2,2.254259607,2,0.000000,0.000000,0.279129,0.226120,0.151033,26.449
n192a_adj/N192_rep8,192,1,2,2.292394695,1,0.000000,0.000000,0.000000,0.089674,0.049419,55.416
n192a_adj/N192_rep8,192,1,2,2.330544054,1,0.000000,0.000000,0.000000,0.027136,0.048168,87.195
n192a_adj/N192_rep8,192,1,2,2.418779486,1,0.000000,0.000000,0.000000,0.063717,0.043583,61.714
n192a_adj/N192_rep8,192,1,2,2.488227544,1,0.000000,0.000000,0.000000,0.068502,0.063009,48.588
n192a_adj/N192_rep8,192,1,2,2.502978504,1,0.153846,0.153846,0.326236,0.038691,0.073253,34.667
n192a_adj/N192_rep8,192,1,2,2.556270678,1,0.000000,0.000000,0.000000,0.073472,0.076490,59.489
n192a_adj/N192_rep8,192,1,2,2.56935358,1,0.000000,0.000000,0.000000,0.061169,0.049944,58.674
n192a_adj/N192_rep8,192,1,2,2.582048876,1,0.000000,0.000000,0.000000,0.092663,0.066806,54.588
n192a_adj/N192_rep8,192,1,2,2.709209774,1,0.153846,0.153846,0.192537,0.099292,0.066414,34.667
n192a_adj/N192_rep8,192,1,2,2.713554437,1,0.000000,0.000000,0.000000,0.068684,0.053091,60.050
n192a_adj/N192_rep8,192,1,2,2.746909384,1,0.000000,0.000000,0.000000,0.052094,0.048006,41.927
n192a_adj/N192_rep8,192,1,2,2.841784815,1,0.000000,0.000000,0.000000,0.046787,0.056358,76.652
n192a_adj/N192_rep8,192,1,2,2.86261699,1,0.000000,0.000000,0.000000,0.101715,0.053307,51.253
n192a_adj/N192_rep8,192,1,2,2.863870507,1,0.153846,0.153846,0.253138,0.241241,0.043098,34.667
n192a_adj/N192_rep8,192,1,2,2.913708198,1,0.000000,0.000000,0.000000,0.113962,0.045199,54.972
n192a_adj/N192_rep8,192,1,2,3.000584562,1,0.000000,0.000000,0.000000,0.064957,0.046238,72.035
n192a_adj/N192_rep8,192,1,2,3.016918406,1,0.000000,0.000000,0.000000,0.049063,0.074187,61.617
n192a_adj/N192_rep8,192,1,2,3.094405981,2,0.000000,0.000000,0.223852,0.348990,0.101460,25.265
n192a_adj/N192_rep8,192,1,2,3.126855346,1,0.000000,0.000000,0.000000,0.106570,0.056398,54.791
n192a_adj/N192_rep8,192,1,2,3.164650867,1,0.000000,0.000000,0.000000,0.077917,0.053550,61.965
n192a_adj/N192_rep8,192,1,2,3.228951528,1,0.000000,0.000000,0.000000,0.113679,0.038687,53.190
n192a_adj/N192_rep8,192,1,2,3.280215109,1,0.000000,0.000000,0.000000,0.066664,0.050950,63.587
n192a_adj/N192_rep8,192,1,2,3.290790226,1,0.153846,0.153846,0.192537,0.099292,0.066414,34.667
n192a_adj/N192_rep8,192,1,2,3.304739227,1,0.000000,0.000000,0.000000,0.057769,0.051020,87.528
n192a_adj/N192_rep8,192,1,2,3.377681944,1,0.000000,0.000000,0.000000,0.117539,0.053841,56.766
n192a_adj/N192_rep8,192,1,2,3.429422446,1,0.000000,0.000000,0.000000,0.035491,0.069218,68.766
n192a_adj/N192_rep8,192,1,2,3.456033938,1,0.000000,0.000000,0.000000,0.019740,0.047375,60.735
n192a_adj/N192_rep8,192,1,2,3.479463252,1,0.000000,0.000000,0.000000,0.046701,0.047016,59.019
n192a_adj/N192_rep8,192,1,2,3.490813389,1,0.000000,0.000000,0.000000,0.038679,0.068245,53.970
n192a_adj/N192_rep8,192,1,2,3.497021496,1,0.153846,0.153846,0.326236,0.038691,0.073253,34.667
n192a_adj/N192_rep8,192,1,2,3.518955795,1,0.000000,0.000000,0.000000,0.063469,0.050493,59.865
n192a_adj/N192_rep8,192,1,2,3.541917168,1,0.000000,0.000000,0.000000,0.039744,0.038688,63.386
n192a_adj/N192_rep8,192,1,2,3.552498154,2,0.000000,0.000000,0.088831,0.118529,0.083236,28.458
n192a_adj/N192_rep8,192,1,2,3.58141579,1,0.000000,0.000000,0.000000,0.031414,0.055376,57.790
n192a_adj/N192_rep8,192,1,2,3.637337362,1,0.000000,0.000000,0.000000,0.057147,0.073188,62.309
n192a_adj/N192_rep8,192,1,2,3.643331629,1,0.000000,0.000000,0.000000,0.057101,0.037677,87.261
n192a_adj/N192_rep8,192,1,2,3.69082819,1,0.000000,0.000000,0.000000,0.023493,0.059804,66.235
n192a_adj/N192_rep8,192,1,2,3.710349401,1,0.000000,0.000000,0.000000,0.051123,0.064126,64.184
n192a_adj/N192_rep8,192,1,2,3.751146748,1,0.000000,0.000000,0.000000,0.053095,0.046898,62.445
n192a_adj/N192_rep8,192,1,2,3.758926639,1,0.153846,0.153846,0.158317,0.172390,0.072518,34.667
n192a_adj/N192_rep8,192,1,2,3.799752968,1,0.000000,0.000000,0.000000,0.042658,0.051680,58.032
n192a_adj/N192_rep8,192,1,2,3.82903276,2,0.000000,0.000000,0.150727,0.172157,0.112183,27.696
n192a_adj/N192_rep8,192,1,2,3.835334434,1,0.000000,0.000000,0.000000,0.047141,0.079679,54.999
n192a_adj/N192_rep8,192,1,2,3.873134421,1,0.000000,0.000000,0.000000,0.051808,0.041718,60.695
n192a_adj/N192_rep8,192,1,2,3.877322524,1,0.000000,0.000000,0.000000,0.025677,0.044783,57.136
n192a_adj/N192_rep8,192,1,2,3.941883635,1,0.153846,0.153846,0.443916,0.004470,0.077354,34.667
n192a_adj/N192_rep8,192,1,2,3.947881716,1,0.000000,0.000000,0.000000,0.043844,0.048235,63.255
n192a_adj/N192_rep8,192,1,2,3.965574896,1,0.000000,0.000000,0.000000,0.009232,0.058179,74.803
n192a_adj/N192_rep8,192,1,2,4,2,0.000000,0.000000,0.000000,0.057143,0.042857,71.340
n192a_adj/N192_rep8,192,1,2,4.034425104,1,0.000000,0.000000,0.000000,0.009232,0.058179,74.803
n192a_adj/N192_rep8,192,1,2,4.052118284,1,0.000000,0.000000,0.000000,0.043844,0.048235,63.255
n192a_adj/N192_rep8,192,1,2,4.058116365,1,0.153846,0.153846,0.443916,0.004470,0.077354,34.667
n192a_adj/N192_rep8,192,1,2,4.122677476,1,0.000000,0.000000,0.000000,0.025677,0.044783,57.136
n192a_adj/N192_rep8,192,1,2,4.126865579,1,0.000000,0.000000,0.000000,0.051808,0.041718,60.695
n192a_adj/N192_rep8,192,1,2,4.164665566,1,0.000000,0.000000,0.000000,0.047141,0.079679,54.999
n192a_adj/N192_rep8,192,1,2,4.17096724,2,0.000000,0.000000,0.150727,0.172157,0.112183,27.674
n192a_adj/N192_rep8,192,1,2,4.200247032,1,0.000000,0.000000,0.000000,0.042658,0.051680,58.032
n192a_adj/N192_rep8,192,1,2,4.241073361,1,0.153846,0.153846,0.158317,0.172390,0.072518,34.667
n192a_adj/N192_rep8,192,1,2,4.248853252,1,0.000000,0.000000,0.000000,0.053095,0.046898,62.445
n192a_adj/N192_rep8,192,1,2,4.289650599,1,0.000000,0.000000,0.000000,0.051123,0.064126,64.184
n192a_adj/N192_rep8,192,1,2,4.30917181,1,0.000000,0.000000,0.000000,0.023493,0.059804,66.235
n192a_adj/N192_rep8,192,1,2,4.356668371,1,0.000000,0.000000,0.000000,0.057101,0.037677,87.261
n192a_adj/N192_rep8,192,1,2,4.362662638,1,0.000000,0.000000,0.000000,0.057147,0.073188,62.309
n192a_adj/N192_rep8,192,1,2,4.41858421,1,0.000000,0.000000,0.000000,0.031414,0.055376,57.790
n192a_adj/N192_rep8,192,1,2,4.447501846,2,0.000000,0.000000,0.088831,0.118529,0.083236,29.061
n192a_adj/N192_rep8,192,1,2,4.458082832,1,0.000000,0.000000,0.000000,0.039744,0.038688,63.386
n192a_adj/N192_rep8,192,1,2,4.481044205,1,0.000000,0.000000,0.000000,0.063469,0.050493,59.865
n192a_adj/N192_rep8,192,1,2,4.502978504,1,0.153846,0.153846,0.326236,0.038691,0.073253,34.667
n192a_adj/N192_rep8,192,1,2,4.509186611,1,0.000000,0.000000,0.000000,0.038679,0.068245,53.970
n192a_adj/N192_rep8,192,1,2,4.520536748,1,0.000000,0.000000,0.000000,0.046701,0.047016,59.019
n192a_adj/N192_rep8,192,1,2,4.543966062,1,0.000000,0.000000,0.000000,0.019740,0.047375,60.735
n192a_adj/N192_rep8,192,1,2,4.570577554,1,0.000000,0.000000,0.000000,0.035491,0.069218,68.766
n192a_adj/N192_rep8,192,1,2,4.622318056,1,0.000000,0.000000,0.000000,0.117539,0.053841,56.766
n192a_adj/N192_rep8,192,1,2,4.695260773,1,0.000000,0.000000,0.000000,0.057769,0.051020,87.528
n192a_adj/N192_rep8,192,1,2,4.709209774,1,0.153846,0.153846,0.192537,0.099292,0.066414,34.667
n192a_adj/N192_rep8,192,1,2,4.719784891,1,0.000000,0.000000,0.000000,0.066664,0.050950,63.587
n192a_adj/N192_rep8,192,1,2,4.771048472,1,0.000000,0.000000,0.000000,0.113679,0.038687,53.190
n192a_adj/N192_rep8,192,1,2,4.835349133,1,0.000000,0.000000,0.000000,0.077917,0.053550,61.965
n192a_adj/N192_rep8,192,1,2,4.873144654,1,0.000000,0.000000,0.000000,0.106570,0.056398,54.791
n192a_adj/N192_rep8,192,1,2,4.905594019,2,0.000000,0.000000,0.223852,0.348990,0.101460,24.743
n192a_adj/N192_rep8,192,1,2,4.983081594,1,0.000000,0.000000,0.000000,0.049063,0.074187,61.617
n192a_adj/N192_rep8,192,1,2,4.999415438,1,0.000000,0.000000,0.000000,0.064957,0.046238,72.035
n192a_adj/N192_rep8,192,1,2,5.086291802,1,0.000000,0.000000,0.000000,0.113962,0.045199,54.972
n192a_adj/N192_rep8,192,1,2,5.136129493,1,0.153846,0.153846,0.253138,0.241241,0.043098,34.667
n192a_adj/N192_rep8,192,1,2,5.13738301,1,0.000000,0.000000,0.000000,0.101715,0.053307,51.253
n192a_adj/N192_rep8,192,1,2,5.158215185,1,0.000000,0.000000,0.000000,0.046787,0.056358,76.652
n192a_adj/N192_rep8,192,1,2,5.253090616,1,0.000000,0.000000,0.000000,0.052094,0.048006,41.927
n192a_adj/N192_rep8,192,1,2,5.286445563,1,0.000000,0.000000,0.000000,0.068684,0.053091,60.050
n192a_adj/N192_rep8,192,1,2,5.290790226,1,0.153846,0.153846,0.192537,0.099292,0.066414,34.667
n192a_adj/N192_rep8,192,1,2,5.417951124,1,0.000000,0.000000,0.000000,0.092663,0.066806,54.588
n192a_adj/N192_rep8,192,1,2,5.43064642,1,0.000000,0.000000,0.000000,0.061169,0.049944,58.674
n192a_adj/N192_rep8,192,1,2,5.443729322,1,0.000000,0.000000,0.000000,0.073472,0.076490,59.489
n192a_adj/N192_rep8,192,1,2,5.497021496,1,0.153846,0.153846,0.326236,0.038691,0.073253,34.667
n192a_adj/N192_rep8,192,1,2,5.511772456,1,0.000000,0.000000,0.000000,0.068502,0.063009,48.588
n192a_adj/N192_rep8,192,1,2,5.581220514,1,0.000000,0.000000,0.000000,0.063717,0.043583,61.714
n192a_adj/N192_rep8,192,1,2,5.669455946,1,0.000000,0.000000,0.000000,0.027136,0.048168,87.195
n192a_adj/N192_rep8,192,1,2,5.707605305,1,0.000000,0.000000,0.000000,0.089674,0.049419,55.416
n192a_adj/N192_rep8,192,1,2,5.745740393,2,0.000000,0.000000,0.279129,0.226120,0.151033,25.032
n192a_adj/N192_rep8,192,1,2,5.760700277,1,0.000000,0.000000,0.000000,0.081912,0.070656,63.777
n192a_adj/N192_rep8,192,1,2,5.770912051,1,0.153846,0.153846,0.395087,0.290070,0.081859,34.667
n192a_adj/N192_rep8,192,1,2,5.793011519,1,0.000000,0.000000,0.000000,0.088920,0.067821,55.735
n192a_adj/N192_rep8,192,1,2,5.845438162,1,0.000000,0.000000,0.000000,0.015244,0.052012,68.085
n192a_adj/N192_rep8,192,1,2,5.855628888,1,0.000000,0.000000,0.000000,0.073523,0.048682,59.621
n192a_adj/N192_rep8,192,1,2,5.919660087,1,0.000000,0.000000,0.000000,0.095164,0.053799,69.137
n192a_adj/N192_rep8,192,1,2,5.941883635,1,0.153846,0.153846,0.443916,0.004470,0.077354,34.667
n192a_adj/N192_rep8,192,1,2,5.961150962,1,0.000000,0.000000,0.000000,0.007731,0.041945,85.959
n192a_adj/N192_rep8,192,1,2,5.988226215,1,0.000000,0.000000,0.000000,0.129418,0.053648,73.548
n192a_adj/N192_rep8,192,1,2,6,1,0.076923,0.076923,0.230769,0.153846,0.057692,52.000
n192a_adj/N192_rep8,192,1,2,6.027075175,1,0.000000,0.000000,0.000000,0.041612,0.046556,48.376
n192a_adj/N192_rep8,192,1,2,6.091153685,1,0.000000,0.000000,0.000000,0.065357,0.062829,63.628
n192a_adj/N192_rep8,192,1,2,6.15501114,1,0.000000,0.000000,0.000000,0.047269,0.097842,46.688
n192a_adj/N192_rep8,192,1,2,6.241073361,1,0.153846,0.153846,0.158317,0.172390,0.072518,34.667
n192a_adj/N192_rep8,192,1,2,6.254551613,1,0.000000,0.000000,0.000000,0.048761,0.068387,61.132
n192a_adj/N192_rep8,192,1,2,6.392901563,1,0.000000,0.000000,0.000000,0.043646,0.050866,54.900
n192a_adj/N192_rep8,192,1,2,6.409319417,1,0.000000,0.000000,0.000000,0.049590,0.059623,63.042
n192a_adj/N192_rep8,192,1,2,6.572317827,1,0.000000,0.000000,0.000000,0.067179,0.039271,70.817
n192a_adj/N192_rep8,192,1,2,6.588122167,2,0.000000,0.000000,0.195000,0.106553,0.153181,23.267
n192a_adj/N192_rep8,192,1,2,6.667028697,1,0.000000,0.000000,0.000000,0.042321,0.042258,56.424
n192a_adj/N192_rep8,192,1,2,6.700898462,1,0.000000,0.000000,0.000000,0.035063,0.046340,63.572
n192a_adj/N192_rep8,192,1,2,6.883293365,1,0.000000,0.000000,0.000000,0.045811,0.057266,55.994
n192a_adj/N192_rep8,192,1,2,6.943766729,1,0.000000,0.000000,0.000000,0.057531,0.071665,59.752
n192a_adj/N192_rep8,192,1,2,6.95388186,1,0.000000,0.000000,0.000000,0.027939,0.058653,60.972
n192a_adj/N192_rep8,192,1,2,7.115347649,1,0.000000,0.000000,0.000000,0.018093,0.058167,60.095
n192a_adj/N192_rep8,192,1,2,7.136129493,1,0.153846,0.153846,0.253138,0.241241,0.043098,34.667
n192a_adj/N192_rep8,192,1,2,7.154179603,1,0.000000,0.000000,0.000000,0.012410,0.061700,64.209
n192a_adj/N192_rep8,192,1,2,7.194436711,2,0.000000,0.000000,0.062459,0.027651,0.105736,23.802
n192a_adj/N192_rep8,192,1,2,7.233650469,1,0.000000,0.000000,0.000000,0.085416,0.043553,78.472
n192a_adj/N192_rep8,192,1,2,7.281650471,1,0.000000,0.000000,0.000000,0.012428,0.080546,59.484
n192a_adj/N192_rep8,192,1,2,7.299533374,1,0.000000,0.000000,0.000000,0.005456,0.065313,64.497
n192a_adj/N192_rep8,192,1,2,7.379878517,1,0.000000,0.000000,0.000000,0.002067,0.048557,60.232
n192a_adj/N192_rep8,192,1,2,7.385784328,1,0.000000,0.000000,0.000000,0.001297,0.044551,65.489
n192a_adj/N192_rep8,192,1,2,7.499855165,1,0.000000,0.000000,0.000000,0.100891,0.035723,92.997
n192a_adj/N192_rep8,192,1,2,7.714180051,1,0.000000,0.000000,0.000000,0.107370,0.031615,93.728
n192a_adj/N192_rep8,192,1,2,7.770912051,1,0.153846,0.153846,0.395087,0.290070,0.081859,34.667
n192a_adj/N192_rep8,192,1,2,7.871822504,1,0.000000,0.000000,0.000000,0.111402,0.043110,93.758
n192a_adj/N192_rep8,192,1,2,7.967814011,1,0.000000,0.000000,0.000000,0.113601,0.038774,93.507
n192a_adj/N192_rep8,192,1,2,8,2,0.076923,0.076923,0.230769,0.153846,0.057692,52.000
n192b_adj/N192_rep20,192,2,0,0.01711027725,1,0.083333,0.041667|0.041667,0.247160,,0.055338,128.000
n192b_adj/N192_rep20,192,2,0,0.06814834742,1,0.083333,0.041667|0.041667,0.238835,,0.062313,128.000
n192b_adj/N192_rep20,192,2,0,0.152240935,1,0.083333,0.041667|0.041667,0.225592,,0.065289,128.000
n192b_adj/N192_rep20,192,2,0,0.2679491924,1,0.083333,0.041667|0.041667,0.208333,,0.065104,128.000
n192b_adj/N192_rep20,192,2,0,0.4132933194,1,0.083333,0.041667|0.041667,0.188235,,0.055681,128.000
n192b_adj/N192_rep20,192,2,0,0.5857864376,1,0.083333,0.041667|0.041667,0.166667,,0.062500,128.000
n192b_adj/N192_rep20,192,2,0,0.6028967149,2,0.000000,0.000000|0.000000,0.002840,,0.085991,85.333
n192b_adj/N192_rep20,192,2,0,0.653934785,2,0.000000,0.000000|0.000000,0.011165,,0.081058,85.333
n192b_adj/N192_rep20,192,2,0,0.7380273726,2,0.000000,0.000000|0.000000,0.024408,,0.088674,85.333
n192b_adj/N192_rep20,192,2,0,0.782477142,1,0.083333,0.041667|0.041667,0.145098,,0.059021,128.000
n192b_adj/N192_rep20,192,2,0,0.8537356301,2,0.000000,0.000000|0.000000,0.041667,,0.078854,85.333
n192b_adj/N192_rep20,192,2,0,0.999079757,2,0.000000,0.000000|0.000000,0.061765,,0.082312,85.333
n192b_adj/N192_rep20,192,2,0,1,1,0.083333,0.041667|0.041667,0.125000,,0.059896,128.000
n192b_adj/N192_rep20,192,2,0,1.171572875,2,0.000000,0.000000|0.000000,0.083333,,0.093750,85.333
n192b_adj/N192_rep20,192,2,0,1.234633135,1,0.083333,0.041667|0.041667,0.107741,,0.052715,128.000
n192b_adj/N192_rep20,192,2,0,1.36826358,2,0.000000,0.000000|0.000000,0.104902,,0.073298,85.333
n192b_adj/N192_rep20,192,2,0,1.48236191,1,0.083333,0.041667|0.041667,0.094498,,0.072730,128.000
n192b_adj/N192_rep20,192,2,0,1.585786438,2,0.000000,0.000000|0.000000,0.125000,,0.082856,85.333
n192b_adj/N192_rep20,192,2,0,1.738947616,1,0.083333,0.041667|0.041667,0.086173,,0.057942,128.000
n192b_adj/N192_rep20,192,2,0,1.820419573,2,0.000000,0.000000|0.000000,0.142259,,0.088329,85.333
n192b_adj/N192_rep20,192,2,0,2,3,0.083333,0.041667|0.041667,0.125000,,0.120051,96.000
n192b_adj/N192_rep20,192,2,0,2.017110277,2,0.083333,0.041667|0.041667,0.247160,,0.084279,65.551
n192b_adj/N192_rep20,192,2,0,2.068148347,4,0.083333,0.041667|0.041667,0.238835,,0.092057,67.257
n192b_adj/N192_rep20,192,2,0,2.152240935,2,0.083333,0.041667|0.041667,0.225592,,0.077231,67.389
n192b_adj/N192_rep20,192,2,0,2.261052384,1,0.083333,0.041667|0.041667,0.086173,,0.057942,128.000
n192b_adj/N192_rep20,192,2,0,2.267949192,2,0.083333,0.041667|0.041667,0.208333,,0.093750,95.877
n192b_adj/N192_rep20,192,2,0,2.324734053,2,0.000000,0.000000|0.000000,0.163827,,0.075622,85.333
n192b_adj/N192_rep20,192,2,0,2.413293319,2,0.083333,0.041667|0.041667,0.188235,,0.074217,73.389
n192b_adj/N192_rep20,192,2,0,2.51763809,1,0.083333,0.041667|0.041667,0.094498,,0.072730,128.000
n192b_adj/N192_rep20,192,2,0,2.585786438,4,0.083333,0.041667|0.041667,0.166667,,0.113638,108.423
n192b_adj/N192_rep20,192,2,0,2.765366865,1,0.083333,0.041667|0.041667,0.107741,,0.052715,128.000
n192b_adj/N192_rep20,192,2,0,2.782477142,2,0.083333,0.041667|0.041667,0.145098,,0.085674,106.133
n192b_adj/N192_rep20,192,2,0,2.846838822,2,0.000000,0.000000|0.000000,0.163827,,0.075622,85.333
n192b_adj/N192_rep20,192,2,0,3,3,0.083333,0.041667|0.041667,0.125000,,0.108485,59.603
n192b_adj/N192_rep20,192,2,0,3.103424528,2,0.000000,0.000000|0.000000,0.155502,,0.081580,85.333
n192b_adj/N192_rep20,192,2,0,3.217522858,1,0.083333,0.041667|0.041667,0.145098,,0.059021,128.000
n192b_adj/N192_rep20,192,2,0,3.234633135,2,0.083333,0.041667|0.041667,0.107741,,0.072917,64.196
n192b_adj/N192_rep20,192,2,0,3.351153302,2,0.000000,0.000000|0.000000,0.142259,,0.088329,85.333
n192b_adj/N192_rep20,192,2,0,3.414213562,1,0.083333,0.041667|0.041667,0.166667,,0.062500,128.000
n192b_adj/N192_rep20,192,2,0,3.43132384,2,0.000000,0.000000|0.000000,0.002840,,0.085991,85.333
n192b_adj/N192_rep20,192,2,0,3.48236191,4,0.083333,0.041667|0.041667,0.094498,,0.107659,67.899
n192b_adj/N192_rep20,192,2,0,3.566454497,2,0.000000,0.000000|0.000000,0.024408,,0.088674,85.333
n192b_adj/N192_rep20,192,2,0,3.585786438,2,0.000000,0.000000|0.000000,0.125000,,0.082856,85.333
n192b_adj/N192_rep20,192,2,0,3.586706681,1,0.083333,0.041667|0.041667,0.188235,,0.055681,128.000
n192b_adj/N192_rep20,192,2,0,3.682162755,2,0.000000,0.000000|0.000000,0.041667,,0.078854,85.333
