source,N,n_loops,n_cubes,eigenvalue,multiplicity,loc_loops,loc_each_loop,loc_loops_collar,loc_cube,random_max_here,pr_best
n192a_adj/N192_rep3,192,1,0,3.773983509,1,0.038104,0.038104,0.039077,,0.045092,106.393
n192a_adj/N192_rep3,192,1,0,3.779695553,1,0.000000,0.000000,0.032233,,0.035971,80.843
n192a_adj/N192_rep3,192,1,0,3.811433931,1,0.000000,0.000000,0.056590,,0.074378,82.506
n192a_adj/N192_rep3,192,1,0,3.844414512,1,0.000000,0.000000,0.025876,,0.049018,54.254
n192a_adj/N192_rep3,192,1,0,3.845767573,1,0.049543,0.049543,0.133179,,0.035538,107.269
n192a_adj/N192_rep3,192,1,0,3.887017239,1,0.000000,0.000000,0.036259,,0.055819,82.931
n192a_adj/N192_rep3,192,1,0,3.936314002,1,0.000000,0.000000,0.036037,,0.037843,87.115
n192a_adj/N192_rep3,192,1,0,3.942234995,1,0.050230,0.050230,0.141978,,0.044713,101.686
n192a_adj/N192_rep3,192,1,0,3.974892287,1,0.000000,0.000000,0.043754,,0.049384,83.482
n192a_adj/N192_rep3,192,1,0,3.978882067,1,0.043486,0.043486,0.053304,,0.051791,88.724
n192a_adj/N192_rep3,192,1,0,3.99410559,1,0.048765,0.048765,0.143360,,0.037862,104.648
n192a_adj/N192_rep3,192,1,0,4.00589441,1,0.048765,0.048765,0.143360,,0.037862,104.648
n192a_adj/N192_rep3,192,1,0,4.021117933,1,0.043486,0.043486,0.053304,,0.051791,88.724
n192a_adj/N192_rep3,192,1,0,4.025107713,1,0.000000,0.000000,0.043754,,0.049384,83.482
n192a_adj/N192_rep3,192,1,0,4.057765005,1,0.050230,0.050230,0.141978,,0.044713,101.686
n192a_adj/N192_rep3,192,1,0,4.063685998,1,0.000000,0.000000,0.036037,,0.037843,87.115
n192a_adj/N192_rep3,192,1,0,4.112982761,1,0.000000,0.000000,0.036259,,0.055819,82.931
n192a_adj/N192_rep3,192,1,0,4.154232427,1,0.049543,0.049543,0.133179,,0.035538,107.269
n192a_adj/N192_rep3,192,1,0,4.155585488,1,0.000000,0.000000,0.025876,,0.049018,54.254
n192a_adj/N192_rep3,192,1,0,4.188566069,1,0.000000,0.000000,0.056590,,0.074378,82.506
n192a_adj/N192_rep3,192,1,0,4.220304447,1,0.000000,0.000000,0.032233,,0.035971,80.843
n192a_adj/N192_rep3,192,1,0,4.226016491,1,0.038104,0.038104,0.039077,,0.045092,106.393
n192a_adj/N192_rep3,192,1,0,4.275122726,1,0.000000,0.000000,0.025134,,0.049355,82.494
n192a_adj/N192_rep3,192,1,0,4.286457068,1,0.047598,0.047598,0.081409,,0.040669,77.210
n192a_adj/N192_rep3,192,1,0,4.30091151,1,0.045620,0.045620,0.084958,,0.044179,84.356
n192a_adj/N192_rep3,192,1,0,4.337397783,1,0.000000,0.000000,0.058847,,0.039462,88.172
n192a_adj/N192_rep3,192,1,0,4.376236424,1,0.000000,0.000000,0.022073,,0.049018,79.697
n192a_adj/N192_rep3,192,1,0,4.390011817,1,0.001576,0.001576,0.001696,,0.035596,23.719
n192a_adj/N192_rep3,192,1,0,4.401337471,1,0.000000,0.000000,0.023363,,0.036556,95.136
n192a_adj/N192_rep3,192,1,0,4.42643231,1,0.000000,0.000000,0.057489,,0.050144,89.580
n192a_adj/N192_rep3,192,1,0,4.468026634,1,0.038476,0.038476,0.042690,,0.047806,102.049
n192a_adj/N192_rep3,192,1,0,4.472161367,1,0.047842,0.047842,0.103650,,0.031156,114.294
n192a_adj/N192_rep3,192,1,0,4.489346198,1,0.000000,0.000000,0.009656,,0.046134,73.536
n192a_adj/N192_rep3,192,1,0,4.503902979,1,0.000000,0.000000,0.008676,,0.041142,81.057
n192a_adj/N192_rep3,192,1,0,4.561018185,1,0.000000,0.000000,0.003463,,0.045725,72.077
n192a_adj/N192_rep3,192,1,0,4.564550982,1,0.000000,0.000000,0.002446,,0.041890,77.905
n192a_adj/N192_rep3,192,1,0,4.569325106,1,0.045640,0.045640,0.053060,,0.040141,121.940
n192a_adj/N192_rep3,192,1,0,4.585839085,1,0.000000,0.000000,0.072574,,0.044033,83.674
n192a_adj/N192_rep3,192,1,0,4.668531795,1,0.000000,0.000000,0.071725,,0.054468,81.662
n192a_adj/N192_rep3,192,1,0,4.680334196,1,0.046902,0.046902,0.087587,,0.033031,116.007
n192a_adj/N192_rep3,192,1,0,4.712471565,1,0.042180,0.042180,0.052886,,0.035313,112.528
n192a_adj/N192_rep3,192,1,0,4.838526913,1,0.046082,0.046082,0.062878,,0.042932,110.392
n192a_adj/N192_rep3,192,1,0,4.839309256,1,0.000000,0.000000,0.071019,,0.052044,87.291
n192a_adj/N192_rep3,192,1,0,4.907050197,1,0.000000,0.000000,0.009564,,0.069330,24.124
n192a_adj/N192_rep3,192,1,0,4.914232596,1,0.000000,0.000000,0.076645,,0.036099,84.299
n192a_adj/N192_rep3,192,1,0,4.914351417,1,0.046323,0.046323,0.073158,,0.040679,109.324
n192a_adj/N192_rep3,192,1,0,4.955388997,1,0.042435,0.042435,0.061802,,0.045675,105.998
n192a_adj/N192_rep3,192,1,0,5.09197481,1,0.046304,0.046304,0.072855,,0.049298,101.616
n192a_adj/N192_rep3,192,1,0,5.093208788,1,0.000000,0.000000,0.070339,,0.046453,92.265
n192a_adj/N192_rep3,192,1,0,5.166411231,1,0.045556,0.045556,0.063927,,0.037974,92.543
n192a_adj/N192_rep3,192,1,0,5.168448834,1,0.000000,0.000000,0.082396,,0.049153,89.649
n192a_adj/N192_rep3,192,1,0,5.170965914,1,0.037221,0.037221,0.062739,,0.037462,100.439
n192a_adj/N192_rep3,192,1,0,5.307323635,1,0.000000,0.000000,0.069120,,0.032733,87.436
n192a_adj/N192_rep3,192,1,0,5.320835246,1,0.024708,0.024708,0.046260,,0.049817,68.178
n192a_adj/N192_rep3,192,1,0,5.330195485,1,0.047252,0.047252,0.084565,,0.030732,93.053
n192a_adj/N192_rep3,192,1,0,5.419500659,1,0.043942,0.043942,0.059540,,0.063387,92.768
n192a_adj/N192_rep3,192,1,0,5.435945492,1,0.000000,0.000000,0.086946,,0.062349,67.787
n192a_adj/N192_rep3,192,1,0,5.443850946,1,0.031696,0.031696,0.064734,,0.051165,89.281
n192a_adj/N192_rep3,192,1,0,5.54569808,1,0.000000,0.000000,0.081421,,0.034563,91.102
n192a_adj/N192_rep3,192,1,0,5.548470579,1,0.048303,0.048303,0.100236,,0.039045,92.097
n192a_adj/N192_rep3,192,1,0,5.5829924,1,0.035395,0.035395,0.079742,,0.033573,117.823
n192a_adj/N192_rep3,192,1,0,5.662901549,1,0.043506,0.043506,0.061598,,0.042411,91.690
n192a_adj/N192_rep3,192,1,0,5.711675375,1,0.000000,0.000000,0.087030,,0.066984,85.177
n192a_adj/N192_rep3,192,1,0,5.715983254,1,0.040277,0.040277,0.099578,,0.033759,122.374
n192a_adj/N192_rep3,192,1,0,5.733619918,1,0.047119,0.047119,0.108391,,0.036349,92.111
n192a_adj/N192_rep3,192,1,0,5.786737597,1,0.000000,0.000000,0.052571,,0.041343,68.542
n192a_adj/N192_rep3,192,1,0,5.838406416,1,0.045140,0.045140,0.121420,,0.032127,120.498
n192a_adj/N192_rep3,192,1,0,5.855918057,1,0.048504,0.048504,0.126422,,0.035605,97.856
n192a_adj/N192_rep3,192,1,0,5.875810002,1,0.000000,0.000000,0.040296,,0.046781,47.161
n192a_adj/N192_rep3,192,1,0,5.925331359,1,0.044822,0.044822,0.068865,,0.051220,91.737
n192a_adj/N192_rep3,192,1,0,5.934142288,1,0.048707,0.048707,0.139812,,0.038645,114.675
n192a_adj/N192_rep3,192,1,0,5.953433565,1,0.045285,0.045285,0.119917,,0.047045,96.221
n192a_adj/N192_rep3,192,1,0,5.985270059,1,0.000000,0.000000,0.082032,,0.051345,85.698
n192a_adj/N192_rep3,192,1,0,5.991024685,1,0.056603,0.056603,0.168795,,0.041373,99.008
n192a_adj/N192_rep3,192,1,0,5.994483182,1,0.047279,0.047279,0.141033,,0.037753,112.179
n192a_adj/N192_rep3,192,1,0,6.022615475,1,0.000635,0.000635,0.001935,,0.050461,50.476
n192a_adj/N192_rep3,192,1,0,6.078983407,1,0.000000,0.000000,0.048238,,0.042347,59.092
n192a_adj/N192_rep3,192,1,0,6.174794122,1,0.000000,0.000000,0.040651,,0.057712,54.177
n192a_adj/N192_rep3,192,1,0,6.176583211,1,0.000000,0.000000,0.000000,,0.061842,23.194
n192a_adj/N192_rep3,192,1,0,6.190256885,1,0.042858,0.042858,0.043633,,0.042960,121.015
n192a_adj/N192_rep3,192,1,0,6.246017129,1,0.000000,0.000000,0.072640,,0.043913,87.188
n192a_adj/N192_rep3,192,1,0,6.398467897,1,0.000000,0.000000,0.069615,,0.059542,80.190
n192a_adj/N192_rep3,192,1,0,6.459636476,1,0.043847,0.043847,0.048479,,0.042602,126.399
n192a_adj/N192_rep3,192,1,0,6.484321185,1,0.000000,0.000000,0.060428,,0.038396,89.533
n192a_adj/N192_rep3,192,1,0,6.643626191,1,0.000000,0.000000,0.059146,,0.051794,75.856
n192a_adj/N192_rep3,192,1,0,6.695300372,1,0.000000,0.000000,0.048450,,0.049987,90.788
n192a_adj/N192_rep3,192,1,0,6.722382565,1,0.043636,0.043636,0.055022,,0.036698,127.890
n192a_adj/N192_rep3,192,1,0,6.865765139,1,0.000000,0.000000,0.045418,,0.040111,74.618
n192a_adj/N192_rep3,192,1,0,6.883620035,1,0.000000,0.000000,0.038767,,0.060220,88.866
n192a_adj/N192_rep3,192,1,0,6.968229768,1,0.042749,0.042749,0.062787,,0.035860,127.809
n192a_adj/N192_rep3,192,1,0,7.054244826,1,0.000000,0.000000,0.029257,,0.042444,83.829
n192a_adj/N192_rep3,192,1,0,7.056338165,1,0.000000,0.000000,0.031407,,0.055165,74.046
n192a_adj/N192_rep3,192,1,0,7.191340718,1,0.041830,0.041830,0.071515,,0.032149,127.389
n192a_adj/N192_rep3,192,1,0,7.201607095,1,0.000000,0.000000,0.018913,,0.048342,78.717
n192a_adj/N192_rep3,192,1,0,7.209910606,1,0.000000,0.000000,0.018729,,0.065807,73.735
n192a_adj/N192_rep3,192,1,0,7.315985439,1,0.000000,0.000000,0.009354,,0.045214,74.561
n192a_adj/N192_rep3,192,1,0,7.322459199,1,0.000000,0.000000,0.008672,,0.045897,73.561
n192a_adj/N192_rep3,192,1,0,7.388982552,1,0.000000,0.000000,0.002518,,0.046685,71.332
n192a_adj/N192_rep3,192,1,0,7.390883499,1,0.041697,0.041697,0.082029,,0.035945,127.716
n192a_adj/N192_rep3,192,1,0,7.391131744,1,0.000000,0.000000,0.002221,,0.045058,73.473
n192a_adj/N192_rep3,192,1,0,7.567855628,1,0.042370,0.042370,0.094446,,0.033342,127.290
n192a_adj/N192_rep3,192,1,0,7.684057265,1,0.000000,0.000000,0.000000,,0.048136,34.573
n192a_adj/N192_rep3,192,1,0,7.719985483,1,0.043061,0.043061,0.106756,,0.035892,126.573
n192a_adj/N192_rep3,192,1,0,7.842248458,1,0.043225,0.043225,0.116575,,0.032431,127.421
n192a_adj/N192_rep3,192,1,0,7.930398648,1,0.042788,0.042788,0.122512,,0.034047,129.034
n192a_adj/N192_rep3,192,1,0,7.982779467,1,0.042051,0.042051,0.124712,,0.029398,128.922
n192a_adj/N192_rep3,192,1,0,8,1,0.020833,0.020833,0.062500,,0.020833,192.000
n192a_adj/N192_rep5,192,0,1,0.02083252785,1,0.000000,,0.000000,0.091375,0.000000,
n192a_adj/N192_rep5,192,0,1,0.03200347818,1,0.000000,,0.000000,0.000001,0.000000,
n192a_adj/N192_rep5,192,0,1,0.07954245289,1,0.000000,,0.000000,0.095392,0.000000,
n192a_adj/N192_rep5,192,0,1,0.1271165218,1,0.000000,,0.000000,0.000004,0.000000,
n192a_adj/N192_rep5,192,0,1,0.177490618,1,0.000000,,0.000000,0.082225,0.000000,
n192a_adj/N192_rep5,192,0,1,0.2821875763,1,0.000000,,0.000000,0.000025,0.000000,
n192a_adj/N192_rep5,192,0,1,0.3179025364,1,0.000000,,0.000000,0.079379,0.000000,
n192a_adj/N192_rep5,192,0,1,0.4889141608,1,0.000000,,0.000000,0.087263,0.000000,
n192a_adj/N192_rep5,192,0,1,0.4891169715,1,0.000000,,0.000000,0.000251,0.000000,
n192a_adj/N192_rep5,192,0,1,0.6866509455,1,0.000000,,0.000000,0.077581,0.000000,
n192a_adj/N192_rep5,192,0,1,0.7122690103,1,0.000000,,0.000000,0.005411,0.000000,
n192a_adj/N192_rep5,192,0,1,0.7677886811,1,0.000000,,0.000000,0.020699,0.000000,
n192a_adj/N192_rep5,192,0,1,0.8594530309,1,0.000000,,0.000000,0.019662,0.000000,
n192a_adj/N192_rep5,192,0,1,0.9248814262,1,0.000000,,0.000000,0.064369,0.000000,
n192a_adj/N192_rep5,192,0,1,1.0918253,1,0.000000,,0.000000,0.017165,0.000000,
n192a_adj/N192_rep5,192,0,1,1.189791885,1,0.000000,,0.000000,0.068435,0.000000,
n192a_adj/N192_rep5,192,0,1,1.268197713,1,0.000000,,0.000000,0.076753,0.000000,
n192a_adj/N192_rep5,192,0,1,1.356683167,1,0.000000,,0.000000,0.039820,0.000000,
n192a_adj/N192_rep5,192,0,1,1.458098546,1,0.000000,,0.000000,0.066885,0.000000,
n192a_adj/N192_rep5,192,0,1,1.599557573,1,0.000000,,0.000000,0.049788,0.000000,
n192a_adj/N192_rep5,192,0,1,1.751940754,1,0.000000,,0.000000,0.048514,0.000000,
n192a_adj/N192_rep5,192,0,1,1.755629826,1,0.000000,,0.000000,0.000002,0.000000,
n192a_adj/N192_rep5,192,0,1,1.756937278,1,0.000000,,0.000000,0.000001,0.000000,
n192a_adj/N192_rep5,192,0,1,1.776104232,1,0.000000,,0.000000,0.003888,0.000000,
n192a_adj/N192_rep5,192,0,1,1.777622101,1,0.000000,,0.000000,0.000000,0.000000,
n192a_adj/N192_rep5,192,0,1,1.800123915,1,0.000000,,0.000000,0.000025,0.000000,
n192a_adj/N192_rep5,192,0,1,1.812060711,1,0.000000,,0.000000,0.000014,0.000000,
n192a_adj/N192_rep5,192,0,1,1.846218418,1,0.000000,,0.000000,0.024812,0.000000,
n192a_adj/N192_rep5,192,0,1,1.859815319,1,0.000000,,0.000000,0.000000,0.000000,
n192a_adj/N192_rep5,192,0,1,1.886373356,1,0.000000,,0.000000,0.000127,0.000000,
n192a_adj/N192_rep5,192,0,1,1.906063003,1,0.000000,,0.000000,0.048453,0.000000,
n192a_adj/N192_rep5,192,0,1,1.91853831,1,0.000000,,0.000000,0.006828,0.000000,
n192a_adj/N192_rep5,192,0,1,1.937786077,1,0.000000,,0.000000,0.055816,0.000000,
n192a_adj/N192_rep5,192,0,1,1.991265176,1,0.000000,,0.000000,0.000049,0.000000,
n192a_adj/N192_rep5,192,0,1,2.011036098,1,0.000000,,0.000000,0.000591,0.000000,
n192a_adj/N192_rep5,192,0,1,2.039283657,1,0.000000,,0.000000,0.213688,0.000000,
n192a_adj/N192_rep5,192,0,1,2.044797593,1,0.000000,,0.000000,0.035472,0.000000,
n192a_adj/N192_rep5,192,0,1,2.081589422,1,0.000000,,0.000000,0.105649,0.000000,
n192a_adj/N192_rep5,192,0,1,2.08801239,1,0.000000,,0.000000,0.012419,0.000000,
n192a_adj/N192_rep5,192,0,1,2.141358607,1,0.000000,,0.000000,0.002079,0.000000,
n192a_adj/N192_rep5,192,0,1,2.182397897,1,0.000000,,0.000000,0.001684,0.000000,
n192a_adj/N192_rep5,192,0,1,2.209039971,1,0.000000,,0.000000,0.019404,0.000000,
n192a_adj/N192_rep5,192,0,1,2.215570015,1,0.000000,,0.000000,0.084353,0.000000,
n192a_adj/N192_rep5,192,0,1,2.288582356,1,0.000000,,0.000000,0.007498,0.000000,
n192a_adj/N192_rep5,192,0,1,2.297697301,1,0.000000,,0.000000,0.013295,0.000000,
n192a_adj/N192_rep5,192,0,1,2.375079908,1,0.000000,,0.000000,0.004506,0.000000,
n192a_adj/N192_rep5,192,0,1,2.378140377,1,0.000000,,0.000000,0.050796,0.000000,
n192a_adj/N192_rep5,192,0,1,2.400078609,1,0.000000,,0.000000,0.232478,0.000000,
n192a_adj/N192_rep5,192,0,1,2.410490242,1,0.000000,,0.000000,0.013101,0.000000,
n192a_adj/N192_rep5,192,0,1,2.483092369,1,0.000000,,0.000000,0.006821,0.000000,
n192a_adj/N192_rep5,192,0,1,2.500423983,1,0.000000,,0.000000,0.096393,0.000000,
n192a_adj/N192_rep5,192,0,1,2.536932199,1,0.000000,,0.000000,0.033813,0.000000,
n192a_adj/N192_rep5,192,0,1,2.571980865,1,0.000000,,0.000000,0.005093,0.000000,
n192a_adj/N192_rep5,192,0,1,2.644854076,1,0.000000,,0.000000,0.006376,0.000000,
n192a_adj/N192_rep5,192,0,1,2.682434353,1,0.000000,,0.000000,0.048395,0.000000,
n192a_adj/N192_rep5,192,0,1,2.742568332,1,0.000000,,0.000000,0.012240,0.000000,
n192a_adj/N192_rep5,192,0,1,2.754579527,1,0.000000,,0.000000,0.097576,0.000000,
n192a_adj/N192_rep5,192,0,1,2.785875532,1,0.000000,,0.000000,0.001697,0.000000,
n192a_adj/N192_rep5,192,0,1,2.820029365,1,0.000000,,0.000000,0.100249,0.000000,
n192a_adj/N192_rep5,192,0,1,2.905229685,1,0.000000,,0.000000,0.027323,0.000000,
n192a_adj/N192_rep5,192,0,1,2.954213401,1,0.000000,,0.000000,0.092390,0.000000,
n192a_adj/N192_rep5,192,0,1,2.969796265,1,0.000000,,0.000000,0.019520,0.000000,
n192a_adj/N192_rep5,192,0,1,2.979109134,1,0.000000,,0.000000,0.090676,0.000000,
n192a_adj/N192_rep5,192,0,1,3.052029966,1,0.000000,,0.000000,0.006211,0.000000,
n192a_adj/N192_rep5,192,0,1,3.107522343,1,0.000000,,0.000000,0.118233,0.000000,
n192a_adj/N192_rep5,192,0,1,3.110277811,1,0.000000,,0.000000,0.143589,0.000000,
n192a_adj/N192_rep5,192,0,1,3.110608689,1,0.000000,,0.000000,0.036191,0.000000,
n192a_adj/N192_rep5,192,0,1,3.196575656,1,0.000000,,0.000000,0.016004,0.000000,
n192a_adj/N192_rep5,192,0,1,3.257918712,1,0.000000,,0.000000,0.066216,0.000000,
n192a_adj/N192_rep5,192,0,1,3.283246063,1,0.000000,,0.000000,0.018084,0.000000,
n192a_adj/N192_rep5,192,0,1,3.289872992,1,0.000000,,0.000000,0.032520,0.000000,
n192a_adj/N192_rep5,192,0,1,3.327152969,1,0.000000,,0.000000,0.008663,0.000000,
n192a_adj/N192_rep5,192,0,1,3.372385853,1,0.000000,,0.000000,0.149120,0.000000,
n192a_adj/N192_rep5,192,0,1,3.442762333,1,0.000000,,0.000000,0.127892,0.000000,
n192a_adj/N192_rep5,192,0,1,3.459825923,1,0.000000,,0.000000,0.001415,0.000000,
n192a_adj/N192_rep5,192,0,1,3.52049871,1,0.000000,,0.000000,0.025339,0.000000,
n192a_adj/N192_rep5,192,0,1,3.529499046,1,0.000000,,0.000000,0.038091,0.000000,
n192a_adj/N192_rep5,192,0,1,3.547946858,1,0.000000,,0.000000,0.033215,0.000000,
n192a_adj/N192_rep5,192,0,1,3.585419316,1,0.000000,,0.000000,0.039016,0.000000,
n192a_adj/N192_rep5,192,0,1,3.604882202,1,0.000000,,0.000000,0.032300,0.000000,
n192a_adj/N192_rep5,192,0,1,3.606026736,1,0.000000,,0.000000,0.101808,0.000000,
n192a_adj/N192_rep5,192,0,1,3.640200933,1,0.000000,,0.000000,0.004726,0.000000,
n192a_adj/N192_rep5,192,0,1,3.708974931,1,0.000000,,0.000000,0.011242,0.000000,
n192a_adj/N192_rep5,192,0,1,3.788465833,1,0.000000,,0.000000,0.005355,0.000000,
n192a_adj/N192_rep5,192,0,1,3.788751558,1,0.000000,,0.000000,0.029678,0.000000,
n192a_adj/N192_rep5,192,0,1,3.811117178,1,0.000000,,0.000000,0.076118,0.000000,
n192a_adj/N192_rep5,192,0,1,3.840539826,1,0.000000,,0.000000,0.016769,0.000000,
n192a_adj/N192_rep5,192,0,1,3.851758393,1,0.000000,,0.000000,0.029978,0.000000,
n192a_adj/N192_rep5,192,0,1,3.867312745,1,0.000000,,0.000000,0.066267,0.000000,
n192a_adj/N192_rep5,192,0,1,3.890463099,1,0.000000,,0.000000,0.043317,0.000000,
n192a_adj/N192_rep5,192,0,1,3.904876507,1,0.000000,,0.000000,0.000139,0.000000,
n192a_adj/N192_rep5,192,0,1,3.933910679,1,0.000000,,0.000000,0.021541,0.000000,
n192a_adj/N192_rep5,192,0,1,3.975484452,1,0.000000,,0.000000,0.000335,0.000000,
n192a_adj/N192_rep5,192,0,1,3.985659358,1,0.000000,,0.000000,0.050705,0.000000,
n192a_adj/N192_rep5,192,0,1,4,2,0.000000,,0.000000,0.041667,0.000000,
n192a_adj/N192_rep5,192,0,1,4.014340642,1,0.000000,,0.000000,0.050705,0.000000,
n192a_adj/N192_rep5,192,0,1,4.024515548,1,0.000000,,0.000000,0.000335,0.000000,
n192a_adj/N192_rep5,192,0,1,4.066089321,1,0.000000,,0.000000,0.021541,0.000000,
n192a_adj/N192_rep5,192,0,1,4.095123493,1,0.000000,,0.000000,0.000139,0.000000,
n192a_adj/N192_rep5,192,0,1,4.109536901,1,0.000000,,0.000000,0.043317,0.000000,
n192a_adj/N192_rep5,192,0,1,4.132687255,1,0.000000,,0.000000,0.066267,0.000000,
n192a_adj/N192_rep5,192,0,1,4.148241607,1,0.000000,,0.000000,0.029978,0.000000,
n192a_adj/N192_rep5,192,0,1,4.159460174,1,0.000000,,0.000000,0.016769,0.000000,
n192a_adj/N192_rep5,192,0,1,4.188882822,1,0.000000,,0.000000,0.076118,0.000000,
n192a_adj/N192_rep5,192,0,1,4.211248442,1,0.000000,,0.000000,0.029678,0.000000,
n192a_adj/N192_rep5,192,0,1,4.211534167,1,0.000000,,0.000000,0.005355,0.000000,
n192a_adj/N192_rep5,192,0,1,4.291025069,1,0.000000,,0.000000,0.011242,0.000000,
n192a_adj/N192_rep5,192,0,1,4.359799067,1,0.000000,,0.000000,0.004726,0.000000,
n192a_adj/N192_rep5,192,0,1,4.393973264,1,0.000000,,0.000000,0.101808,0.000000,
n192a_adj/N192_rep5,192,0,1,4.395117798,1,0.000000,,0.000000,0.032300,0.000000,
n192a_adj/N192_rep5,192,0,1,4.414580684,1,0.000000,,0.000000,0.039016,0.000000,
n192a_adj/N192_rep5,192,0,1,4.452053142,1,0.000000,,0.000000,0.033215,0.000000,
n192a_adj/N192_rep5,192,0,1,4.470500954,1,0.000000,,0.000000,0.038091,0.000000,
n192a_adj/N192_rep5,192,0,1,4.47950129,1,0.000000,,0.000000,0.025339,0.000000,
n192a_adj/N192_rep5,192,0,1,4.540174077,1,0.000000,,0.000000,0.001415,0.000000,
n192a_adj/N192_rep5,192,0,1,4.557237667,1,0.000000,,0.000000,0.127892,0.000000,
n192a_adj/N192_rep5,192,0,1,4.627614147,1,0.000000,,0.000000,0.149120,0.000000,
n192a_adj/N192_rep5,192,0,1,4.672847031,1,0.000000,,0.000000,0.008663,0.000000,
n192a_adj/N192_rep5,192,0,1,4.710127008,1,0.000000,,0.000000,0.032520,0.000000,
n192a_adj/N192_rep5,192,0,1,4.716753937,1,0.000000,,0.000000,0.018084,0.000000,
n192a_adj/N192_rep5,192,0,1,4.742081288,1,0.000000,,0.000000,0.066216,0.000000,
n192a_adj/N192_rep5,192,0,1,4.803424344,1,0.000000,,0.000000,0.016004,0.000000,
n192a_adj/N192_rep5,192,0,1,4.889391311,1,0.000000,,0.000000,0.036191,0.000000,
n192a_adj/N192_rep5,192,0,1,4.889722189,1,0.000000,,0.000000,0.143589,0.000000,
n192a_adj/N192_rep5,192,0,1,4.892477657,1,0.000000,,0.000000,0.118233,0.000000,
n192a_adj/N192_rep5,192,0,1,4.947970034,1,0.000000,,0.000000,0.006211,0.000000,
n192a_adj/N192_rep5,192,0,1,5.020890866,1,0.000000,,0.000000,0.090676,0.000000,
n192a_adj/N192_rep5,192,0,1,5.030203735,1,0.000000,,0.000000,0.019520,0.000000,
n192a_adj/N192_rep5,192,0,1,5.045786599,1,0.000000,,0.000000,0.092390,0.000000,
n192a_adj/N192_rep5,192,0,1,5.094770315,1,0.000000,,0.000000,0.027323,0.000000,
n192a_adj/N192_rep5,192,0,1,5.179970635,1,0.000000,,0.000000,0.100249,0.000000,
n192a_adj/N192_rep5,192,0,1,5.214124468,1,0.000000,,0.000000,0.001697,0.000000,
n192a_adj/N192_rep5,192,0,1,5.245420473,1,0.000000,,0.000000,0.097576,0.000000,
n192a_adj/N192_rep5,192,0,1,5.257431668,1,0.000000,,0.000000,0.012240,0.000000,
n192a_adj/N192_rep5,192,0,1,5.317565647,1,0.000000,,0.000000,0.048395,0.000000,
n192a_adj/N192_rep5,192,0,1,5.355145924,1,0.000000,,0.000000,0.006376,0.000000,
n192a_adj/N192_rep5,192,0,1,5.428019135,1,0.000000,,0.000000,0.005093,0.000000,
n192a_adj/N192_rep5,192,0,1,5.463067801,1,0.000000,,0.000000,0.033813,0.000000,
n192a_adj/N192_rep5,192,0,1,5.499576017,1,0.000000,,0.000000,0.096393,0.000000,
n192a_adj/N192_rep5,192,0,1,5.516907631,1,0.000000,,0.000000,0.006821,0.000000,
n192a_adj/N192_rep5,192,0,1,5.589509758,1,0.000000,,0.000000,0.013101,0.000000,
n192a_adj/N192_rep5,192,0,1,5.599921391,1,0.000000,,0.000000,0.232478,0.000000,
n192a_adj/N192_rep5,192,0,1,5.621859623,1,0.000000,,0.000000,0.050796,0.000000,
n192a_adj/N192_rep5,192,0,1,5.624920092,1,0.000000,,0.000000,0.004506,0.000000,
n192a_adj/N192_rep5,192,0,1,5.702302699,1,0.000000,,0.000000,0.013295,0.000000,
n192a_adj/N192_rep5,192,0,1,5.711417644,1,0.000000,,0.000000,0.007498,0.000000,
n192a_adj/N192_rep5,192,0,1,5.784429985,1,0.000000,,0.000000,0.084353,0.000000,
n192a_adj/N192_rep5,192,0,1,5.790960029,1,0.000000,,0.000000,0.019404,0.000000,
n192a_adj/N192_rep5,192,0,1,5.817602103,1,0.000000,,0.000000,0.001684,0.000000,
n192a_adj/N192_rep5,192,0,1,5.858641393,1,0.000000,,0.000000,0.002079,0.000000,
n192a_adj/N192_rep5,192,0,1,5.91198761,1,0.000000,,0.000000,0.012419,0.000000,
n192a_adj/N192_rep5,192,0,1,5.918410578,1,0.000000,,0.000000,0.105649,0.000000,
n192a_adj/N192_rep5,192,0,1,5.955202407,1,0.000000,,0.000000,0.035472,0.000000,
n192a_adj/N192_rep5,192,0,1,5.960716343,1,0.000000,,0.000000,0.213688,0.000000,
n192a_adj/N192_rep5,192,0,1,5.988963902,1,0.000000,,0.000000,0.000591,0.000000,
n192a_adj/N192_rep5,192,0,1,6.008734824,1,0.000000,,0.000000,0.000049,0.000000,
n192a_adj/N192_rep5,192,0,1,6.062213923,1,0.000000,,0.000000,0.055816,0.000000,
n192a_adj/N192_rep5,192,0,1,6.08146169,1,0.000000,,0.000000,0.006828,0.000000,
n192a_adj/N192_rep5,192,0,1,6.093936997,1,0.000000,,0.000000,0.048453,0.000000,
n192a_adj/N192_rep5,192,0,1,6.113626644,1,0.000000,,0.000000,0.000127,0.000000,
n192a_adj/N192_rep5,192,0,1,6.140184681,1,0.000000,,0.000000,0.000000,0.000000,
n192a_adj/N192_rep5,192,0,1,6.153781582,1,0.000000,,0.000000,0.024812,0.000000,
n192a_adj/N192_rep5,192,0,1,6.187939289,1,0.000000,,0.000000,0.000014,0.000000,
n192a_adj/N192_rep5,192,0,1,6.199876085,1,0.000000,,0.000000,0.000025,0.000000,
n192a_adj/N192_rep5,192,0,1,6.222377899,1,0.000000,,0.000000,0.000000,0.000000,
