N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac
64,1,cool,3,1.5,0.0,0.0,0.0,0.0,0.0,nan,8,8,0.0,none,2.0,4.0,0.25,1.0,1.0
64,1,heat,3.5,1.4995859375,0.0035732345810335136,0.0008171523437500001,5.208333333333333e-06,0.00030965205200443065,0.0005985016471077764,14.970100499971117,8,8,0.0,none,1.99834375,4.0,0.25,0.9966875,0.9966875
64,1,heat,4,1.4989453125,0.005643280841172426,0.0020381835937500004,2.0833333333333333e-05,0.0004686655403076636,0.0008690079553187056,13.640311002856786,8,8,0.0,none,1.99578125,4.0,0.25,0.9915625,0.9915625
64,1,heat,4.5,1.49836328125,0.0070793051841016455,0.0032074599609375,3.6458333333333336e-05,0.000517979421729715,0.0009753045641483033,14.425962903077552,8,8,0.0,none,1.993453125,4.0,0.25,0.9871875,0.9871875
64,1,heat,5,1.49692578125,0.009999260684340538,0.006399053710937499,0.000109375,0.0007427772342872331,0.001488918095752967,15.988239190977353,8,8,0.0,none,1.987703125,4.0,0.25,0.977625,0.977625
64,1,heat,5.5,1.4965703125,0.010589551965963612,0.007176871093750002,0.00016927083333333334,0.00073846294820993,0.0015379280810404335,12.233461069586076,8,8,0.0,none,1.98628125,4.0,0.25,0.973375,0.973375
64,1,heat,6,1.49084375,0.017031278669700643,0.018564125000000004,0.00029036458333333334,0.0011573053560728081,0.0021003616865965,13.951909361986253,8,8,0.0,none,1.963375,4.0,0.25,0.932875,0.932875
64,1,heat,6.5,1.4890390625,0.019981667318034142,0.02555308984375,0.0005,0.0015904366197234728,0.005425569940928381,10.975922845000836,8,8,0.0,none,1.95615625,4.0,0.25,0.9205625,0.9205625
64,1,heat,7,1.467046875,0.04350129925771615,0.12111123437500002,0.00107421875,0.0075389743953563,0.055247385440713837,56.245653594385125,8,8,0.0,none,1.87605859375,3.906,0.2735,0.801125,0.801125
64,1,heat,7.5,1.448078125,0.06556204383480486,0.275096421875,0.0016080729166666667,0.012176388118184936,0.09601565055248452,133.20287693983659,8,8,0.0,none,1.81141015625,3.80425,0.2989375,0.736875,0.736875
