N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
192,48,4,10,1.25,1.5,1666506504,87540,870,1.0,1.0,1.0,0.7953559027777777,83400,84600,0.75,1450,1,1.0,48,0,144,48,0,0,0,0,1915,1,1.0,96,0,96,96,0,0,0,0,2300,4,0.9583333333333334,144,0,44,144,4,0,0,0
192,48,4,20,1.25,1.5,3246367488,130200,7455,1.0104166666666667,0.9583333333333334,1.0,0.9583333333333334,0,100200,0.75,8535,3,0.9,40,0,148,40,4,0,0,0,9045,3,0.9545454545454546,88,0,100,88,4,0,0,0,10910,3,0.9705882352941176,136,0,52,136,4,0,0,0
192,48,4,22,1.25,1.5,1178362296,103165,305,1.0,0.8229166666666666,1.0,0.7297309027777777,23400,100200,0.75,450,4,0.5,40,0,148,40,4,0,0,0,1360,3,0.6590909090909091,88,0,100,88,4,0,0,0,2295,3,0.7794117647058824,136,0,52,136,4,0,0,0
