N,replica,protocol,leg,k,g,lam,phi,chi,tau_int,acceptance,swap_rate,round_trips,snapshots,snap_no_fluct,snap_no_xi,diam_mean,xi_over_diam,xi_over_diam_err,xi_pooled_over_diam
676,1,sequential,cool,0,12.0,1.0,0.09847189349112424,0.08349217603550296,0.6946506388079986,0.7463562869822485,,,100,0,0,9.0,0.2146948390110899,0.015390311333695155,0.2288651123507356
676,1,sequential,cool,1,11.377,1.0,0.10457307692307692,0.08594166573964496,0.718660655881829,0.7282704881656804,,,100,0,0,9.0,0.4132910669448516,0.1981631230602944,0.2340368560757066
676,1,sequential,cool,2,10.786,1.0,0.11119260355029587,0.09185499639053253,0.7458936145574542,0.707992899408284,,,100,0,0,9.0,0.21337287455948914,0.010710967605336434,0.22766994292033177
676,1,sequential,cool,3,10.226,1.0,0.11874260355029585,0.09430931952662723,0.8330725520436286,0.6855830621301776,,,100,0,0,9.0,0.21285618863054054,0.013958921516279935,0.22689081351041412
676,1,sequential,cool,4,9.695,1.0,0.12748210059171597,0.09983883371301773,0.9187602895306999,0.6605017011834319,,,100,0,0,9.0,0.20506332484001258,0.009309660045833775,0.2235704718283508
676,1,sequential,cool,5,9.192,1.0,0.1367239644970414,0.10754443023668639,0.9670270794884941,0.635296227810651,,,100,0,0,9.0,0.19206478605229665,0.006772147823091973,0.21881977653680984
676,1,sequential,cool,6,8.715,1.0,0.1470312130177515,0.11106978164201185,0.9838094240924918,0.6073272928994082,,,100,0,0,9.0,0.19497852468985472,0.008869484638926232,0.22259405038660937
676,1,sequential,cool,7,8.262,1.0,0.1587,0.11963154816568046,1.161961295741583,0.5770339497041419,,,100,0,0,9.0,0.20713443111657462,0.006283663753467635,0.2344714427203554
676,1,sequential,cool,8,7.833,1.0,0.17132647928994083,0.11869659927514793,1.2396123232753047,0.5454203402366865,,,100,0,0,9.0,0.19789388936410976,0.0054642949453067215,0.22384132383834096
676,1,sequential,cool,9,7.426,1.0,0.18555295857988166,0.12674322124260354,1.4054131475887217,0.5109720414201184,,,100,0,0,9.0,0.20039021672381183,0.004691387106744002,0.22773872013003593
676,1,sequential,cool,10,7.041,1.0,0.20162455621301775,0.13614035023668639,1.6168931390157961,0.47446257396449687,,,100,0,0,9.02,0.19399751279418606,0.004449610302887335,0.22337551861957605
676,1,sequential,cool,11,6.675,1.0,0.21914704142011837,0.14186277579881656,1.9576040569177733,0.43698587278106493,,,100,0,0,9.02,0.1869063321166194,0.0035802483623510553,0.21450584475083903
676,1,sequential,cool,12,6.329,1.0,0.23733491124260356,0.14834586603550293,2.1641439424884283,0.3998544378698227,,,100,0,0,9.11,0.20700804905903258,0.017600489672017126,0.18689149583563183
676,1,sequential,cool,13,6.0,1.0,0.2590300295857988,0.1520174874408284,2.575446836826634,0.35901627218934906,,,100,0,0,9.19,0.18611095223433655,0.006131448275358173,0.1732974547828581
676,1,sequential,cool,14,5.688,1.0,0.2825110946745562,0.1620550203402367,3.2640426200254935,0.3186033284023669,,,100,0,0,9.31,0.24692572701200635,0.030040440174241394,0.17170363889506202
676,1,sequential,cool,15,5.393,1.0,0.30800414201183435,0.16600763810650884,4.097298291630876,0.27880931952662724,,,100,0,0,9.56,0.3571164301811728,0.04874968965113935,0.8304456882741247
676,1,sequential,cool,16,5.113,1.0,0.33494955621301775,0.176998978091716,4.854658789197227,0.24060747041420122,,,100,0,0,9.83,0.41257344361458154,0.06406534614229305,0.34736302743361663
676,1,sequential,cool,17,4.848,1.0,0.36504511834319525,0.18690300258875736,6.84233202578433,0.2028602810650888,,,100,0,0,9.97,0.35289481450961313,0.03980143549098846,0.3598162630921088
676,1,sequential,cool,18,4.596,1.0,0.39732440828402366,0.17707494720414202,9.363235424313837,0.16796109467455622,,,100,0,0,9.99,0.3544003761984554,0.03578375281885142,0.28677272279887467
676,1,sequential,cool,19,4.357,1.0,0.4313519230769231,0.18883636507396448,10.411594259704245,0.1362525887573964,,,100,0,0,10.01,0.2957029319735824,0.016415118289342754,0.2673570651820594
676,1,sequential,cool,20,4.131,1.0,0.4663619822485207,0.17349517087278105,16.194904143577702,0.1086764053254438,,,100,0,0,10.06,0.22228890715865443,0.006410320638605221,0.20108448721467095
676,1,sequential,cool,21,3.917,1.0,0.5049384615384616,0.16818119147928995,15.366966451726043,0.08447344674556208,,,100,0,0,10.15,0.24192386714939784,0.014548368377469992,0.20044465158887795
676,1,sequential,cool,22,3.713,1.0,0.5407002958579882,0.1677518053846154,26.861663178026415,0.06501671597633138,,,100,0,0,10.47,0.3123704374549349,0.05045959404590493,0.17635323035639675
