N,lx,ly,replica,k,g,lam,cap,phi,surplus,e_mean,e_var,c_per_point,m2,m4,binder,levels_seen,sweeps,tau_int,acceptance,swap_rate,round_trips,pieces,largest_frac,baby_frac,cube_frac
484,22,22,0,0,7.5,1.0,none,0.23170827414772727,0.0014229403409090908,12.298359374999999,18275.144964746094,0.6712633595866334,35449411.58975,1259249032081509.0,0.6659801249844142,260,128000,1.35771648681661,0.4360094589359486,0.55095,0,1.0,1.0,0.0,0.0
484,22,22,0,1,7.166,1.0,none,0.24673903990185952,0.0017312596849173552,12.059100400309918,19072.737841397455,0.7673863503451224,34085025.921625,1164387452455068.5,0.6659211324388683,262,128000,1.4843842732529784,0.4059605888429755,0.52125,0,1.0,1.0,0.0,0.0
484,22,22,0,2,6.847,1.0,none,0.2629270241477273,0.0020951381714876035,11.801548166322315,19428.683180777345,0.8562436209692481,32645793.63175,1068282609714254.4,0.6658738687933745,268,128000,1.6495470315520295,0.3751654313016527,0.50075,0,1.0,1.0,0.0,0.0
484,22,22,0,3,6.542,1.0,none,0.2804194376291322,0.002556463068181818,11.523514850206611,19951.47407108984,0.9631824192004074,31127132.38475,971381012632524.0,0.6658125550245633,272,128000,1.8685093750517252,0.3439286544421506,0.47245,0,1.0,1.0,0.0,0.0
484,22,22,0,4,6.25,1.0,none,0.2991312306301653,0.0031358955320247937,11.226443892045454,20324.782823663085,1.075029835301188,29544321.177625,875266397146783.8,0.6657503439672728,284,128000,2.1484918919361755,0.3125638946280968,0.45635,0,1.0,1.0,0.0,0.0
484,22,22,0,5,5.972,1.0,none,0.31875326058884296,0.0038248159865702483,10.915247094524794,20541.73539608496,1.1900142745299334,27930415.123375,782401092522006.2,0.6656868863898948,280,128000,2.454344069982571,0.2819365056818176,0.42105,0,1.0,1.0,0.0,0.0
484,22,22,0,6,5.706,1.0,none,0.340332693052686,0.004717022856404959,10.573545002582645,21149.455357202147,1.3421167347350813,26210936.035625,689228620529316.4,0.6655917466266426,277,128000,2.934478357258945,0.25109599044421366,0.3972,0,1.0,1.0,0.0,0.0
484,22,22,0,7,5.451,1.0,none,0.3631608826188017,0.005830869059917355,10.212749354338843,21289.04201577734,1.4803294984488635,24454248.2595,600091204972137.0,0.6655067383837996,282,128000,3.4302440884868535,0.22118411673553556,0.38575,0,1.0,1.0,0.0,0.0
484,22,22,0,8,5.208,1.0,none,0.386734375,0.007158396823347107,9.840883587293389,21267.73678513183,1.6200706864763152,22707319.150375,517553166705045.25,0.6654184509688265,288,128000,3.8269362198981,0.19318437500000082,0.3468,0,1.0,1.0,0.0,0.0
484,22,22,0,9,4.976,1.0,none,0.41241850142045455,0.008872062241735538,9.43679222623967,21587.476119683593,1.8013402995057957,20882798.17625,437893009229476.1,0.6652894705564998,291,128000,4.802808140470912,0.16599567407024846,0.33855,0,1.0,1.0,0.0,0.0
484,22,22,0,10,4.755,1.0,none,0.43838720299586775,0.010894337551652894,9.029382102272727,21640.841186621088,1.9775511876054732,19120471.88375,367247882540432.1,0.6651573015201864,288,128000,5.99665633697799,0.1414084000516534,0.3083,0,1.0,1.0,0.0,0.0
484,22,22,0,11,4.543,1.0,none,0.4662205901342975,0.013525164643595041,8.59457121642562,21180.721104530276,2.1203614825567807,17324887.712875,301617518620001.0,0.6650388407051637,282,128000,7.197393755449981,0.118562713068182,0.2919,0,1.0,1.0,0.0,0.0
484,22,22,0,12,4.34,1.0,none,0.49427781185433883,0.016591700025826446,8.157921810433884,20671.009633350586,2.267445559980427,15610803.295875,244987189209566.53,0.6649021685171099,279,128000,9.232456434157422,0.0982474754648758,0.2725,0,1.0,1.0,0.0,0.0
