N,replica,sweep,phi,surplus,pieces,largest_frac,baby_frac,cube_frac,lx,ly,lam,cap,g
100,3,310,0.97,0.35,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,320,0.99,0.39,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,330,1.0,0.42,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,340,1.0,0.42,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,350,1.0,0.42,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,360,1.0,0.42,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,370,1.0,0.42,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,380,1.0,0.41,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,390,1.0,0.4,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,400,1.01,0.43,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,410,1.02,0.47,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,420,1.03,0.49,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,430,1.02,0.44,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,440,1.03,0.46,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,450,1.03,0.46,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,460,1.04,0.5,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,470,1.04,0.5,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,480,1.06,0.54,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,490,1.06,0.54,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,500,1.05,0.5,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,510,1.07,0.56,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,520,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,530,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,540,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,550,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,560,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,570,1.1,0.65,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,580,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,590,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,600,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,610,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,620,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,630,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,640,1.1,0.65,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,650,1.1,0.65,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,660,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,670,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,680,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,690,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,700,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,710,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,720,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,730,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,740,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,750,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,760,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,770,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,780,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,790,1.09,0.61,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,800,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,810,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,820,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,830,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,840,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,850,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,860,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,870,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,880,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,890,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,900,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,910,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,920,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,930,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,940,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,950,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,960,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,970,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,980,1.08,0.57,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,990,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
100,3,1000,1.07,0.53,1,1.0,0.0,0.0,10,10,1.0,none,0.0
120,0,10,0.7416666666666667,0.075,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,20,0.7833333333333333,0.058333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,30,0.8166666666666667,0.075,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,40,0.8416666666666667,0.08333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,50,0.85,0.10833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,60,0.8583333333333333,0.10833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,70,0.9,0.2,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,80,0.925,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,90,0.925,0.23333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,100,0.9166666666666666,0.18333333333333332,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,110,0.925,0.21666666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,120,0.9166666666666666,0.18333333333333332,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,130,0.9166666666666666,0.18333333333333332,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,140,0.925,0.21666666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,150,0.925,0.21666666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,160,0.925,0.19166666666666668,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,170,0.9166666666666666,0.15833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,180,0.9166666666666666,0.15833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,190,0.9166666666666666,0.15,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,200,0.9166666666666666,0.15,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,210,0.9166666666666666,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,220,0.9166666666666666,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,230,0.9166666666666666,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,240,0.9166666666666666,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,250,0.9166666666666666,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,260,0.9166666666666666,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,270,0.9166666666666666,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,280,0.9166666666666666,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,290,0.925,0.16666666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,300,0.925,0.15,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,310,0.925,0.15,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,320,0.925,0.15,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,330,0.9333333333333333,0.175,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,340,0.9333333333333333,0.175,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,350,0.9333333333333333,0.175,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,360,0.9333333333333333,0.175,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,370,0.925,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,380,0.925,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,390,0.925,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,400,0.925,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,410,0.925,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,420,0.925,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,430,0.925,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,440,0.925,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,450,0.925,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,460,0.925,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,470,0.925,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,480,0.925,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,490,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,500,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,510,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,520,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,530,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,540,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,550,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,560,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,570,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,580,0.9333333333333333,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,590,0.95,0.18333333333333332,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,600,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,610,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,620,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,630,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,640,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,650,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,660,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,670,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,680,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,690,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,700,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,710,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,720,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,730,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,740,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,750,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,760,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,770,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,780,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,790,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,800,0.9583333333333334,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,810,0.9583333333333334,0.2,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,820,0.9583333333333334,0.2,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,830,0.9583333333333334,0.2,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,840,0.9583333333333334,0.2,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,850,0.9583333333333334,0.2,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,860,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,870,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,880,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,890,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,900,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,910,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,920,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,930,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,940,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,950,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,960,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,970,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,980,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,990,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,0,1000,0.9666666666666667,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,10,0.7166666666666667,0.041666666666666664,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,20,0.775,0.058333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,30,0.8083333333333333,0.09166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,40,0.825,0.09166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,50,0.85,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,60,0.8666666666666667,0.14166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,70,0.8666666666666667,0.13333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,80,0.8833333333333333,0.15,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,90,0.9083333333333333,0.19166666666666668,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,100,0.9166666666666666,0.21666666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,110,0.925,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,120,0.925,0.23333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,130,0.925,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,140,0.925,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,150,0.925,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,160,0.925,0.21666666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,170,0.925,0.21666666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,180,0.925,0.21666666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,190,0.9333333333333333,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,200,0.9333333333333333,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,210,0.9333333333333333,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,220,0.9333333333333333,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,230,0.9333333333333333,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,240,0.9333333333333333,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,250,0.9333333333333333,0.23333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,260,0.9333333333333333,0.23333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,270,0.9333333333333333,0.23333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,280,0.9333333333333333,0.23333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,290,0.9333333333333333,0.23333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,300,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,310,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,320,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,330,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,340,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,350,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,360,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,370,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,380,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,390,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,400,0.9333333333333333,0.225,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,410,0.9416666666666667,0.25833333333333336,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,420,0.9416666666666667,0.25833333333333336,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,430,0.95,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,440,0.95,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,450,0.95,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,460,0.95,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,470,0.9583333333333334,0.31666666666666665,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,480,0.9666666666666667,0.3333333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,490,0.9583333333333334,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,500,0.9583333333333334,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,510,0.9583333333333334,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,520,0.9666666666666667,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,530,0.9666666666666667,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,540,0.9666666666666667,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,550,0.9666666666666667,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,560,0.9666666666666667,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,570,0.9666666666666667,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,580,0.9666666666666667,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,590,0.9666666666666667,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,600,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,610,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,620,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,630,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,640,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,650,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,660,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,670,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,680,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,690,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,700,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,710,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,720,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,730,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,740,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,750,0.9666666666666667,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,760,0.9666666666666667,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,770,0.9666666666666667,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,780,0.9666666666666667,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,790,0.9666666666666667,0.26666666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,800,0.9666666666666667,0.26666666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,810,0.975,0.2916666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,820,0.975,0.2833333333333333,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,830,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,840,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,850,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,860,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,870,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,880,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,890,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,900,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,910,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,920,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,930,0.9833333333333333,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,940,0.975,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,950,0.975,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,960,0.975,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,970,0.9833333333333333,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,980,0.9833333333333333,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,990,0.9833333333333333,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,1,1000,0.9833333333333333,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,10,0.7166666666666667,0.09166666666666666,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,20,0.8,0.11666666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,30,0.8333333333333334,0.125,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,40,0.8666666666666667,0.175,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,50,0.875,0.2,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,60,0.875,0.19166666666666668,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,70,0.8916666666666667,0.18333333333333332,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,80,0.9,0.20833333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,90,0.9166666666666666,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,100,0.9166666666666666,0.23333333333333334,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,110,0.9416666666666667,0.31666666666666665,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,120,0.9333333333333333,0.25833333333333336,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,130,0.9416666666666667,0.24166666666666667,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,140,0.9583333333333334,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,150,0.9583333333333334,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,160,0.9583333333333334,0.275,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,170,0.9666666666666667,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,180,0.9666666666666667,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,190,0.975,0.31666666666666665,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,200,0.975,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,210,0.975,0.30833333333333335,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,220,0.975,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,230,0.975,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
120,2,240,0.975,0.3,1,1.0,0.0,0.0,12,10,1.0,none,0.0
