N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
96,24,4,0,1.25,1.5,3236084082,4620,715,1.0,0.84375,1.0,0.75,4100,1,1.0,24,0,72,24,0,0,0,0,4160,1,1.0,48,0,48,48,0,0,0,0,4285,1,1.0,72,0,24,72,0,0,0,0
96,24,4,1,1.25,1.5,2374556530,5320,2095,1.0,0.9930555555555556,1.0,0.75,4785,1,1.0,24,0,72,24,0,0,0,0,4910,1,1.0,48,0,48,48,0,0,0,0,4970,1,1.0,72,0,24,72,0,0,0,0
96,24,4,2,1.25,1.5,2476359478,940,415,1.0,0.9895833333333334,1.0,0.75,510,1,1.0,24,0,72,24,0,0,0,0,540,1,1.0,48,0,48,48,0,0,0,0,590,1,1.0,72,0,24,72,0,0,0,0
96,24,4,3,1.25,1.5,3767585896,825,260,1.0,0.9895833333333334,1.0,0.75,205,1,1.0,28,0,68,28,0,0,0,0,290,1,1.0,48,0,48,48,0,0,0,0,470,1,1.0,72,0,24,72,0,0,0,0
96,24,4,4,1.25,1.5,3318381580,4340,1010,1.0,0.8520833333333333,1.0,0.75,3470,1,1.0,24,0,72,24,0,0,0,0,3560,1,1.0,52,0,44,52,0,0,0,0,3655,1,1.0,76,0,20,76,0,0,0,0
96,24,4,5,1.25,1.5,84065382,2410,1605,1.0,0.9923611111111111,1.0,0.75,1760,1,1.0,24,0,72,24,0,0,0,0,1875,1,1.0,48,0,48,48,0,0,0,0,1950,1,1.0,72,0,24,72,0,0,0,0
96,24,4,6,1.25,1.5,4050367421,5025,755,1.0,0.8479166666666667,1.0,0.75,3100,1,1.0,24,0,72,24,0,0,0,0,3215,1,1.0,48,0,48,48,0,0,0,0,3370,1,1.0,72,0,24,72,0,0,0,0
96,24,4,7,1.25,1.5,3802449820,1925,1155,1.0,1.0,1.0,0.75,1230,1,1.0,24,0,72,24,0,0,0,0,1385,1,1.0,48,0,48,48,0,0,0,0,1550,1,1.0,72,0,24,72,0,0,0,0
96,24,4,8,1.25,1.5,3282720034,3370,2315,1.0,0.9034722222222222,1.0,0.75,2820,1,1.0,24,0,72,24,0,0,0,0,2950,1,1.0,52,0,44,52,0,0,0,0,3005,1,1.0,72,0,24,72,0,0,0,0
96,24,4,9,1.25,1.5,1275425806,1250,520,1.0,0.9097222222222222,1.0,0.75,605,1,1.0,24,0,72,24,0,0,0,0,690,1,1.0,48,0,48,48,0,0,0,0,840,1,1.0,72,0,24,72,0,0,0,0
