N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
96,24,4,15,1.5,1.5,3670457523,505,205,0.9375,0.3631944444444446,2.0,0.75,205,4,0.6935483870967742,62,0,6,62,26,2,0,0,205,4,0.6935483870967742,62,0,6,62,26,2,0,0,205,4,0.6935483870967742,62,0,6,62,26,2,0,0
96,24,4,16,1.5,1.5,2251700991,505,205,0.9375,0.419791666666667,2.0,0.75,205,2,0.9848484848484849,66,0,3,66,27,0,0,0,205,2,0.9848484848484849,66,0,3,66,27,0,0,0,205,2,0.9848484848484849,66,0,3,66,27,0,0,0
96,24,4,17,1.5,1.5,4123572609,505,205,0.9583333333333334,0.7274305555555558,2.0,0.75,205,1,1.0,74,0,3,74,19,0,0,0,205,1,1.0,74,0,3,74,19,0,0,0,205,1,1.0,74,0,3,74,19,0,0,0
96,24,4,18,1.5,1.5,819625254,505,205,0.9479166666666666,0.5645833333333337,2.0,0.75,205,3,0.7878787878787878,66,0,5,66,25,0,0,0,205,3,0.7878787878787878,66,0,5,66,25,0,0,0,205,3,0.7878787878787878,66,0,5,66,25,0,0,0
96,24,4,19,1.5,1.5,3404036594,505,205,0.9479166666666666,0.8951388888888887,2.0,0.75,205,1,1.0,73,0,2,73,20,1,0,0,205,1,1.0,73,0,2,73,20,1,0,0,205,1,1.0,73,0,2,73,20,1,0,0
96,24,4,20,1.5,1.5,1200111176,505,205,0.9479166666666666,0.3510416666666667,2.0,0.75,205,3,0.7936507936507936,63,0,7,63,25,1,0,0,205,3,0.7936507936507936,63,0,7,63,25,1,0,0,205,3,0.7936507936507936,63,0,7,63,25,1,0,0
96,24,4,21,1.5,1.5,1091794539,505,205,0.90625,0.4895833333333337,2.0,0.75,205,1,1.0,61,0,0,61,34,1,0,0,205,1,1.0,61,0,0,61,34,1,0,0,205,1,1.0,61,0,0,61,34,1,0,0
96,24,4,22,1.5,1.5,4016046475,505,205,0.9270833333333334,0.29618055555555567,2.0,0.75,205,1,1.0,65,0,2,65,28,1,0,0,205,1,1.0,65,0,2,65,28,1,0,0,205,1,1.0,65,0,2,65,28,1,0,0
96,24,4,23,1.5,1.5,456190190,505,205,0.9166666666666666,0.6427083333333337,2.0,0.75,205,1,1.0,64,0,0,64,32,0,0,0,205,1,1.0,64,0,0,64,32,0,0,0,205,1,1.0,64,0,0,64,32,0,0,0
96,24,4,24,1.5,1.5,2388507664,505,,0.9479166666666666,0.18368055555555562,2.0,0.75,205,5,0.5272727272727272,55,0,11,55,29,1,0,0,205,5,0.5272727272727272,55,0,11,55,29,1,0,0,205,5,0.5272727272727272,55,0,11,55,29,1,0,0
96,24,4,25,1.5,1.5,2695788349,505,205,0.96875,0.315277777777778,2.0,0.75,205,4,0.6290322580645161,62,0,11,62,23,0,0,0,205,4,0.6290322580645161,62,0,11,62,23,0,0,0,205,4,0.6290322580645161,62,0,11,62,23,0,0,0
96,24,4,26,1.5,1.5,2246793758,505,205,0.9270833333333334,0.36944444444444424,2.0,0.75,205,3,0.711864406779661,59,0,5,59,31,1,0,0,205,3,0.711864406779661,59,0,5,59,31,1,0,0,205,3,0.711864406779661,59,0,5,59,31,1,0,0
96,24,4,27,1.5,1.5,2554494702,505,205,0.9375,0.41909722222222245,2.0,0.75,205,4,0.2727272727272727,66,0,3,66,27,0,0,0,205,4,0.2727272727272727,66,0,3,66,27,0,0,0,205,4,0.2727272727272727,66,0,3,66,27,0,0,0
96,24,4,28,1.5,1.5,3437989781,505,205,0.9479166666666666,0.42395833333333344,2.0,0.75,205,4,0.9166666666666666,60,0,8,60,28,0,0,0,205,4,0.9166666666666666,60,0,8,60,28,0,0,0,205,4,0.9166666666666666,60,0,8,60,28,0,0,0
96,24,4,29,1.5,1.5,1603057022,505,205,0.9479166666666666,0.4545138888888891,2.0,0.75,205,1,1.0,64,0,6,64,26,0,0,0,205,1,1.0,64,0,6,64,26,0,0,0,205,1,1.0,64,0,6,64,26,0,0,0
