N,t_cool,g_hot,g_cold,replica,followed,block,sweep,g,n_d1,pieces_d1,n_damage,h,final
96,10000,1.25,0.25,0,True,29,14500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,30,15000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,31,15500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,32,16000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,33,16500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,34,17000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,35,17500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,36,18000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,37,18500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,38,19000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,39,19500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,40,20000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,41,20500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,42,21000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,43,21500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,44,22000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,45,22500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,46,23000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,47,23500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,48,24000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,49,24500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,50,25000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,51,25500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,52,26000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,53,26500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,54,27000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,55,27500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,56,28000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,57,28500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,58,29000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,59,29500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,0,True,60,30000,0.25,4,1,4,14.0,True
96,10000,1.25,0.25,1,True,0,0,1.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,1,500,1.1533510432382355,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,2,1000,1.0641749031509808,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,3,1500,0.9818937877897055,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,4,2000,0.9059745795971195,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,5,2500,0.8359253812205275,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,6,3000,0.7712923284000122,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,7,3500,0.7116566492814413,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,8,4000,0.6566319511009417,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,9,4500,0.6058617166606634,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,10,5000,0.5590169943749475,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,11,5500,0.5157942669201987,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,12,6000,0.47591348467896966,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,13,6500,0.4391162512365068,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,14,7000,0.40516414917319066,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,15,7500,0.3738371953053052,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,16,8000,0.3449324153653037,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,17,8500,0.3182625288866059,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,18,9000,0.29365473577200474,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,19,9500,0.2709495966835921,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,20,10000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,21,10500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,22,11000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,23,11500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,24,12000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,25,12500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,26,13000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,27,13500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,28,14000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,29,14500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,30,15000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,31,15500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,32,16000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,33,16500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,34,17000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,35,17500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,36,18000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,37,18500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,38,19000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,39,19500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,40,20000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,41,20500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,42,21000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,43,21500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,44,22000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,45,22500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,46,23000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,47,23500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,48,24000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,49,24500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,50,25000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,51,25500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,52,26000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,53,26500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,54,27000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,55,27500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,56,28000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,57,28500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,58,29000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,59,29500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,1,True,60,30000,0.25,4,1,4,14.0,True
96,10000,1.25,0.25,2,True,0,0,1.25,4,1,4,14.0,False
96,10000,1.25,0.25,2,True,1,500,1.1533510432382355,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,2,1000,1.0641749031509808,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,3,1500,0.9818937877897055,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,4,2000,0.9059745795971195,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,5,2500,0.8359253812205275,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,6,3000,0.7712923284000122,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,7,3500,0.7116566492814413,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,8,4000,0.6566319511009417,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,9,4500,0.6058617166606634,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,10,5000,0.5590169943749475,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,11,5500,0.5157942669201987,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,12,6000,0.47591348467896966,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,13,6500,0.4391162512365068,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,14,7000,0.40516414917319066,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,15,7500,0.3738371953053052,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,16,8000,0.3449324153653037,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,17,8500,0.3182625288866059,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,18,9000,0.29365473577200474,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,19,9500,0.2709495966835921,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,20,10000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,21,10500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,22,11000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,23,11500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,24,12000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,25,12500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,26,13000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,27,13500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,28,14000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,29,14500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,30,15000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,31,15500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,32,16000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,33,16500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,34,17000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,35,17500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,36,18000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,37,18500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,38,19000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,39,19500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,40,20000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,41,20500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,42,21000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,43,21500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,44,22000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,45,22500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,46,23000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,47,23500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,48,24000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,49,24500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,50,25000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,51,25500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,52,26000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,53,26500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,54,27000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,55,27500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,56,28000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,57,28500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,58,29000,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,59,29500,0.25,0,0,0,0.0,False
96,10000,1.25,0.25,2,True,60,30000,0.25,0,0,0,0.0,True
96,10000,1.25,0.25,3,False,0,0,1.25,0,0,0,0.0,True
96,10000,1.25,0.25,4,True,0,0,1.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,1,500,1.1533510432382355,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,2,1000,1.0641749031509808,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,3,1500,0.9818937877897055,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,4,2000,0.9059745795971195,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,5,2500,0.8359253812205275,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,6,3000,0.7712923284000122,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,7,3500,0.7116566492814413,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,8,4000,0.6566319511009417,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,9,4500,0.6058617166606634,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,10,5000,0.5590169943749475,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,11,5500,0.5157942669201987,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,12,6000,0.47591348467896966,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,13,6500,0.4391162512365068,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,14,7000,0.40516414917319066,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,15,7500,0.3738371953053052,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,16,8000,0.3449324153653037,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,17,8500,0.3182625288866059,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,18,9000,0.29365473577200474,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,19,9500,0.2709495966835921,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,20,10000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,21,10500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,22,11000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,23,11500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,24,12000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,25,12500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,26,13000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,27,13500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,28,14000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,29,14500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,30,15000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,31,15500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,32,16000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,33,16500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,34,17000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,35,17500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,36,18000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,37,18500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,38,19000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,39,19500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,40,20000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,41,20500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,42,21000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,43,21500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,44,22000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,45,22500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,46,23000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,47,23500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,48,24000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,49,24500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,50,25000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,51,25500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,52,26000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,53,26500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,54,27000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,55,27500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,56,28000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,57,28500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,58,29000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,59,29500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,4,True,60,30000,0.25,4,1,4,14.0,True
96,10000,1.25,0.25,5,True,0,0,1.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,1,500,1.1533510432382355,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,2,1000,1.0641749031509808,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,3,1500,0.9818937877897055,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,4,2000,0.9059745795971195,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,5,2500,0.8359253812205275,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,6,3000,0.7712923284000122,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,7,3500,0.7116566492814413,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,8,4000,0.6566319511009417,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,9,4500,0.6058617166606634,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,10,5000,0.5590169943749475,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,11,5500,0.5157942669201987,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,12,6000,0.47591348467896966,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,13,6500,0.4391162512365068,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,14,7000,0.40516414917319066,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,15,7500,0.3738371953053052,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,16,8000,0.3449324153653037,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,17,8500,0.3182625288866059,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,18,9000,0.29365473577200474,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,19,9500,0.2709495966835921,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,20,10000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,21,10500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,22,11000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,23,11500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,24,12000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,25,12500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,26,13000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,27,13500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,28,14000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,29,14500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,30,15000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,31,15500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,32,16000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,33,16500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,34,17000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,35,17500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,36,18000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,37,18500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,38,19000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,39,19500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,40,20000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,41,20500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,42,21000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,43,21500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,44,22000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,45,22500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,46,23000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,47,23500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,48,24000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,49,24500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,50,25000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,51,25500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,52,26000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,53,26500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,54,27000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,55,27500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,56,28000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,57,28500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,58,29000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,59,29500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,5,True,60,30000,0.25,4,1,4,14.0,True
96,10000,1.25,0.25,6,True,0,0,1.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,1,500,1.1533510432382355,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,2,1000,1.0641749031509808,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,3,1500,0.9818937877897055,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,4,2000,0.9059745795971195,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,5,2500,0.8359253812205275,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,6,3000,0.7712923284000122,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,7,3500,0.7116566492814413,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,8,4000,0.6566319511009417,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,9,4500,0.6058617166606634,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,10,5000,0.5590169943749475,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,11,5500,0.5157942669201987,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,12,6000,0.47591348467896966,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,13,6500,0.4391162512365068,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,14,7000,0.40516414917319066,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,15,7500,0.3738371953053052,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,16,8000,0.3449324153653037,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,17,8500,0.3182625288866059,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,18,9000,0.29365473577200474,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,19,9500,0.2709495966835921,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,20,10000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,21,10500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,22,11000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,23,11500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,24,12000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,25,12500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,26,13000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,27,13500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,28,14000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,29,14500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,30,15000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,31,15500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,32,16000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,33,16500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,34,17000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,35,17500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,36,18000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,37,18500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,38,19000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,39,19500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,40,20000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,41,20500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,42,21000,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,43,21500,0.25,4,1,4,14.0,False
96,10000,1.25,0.25,6,True,44,22000,0.25,4,1,4,14.0,False
