N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,f_200,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,0,1.15,1.5,3709232362,3605,435,1.0,0.5999999999999996,0.5999999999999996,0.4001562499999997,1200,3000,0.75,0.0,435,4,0.25,8,0,52,8,4,0,0,0,515,1,1.0,32,0,32,32,0,0,0,0,555,1,1.0,48,0,16,48,0,0,0,0
64,16,4,1,1.15,1.5,3083938653,16215,1680,1.0,0.5999999999999996,0.5999999999999996,0.5976041666666663,0,1200,0.75,0.0,14855,1,1.0,16,0,48,16,0,0,0,0,14930,1,1.0,32,0,32,32,0,0,0,0,14965,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2,1.15,1.5,3170262275,4015,1200,1.0,0.5999999999999996,0.5999999999999996,0.5976041666666663,0,1200,0.75,0.0,2560,1,1.0,16,0,48,16,0,0,0,0,2580,1,1.0,32,0,32,32,0,0,0,0,2660,1,1.0,48,0,16,48,0,0,0,0
64,16,4,3,1.15,1.5,1847553622,6420,1940,1.0,0.5999999999999996,0.5999999999999996,0.4160937499999997,3000,4200,0.75,0.0,1960,1,1.0,16,0,48,16,0,0,0,0,1975,4,0.75,24,0,36,24,4,0,0,0,2140,1,1.0,48,0,16,48,0,0,0,0
64,16,4,4,1.15,1.5,4270345028,3130,605,1.0,0.5999999999999996,0.5999999999999996,0.41520833333333307,1200,2400,0.75,0.0,610,1,1.0,16,0,48,16,0,0,0,0,620,1,1.0,40,0,24,40,0,0,0,0,685,1,1.0,48,0,16,48,0,0,0,0
64,16,4,5,1.15,1.5,3526346015,5350,3285,1.0,0.5999999999999996,0.5999999999999996,0.5805208333333329,0,1800,0.75,0.0,3325,1,1.0,16,0,48,16,0,0,0,0,3425,1,1.0,36,0,28,36,0,0,0,0,3460,1,1.0,48,0,16,48,0,0,0,0
64,16,4,6,1.15,1.5,2942891933,13290,985,1.0,0.5999999999999996,0.5999999999999996,0.41874999999999973,10800,12000,0.75,0.0,1010,1,1.0,16,0,48,16,0,0,0,0,1090,1,1.0,32,0,32,32,0,0,0,0,1140,1,1.0,48,0,16,48,0,0,0,0
64,16,4,7,1.15,1.5,3854052679,6620,680,1.0,0.5999999999999996,0.5999999999999996,0.41786458333333304,1200,2400,0.75,0.0,4040,1,1.0,16,0,48,16,0,0,0,0,4115,1,1.0,32,0,32,32,0,0,0,0,4190,1,1.0,48,0,16,48,0,0,0,0
64,16,4,8,1.15,1.5,3486702271,14945,3910,1.0,0.5999999999999996,0.5999999999999996,0.22447916666666645,2400,4200,0.75,0.0,8195,1,1.0,16,0,48,16,0,0,0,0,8240,1,1.0,32,0,32,32,0,0,0,0,8310,1,1.0,48,0,16,48,0,0,0,0
64,16,4,9,1.15,1.5,3939865901,4205,960,1.0,0.5999999999999996,0.5999999999999996,0.41786458333333304,1800,3000,0.75,0.0,1060,1,1.0,16,0,48,16,0,0,0,0,1125,1,1.0,32,0,32,32,0,0,0,0,1170,1,1.0,48,0,16,48,0,0,0,0
