N,D,replica,leg,g,ln_g,squares_per_vertex,spv_err,phi,acceptance,tau_int,surplus,lam
500,3,0,cool,4.0,1.3862943611198906,8.551472000000002,0.039201602541728074,0.7126226666666666,0.002842,306.7852003370931,0.051516,1.0
500,3,0,cool,3.95,1.3737155789130306,9.523788,0.021217094723869765,0.793649,0.00094325,268.8402074853034,0.123644,1.0
500,3,0,cool,3.9,1.3609765531356006,10.15048,0.014896327759339429,0.8458733333333333,0.00052225,197.5122020037522,0.17688900000000002,1.0
500,3,0,cool,3.85,1.3480731482996928,10.526603999999999,0.01559770028329873,0.8772169999999999,0.0003795,296.1900623520351,0.219552,1.0
500,3,0,cool,3.8,1.33500106673234,10.81518,0.01221789912781027,0.901265,0.0002845,286.3138171558212,0.252922,1.0
500,3,0,cool,3.75,1.3217558399823195,10.871504000000002,0.00469879495414069,0.9059586666666667,0.000274,70.6822840373694,0.263416,1.0
500,3,0,cool,3.7,1.308332819650179,10.964184000000001,0.0034770702315966746,0.913682,0.00019875,46.761891768656554,0.293516,1.0
500,3,0,cool,3.65,1.2947271675944,11.041044,0.004756875140873161,0.920087,0.00024,125.1301353385911,0.298841,1.0
500,3,0,cool,3.6,1.2809338454620642,11.070516,0.002143200313908171,0.922543,0.00018225,50.59802070740025,0.304513,1.0
500,3,0,cool,3.55,1.2669476034873244,11.263564,0.0020134535654182575,0.9386303333333333,8.25e-05,74.51143790656954,0.345036,1.0
500,3,0,cool,3.5,1.252762968495368,11.241852,0.0024612588109470196,0.936821,9.25e-05,97.9793236349362,0.34518400000000005,1.0
500,3,0,cool,3.45,1.2383742310432684,11.24082,0.001989528135992073,0.936735,7.925e-05,69.41207386977969,0.332493,1.0
500,3,0,cool,3.4,1.2237754316221157,11.271732,0.0029952142579146132,0.939311,8.1e-05,199.07820179881296,0.32910500000000004,1.0
500,3,0,cool,3.35,1.208960345836975,11.345348,0.0030339472655562766,0.9454456666666666,5.425e-05,234.95346299931234,0.37421,1.0
500,3,0,cool,3.3,1.1939224684724346,11.390972000000001,0.0019008187556483291,0.9492476666666666,4.525e-05,123.34039745029334,0.357671,1.0
500,3,0,cool,3.25,1.1786549963416462,11.387772000000002,0.002405634102731397,0.9489810000000001,3.75e-05,140.00208821269516,0.349925,1.0
500,3,0,cool,3.2,1.1631508098056809,11.428055999999998,0.0014563194827288096,0.952338,3.4e-05,110.62259195851841,0.361652,1.0
500,3,0,cool,3.15,1.1474024528375417,11.428780000000001,0.002588505284225766,0.9523983333333333,2.35e-05,228.50419357335727,0.369014,1.0
500,3,0,cool,3.1,1.1314021114911006,11.424760000000001,0.0013980035266565052,0.9520633333333334,1.85e-05,160.93827411398732,0.350401,1.0
500,3,0,cool,3.05,1.1151415906193203,11.429908,0.0011911954065993264,0.9524923333333333,1.925e-05,199.38909029563777,0.351842,1.0
500,3,0,cool,3.0,1.0986122886681098,11.475807999999999,0.0008341150760319866,0.9563173333333335,7.5e-06,71.84400756278818,0.360468,1.0
500,3,0,cool,2.95,1.0818051703517284,11.48,0.0,0.9566666666666667,1.175e-05,nan,0.365551,1.0
500,3,0,cool,2.9,1.0647107369924282,11.45818,0.001795260118975581,0.9548483333333334,1.175e-05,158.97003289773164,0.346704,1.0
500,3,0,cool,2.85,1.0473189942805592,11.460403999999999,0.0008224980204232965,0.9550336666666667,7.25e-06,83.74812924066686,0.34884899999999996,1.0
500,3,0,cool,2.8,1.0296194171811581,11.471708,0.00024725573274613714,0.9559756666666667,9.5e-06,31.756248568696797,0.36332600000000004,1.0
500,3,0,cool,2.75,1.0116009116784799,11.473664000000001,0.0008167469124373832,0.9561386666666667,8.25e-06,86.38408018985157,0.353949,1.0
500,3,0,cool,2.7,0.9932517730102834,11.471528,0.000545300756588307,0.9559606666666667,9.5e-06,70.88739972444151,0.357891,1.0
