N,replica,protocol,leg,k,g,lam,phi,chi,tau_int,acceptance,swap_rate,round_trips,snapshots,snap_no_fluct,snap_no_xi,diam_mean,xi_over_diam,xi_over_diam_err,xi_pooled_over_diam
100,1,tempering,,0,9.0,1.0,0.4830252,0.18530641649600002,1.239991908136593,0.23383929166666603,0.6867333333333333,49,1000,0,0,7.043,0.22357551826558933,0.0068531545967462195,0.1611104343713918
100,1,tempering,,1,8.357,1.0,0.507324,0.18130770239999996,1.3153800618813039,0.20344441666666707,0.6704,49,1000,0,0,7.068,0.2719510034369084,0.04218189220435805,0.17508495696744225
100,1,tempering,,2,7.76,1.0,0.532592,0.18052335359999996,1.5508014732974689,0.17461808333333195,0.6581333333333333,49,1000,0,0,7.118,0.22148555612757853,0.005817877549810258,0.1863739625656307
100,1,tempering,,3,7.205,1.0,0.5589258,0.17868060943600003,1.834269481528618,0.14769262499999986,0.6324666666666666,49,1000,0,0,7.17,0.2271837063117905,0.0064507541200098375,0.16921751711038682
100,1,tempering,,4,6.69,1.0,0.5869495,0.172666544975,2.115040120868322,0.12239300000000013,0.6228666666666667,49,1000,0,0,7.304,0.3242442210088211,0.055405649729117316,0.17252380107312895
100,1,tempering,,5,6.212,1.0,0.6155134,0.16730444204400002,2.5880290499409835,0.0999623750000004,0.5969333333333333,49,1000,0,0,7.375,0.3081035822256017,0.04138154737981449,0.16435018468697474
100,1,tempering,,6,5.768,1.0,0.6459857,0.16210243955099998,3.1929373577127507,0.07960583333333313,0.5851333333333333,49,1000,0,0,7.537,0.3306138235603245,0.04494980934574023,0.2810633597942327
100,1,tempering,,7,5.356,1.0,0.6760173,0.155763110071,3.856411844565318,0.06242733333333384,0.5694666666666667,49,1000,0,0,7.693,0.34061232845190204,0.035791839164783325,0.2694356642837002
100,1,tempering,,8,4.973,1.0,0.7067451,0.148952462599,4.662548096581949,0.04806858333333389,0.5578,49,1000,0,0,7.869,0.40633205972001857,0.07078541981999413,0.24837317964572148
100,1,tempering,,9,4.618,1.0,0.7379095,0.14560208097500005,6.0931309423017845,0.036386666666666616,0.5394,49,1000,0,0,8.009,0.31282152094847204,0.03253840143595604,0.22655451744987815
100,1,tempering,,10,4.288,1.0,0.7698314,0.137539157404,7.580301076475495,0.026717999999999256,0.5270666666666667,49,1000,0,0,8.182,0.28053866812542144,0.015487224799332138,0.20619435129470085
100,1,tempering,,11,3.981,1.0,0.8010563,0.13019732303099998,9.979450415931794,0.019372124999999536,0.5165333333333333,49,1000,0,0,8.388,0.2826934293004363,0.017691449928217598,0.19094847120833364
100,1,tempering,,12,3.697,1.0,0.8329055,0.12432790697500005,13.3361982479374,0.0138787916666666,0.5198666666666667,49,1000,0,0,8.672,0.2475744464501214,0.007644018868964911,0.2356874756937525
100,1,tempering,,13,3.433,1.0,0.8623291999999999,0.11458988273599999,19.568174941426715,0.00987524999999833,0.4946,49,1000,0,0,8.895,0.23610089548572283,0.0060776540108396625,0.21561260091793244
100,1,tempering,,14,3.187,1.0,0.8920944,0.10974834886399998,28.097573810945523,0.0068792083333307314,0.49693333333333334,49,1000,0,0,9.306,0.22520072324544133,0.007072907408993345,0.1929704096178798
100,1,tempering,,15,2.96,1.0,0.920261,0.10563138790000001,38.585556530051036,0.004869416666664988,0.4514666666666667,49,1000,0,0,9.779,0.30765381378501966,0.0656443035682399,0.21749148049152475
100,1,tempering,,16,2.748,1.0,0.9516119999999999,0.1191789456,97.92118663965988,0.0032482083333322488,0.4322666666666667,49,1000,0,0,10.45,0.22698669202993718,0.011515053240683136,0.18965972283414617
100,1,tempering,,17,2.552,1.0,0.9810495,0.11516215497500003,202.75304615614897,0.002090583333332868,0.4649333333333333,49,1000,0,0,11.164,0.21299598064159359,0.012765415078996738,0.14217636201294315
100,1,tempering,,18,2.369,1.0,0.9997548999999999,0.097725492599,271.33495567412893,0.0012657499999998135,0.5209333333333334,49,1000,0,0,11.628,0.1804224726324212,0.010669813038735182,0.11532346914652457
100,1,tempering,,19,2.2,1.0,1.0072988,0.06843835185599999,390.9347079867215,0.0008104583333333308,,49,1000,0,0,11.342,0.16230770371862166,0.009994124681469697,0.0579667722222016
