g,replica,n,melted_for,acceptance,sweep,H,h_per_vertex,triangles,squares,pentagons,pieces,largest_frac
2,2,60,150,0.0022,560,146.0,2.433333333333333,11,31,17,1,1.0
2,2,60,150,0.0022,570,146.0,2.433333333333333,10,33,15,1,1.0
2,2,60,150,0.0022,580,158.0,2.6333333333333333,10,33,13,1,1.0
2,2,60,150,0.0022,590,148.0,2.466666666666667,10,34,12,1,1.0
2,2,60,150,0.0022,600,140.0,2.3333333333333335,10,34,13,1,1.0
2,2,60,150,0.0022,610,132.0,2.2,10,36,10,1,1.0
2,2,60,150,0.0022,620,136.0,2.2666666666666666,10,35,11,1,1.0
2,2,60,150,0.0022,630,136.0,2.2666666666666666,10,35,11,1,1.0
2,2,60,150,0.0022,640,128.0,2.1333333333333333,11,33,13,1,1.0
2,2,60,150,0.0022,650,130.0,2.1666666666666665,11,33,13,1,1.0
2,2,60,150,0.0022,660,132.0,2.2,11,33,13,1,1.0
2,2,60,150,0.0022,670,132.0,2.2,11,33,13,1,1.0
2,2,60,150,0.0022,680,138.0,2.3,11,32,14,1,1.0
2,2,60,150,0.0022,690,134.0,2.2333333333333334,11,33,13,1,1.0
2,2,60,150,0.0022,700,132.0,2.2,11,33,13,1,1.0
2,2,60,150,0.0022,710,132.0,2.2,11,33,13,1,1.0
2,2,60,150,0.0022,720,132.0,2.2,11,33,13,1,1.0
2,2,60,150,0.0022,730,120.0,2.0,11,34,13,1,1.0
2,2,60,150,0.0022,740,120.0,2.0,11,34,13,1,1.0
2,2,60,150,0.0022,750,120.0,2.0,11,34,13,1,1.0
2,2,60,150,0.0022,760,120.0,2.0,11,34,13,1,1.0
2,2,60,150,0.0022,770,120.0,2.0,11,34,13,1,1.0
2,2,60,150,0.0022,780,120.0,2.0,11,34,13,1,1.0
2,2,60,150,0.0022,790,120.0,2.0,11,34,13,1,1.0
2,2,60,150,0.0022,800,120.0,2.0,11,34,13,1,1.0
