N,C,lam,k,replica,seed_columns,planted_cost,f_final,phi_final,bath_T,drift,acceptance,d0,d1,d2,d3,d4,d5,d6,pieces_d1,sizes_d1,h_final
96,3,1.4,1,0,0,9.600000000000023,1.3333333333333335,0.9166666666666666,4.266666666666656,8.526512829121202e-14,0.002560590277777778,0,1,65,28,1,1,0,1,1,150.4
96,3,1.4,1,1,0,9.600000000000023,1.375,0.90625,2.666666666666682,1.4210854715202004e-13,0.0026541666666666667,0,0,63,31,1,1,0,0,,155.2
96,3,1.4,1,2,0,9.600000000000023,1.3333333333333335,0.9166666666666666,6.133333333333323,5.684341886080802e-14,0.0024618055555555556,0,1,64,29,2,0,0,1,1,144.8
96,3,1.4,1,3,0,9.600000000000023,1.3333333333333335,0.9166666666666666,0.5333333333333409,1.1368683772161603e-13,0.002104861111111111,0,3,60,31,2,0,0,2,2 1,161.6
96,3,1.4,1,4,0,9.600000000000023,1.2083333333333335,0.9479166666666666,7.2,8.526512829121202e-14,0.0029083333333333335,0,7,64,23,2,0,0,2,6 1,141.6
96,3,1.4,1,5,0,9.600000000000023,1.375,0.90625,0.8000000000000055,1.1368683772161603e-13,0.0023668402777777776,0,0,63,30,3,0,0,0,,160.8
96,3,1.4,1,6,0,9.600000000000023,1.375,0.90625,2.666666666666672,1.1368683772161603e-13,0.002477777777777778,0,0,64,29,2,1,0,0,,155.2
96,3,1.4,1,7,0,9.600000000000023,1.375,0.90625,4.533333333333322,5.684341886080802e-14,0.0025546875,0,0,61,34,1,0,0,0,,149.6
96,3,1.4,1,8,0,9.600000000000023,1.4166666666666665,0.8958333333333334,1.0666666666666653,8.526512829121202e-14,0.0022220486111111113,0,0,60,32,4,0,0,0,,160.0
96,3,1.4,1,9,0,9.600000000000023,1.3333333333333335,0.9166666666666666,0.5333333333333196,5.684341886080802e-14,0.0024619791666666666,0,3,60,31,2,0,0,1,3,161.6
96,3,1.4,1,10,0,9.600000000000023,1.25,0.9375,3.7333333333333143,8.526512829121202e-14,0.002124652777777778,0,5,65,23,3,0,0,2,4 1,152.0
96,3,1.4,1,11,0,9.600000000000023,1.2916666666666665,0.9270833333333334,4.000000000000006,1.1368683772161603e-13,0.0025180555555555555,0,0,70,24,2,0,0,0,,151.2
96,3,1.4,1,12,0,9.600000000000023,1.3333333333333335,0.9166666666666666,2.4000000000000115,1.1368683772161603e-13,0.0031166666666666665,0,0,67,26,3,0,0,0,,156.0
96,3,1.4,1,13,0,9.600000000000023,1.375,0.90625,0.7999999999999687,5.684341886080802e-14,0.0026444444444444445,0,1,62,30,2,1,0,1,1,160.8
96,3,1.4,1,14,0,9.600000000000023,1.375,0.90625,2.6666666666666488,5.684341886080802e-14,0.002565625,0,0,64,28,4,0,0,0,,155.2
96,3,1.4,1,15,0,9.600000000000023,1.25,0.9375,5.599999999999966,5.684341886080802e-14,0.0023602430555555555,0,3,67,25,1,0,0,2,2 1,146.4
96,3,1.4,1,16,0,9.600000000000023,1.375,0.90625,4.53333333333333,8.526512829121202e-14,0.0021229166666666666,0,0,63,30,3,0,0,0,,149.6
96,3,1.4,1,17,0,9.600000000000023,1.2916666666666665,0.9270833333333334,2.133333333333329,8.526512829121202e-14,0.002818923611111111,0,3,67,21,5,0,0,3,1 1 1,156.8
96,3,1.4,1,18,0,9.600000000000023,1.2916666666666665,0.9270833333333334,2.1333333333333204,8.526512829121202e-14,0.0028121527777777776,0,1,67,27,1,0,0,1,1,156.8
96,3,1.4,1,19,0,9.600000000000023,1.3333333333333335,0.9166666666666666,4.266666666666626,8.526512829121202e-14,0.0024560763888888887,0,0,70,20,6,0,0,0,,150.4
96,6,1.4,1,0,0,9.600000000000023,1.2916666666666665,0.9270833333333334,1.066666666666659,5.684341886080802e-14,0.0026914930555555555,0,2,68,23,2,1,0,2,1 1,156.8
96,6,1.4,1,1,0,9.600000000000023,1.3333333333333335,0.9166666666666666,2.13333333333333,8.526512829121202e-14,0.002789583333333333,0,0,67,26,3,0,0,0,,150.4
96,6,1.4,1,2,0,9.600000000000023,1.3333333333333335,0.9166666666666666,3.066666666666664,8.526512829121202e-14,0.0023234375,0,0,66,28,2,0,0,0,,144.8
96,6,1.4,1,3,0,9.600000000000023,1.2916666666666665,0.9270833333333334,3.8666666666666507,5.684341886080802e-14,0.002676909722222222,0,1,68,25,2,0,0,1,1,140.0
96,6,1.4,1,4,0,9.600000000000023,1.3333333333333335,0.9166666666666666,2.1333333333333475,1.7053025658242404e-13,0.002774652777777778,0,1,64,29,2,0,0,1,1,150.4
96,6,1.4,1,5,0,9.600000000000023,1.2916666666666665,0.9270833333333334,2.933333333333323,5.684341886080802e-14,0.002204861111111111,0,1,66,29,0,0,0,1,1,145.6
96,6,1.4,1,6,0,9.600000000000023,1.2083333333333335,0.9479166666666666,4.53333333333332,5.684341886080802e-14,0.0025545138888888887,0,3,72,19,2,0,0,2,2 1,136.0
96,6,1.4,1,7,0,9.600000000000023,1.375,0.90625,2.2666666666666644,1.1368683772161603e-13,0.0029861111111111113,0,0,63,30,3,0,0,0,,149.6
96,6,1.4,1,8,0,9.600000000000023,1.2916666666666665,0.9270833333333334,1.9999999999999964,8.526512829121202e-14,0.002402777777777778,0,2,69,21,3,1,0,2,1 1,151.2
