N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac,swap_rate,round_trips
160,3,temper,4.1,0.6623668749999999,0.027393101637414267,0.1200611227708333,0.03178857638888885,0.0006018468631973178,0.002199173535236579,19.12765613398827,16,10,1.0,2,0.0,1.0,1.0,0.0,0.0,0.26644444444444443,0
160,3,temper,3.75,0.7058944791666666,0.027164631871769082,0.11806675595659721,0.020272187499999983,0.0009576171871961859,0.004148133170164807,35.918698298549785,16,10,1.0,2,0.0,1.0,1.0,0.0,0.0,0.2803333333333333,0
160,3,temper,3.45,0.7471786458333334,0.026990888455635655,0.11656128953993058,0.012928229166666434,0.0013012068452541443,0.0069343056377436894,77.35715046152283,16,10,1.0,2,0.0,1.0,1.0,0.0,0.0,0.2912222222222222,0
160,3,temper,3.2,0.7864122916666667,0.026490401464459985,0.1122786191597222,0.00842340277777769,0.0017016229300114481,0.005412129705211253,116.97366239291648,16,10,1.0,2,0.0,1.0,1.0,0.0,0.0,0.2826666666666667,0
160,3,temper,3.0,0.8286758333333334,0.028078154863800355,0.1261412448888889,0.005546944444443483,0.0023830798080173923,0.009589990020101632,386.70994166470507,16,10,1.0,2,0.0,1.0,1.0,0.0,0.0,0.3337777777777778,0
160,3,temper,2.85,0.8700484375,0.03325443849849612,0.17693722877604168,0.004330034722221426,0.00542636539656743,0.02344320227825082,2561.023139466815,16,10,1.0,2,0.0,1.0051666666666668,0.999225,0.0,0.0,0.30844444444444447,0
160,3,temper,2.7,0.9229588541666667,0.019569414372826777,0.061273916623263876,0.003535104166666055,0.0026034063921728124,0.005886141537524843,1909.2673182045812,16,10,1.0,2,0.0,1.07475,0.9887874999999999,0.0,0.0,0.3257777777777778,0
160,3,temper,2.5,0.9445695833333332,0.010226607037187613,0.01673335863888883,0.0022829513888884194,0.0010189791556993691,0.0023314750402757384,447.98359026668106,16,10,1.0,2,0.0,1.3516833333333333,0.9471889583333333,0.0,0.0,0.5572222222222222,0
160,3,temper,2.25,0.9506159374999998,0.0054768852496433155,0.004799403526041683,0.001927222222221918,0.0002758962226012084,0.0003461308873753189,5.082990650062372,16,10,1.0,2,0.0,1.4193333333333333,0.9370145833333334,0.0,0.0,0.49177777777777776,0
160,3,temper,2.0,0.9584370833333333,0.006007092148151986,0.005773624972222279,0.0015187847222219223,0.0008876375125504997,0.0006927115327120094,2528.0013012537465,16,10,1.0,2,0.0,1.1503666666666668,0.9773016666666667,0.0,0.0,,0
