N,D,replica,leg,g,ln_g,squares_per_vertex,spv_err,phi,acceptance,tau_int,surplus,lam
2000,2,0,cool,54.59815,3.999999999392942,0.05373300000000002,0.00023828413708008362,0.013433249999999999,0.980617125,0.5573271603778885,2.5e-07,1.0
2000,2,0,cool,42.521082,3.7499999999985234,0.05838800000000001,0.00024385906693006067,0.014596999999999999,0.976155875,0.5797626078696642,5e-07,1.0
2000,2,0,cool,33.115452,3.500000001247384,0.06473600000000002,0.00019482742882869487,0.016184,0.9700851875,0.4767328378253735,7.5e-07,1.0
2000,2,0,cool,25.79034,3.2500000032107734,0.074113,0.0002852314702132287,0.01852825,0.96133825,0.5049272172333644,1e-06,1.0
2000,2,0,cool,20.085537,3.000000003824261,0.087329,0.00032488359866881557,0.021832249999999997,0.9483614375,0.5166593176870768,1.25e-06,1.0
2000,2,0,cool,15.642632,2.7500000074036026,0.10883700000000002,0.00039207490853662117,0.02720925,0.9283970625,0.5741998672180373,3.5e-06,1.0
2000,2,0,cool,12.182494,2.5000000032256553,0.143197,0.0004628154392584581,0.03579925,0.8967968125,0.6465572255889969,4.25e-06,1.0
2000,2,0,cool,9.487736,2.250000017247684,0.201524,0.0004732021594667554,0.050381,0.8445454375,0.8610280233127303,1.0749999999999999e-05,1.0
2000,2,0,cool,7.389056,1.9999999866111924,0.30899,0.0006334227400370168,0.0772475,0.754896875,1.0931895042116289,4.575e-05,1.0
2000,2,0,cool,5.754603,1.7500000563017604,0.5153710000000001,0.0013817622676857279,0.12884275,0.6034044375,2.259953654842738,0.00017175,1.0
2000,2,0,cool,4.481689,1.4999999843054563,0.906859,0.002584954436361308,0.22671475000000002,0.3777435625,7.331558166317737,0.0009145,1.0
2000,2,0,cool,3.490343,1.2500000121873864,1.5851860000000002,0.006826976905125434,0.3962965,0.1489165625,33.682864316667015,0.00599125,1.0
2000,2,0,cool,2.718282,1.0000000631063886,2.4532420000000004,0.005763826800874222,0.6133105000000001,0.0355749375,84.12069460884976,0.033109,1.0
2000,2,0,cool,2.117,0.7499999921527281,3.185837,0.00404855297586682,0.79645925,0.0096941875,118.38632503672088,0.094472,1.0
2000,2,0,cool,1.648721,0.49999983581205926,3.539853,0.0051042060854773605,0.88496325,0.0031050625,229.51497684652895,0.14024225,1.0
2000,2,0,cool,1.284025,0.24999967548320795,3.781097,0.0028295048977592958,0.9452742500000001,0.0010870625,295.875891703199,0.22153175,1.0
2000,2,0,cool,1.0,0.0,3.878937,0.002032309147761726,0.96973425,0.0005325,289.6172686897749,0.249661,1.0
2000,2,0,cool,0.778801,-0.2499997214582091,3.9415280000000004,0.0031334210292292687,0.985382,0.0003593125,319.60422513700036,0.274962,1.0
2000,2,0,cool,0.606531,-0.4999994389611379,3.962905,0.0006737619019684198,0.99072625,0.0002494375,75.2957332988737,0.2812355,1.0
2000,2,0,cool,0.472367,-0.749999053153169,3.961819,0.000724240566273422,0.9904547499999999,0.000255125,179.30410325290768,0.27469600000000005,1.0
2000,2,0,cool,0.367879,-1.0000011992290339,3.9806060000000003,0.0013402177272950303,0.9951515000000001,0.000249625,172.702305298968,0.290606,1.0
2000,2,0,cool,0.286505,-1.2499992909726465,3.982401,0.0008905250437803569,0.99560025,0.0002511875,110.71220328829834,0.28664449999999997,1.0
2000,2,0,cool,0.22313,-1.5000007177357253,3.999335999999999,0.0011474350528791967,0.999834,0.0002564375,215.73468060649446,0.29734775,1.0
2000,2,0,cool,0.173774,-1.7499996745798332,4.011641,0.0007486999839695515,1.00291025,0.000246625,65.96275709552935,0.30467649999999996,1.0
2000,2,0,cool,0.135335,-2.0000020928534106,4.024035,0.000777484170478044,1.00600875,0.000218875,88.67133165332237,0.3117335,1.0
2000,2,0,heat,0.173774,-1.7499996745798332,4.034825,0.0009151120565504225,1.00870625,0.0002239375,75.52481450225616,0.31435250000000003,1.0
2000,2,0,heat,0.22313,-1.5000007177357253,4.0352809999999995,0.0012895006293151012,1.00882025,0.0002195,244.36058214655432,0.3115995,1.0
2000,2,0,heat,0.286505,-1.2499992909726465,4.044807,0.0011548092202247151,1.01120175,0.000212875,187.98410915095934,0.319372,1.0
2000,2,0,heat,0.367879,-1.0000011992290339,4.040532999999999,0.0007886010419749566,1.01013325,0.0002136875,67.89230474744426,0.314533,1.0
2000,2,0,heat,0.472367,-0.749999053153169,4.041479,0.0005887130146344522,1.01036975,0.00021975,37.992004636547044,0.314517,1.0
2000,2,0,heat,0.606531,-0.4999994389611379,4.040772,0.000597333978152951,1.010193,0.0002050625,50.222676682835605,0.31291800000000003,1.0
2000,2,0,heat,0.778801,-0.2499997214582091,4.034076999999999,0.0007976319161592927,1.00851925,0.0001944375,85.476401624878,0.307258,1.0
2000,2,0,heat,1.0,0.0,4.03374,0.0007582095546641019,1.008435,0.00020225,61.077557280305626,0.30748075,1.0
2000,2,0,heat,1.284025,0.24999967548320795,4.007146,0.00241615196137658,1.0017865000000001,0.00027175,292.8414490449144,0.293255,1.0
2000,2,0,heat,1.648721,0.49999983581205926,3.8862219999999996,0.0020509711955695627,0.9715555,0.000771375,244.70328269085624,0.22898475,1.0
2000,2,0,heat,2.117,0.7499999921527281,3.4318950000000004,0.0068205559126144856,0.85797375,0.0046201875,267.67845967169706,0.09115649999999999,1.0
2000,2,0,heat,2.718282,1.0000000631063886,2.5786449999999994,0.01011028942301379,0.64466125,0.02961625,210.32375916868298,0.03870925,1.0
