N,C,lam,k,replica,seed_columns,planted_cost,f_final,phi_final,bath_T,drift,acceptance,d0,d1,d2,d3,d4,d5,d6,pieces_d1,sizes_d1,h_final
96,3,1.1,1,0,0,14.399999999999977,1.0,1.0,2.933333333333343,4.263256414560601e-14,0.0005765625,0,6,84,6,0,0,0,3,2 2 2,44.0
96,3,1.1,1,1,0,14.399999999999977,1.0416666666666665,0.9895833333333334,3.466666666666679,4.263256414560601e-14,0.0006680555555555555,0,2,88,6,0,0,0,1,2,42.400000000000006
96,3,1.1,1,2,0,14.399999999999977,0.958333333333333,1.0104166666666667,0.9333333333333472,4.263256414560601e-14,0.0008109375,0,10,80,6,0,0,0,2,8 2,50.0
96,3,1.1,1,3,0,14.399999999999977,0.75,1.0625,5.6000000000000085,4.263256414560601e-14,0.0008277777777777778,0,24,72,0,0,0,0,4,12 4 4 4,36.0
96,3,1.1,1,4,0,14.399999999999977,1.0416666666666665,0.9895833333333334,3.466666666666677,4.263256414560601e-14,0.0007878472222222222,0,4,84,8,0,0,0,2,2 2,42.400000000000006
96,3,1.1,1,5,0,14.399999999999977,1.0416666666666665,0.9895833333333334,2.0000000000000075,4.263256414560601e-14,0.0006967013888888888,0,2,88,6,0,0,0,1,2,46.800000000000004
96,3,1.1,1,6,0,14.399999999999977,1.0833333333333335,0.9791666666666666,1.0666666666666806,4.263256414560601e-14,0.0009625,0,0,88,8,0,0,0,0,,49.6
96,3,1.1,1,7,0,14.399999999999977,0.791666666666667,1.0520833333333333,3.2000000000000113,4.263256414560601e-14,0.0009817708333333334,0,20,76,0,0,0,0,3,12 4 4,43.20000000000002
96,3,1.1,1,8,0,14.399999999999977,1.0,1.0,5.86666666666667,4.263256414560601e-14,0.0007208333333333333,0,6,84,6,0,0,0,2,4 2,35.2
96,3,1.1,1,9,0,14.399999999999977,0.916666666666667,1.0208333333333333,0.40000000000000685,4.263256414560601e-14,0.0009555555555555555,1,12,77,6,0,0,0,3,8 2 2,51.60000000000001
96,3,1.1,1,10,0,14.399999999999977,0.666666666666667,1.0833333333333333,1.600000000000011,4.263256414560601e-14,0.0008913194444444445,0,32,64,0,0,0,0,1,32,48.0
96,3,1.1,1,11,0,14.399999999999977,0.708333333333333,1.0729166666666667,2.133333333333342,4.263256414560601e-14,0.0008439236111111112,0,28,68,0,0,0,0,6,8 4 4 4 4 4,46.400000000000006
96,3,1.1,1,12,0,14.399999999999977,1.0,1.0,5.866666666666679,4.263256414560601e-14,0.0009869791666666666,0,4,88,4,0,0,0,2,2 2,35.2
96,3,1.1,1,13,0,14.399999999999977,0.708333333333333,1.0729166666666667,0.6666666666666791,5.684341886080802e-14,0.0014210069444444444,1,30,61,4,0,0,0,5,12 8 5 4 1,50.80000000000001
96,3,1.1,1,14,0,14.399999999999977,1.0416666666666665,0.9895833333333334,0.5333333333333462,4.263256414560601e-14,0.0007852430555555555,0,0,92,4,0,0,0,0,,51.2
96,3,1.1,1,15,0,14.399999999999977,1.0833333333333335,0.9791666666666666,1.0666666666666724,4.263256414560601e-14,0.0007423611111111111,0,0,88,8,0,0,0,0,,49.6
96,3,1.1,1,16,0,14.399999999999977,0.833333333333333,1.0416666666666667,3.733333333333349,4.973799150320701e-14,0.0009225694444444444,0,16,80,0,0,0,0,3,8 4 4,41.60000000000001
96,3,1.1,1,17,0,14.399999999999977,0.875,1.03125,2.8000000000000185,6.394884621840902e-14,0.0009847222222222221,0,14,80,2,0,0,0,5,4 4 2 2 2,44.400000000000006
96,3,1.1,1,18,0,14.399999999999977,0.916666666666667,1.0208333333333333,1.8666666666666778,4.263256414560601e-14,0.0011097222222222222,0,14,76,6,0,0,0,2,10 4,47.2
96,3,1.1,1,19,0,14.399999999999977,0.875,1.03125,2.8000000000000056,4.263256414560601e-14,0.0008043402777777777,0,15,78,3,0,0,0,4,6 5 2 2,44.400000000000006
96,6,1.1,1,0,0,14.399999999999977,0.875,1.03125,3.6000000000000036,4.263256414560601e-14,0.0009357638888888889,0,12,84,0,0,0,0,3,4 4 4,31.200000000000003
96,6,1.1,1,1,0,14.399999999999977,0.916666666666667,1.0208333333333333,0.9333333333333392,4.973799150320701e-14,0.0009234375,0,10,84,2,0,0,0,2,8 2,47.2
96,6,1.1,1,2,0,14.399999999999977,0.875,1.03125,2.1333333333333386,4.263256414560601e-14,0.0008956597222222222,1,14,77,4,0,0,0,5,8 2 2 1 1,40.0
96,6,1.1,1,3,0,14.399999999999977,0.875,1.03125,3.6000000000000014,4.263256414560601e-14,0.0010255208333333334,0,14,80,2,0,0,0,3,10 2 2,31.200000000000003
96,6,1.1,1,4,0,14.399999999999977,0.916666666666667,1.0208333333333333,5.333333333333336,4.263256414560601e-14,0.0007213541666666667,0,8,88,0,0,0,0,2,4 4,20.800000000000004
96,6,1.1,1,5,0,14.399999999999977,0.875,1.03125,2.866666666666671,4.263256414560601e-14,0.0008904513888888889,0,12,84,0,0,0,0,4,4 4 2 2,35.60000000000001
96,6,1.1,1,6,0,14.399999999999977,0.833333333333333,1.0416666666666667,2.600000000000005,4.263256414560601e-14,0.0008902777777777778,0,18,76,2,0,0,0,3,8 6 4,37.2
96,6,1.1,1,7,0,14.399999999999977,0.791666666666667,1.0520833333333333,4.533333333333334,4.263256414560601e-14,0.0008869791666666667,0,20,76,0,0,0,0,3,12 4 4,25.60000000000001
96,6,1.1,1,8,0,14.399999999999977,0.791666666666667,1.0520833333333333,3.0666666666666678,4.263256414560601e-14,0.0007387152777777778,0,20,76,0,0,0,0,2,16 4,34.400000000000006
96,6,1.1,1,9,0,14.399999999999977,0.541666666666667,1.1145833333333333,4.400000000000003,4.263256414560601e-14,0.0007085069444444444,0,44,52,0,0,0,0,4,24 8 8 4,26.400000000000006
96,6,1.1,1,10,0,14.399999999999977,0.791666666666667,1.0520833333333333,3.800000000000008,6.394884621840902e-14,0.0011128472222222223,0,20,76,0,0,0,0,3,12 4 4,30.000000000000014
96,6,1.1,1,11,0,14.399999999999977,1.0416666666666665,0.9895833333333334,2.4666666666666726,4.263256414560601e-14,0.0006895833333333333,0,3,86,7,0,0,0,1,3,38.0
96,6,1.1,1,12,0,14.399999999999977,1.0416666666666665,0.9895833333333334,1.733333333333334,4.263256414560601e-14,0.0007519097222222222,0,0,92,4,0,0,0,0,,42.400000000000006
96,6,1.1,1,13,0,14.399999999999977,0.958333333333333,1.0104166666666667,4.86666666666667,4.263256414560601e-14,0.0006508680555555556,0,6,88,2,0,0,0,3,2 2 2,23.6
96,6,1.1,1,14,0,14.399999999999977,1.0416666666666665,0.9895833333333334,1.7333333333333387,4.263256414560601e-14,0.0006013888888888889,0,2,88,6,0,0,0,1,2,42.400000000000006
96,6,1.1,1,15,0,14.399999999999977,1.0,1.0,0.733333333333334,4.263256414560601e-14,0.001002951388888889,0,6,84,6,0,0,0,2,4 2,48.400000000000006
96,6,1.1,1,16,0,14.399999999999977,0.791666666666667,1.0520833333333333,4.533333333333338,4.263256414560601e-14,0.0008267361111111111,0,20,76,0,0,0,0,4,8 4 4 4,25.60000000000001
96,6,1.1,1,17,0,14.399999999999977,0.833333333333333,1.0416666666666667,1.1333333333333357,4.263256414560601e-14,0.001021875,0,18,76,2,0,0,0,3,12 4 2,46.000000000000014
96,6,1.1,1,18,0,14.399999999999977,0.875,1.03125,2.1333333333333404,4.263256414560601e-14,0.0008833333333333333,0,14,80,2,0,0,0,4,4 4 3 3,40.0
96,6,1.1,1,19,0,14.399999999999977,1.0,1.0,2.933333333333337,4.263256414560601e-14,0.0008866319444444444,0,4,88,4,0,0,0,2,2 2,35.2
96,12,1.1,1,0,0,14.399999999999977,0.958333333333333,1.0104166666666667,3.5333333333333363,4.263256414560601e-14,0.0005102430555555556,0,4,92,0,0,0,0,1,4,10.400000000000002
96,12,1.1,1,1,0,14.399999999999977,0.875,1.03125,1.8000000000000014,4.263256414560601e-14,0.0005565972222222222,0,12,84,0,0,0,0,3,4 4 4,31.200000000000003
96,12,1.1,1,2,0,14.399999999999977,1.0,1.0,2.933333333333337,4.263256414560601e-14,0.0004857638888888889,0,2,92,2,0,0,0,1,2,17.6
96,12,1.1,1,3,0,14.399999999999977,1.0,1.0,2.9333333333333353,4.263256414560601e-14,0.00042673611111111113,0,0,96,0,0,0,0,0,,17.6
96,12,1.1,1,4,0,14.399999999999977,1.0,1.0,1.4666666666666692,3.552713678800501e-14,0.0005147569444444444,0,4,88,4,0,0,0,2,2 2,35.2
96,12,1.1,1,5,0,14.399999999999977,1.0,1.0,2.933333333333335,4.263256414560601e-14,0.0005723958333333333,0,0,96,0,0,0,0,0,,17.6
96,12,1.1,1,6,0,14.399999999999977,0.791666666666667,1.0520833333333333,2.2666666666666693,4.263256414560601e-14,0.0005178819444444444,0,20,76,0,0,0,0,1,20,25.60000000000001
96,12,1.1,1,7,0,14.399999999999977,0.958333333333333,1.0104166666666667,3.533333333333335,4.263256414560601e-14,0.0004369791666666667,0,4,92,0,0,0,0,1,4,10.400000000000002
96,12,1.1,1,8,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.0666666666666713,5.684341886080802e-14,0.0005852430555555555,0,4,92,0,0,0,0,1,4,28.0
96,12,1.1,1,9,0,14.399999999999977,0.916666666666667,1.0208333333333333,2.6666666666666696,4.263256414560601e-14,0.0004828125,0,8,88,0,0,0,0,1,8,20.800000000000004
96,12,1.1,1,10,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.066666666666667,4.263256414560601e-14,0.0005831597222222222,0,4,92,0,0,0,0,1,4,28.0
96,12,1.1,1,11,0,14.399999999999977,0.916666666666667,1.0208333333333333,1.9333333333333353,4.263256414560601e-14,0.0005229166666666666,0,9,86,1,0,0,0,2,5 4,29.60000000000001
96,12,1.1,1,12,0,14.399999999999977,0.875,1.03125,2.5333333333333368,4.263256414560601e-14,0.0004989583333333334,0,12,84,0,0,0,0,1,12,22.400000000000006
96,12,1.1,1,13,0,14.399999999999977,0.958333333333333,1.0104166666666667,3.5333333333333354,4.263256414560601e-14,0.0006072916666666667,0,4,92,0,0,0,0,1,4,10.400000000000002
96,12,1.1,1,14,0,14.399999999999977,0.916666666666667,1.0208333333333333,2.6666666666666674,4.263256414560601e-14,0.0005135416666666667,0,8,88,0,0,0,0,2,4 4,20.800000000000004
96,12,1.1,1,15,0,14.399999999999977,0.916666666666667,1.0208333333333333,2.66666666666667,4.263256414560601e-14,0.0005161458333333333,0,8,88,0,0,0,0,2,4 4,20.800000000000004
96,12,1.1,1,16,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.0666666666666687,4.263256414560601e-14,0.0005307291666666667,0,4,92,0,0,0,0,1,4,28.0
96,12,1.1,1,17,0,14.399999999999977,0.958333333333333,1.0104166666666667,3.5333333333333354,4.263256414560601e-14,0.00046857638888888887,0,4,92,0,0,0,0,1,4,10.400000000000002
96,12,1.1,1,18,0,14.399999999999977,0.958333333333333,1.0104166666666667,1.700000000000002,4.263256414560601e-14,0.0005041666666666667,0,6,88,2,0,0,0,3,2 2 2,32.400000000000006
96,12,1.1,1,19,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.0666666666666687,4.263256414560601e-14,0.0004864583333333333,0,6,88,2,0,0,0,2,4 2,28.0
96,18,1.1,1,0,0,14.399999999999977,1.0,1.0,1.9555555555555573,4.263256414560601e-14,0.00030989583333333336,0,2,92,2,0,0,0,1,2,17.6
96,18,1.1,1,1,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.3555555555555583,4.263256414560601e-14,0.00036597222222222223,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,2,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.355555555555556,3.552713678800501e-14,0.0002784722222222222,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,3,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.355555555555557,4.263256414560601e-14,0.00036319444444444447,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,4,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.355555555555557,4.263256414560601e-14,0.0003298611111111111,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,5,0,14.399999999999977,1.0,1.0,1.9555555555555573,4.263256414560601e-14,0.0002888888888888889,0,0,96,0,0,0,0,0,,17.6
96,18,1.1,1,6,0,14.399999999999977,1.0,1.0,1.9555555555555577,4.263256414560601e-14,0.00036475694444444446,0,2,92,2,0,0,0,1,2,17.6
96,18,1.1,1,7,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.355555555555556,4.263256414560601e-14,0.00030868055555555553,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,8,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.3555555555555574,4.263256414560601e-14,0.0002611111111111111,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,9,0,14.399999999999977,0.916666666666667,1.0208333333333333,1.7777777777777795,4.263256414560601e-14,0.0002894097222222222,0,8,88,0,0,0,0,2,4 4,20.800000000000004
96,18,1.1,1,10,0,14.399999999999977,1.0,1.0,1.9555555555555577,4.263256414560601e-14,0.0003137152777777778,0,2,92,2,0,0,0,1,2,17.6
96,18,1.1,1,11,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.355555555555557,4.263256414560601e-14,0.00037222222222222225,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,12,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.3555555555555574,4.263256414560601e-14,0.0003315972222222222,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,13,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.355555555555557,4.263256414560601e-14,0.000284375,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,14,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.355555555555557,4.263256414560601e-14,0.00031944444444444446,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,15,0,14.399999999999977,1.0,1.0,1.9555555555555577,4.263256414560601e-14,0.0002954861111111111,0,0,96,0,0,0,0,0,,17.6
96,18,1.1,1,16,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.355555555555558,4.263256414560601e-14,0.0003144097222222222,0,4,92,0,0,0,0,1,4,10.400000000000002
96,18,1.1,1,17,0,14.399999999999977,0.875,1.03125,1.6888888888888904,4.263256414560601e-14,0.00029583333333333333,0,12,84,0,0,0,0,1,12,22.400000000000006
96,18,1.1,1,18,0,14.399999999999977,0.916666666666667,1.0208333333333333,1.777777777777779,4.263256414560601e-14,0.0002722222222222222,0,8,88,0,0,0,0,1,8,20.800000000000004
96,18,1.1,1,19,0,14.399999999999977,0.958333333333333,1.0104166666666667,2.3555555555555574,4.263256414560601e-14,0.00031319444444444445,0,4,92,0,0,0,0,1,4,10.400000000000002
96,24,1.1,1,0,0,14.399999999999977,0.958333333333333,1.0104166666666667,1.4000000000000015,4.263256414560601e-14,0.00024114583333333334,0,4,92,0,0,0,0,2,2 2,19.200000000000003
96,24,1.1,1,1,0,14.399999999999977,1.0,1.0,1.466666666666668,4.263256414560601e-14,0.0002579861111111111,0,2,92,2,0,0,0,1,2,17.6
96,24,1.1,1,2,0,14.399999999999977,0.958333333333333,1.0104166666666667,1.7666666666666677,4.263256414560601e-14,0.00022291666666666667,0,4,92,0,0,0,0,1,4,10.400000000000002
