N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
192,48,4,0,1.25,1.5,304277750,2910,1255,1.0,0.7599826388888888,1.0,0.75,1545,1,1.0,56,0,136,56,0,0,0,0,1785,1,1.0,96,0,96,96,0,0,0,0,2305,1,1.0,144,0,48,144,0,0,0,0
192,48,4,1,1.25,1.5,2088770355,4555,905,1.0,0.6829861111111111,1.0,0.75,3200,1,1.0,48,0,144,48,0,0,0,0,3595,1,1.0,96,0,96,96,0,0,0,0,4115,2,0.9444444444444444,144,0,48,144,0,0,0,0
192,48,4,2,1.25,1.5,2741307050,30300,510,1.0052083333333333,0.8229166666666666,1.0,0.75,790,3,0.5,40,0,148,40,4,0,0,0,1135,3,0.75,88,0,100,88,4,0,0,0,1640,3,0.8382352941176471,136,0,52,136,4,0,0,0
192,48,4,3,1.25,1.5,3122743447,2090,715,1.0,0.9046875,1.0,0.75,925,2,0.5,48,0,144,48,0,0,0,0,1295,5,0.5454545454545454,88,0,100,88,4,0,0,0,1470,2,0.6111111111111112,144,0,48,144,0,0,0,0
192,48,4,4,1.25,1.5,2775020953,29680,4005,1.0,0.7703125000000001,1.0,0.75,4555,4,0.35,40,0,148,40,4,0,0,0,4920,3,0.5681818181818182,88,0,100,88,4,0,0,0,5160,3,0.5147058823529411,136,0,52,136,4,0,0,0
192,48,4,5,1.25,1.5,499545389,8685,985,1.0,0.9265625,1.0,0.75,1310,1,1.0,48,0,144,48,0,0,0,0,1595,1,1.0,96,0,96,96,0,0,0,0,1885,1,1.0,144,0,48,144,0,0,0,0
192,48,4,6,1.25,1.5,4294823529,2035,235,1.0,0.9052083333333333,1.0,0.75,545,1,1.0,48,0,144,48,0,0,0,0,765,2,0.7916666666666666,96,0,96,96,0,0,0,0,1290,1,1.0,144,0,48,144,0,0,0,0
192,48,4,7,1.25,1.5,2730578598,1535,515,1.0,0.9229166666666666,1.0,0.75,640,2,0.5,48,0,144,48,0,0,0,0,885,2,0.5416666666666666,96,0,96,96,0,0,0,0,1020,1,1.0,144,0,48,144,0,0,0,0
192,48,4,8,1.25,1.5,1702707077,8425,1625,1.0,0.9265625,1.0,0.75,5240,2,0.8461538461538461,52,0,140,52,0,0,0,0,5835,1,1.0,96,0,96,96,0,0,0,0,6215,1,1.0,144,0,48,144,0,0,0,0
192,48,4,9,1.25,1.5,2203828851,2330,280,1.0,0.7740451388888889,1.0,0.75,550,4,0.6,40,0,148,40,4,0,0,0,780,4,0.6363636363636364,88,0,100,88,4,0,0,0,1350,3,0.7205882352941176,136,0,52,136,4,0,0,0
192,48,4,10,1.25,1.5,3811593077,3960,2290,1.0,0.9208333333333333,1.0,0.75,2520,2,0.7857142857142857,56,0,136,56,0,0,0,0,2830,2,0.7083333333333334,96,0,96,96,0,0,0,0,3185,1,1.0,144,0,48,144,0,0,0,0
192,48,4,11,1.25,1.5,2198096380,3655,1430,1.0,0.9234374999999999,1.0,0.75,1915,1,1.0,52,0,140,52,0,0,0,0,2460,1,1.0,100,0,92,100,0,0,0,0,3000,1,1.0,144,0,48,144,0,0,0,0
192,48,4,12,1.25,1.5,170967001,2130,205,1.0,0.8885416666666667,1.0,0.75,295,1,1.0,48,0,144,48,0,0,0,0,1035,1,1.0,96,0,96,96,0,0,0,0,1525,2,0.9166666666666666,144,0,48,144,0,0,0,0
192,48,4,13,1.25,1.5,3434183737,2285,400,1.0,0.9265625,1.0,0.75,685,1,1.0,48,0,144,48,0,0,0,0,1150,1,1.0,96,0,96,96,0,0,0,0,1525,1,1.0,144,0,48,144,0,0,0,0
192,48,4,14,1.25,1.5,1728100260,2055,710,1.0,0.7680555555555556,1.0,0.75,870,5,0.8461538461538461,52,0,136,52,4,0,0,0,1065,4,0.8181818181818182,88,0,100,88,4,0,0,0,1340,4,0.8235294117647058,136,0,52,136,4,0,0,0
192,48,4,15,1.25,1.5,1882657123,3635,995,1.0,0.9774305555555556,1.0,0.75,1960,2,0.75,48,0,144,48,0,0,0,0,2220,2,0.5833333333333334,96,0,96,96,0,0,0,0,2375,2,0.5277777777777778,144,0,48,144,0,0,0,0
192,48,4,16,1.25,1.5,2708365634,4830,880,1.0,0.96875,1.0,0.75,3190,1,1.0,48,0,144,48,0,0,0,0,3460,1,1.0,96,0,96,96,0,0,0,0,4260,1,1.0,144,0,48,144,0,0,0,0
192,48,4,17,1.25,1.5,703430271,4585,2325,1.0,0.9982638888888888,1.0,0.75,3250,2,0.5833333333333334,48,0,144,48,0,0,0,0,3505,2,0.56,100,0,92,100,0,0,0,0,3700,1,1.0,144,0,48,144,0,0,0,0
192,48,4,18,1.25,1.5,1863733436,2885,1145,1.0,0.8407986111111111,1.0,0.75,1385,1,1.0,48,0,144,48,0,0,0,0,1785,1,1.0,92,0,98,92,2,0,0,0,2210,1,1.0,144,0,48,144,0,0,0,0
192,48,4,19,1.25,1.5,387099983,2505,290,1.0,0.7606770833333333,1.0,0.75,730,1,1.0,48,0,144,48,0,0,0,0,1015,1,1.0,96,0,96,96,0,0,0,0,1265,3,0.9037037037037037,135,0,51,135,5,1,0,0
192,48,4,20,1.25,1.5,1689692433,1945,220,1.0,0.8614583333333333,1.0,0.75,380,1,1.0,48,0,144,48,0,0,0,0,775,1,1.0,96,0,96,96,0,0,0,0,1095,1,1.0,144,0,48,144,0,0,0,0
192,48,4,21,1.25,1.5,3226645735,3030,1120,1.0,0.9239583333333333,1.0,0.75,1420,1,1.0,48,0,144,48,0,0,0,0,1930,1,1.0,100,0,92,100,0,0,0,0,2275,1,1.0,144,0,48,144,0,0,0,0
192,48,4,22,1.25,1.5,4086875695,5445,925,1.0,0.9270833333333333,1.0,0.75,1145,1,1.0,48,0,144,48,0,0,0,0,1365,1,1.0,96,0,96,96,0,0,0,0,2015,1,1.0,144,0,48,144,0,0,0,0
192,48,4,23,1.25,1.5,2586973085,13005,1545,1.0,0.6664062500000001,1.0,0.75,2075,3,0.7,40,0,148,40,4,0,0,0,2845,3,0.6590909090909091,88,0,100,88,4,0,0,0,3835,3,0.7794117647058824,136,0,52,136,4,0,0,0
192,48,4,24,1.25,1.5,1930848343,10235,205,1.0,0.9878472222222222,1.0,0.75,345,1,1.0,48,0,144,48,0,0,0,0,980,1,1.0,96,0,96,96,0,0,0,0,1495,1,1.0,144,0,48,144,0,0,0,0
192,48,4,25,1.25,1.5,1081155305,2350,550,1.0,0.9756944444444444,1.0,0.75,795,1,1.0,48,0,144,48,0,0,0,0,1205,1,1.0,96,0,96,96,0,0,0,0,1725,1,1.0,144,0,48,144,0,0,0,0
192,48,4,26,1.25,1.5,1479733225,30300,3155,1.0104166666666667,0.8020833333333334,1.0,0.75,3455,4,0.7,40,0,148,40,4,0,0,0,3570,4,0.5909090909090909,88,0,100,88,4,0,0,0,4195,3,0.5441176470588235,136,0,52,136,4,0,0,0
192,48,4,27,1.25,1.5,661148754,3445,1235,1.0,0.9249999999999999,1.0,0.75,1535,1,1.0,48,0,144,48,0,0,0,0,2065,1,1.0,96,0,96,96,0,0,0,0,2670,4,0.9583333333333334,144,0,44,144,4,0,0,0
192,48,4,28,1.25,1.5,830638649,2080,310,1.0,0.9270833333333333,1.0,0.75,525,1,1.0,48,0,144,48,0,0,0,0,1025,1,1.0,96,0,96,96,0,0,0,0,1360,1,1.0,144,0,48,144,0,0,0,0
192,48,4,29,1.25,1.5,2824776189,2295,205,1.0,0.921875,1.0,0.75,530,3,0.9,40,0,148,40,4,0,0,0,850,2,0.625,96,0,96,96,0,0,0,0,1180,1,1.0,148,0,44,148,0,0,0,0
