N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,seeds,seed_sweeps,patches_max,patch_series,converted_series,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
4096,1024,4,12,1.25,1.75,3418099938,7125,585,1.005859375,-2.508125813802083,1.0,-1.8242004394531248,1800,2400,0.75,47,900:1 1500:1 2400:1 2500:1 2600:1 2700:1 2900:1 3000:1 3200:1 3300:1 3400:2 3600:2 3700:4 3800:3 3900:5 4000:2 4100:1 4200:2 4300:4 4400:1 4500:6 4600:4 4700:1,30,0 0 0 0 0 0 0 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 3 4 5 5 5 5 3 4 6 9 11 12 14 18 21 17 22 19 22 20 30 24 16,0 0 0 0 0 8 8 8 16 16 16 16 24 24 36 28 40 44 44 44 44 60 64 78 94 106 118 142 174 180 177 199 223 245 293 305 349 408 454 445 515 583 620 647 715 700 589,3835,106,0.05647058823529412,425,1,3371,425,293,6,0,0,4225,176,0.04391891891891892,592,1,2782,592,701,17,3,0,4485,188,0.041968162083936326,691,0,2232,691,1144,24,4,1
4096,1024,4,13,1.25,1.75,1457361947,5800,340,1.007080078125,-2.4586079915364585,1.0,-1.8380289713541669,1200,2400,0.75,36,100:1 400:1 1100:1 1200:1 1300:1 1500:1 1700:1 1900:1 2000:4 2100:1 2200:1 2300:1 2400:2 2600:3 2700:3 2800:2 2900:4 3000:3 3300:3 3400:1,27,1 1 1 2 2 2 2 2 2 2 3 4 4 4 5 5 6 8 8 11 14 15 16 19 15 22 22 18 22 23 20 21 27 27,8 20 20 36 40 44 46 53 73 85 101 119 139 151 179 197 214 212 235 273 322 356 366 398 421 431 481 551 583 651 666 636 667 687,2610,97,0.10983981693363844,437,0,3360,437,290,9,0,0,2975,146,0.04395604395604396,637,0,2759,637,685,15,0,0,3200,169,0.03773584905660377,636,2,2245,636,1187,24,2,0
4096,1024,4,14,1.25,1.75,3244449109,6270,405,1.007080078125,-2.533888753255208,1.0,-1.8353556315104167,1800,2400,0.75,35,600:1 700:1 900:1 1300:1 1400:1 1900:1 2000:1 2200:1 2400:2 2600:1 2800:1 2900:3 3000:2 3100:3 3200:1 3300:3 3400:3 3500:2 3800:6,25,0 0 0 0 0 1 2 2 3 3 3 3 4 5 4 3 3 3 4 6 7 8 7 9 7 9 10 13 15 17 20 20 22 23 24 25 15 14,0 0 0 0 16 28 32 32 36 40 40 44 60 72 84 100 108 112 132 152 156 184 184 232 246 282 300 347 399 401 485 535 555 553 627 670 594 624,3020,104,0.062360801781737196,449,0,3356,449,290,1,0,0,3445,146,0.04203152364273205,571,2,2782,571,732,9,0,0,3685,182,0.040257648953301126,621,0,2234,621,1228,13,0,0
