N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,f_200,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,0,1.3,1.5,3067884295,2055,220,1.0,1.2000000000000002,1.2000000000000002,1.1250000000000002,600,1800,0.75,0.5625,205,1,1.0,40,0,24,40,0,0,0,0,205,1,1.0,40,0,24,40,0,0,0,0,230,1,1.0,48,0,16,48,0,0,0,0
64,16,4,1,1.3,1.5,955673480,4530,690,1.0,1.2000000000000002,1.2000000000000002,0.9625000000000002,1800,3000,0.75,0.0,720,1,1.0,16,0,48,16,0,0,0,0,755,1,1.0,32,0,32,32,0,0,0,0,790,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2,1.3,1.5,3834365387,3785,370,1.0,1.2000000000000002,1.2000000000000002,0.9573958333333336,1800,3000,0.75,0.0,395,1,1.0,16,0,48,16,0,0,0,0,470,1,1.0,32,0,32,32,0,0,0,0,495,1,1.0,48,0,16,48,0,0,0,0
64,16,4,3,1.3,1.5,343040596,2220,325,1.0,1.2000000000000002,1.2000000000000002,1.2000000000000002,0,1200,0.75,0.0,325,4,0.25,8,0,52,8,4,0,0,0,940,1,1.0,32,0,32,32,0,0,0,0,980,1,1.0,48,0,16,48,0,0,0,0
64,16,4,4,1.3,1.5,549844145,1625,205,1.0,1.2000000000000002,1.2000000000000002,1.2000000000000002,0,1200,0.75,0.0,220,1,1.0,16,0,48,16,0,0,0,0,245,1,1.0,32,0,32,32,0,0,0,0,360,1,1.0,48,0,16,48,0,0,0,0
64,16,4,5,1.3,1.5,3948935726,115970,1600,1.0,0.9000000000000002,1.2000000000000002,0.8614583333333334,0,100200,0.75,0.0,1600,4,0.25,8,0,52,8,4,0,0,0,1645,2,0.9,20,0,38,20,6,0,0,0,1760,4,0.8125,32,0,24,32,8,0,0,0
64,16,4,6,1.3,1.5,3022996990,1405,,1.0,1.2000000000000002,1.2000000000000002,1.2000000000000002,0,1200,0.75,1.0,205,1,1.0,64,0,0,64,0,0,0,0,205,1,1.0,64,0,0,64,0,0,0,0,205,1,1.0,64,0,0,64,0,0,0,0
64,16,4,7,1.3,1.5,3394398043,2150,225,1.0,1.2000000000000002,1.2000000000000002,1.1918750000000002,0,1800,0.75,0.6875,205,1,1.0,44,0,20,44,0,0,0,0,205,1,1.0,44,0,20,44,0,0,0,0,215,1,1.0,48,0,16,48,0,0,0,0
64,16,4,8,1.3,1.5,1448700194,2045,210,1.0,1.2000000000000002,1.2000000000000002,1.0906250000000002,600,1800,0.75,0.5625,205,1,1.0,36,0,28,36,0,0,0,0,205,1,1.0,36,0,28,36,0,0,0,0,215,1,1.0,48,0,16,48,0,0,0,0
64,16,4,9,1.3,1.5,3262452689,103280,240,1.0,0.8750000000000001,1.2000000000000002,0.8614583333333334,0,100200,0.75,0.0,240,4,0.25,8,0,52,8,4,0,0,0,315,3,0.8333333333333334,24,0,36,24,4,0,0,0,440,3,0.9,40,0,20,40,4,0,0,0
64,16,4,10,1.3,1.5,2103705362,4810,210,1.0,1.2000000000000002,1.2000000000000002,0.9625000000000002,1800,3000,0.75,0.5625,205,1,1.0,36,0,28,36,0,0,0,0,205,1,1.0,36,0,28,36,0,0,0,0,210,1,1.0,52,0,12,52,0,0,0,0
64,16,4,11,1.3,1.5,2854685916,2100,235,1.0,1.2000000000000002,1.2000000000000002,1.1567708333333335,0,1800,0.75,0.5,205,1,1.0,28,0,36,28,0,0,0,0,210,1,1.0,32,0,32,32,0,0,0,0,255,1,1.0,52,0,12,52,0,0,0,0
64,16,4,12,1.3,1.5,665768522,2610,710,1.0,1.2000000000000002,1.2000000000000002,1.0703125000000002,600,1800,0.75,0.0,710,1,1.0,16,0,48,16,0,0,0,0,725,1,1.0,32,0,32,32,0,0,0,0,760,1,1.0,48,0,16,48,0,0,0,0
64,16,4,13,1.3,1.5,3073852147,3050,550,1.0,1.2000000000000002,1.2000000000000002,1.0321875,600,1800,0.75,0.0,555,1,1.0,16,0,48,16,0,0,0,0,610,1,1.0,32,0,32,32,0,0,0,0,640,1,1.0,48,0,16,48,0,0,0,0
64,16,4,14,1.3,1.5,378642672,4365,330,1.0,1.2000000000000002,1.2000000000000002,0.9581250000000002,600,2400,0.75,0.0,330,4,0.25,8,0,52,8,4,0,0,0,365,5,0.6666666666666666,18,0,39,18,7,0,0,0,520,1,1.0,48,0,16,48,0,0,0,0
64,16,4,15,1.3,1.5,3452248344,2640,245,1.0,1.2000000000000002,1.2000000000000002,1.1810416666666668,0,1800,0.75,0.0,245,4,0.25,8,0,52,8,4,0,0,0,770,1,1.0,32,0,32,32,0,0,0,0,805,1,1.0,52,0,12,52,0,0,0,0
64,16,4,16,1.3,1.5,3009666716,1520,225,1.0,1.2000000000000002,1.2000000000000002,1.2000000000000002,0,1200,0.75,0.0,235,1,1.0,16,0,48,16,0,0,0,0,260,1,1.0,32,0,32,32,0,0,0,0,285,1,1.0,48,0,16,48,0,0,0,0
64,16,4,17,1.3,1.5,2660369719,108295,315,1.0,0.8750000000000001,1.2000000000000002,0.8506250000000001,0,100200,0.75,0.0,315,4,0.25,8,0,52,8,4,0,0,0,370,3,0.8333333333333334,24,0,36,24,4,0,0,0,395,3,0.9,40,0,20,40,4,0,0,0
64,16,4,18,1.3,1.5,241289374,3245,205,1.0,1.2000000000000002,1.2000000000000002,0.9625000000000002,1800,3000,0.75,0.5,205,1,1.0,40,0,24,40,0,0,0,0,205,1,1.0,40,0,24,40,0,0,0,0,215,1,1.0,48,0,16,48,0,0,0,0
64,16,4,19,1.3,1.5,297282248,1640,340,1.0,1.2000000000000002,1.2000000000000002,1.1945833333333336,0,1200,0.75,0.0,340,1,1.0,16,0,48,16,0,0,0,0,370,1,1.0,32,0,32,32,0,0,0,0,410,1,1.0,48,0,16,48,0,0,0,0
64,16,4,20,1.3,1.5,104936301,105880,205,1.0,0.9000000000000002,1.2000000000000002,0.8859375000000003,0,100200,0.75,0.125,205,4,0.25,8,0,52,8,4,0,0,0,265,3,0.8333333333333334,24,0,36,24,4,0,0,0,410,3,0.9,40,0,20,40,4,0,0,0
64,16,4,21,1.3,1.5,878502214,100635,205,1.0,0.7015104166666668,1.2000000000000002,0.24822916666666706,1200,100200,0.75,0.75,205,3,0.71875,32,0,24,32,8,0,0,0,205,3,0.71875,32,0,24,32,8,0,0,0,205,3,0.71875,32,0,24,32,8,0,0,0
64,16,4,22,1.3,1.5,322532185,1405,,1.0,1.2000000000000002,1.2000000000000002,1.2000000000000002,0,1200,0.75,1.0,205,1,1.0,64,0,0,64,0,0,0,0,205,1,1.0,64,0,0,64,0,0,0,0,205,1,1.0,64,0,0,64,0,0,0,0
64,16,4,23,1.3,1.5,2793482563,3865,785,1.0,1.2000000000000002,1.2000000000000002,0.9603125000000002,1800,3000,0.75,0.0,790,1,1.0,16,0,48,16,0,0,0,0,810,1,1.0,32,0,32,32,0,0,0,0,835,1,1.0,48,0,16,48,0,0,0,0
64,16,4,24,1.3,1.5,4026650771,3310,825,1.0,1.2000000000000002,1.2000000000000002,0.9483333333333336,1200,2400,0.75,0.0,855,1,1.0,20,0,44,20,0,0,0,0,890,1,1.0,40,0,24,40,0,0,0,0,895,1,1.0,50,0,13,50,1,0,0,0
64,16,4,25,1.3,1.5,4086776310,3255,205,1.0,1.2000000000000002,1.2000000000000002,0.9493750000000003,600,2400,0.75,0.375,205,4,0.625,16,0,44,16,4,0,0,0,775,1,1.0,36,0,28,36,0,0,0,0,825,1,1.0,52,0,12,52,0,0,0,0
64,16,4,26,1.3,1.5,138613806,84880,230,1.0,1.2000000000000002,1.2000000000000002,0.5890104166666669,83400,84600,0.75,0.625,205,4,0.42857142857142855,28,0,30,28,6,0,0,0,205,4,0.42857142857142855,28,0,30,28,6,0,0,0,230,3,0.65,40,0,20,40,4,0,0,0
64,16,4,27,1.3,1.5,3409613515,4640,815,1.0,1.2000000000000002,1.2000000000000002,0.9625000000000002,1800,3000,0.75,0.0,1540,1,1.0,16,0,48,16,0,0,0,0,1595,1,1.0,32,0,32,32,0,0,0,0,1620,1,1.0,48,0,16,48,0,0,0,0
64,16,4,28,1.3,1.5,278715643,4150,295,1.0,1.2000000000000002,1.2000000000000002,0.9668750000000002,600,1800,0.75,0.0,315,1,1.0,16,0,48,16,0,0,0,0,350,1,1.0,32,0,32,32,0,0,0,0,445,1,1.0,52,0,12,52,0,0,0,0
64,16,4,29,1.3,1.5,372924473,4015,275,1.0,1.2000000000000002,1.2000000000000002,0.9595833333333336,2400,3600,0.75,0.0,280,1,1.0,16,0,48,16,0,0,0,0,290,1,1.0,32,0,32,32,0,0,0,0,350,1,1.0,48,0,16,48,0,0,0,0
96,24,4,0,1.3,1.5,1765886355,5520,530,1.0,1.2000000000000004,1.2000000000000002,1.036805555555556,3600,4800,0.75,0.0,585,1,1.0,24,0,72,24,0,0,0,0,615,1,1.0,48,0,48,48,0,0,0,0,685,1,1.0,72,0,24,72,0,0,0,0
96,24,4,1,1.3,1.5,423193577,93510,205,1.0,1.2000000000000004,1.2000000000000002,0.7651041666666671,85200,87000,0.75,0.20833333333333304,205,1,1.0,24,0,72,24,0,0,0,0,270,4,0.85,40,0,52,40,4,0,0,0,330,3,0.78125,64,0,28,64,4,0,0,0
96,24,4,2,1.3,1.5,3476346508,2450,230,1.0,1.2000000000000004,1.2000000000000002,1.1019444444444448,600,1800,0.75,0.0,335,1,1.0,28,0,68,28,0,0,0,0,410,1,1.0,48,0,48,48,0,0,0,0,550,1,1.0,72,0,24,72,0,0,0,0
96,24,4,3,1.3,1.5,201234447,3535,205,1.0,1.2000000000000004,1.2000000000000002,1.050555555555556,600,1800,0.75,0.791666666666667,205,1,1.0,80,0,16,80,0,0,0,0,205,1,1.0,80,0,16,80,0,0,0,0,205,1,1.0,80,0,16,80,0,0,0,0
96,24,4,4,1.3,1.5,1805179061,15355,205,1.0,1.2000000000000004,1.2000000000000002,0.7426388888888891,13200,15000,0.75,0.33333333333333304,205,2,0.75,32,0,64,32,0,0,0,0,240,2,0.6428571428571429,56,0,40,56,0,0,0,0,255,4,0.6176470588235294,68,0,24,68,4,0,0,0
96,24,4,5,1.3,1.5,2207650137,3000,515,1.0,1.2000000000000004,1.2000000000000002,1.1765277777777783,0,1800,0.75,0.0,600,1,1.0,24,0,72,24,0,0,0,0,670,1,1.0,48,0,48,48,0,0,0,0,710,4,0.9166666666666666,72,0,20,72,4,0,0,0
96,24,4,6,1.3,1.5,1091724155,5520,395,1.0,1.2000000000000004,1.2000000000000002,1.0348611111111115,2400,4200,0.75,0.0,435,1,1.0,24,0,72,24,0,0,0,0,605,1,1.0,48,0,48,48,0,0,0,0,660,1,1.0,72,0,24,72,0,0,0,0
96,24,4,7,1.3,1.5,1082196902,5685,1040,1.0,1.2000000000000004,1.2000000000000002,1.0358333333333336,3000,4200,0.75,0.0,1095,1,1.0,24,0,72,24,0,0,0,0,1245,1,1.0,48,0,48,48,0,0,0,0,1420,1,1.0,72,0,24,72,0,0,0,0
96,24,4,8,1.3,1.5,890659566,2660,440,1.0,1.2000000000000004,1.2000000000000002,1.0864583333333337,600,1800,0.75,0.0,560,1,1.0,24,0,72,24,0,0,0,0,715,1,1.0,48,0,48,48,0,0,0,0,790,1,1.0,72,0,24,72,0,0,0,0
96,24,4,9,1.3,1.5,3485634084,134485,205,1.0,0.7750000000000006,1.2000000000000002,0.7497222222222227,1800,100200,0.75,0.16666666666666696,255,3,0.75,16,0,76,16,4,0,0,0,735,3,0.9,40,0,52,40,4,0,0,0,960,3,0.8125,64,0,28,64,4,0,0,0
96,24,4,10,1.3,1.5,2810430153,8795,205,1.0,1.2000000000000004,1.2000000000000002,0.8770138888888892,6600,8400,0.75,0.125,250,1,1.0,24,0,72,24,0,0,0,0,315,2,0.6923076923076923,52,0,44,52,0,0,0,0,355,1,1.0,72,0,24,72,0,0,0,0
96,24,4,11,1.3,1.5,3014457508,4800,565,1.0,1.2000000000000004,1.2000000000000002,1.0304861111111114,2400,3600,0.75,0.0,815,1,1.0,24,0,72,24,0,0,0,0,885,1,1.0,52,0,44,52,0,0,0,0,920,1,1.0,76,0,20,76,0,0,0,0
96,24,4,12,1.3,1.5,3632549859,28600,675,0.9895833333333334,1.2000000000000004,1.2000000000000002,0.7088888888888892,21000,22200,0.75,0.0,685,3,0.75,16,0,76,16,4,0,0,0,960,3,0.5,40,0,52,40,4,0,0,0,1110,3,0.59375,64,0,28,64,4,0,0,0
96,24,4,13,1.3,1.5,3563370037,5055,205,1.0,1.2000000000000004,1.2000000000000002,1.0402083333333336,3000,4800,0.75,0.708333333333333,205,1,1.0,68,0,28,68,0,0,0,0,205,1,1.0,68,0,28,68,0,0,0,0,225,1,1.0,76,0,20,76,0,0,0,0
