N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus
160,3,heat,3.98,0.7292124999999999,0.026474651791855545,0.11214515000000001,0.017880208333333335,0.002593448128237278,0.01007765628374859,18.298566217643078,16,10,1.0,none,0.0819765625
160,3,heat,5.01,0.6184343750000001,0.033055912475824574,0.1748309359375,0.06793385416666667,0.00179747585529029,0.010996215816159043,8.409526538044268,16,10,1.0,none,0.0445625
160,3,heat,5.62,0.5618609375,0.03258390307722655,0.169873718359375,0.10204635416666667,0.0015900407002824365,0.00857075970171938,4.579125410587039,16,10,1.0,none,0.031148437499999997
160,3,heat,5.75,0.55153125,0.03264658948018154,0.17052796874999998,0.11116875,0.0019762075066860844,0.008489700412430579,5.372921786229101,16,10,1.0,none,0.0296515625
160,3,heat,5.89,0.5417015624999999,0.03325054624639411,0.17689581210937497,0.1175359375,0.0015502557235465,0.007814859281251663,4.173729450512064,16,10,1.0,none,0.028065625
160,3,heat,6.03,0.5324640625,0.03294557357022478,0.17366573085937503,0.12635885416666667,0.0010583512461671992,0.006895577061806036,3.563320329293974,16,10,1.0,none,0.0262765625
160,3,heat,6.31,0.5111328125,0.03300857987273678,0.174330615234375,0.14469322916666666,0.0009385808967771067,0.0065763674754022216,3.240893283187226,16,10,1.0,none,0.02274375
160,3,heat,7.94,0.41775625,0.03348869853678253,0.17943886875000006,0.24903489583333333,0.000837053162770851,0.004984361383759138,1.577730199846598,16,10,1.0,none,0.011909375
160,3,heat,10,0.34558281250000006,0.03291694949360958,0.173364090234375,0.36247708333333334,0.0006994193121294875,0.004245969981579576,0.9620644980830838,16,10,1.0,none,0.0064359375
160,3,heat,15.85,0.248528125,0.030973489010513087,0.1534971234375,0.5595630208333333,0.0004698505455527864,0.002514958232823696,0.5877691693607049,16,10,1.0,none,0.0022546875
160,3,heat,25.1,0.19490937500000002,0.029751306267278,0.1416224359375,0.6936541666666667,0.0005299453492884161,0.002975260886761979,0.5397701914651932,16,10,1.0,none,0.0011796875
160,3,heat,31.6,0.1771546875,0.028270731771610436,0.12787748398437498,0.7398213541666666,0.0004427097367085592,0.002770778307503656,0.5175082981802414,16,10,1.0,none,0.0008500000000000001
160,3,heat,39.8,0.164734375,0.02717973578071308,0.1181980859375,0.776359375,0.00047389356675040737,0.0028104178253679207,0.5144534086332179,16,10,1.0,none,0.0005828125
160,3,heat,63.1,0.14675468749999998,0.026658011692591473,0.11370393398437498,0.8263119791666667,0.0003491577536075878,0.0021658305281857834,0.5127239825894295,16,10,1.0,none,0.00045624999999999995
160,3,heat,79.4,0.142059375,0.02615408798561661,0.10944581093750001,0.8426541666666667,0.0004812188463942368,0.0015034284683830951,0.49241292741575543,16,10,1.0,none,0.0004203125
160,3,heat,100,0.1366359375,0.02587427304043717,0.107116480859375,0.8569744791666667,0.0002779992657504915,0.0021853993297598746,0.5140600849375438,16,10,1.0,none,0.0003703125
160,3,heat,177.8,0.12943125,0.025052537764416204,0.10042074375,0.8783364583333333,0.000356274776811097,0.0018195845103774078,0.4720196774879783,16,10,1.0,none,0.00028125
