N,dims,C,spark,replica,lam,local_heat,sweep,h_per_vertex,d0,d1,d2,d3,d4,d5,d6,d7,melted,pieces_flat,largest_flat,bath_T,total,drift,left,final
216,6 6 6,216,64.0,0,1.25,True,0,0.0,0,0,0,216,0,0,0,0,0,1,216,0.2962962962962963,64.0,0.0,False,False
216,6 6 6,216,64.0,0,1.25,True,250,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,500,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,750,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,1000,0.0,0,0,0,216,0,0,0,0,0,1,216,0.2962962962962963,64.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,1250,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,1500,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,1750,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,2000,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,2250,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,2500,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,2750,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,3000,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,3250,0.0,0,0,0,216,0,0,0,0,0,1,216,0.2962962962962963,64.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,3500,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,3750,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,4000,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,4250,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,4500,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,4750,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,5000,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,5250,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,5500,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,5750,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,6000,0.2962962962962963,0,0,0,204,8,4,0,0,12,1,204,0.0,0.0,0.0,True,False
216,6 6 6,216,64.0,0,1.25,True,6250,0.0,0,0,0,216,0,0,0,0,0,1,216,0.2962962962962963,64.0,0.0,True,False
