N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac
676,0,cool,12.0,0.09825118343195267,0.01097599673727163,0.08143941295857987,0.7468335394323224,9.24736357791894e-05,0.001338642200953415,0.6717054916962212,26,26,1.0,none,0.00010192307692307692,1.0,1.0,0.0,0.0
676,0,cool,11.377,0.10448979289940828,0.011235861805115745,0.08534134318047339,0.7277272241355399,0.00010997758407624361,0.0008274869427702152,0.7144157100020105,26,26,1.0,none,0.0001294378698224852,1.0,1.0,0.0,0.0
676,0,cool,10.786,0.11129955621301776,0.011568786745804246,0.0904736948964497,0.7077022033330251,0.00013743130146120003,0.001290094251545951,0.7264082387075415,26,26,1.0,none,0.0001591715976331361,1.0,1.0,0.0,0.0
676,0,cool,10.226,0.11887707100591716,0.011945561777538178,0.0964627976183432,0.6854033520941198,0.00013263542356734256,0.0013624220574664414,0.8531160744936673,26,26,1.0,none,0.00018846153846153847,1.0,1.0,0.0,0.0
676,0,cool,9.695,0.127171449704142,0.012129426083486883,0.09945513252958582,0.661707048585429,0.00018666567801152374,0.0015804656147359564,0.7991481016950761,26,26,1.0,none,0.00022233727810650885,1.0,1.0,0.0,0.0
676,0,cool,9.192,0.13643387573964497,0.01247718774729565,0.10523982471893492,0.6354645317122781,0.0002114713640206633,0.0017690244387971149,0.8318820180315412,26,26,1.0,none,0.00026893491124260353,1.0,1.0,0.0,0.0
676,0,cool,8.715,0.14718195266272188,0.012970933072672263,0.11373369082840235,0.6068579679410133,0.00010777616893959423,0.0017145265996248858,0.9923377515019666,26,26,1.0,none,0.000345414201183432,1.0,1.0,0.0,0.0
676,0,cool,8.262,0.15830710059171602,0.013185972381727973,0.11753603053254438,0.5778611403245192,0.00016899415905369188,0.0014343174790776014,1.1010843030072615,26,26,1.0,none,0.0004207100591715976,1.0,1.0,0.0,0.0
676,0,cool,7.833,0.17114215976331362,0.01357100765783274,0.1245004402218935,0.5453620504345414,0.00019584106266898367,0.0015368747870487573,1.2116794402281135,26,26,1.0,none,0.0005457100591715977,1.0,1.0,0.0,0.0
676,0,cool,7.426,0.1856147928994083,0.013961880195589258,0.13177545065088755,0.5108390492095044,0.0001769957050953849,0.0019721213923953778,1.4502588482587122,26,26,1.0,none,0.0006868343195266272,1.0,1.0,0.0,0.0
