N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac,swap_rate,round_trips
160,2,temper,2.7,0.9156307291666667,0.02654744609675256,0.11276270308159723,0.0036622569444439757,0.001737393912010186,0.004079475669273473,164.49129657621106,16,10,1.0,none,0.16386583333333332,1.00615,0.9993160416666667,8.333333333333334e-06,8.333333333333334e-06,0.269,4
160,2,temper,2.5,0.9555191666666667,0.024101991345230285,0.0929449578888889,0.0026818055555550896,0.0019026027301940395,0.006187880704374937,170.48471497202772,16,10,1.0,none,0.18061947916666668,1.0464833333333334,0.994085625,0.0,0.0,0.22666666666666666,4
160,2,temper,2.25,0.9889829166666666,0.02715340620578547,0.11796919497222223,0.0018292361111108327,0.003374916947825446,0.012658527432027694,648.0755802678019,16,10,1.0,none,0.20315572916666666,1.3500833333333333,0.953219375,3.083333333333333e-05,1.6666666666666667e-06,0.24466666666666667,4
160,2,temper,2.0,1.0191196875,0.029930551958280746,0.14333407048437494,0.0010761805555554683,0.004996110616119565,0.02876784494501071,2198.415286058041,16,10,1.0,none,0.2582628125,1.726,0.9055379166666666,5.666666666666667e-05,5.666666666666667e-05,,4
160,3,temper,6.31,0.5108501041666667,0.03342203466324,0.17872518416493055,0.14464881944444458,0.0003881105791315838,0.0018972611625074237,3.1774951816428967,16,10,1.0,none,0.0228240625,1.0,1.0,0.0,0.0,0.2654444444444444,2
160,3,temper,5.62,0.5638308333333333,0.033303074453502876,0.1774551628888889,0.10192958333333353,0.0005105349671621596,0.002324244301486162,4.840374785034691,16,10,1.0,none,0.032249479166666664,1.0,1.0,0.0,0.0,0.23244444444444445,2
160,3,temper,5.01,0.6172924999999999,0.03247323683307019,0.16872177766666666,0.06820083333333325,0.0005350341121051429,0.0017354736244776052,7.010977222313696,16,10,1.0,none,0.044535625,1.0,1.0,0.0,0.0,0.23677777777777778,2
160,3,temper,4.5,0.6710009375,0.0312556507250464,0.156306512359375,0.044398784722222404,0.0004370423238691049,0.003387252618602804,10.382210721134456,16,10,1.0,none,0.059305624999999994,1.0,1.0,0.0,0.0,0.2678888888888889,2
160,3,temper,4.1,0.7178892708333333,0.03003159195069945,0.14430344241493057,0.029284236111111177,0.0006768182972203174,0.002339546739066563,15.499397194908834,16,10,1.0,none,0.07613427083333332,1.0,1.0,0.0,0.0,0.2891111111111111,2
160,3,temper,3.75,0.7601788541666666,0.029990183563049416,0.1439057776232639,0.019368159722222337,0.0009312333266288915,0.0033103007592894104,28.70717032347343,16,10,1.0,none,0.09355625,1.0,1.0,0.0,0.0,0.3011111111111111,2
