N,dims,C,spark,replica,lam,sweep,h_per_vertex,d0,d1,d2,d3,d4,d5,d6,d7,melted,pieces_flat,largest_flat,bath_T,total,drift,left,final
512,4 4 32,1024,16.0,0,1.25,0,2.0,0,512,0,0,0,0,0,0,0,0,0,0.015625,16.0,0.0,False,False
512,4 4 32,1024,16.0,0,1.25,200,2.03125,0,496,12,0,4,0,0,0,4,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,400,2.03125,0,496,12,0,4,0,0,0,4,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,600,2.03125,0,484,20,0,8,0,0,0,8,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,800,2.03125,0,460,36,0,16,0,0,0,16,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,1000,2.03125,0,460,36,0,16,0,0,0,16,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,1200,2.03125,0,460,36,0,16,0,0,0,16,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,1400,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,1600,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,1800,2.03125,0,460,36,0,16,0,0,0,16,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,2000,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,2200,2.03125,0,460,36,0,16,0,0,0,16,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,2400,2.03125,0,460,36,0,16,0,0,0,16,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,2600,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,2800,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,3000,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,3200,2.03125,0,460,36,0,16,0,0,0,16,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,3400,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,3600,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,3800,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,4000,2.03125,0,448,44,0,20,0,0,0,20,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,4200,2.03125,0,424,60,0,28,0,0,0,28,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,4400,2.03125,0,424,60,0,28,0,0,0,28,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,4600,2.03125,0,412,68,0,32,0,0,0,32,0,0,0.0,0.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,4800,2.0078125,0,412,68,8,24,0,0,0,24,2,4,0.01171875,12.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,5000,2.0078125,0,412,68,8,24,0,0,0,24,2,4,0.01171875,12.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,5200,1.99609375,0,424,60,12,16,0,0,0,16,1,12,0.017578125,18.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,5400,1.984375,0,412,68,16,16,0,0,0,16,1,16,0.0234375,24.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,5600,1.984375,0,412,68,16,16,0,0,0,16,1,16,0.0234375,24.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,5800,1.984375,0,412,68,16,16,0,0,0,16,1,16,0.0234375,24.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,6000,1.984375,0,412,68,16,16,0,0,0,16,1,16,0.0234375,24.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,6200,1.984375,0,400,76,16,20,0,0,0,20,1,16,0.0234375,24.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,6400,1.984375,0,388,84,16,24,0,0,0,24,1,16,0.0234375,24.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,6600,1.97265625,0,388,84,20,20,0,0,0,20,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,6800,1.97265625,0,388,84,20,20,0,0,0,20,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,7000,1.97265625,0,400,76,20,16,0,0,0,16,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,7200,1.97265625,0,400,76,20,16,0,0,0,16,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,7400,1.97265625,0,400,76,20,16,0,0,0,16,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,7600,1.97265625,0,400,76,20,16,0,0,0,16,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,7800,1.97265625,0,400,76,20,16,0,0,0,16,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,8000,1.97265625,0,400,76,20,16,0,0,0,16,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,8200,1.97265625,0,400,76,20,16,0,0,0,16,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,8400,1.97265625,0,400,76,20,16,0,0,0,16,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,8600,1.97265625,0,376,92,20,24,0,0,0,24,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,8800,1.97265625,0,376,92,20,24,0,0,0,24,1,20,0.029296875,30.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,9000,1.9609375,0,388,84,24,16,0,0,0,16,1,24,0.03515625,36.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,9200,1.9609375,0,376,92,24,20,0,0,0,20,1,24,0.03515625,36.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,9400,1.9609375,0,376,92,24,20,0,0,0,20,1,24,0.03515625,36.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,9600,1.9609375,0,376,92,24,20,0,0,0,20,1,24,0.03515625,36.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,9800,1.9609375,0,364,100,24,24,0,0,0,24,1,24,0.03515625,36.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,10000,1.9609375,0,364,100,24,24,0,0,0,24,1,24,0.03515625,36.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,10200,1.9609375,0,328,124,24,36,0,0,0,36,1,24,0.03515625,36.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,10400,1.94921875,0,328,124,28,32,0,0,0,32,3,24,0.041015625,42.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,10600,1.95703125,0,312,128,32,40,0,0,0,40,3,28,0.037109375,38.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,10800,1.9453125,0,312,128,36,36,0,0,0,36,3,28,0.04296875,44.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,11000,1.9375,0,316,132,32,32,0,0,0,32,3,24,0.046875,48.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,11200,1.92578125,0,304,140,36,32,0,0,0,32,3,28,0.052734375,54.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,11400,1.92578125,0,292,148,36,36,0,0,0,36,3,28,0.052734375,54.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,11600,1.90234375,0,292,148,44,28,0,0,0,28,2,32,0.064453125,66.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,11800,1.90234375,0,304,140,44,24,0,0,0,24,2,32,0.064453125,66.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,12000,1.90234375,0,304,140,44,24,0,0,0,24,2,32,0.064453125,66.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,12200,1.90234375,0,304,140,44,24,0,0,0,24,2,32,0.064453125,66.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,12400,1.87890625,0,304,140,52,16,0,0,0,16,1,52,0.076171875,78.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,12600,1.87890625,0,304,140,52,16,0,0,0,16,1,52,0.076171875,78.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,12800,1.87890625,0,280,156,52,24,0,0,0,24,1,52,0.076171875,78.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,13000,1.87890625,0,280,156,52,24,0,0,0,24,1,52,0.076171875,78.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,13200,1.87890625,0,256,172,52,32,0,0,0,32,1,52,0.076171875,78.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,13400,1.8671875,0,256,172,56,28,0,0,0,28,1,56,0.08203125,84.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,13600,1.84375,0,268,164,64,16,0,0,0,16,1,64,0.09375,96.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,13800,1.8515625,0,264,160,68,20,0,0,0,20,1,68,0.08984375,92.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,14000,1.8515625,0,252,168,68,24,0,0,0,24,1,68,0.08984375,92.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,14200,1.82421875,0,236,176,76,24,0,0,0,24,1,76,0.103515625,106.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,14400,1.828125,0,228,172,80,32,0,0,0,32,2,78,0.1015625,104.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,14600,1.828125,0,228,172,80,32,0,0,0,32,2,78,0.1015625,104.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,14800,1.8359375,0,224,168,84,36,0,0,0,36,2,82,0.09765625,100.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,15000,1.8359375,0,224,168,84,36,0,0,0,36,2,82,0.09765625,100.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,15200,1.8359375,0,212,176,84,40,0,0,0,40,2,82,0.09765625,100.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,15400,1.83203125,0,208,176,84,44,0,0,0,44,2,82,0.099609375,102.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,15600,1.828125,0,192,184,84,52,0,0,0,52,3,80,0.1015625,104.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,15800,1.828125,0,180,192,84,56,0,0,0,56,3,80,0.1015625,104.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,16000,1.8203125,0,188,188,84,52,0,0,0,52,6,66,0.10546875,108.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,16200,1.8203125,0,188,188,84,52,0,0,0,52,6,66,0.10546875,108.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,16400,1.81640625,0,196,180,84,52,0,0,0,52,6,66,0.107421875,110.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,16600,1.81640625,0,184,188,84,56,0,0,0,56,6,66,0.107421875,110.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,16800,1.8046875,0,172,184,92,64,0,0,0,64,5,76,0.11328125,116.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,17000,1.81640625,0,172,184,88,68,0,0,0,68,6,70,0.107421875,110.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,17200,1.8125,0,168,184,88,72,0,0,0,72,6,70,0.109375,112.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,17400,1.796875,0,164,184,92,72,0,0,0,72,5,76,0.1171875,120.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,17600,1.79296875,0,176,180,92,64,0,0,0,64,8,52,0.119140625,122.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,17800,1.7890625,0,172,180,92,68,0,0,0,68,9,52,0.12109375,124.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,18000,1.76953125,0,144,204,88,76,0,0,0,76,8,52,0.130859375,134.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,18200,1.7421875,0,132,220,88,72,0,0,0,72,11,52,0.14453125,148.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,18400,1.7265625,0,128,224,84,76,0,0,0,76,11,48,0.15234375,156.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,18600,1.7109375,0,128,232,80,72,0,0,0,72,11,44,0.16015625,164.0,0.0,True,False
512,4 4 32,1024,16.0,0,1.25,18800,1.70703125,0,104,252,80,76,0,0,0,76,14,32,0.162109375,166.0,0.0,True,False
