N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,f_200,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,0,1.1,1.5,1837721233,19425,5985,1.0,0.40000000000000036,0.40000000000000036,0.2375000000000003,12000,13200,0.75,0.0,5990,1,1.0,16,0,48,16,0,0,0,0,6090,1,1.0,36,0,28,36,0,0,0,0,6180,1,1.0,52,0,12,52,0,0,0,0
64,16,4,1,1.1,1.5,3604436402,10040,2910,1.0,0.40000000000000036,0.40000000000000036,0.23166666666666694,3000,4200,0.75,0.0,5595,1,1.0,16,0,48,16,0,0,0,0,5630,1,1.0,32,0,32,32,0,0,0,0,5705,1,1.0,48,0,16,48,0,0,0,0
64,16,4,2,1.1,1.5,804222341,11190,5320,1.0,0.40000000000000036,0.40000000000000036,0.38375000000000037,0,1800,0.75,0.0,6380,1,1.0,20,0,44,20,0,0,0,0,6405,1,1.0,32,0,32,32,0,0,0,0,6445,1,1.0,48,0,16,48,0,0,0,0
64,16,4,3,1.1,1.5,3744090300,12015,7065,1.0,0.40000000000000036,0.40000000000000036,0.40000000000000036,0,1200,0.75,0.0,10590,1,1.0,20,0,44,20,0,0,0,0,10675,1,1.0,32,0,32,32,0,0,0,0,10775,1,1.0,48,0,16,48,0,0,0,0
64,16,4,4,1.1,1.5,349510317,12115,10125,1.0,0.40000000000000036,0.40000000000000036,0.30458333333333365,600,1800,0.75,0.0,10130,1,1.0,16,0,48,16,0,0,0,0,10165,1,1.0,32,0,32,32,0,0,0,0,10225,1,1.0,48,0,16,48,0,0,0,0
64,16,4,5,1.1,1.5,1673139486,5235,3890,1.0,0.40000000000000036,0.40000000000000036,0.40000000000000036,0,1200,0.75,0.0,3900,1,1.0,16,0,48,16,0,0,0,0,3945,1,1.0,32,0,32,32,0,0,0,0,3975,1,1.0,48,0,16,48,0,0,0,0
64,16,4,6,1.1,1.5,4046499403,14075,8510,1.0,0.40000000000000036,0.40000000000000036,0.23052083333333365,4200,5400,0.75,0.0,8540,1,1.0,20,0,44,20,0,0,0,0,8570,1,1.0,36,0,28,36,0,0,0,0,8610,1,1.0,48,0,16,48,0,0,0,0
64,16,4,7,1.1,1.5,3702122132,6360,3170,1.0,0.40000000000000036,0.40000000000000036,0.34583333333333366,600,1800,0.75,0.0,4295,1,1.0,16,0,48,16,0,0,0,0,4330,1,1.0,32,0,32,32,0,0,0,0,4365,1,1.0,48,0,16,48,0,0,0,0
64,16,4,8,1.1,1.5,537647721,8750,4895,1.0,0.40000000000000036,0.40000000000000036,0.23072916666666696,2400,3600,0.75,0.0,4925,1,1.0,20,0,44,20,0,0,0,0,4950,1,1.0,32,0,32,32,0,0,0,0,5065,1,1.0,48,0,16,48,0,0,0,0
64,16,4,9,1.1,1.5,1897660010,21280,1945,1.0,0.40000000000000036,0.40000000000000036,0.22562500000000033,18000,19200,0.75,0.0,1960,1,1.0,16,0,48,16,0,0,0,0,1990,1,1.0,36,0,28,36,0,0,0,0,2005,1,1.0,48,0,16,48,0,0,0,0
64,16,4,10,1.1,1.5,3162222201,5415,460,1.0,0.40000000000000036,0.40000000000000036,0.23562500000000028,3600,4800,0.75,0.0,485,1,1.0,16,0,48,16,0,0,0,0,540,1,1.0,32,0,32,32,0,0,0,0,575,1,1.0,48,0,16,48,0,0,0,0
64,16,4,11,1.1,1.5,412623672,8160,2765,1.0,0.40000000000000036,0.40000000000000036,0.1748958333333336,1200,2400,0.75,0.0,2770,1,1.0,16,0,48,16,0,0,0,0,2820,1,1.0,32,0,32,32,0,0,0,0,2895,1,1.0,48,0,16,48,0,0,0,0
64,16,4,12,1.1,1.5,1275839825,14780,5430,1.0,0.40000000000000036,0.40000000000000036,0.22104166666666694,6600,7800,0.75,0.0,6800,1,1.0,16,0,48,16,0,0,0,0,6845,1,1.0,32,0,32,32,0,0,0,0,6905,1,1.0,48,0,16,48,0,0,0,0
64,16,4,13,1.1,1.5,172011160,20520,12525,1.0,0.40000000000000036,0.40000000000000036,0.22114583333333362,4200,5400,0.75,0.0,12540,1,1.0,16,0,48,16,0,0,0,0,12575,1,1.0,36,0,28,36,0,0,0,0,12655,1,1.0,48,0,16,48,0,0,0,0
64,16,4,14,1.1,1.5,255382145,5290,2585,1.0,0.40000000000000036,0.40000000000000036,0.22593750000000026,1200,2400,0.75,0.0,2630,1,1.0,16,0,48,16,0,0,0,0,2715,1,1.0,32,0,32,32,0,0,0,0,2860,1,1.0,48,0,16,48,0,0,0,0
64,16,4,15,1.1,1.5,421689255,7445,3730,1.0,0.40000000000000036,0.40000000000000036,0.2075000000000003,2400,3600,0.75,0.0,3745,1,1.0,16,0,48,16,0,0,0,0,3790,1,1.0,32,0,32,32,0,0,0,0,3815,1,1.0,48,0,16,48,0,0,0,0
64,16,4,16,1.1,1.5,2380979854,19915,15455,1.0,0.40000000000000036,0.40000000000000036,0.22500000000000028,3000,4200,0.75,0.0,15475,1,1.0,20,0,44,20,0,0,0,0,15495,1,1.0,32,0,32,32,0,0,0,0,15645,1,1.0,52,0,12,52,0,0,0,0
64,16,4,17,1.1,1.5,1129109008,8935,5655,1.0,0.40000000000000036,0.40000000000000036,0.2375000000000003,1800,3000,0.75,0.0,5665,1,1.0,16,0,48,16,0,0,0,0,5700,1,1.0,32,0,32,32,0,0,0,0,5775,1,1.0,48,0,16,48,0,0,0,0
64,16,4,18,1.1,1.5,1372211815,10325,8265,1.0,0.40000000000000036,0.40000000000000036,0.388541666666667,0,1800,0.75,0.0,8290,1,1.0,16,0,48,16,0,0,0,0,8325,1,1.0,32,0,32,32,0,0,0,0,8425,1,1.0,52,0,12,52,0,0,0,0
64,16,4,19,1.1,1.5,147807188,9710,4985,1.0,0.40000000000000036,0.40000000000000036,0.21322916666666694,3000,4200,0.75,0.0,5345,1,1.0,16,0,48,16,0,0,0,0,5440,1,1.0,32,0,32,32,0,0,0,0,5490,1,1.0,52,0,12,52,0,0,0,0
64,16,4,20,1.1,1.5,1278061025,19430,1120,1.0,0.40000000000000036,0.40000000000000036,0.22531250000000028,6600,7800,0.75,0.0,1120,4,0.25,8,0,52,8,4,0,0,0,11550,1,1.0,36,0,28,36,0,0,0,0,11575,1,1.0,48,0,16,48,0,0,0,0
64,16,4,21,1.1,1.5,683269047,19680,9270,1.0,0.40000000000000036,0.40000000000000036,0.2136458333333336,1800,3000,0.75,0.0,16560,1,1.0,20,0,44,20,0,0,0,0,16580,1,1.0,36,0,28,36,0,0,0,0,16620,1,1.0,48,0,16,48,0,0,0,0
64,16,4,22,1.1,1.5,1605122157,10830,4020,1.0,0.40000000000000036,0.40000000000000036,0.2375000000000003,5400,6600,0.75,0.0,4075,1,1.0,16,0,48,16,0,0,0,0,4100,1,1.0,32,0,32,32,0,0,0,0,4130,1,1.0,48,0,16,48,0,0,0,0
64,16,4,23,1.1,1.5,2522970323,23690,8620,1.0,0.40000000000000036,0.40000000000000036,0.37916666666666704,600,1800,0.75,0.0,14575,1,1.0,16,0,48,16,0,0,0,0,14685,1,1.0,32,0,32,32,0,0,0,0,14735,1,1.0,52,0,12,52,0,0,0,0
64,16,4,24,1.1,1.5,1126561307,11695,7900,1.0,0.40000000000000036,0.40000000000000036,0.23562500000000028,2400,3600,0.75,0.0,7915,1,1.0,16,0,48,16,0,0,0,0,7945,1,1.0,32,0,32,32,0,0,0,0,8070,1,1.0,48,0,16,48,0,0,0,0
64,16,4,25,1.1,1.5,3401574277,24325,6320,1.0,0.40000000000000036,0.40000000000000036,0.22156250000000027,1200,2400,0.75,0.0,21760,1,1.0,16,0,48,16,0,0,0,0,21795,1,1.0,32,0,32,32,0,0,0,0,21885,1,1.0,48,0,16,48,0,0,0,0
64,16,4,26,1.1,1.5,2098262351,1825,445,1.0,0.40000000000000036,0.40000000000000036,0.40000000000000036,0,1200,0.75,0.0,480,1,1.0,16,0,48,16,0,0,0,0,525,1,1.0,36,0,28,36,0,0,0,0,540,1,1.0,48,0,16,48,0,0,0,0
64,16,4,27,1.1,1.5,598544623,11685,670,1.0,0.40000000000000036,0.40000000000000036,0.39312500000000034,0,1800,0.75,0.0,9655,1,1.0,16,0,48,16,0,0,0,0,9790,1,1.0,32,0,32,32,0,0,0,0,9805,1,1.0,52,0,12,52,0,0,0,0
64,16,4,28,1.1,1.5,1901390131,39150,8360,1.0,0.40000000000000036,0.40000000000000036,0.2375000000000003,14400,15600,0.75,0.0,23365,1,1.0,16,0,48,16,0,0,0,0,23405,1,1.0,32,0,32,32,0,0,0,0,23450,1,1.0,48,0,16,48,0,0,0,0
64,16,4,29,1.1,1.5,1757130045,12185,10620,1.0,0.40000000000000036,0.40000000000000036,0.40000000000000036,0,1200,0.75,0.0,10665,1,1.0,16,0,48,16,0,0,0,0,10685,1,1.0,36,0,28,36,0,0,0,0,10760,1,1.0,48,0,16,48,0,0,0,0
96,24,4,0,1.1,1.5,3395987084,39935,5945,1.0,0.40000000000000036,0.40000000000000036,0.3831944444444448,0,1800,0.75,0.0,31890,1,1.0,24,0,72,24,0,0,0,0,32245,1,1.0,48,0,48,48,0,0,0,0,32520,1,1.0,76,0,20,76,0,0,0,0
96,24,4,1,1.1,1.5,2383799866,19115,230,1.0,0.40000000000000036,0.40000000000000036,0.289166666666667,15000,16800,0.75,0.25,205,1,1.0,24,0,72,24,0,0,0,0,260,1,1.0,48,0,48,48,0,0,0,0,365,1,1.0,72,0,24,72,0,0,0,0
96,24,4,2,1.1,1.5,65556403,16435,7620,1.0,0.40000000000000036,0.40000000000000036,0.2529861111111114,7200,8400,0.75,0.0,7720,1,1.0,24,0,72,24,0,0,0,0,7830,1,1.0,48,0,48,48,0,0,0,0,7970,1,1.0,72,0,24,72,0,0,0,0
96,24,4,3,1.1,1.5,4276997529,21765,19325,1.0,0.40000000000000036,0.40000000000000036,0.3823611111111115,0,1800,0.75,0.0,19410,2,0.6666666666666666,24,0,72,24,0,0,0,0,19705,1,1.0,48,0,48,48,0,0,0,0,19780,1,1.0,72,0,24,72,0,0,0,0
96,24,4,4,1.1,1.5,3976355549,13200,2660,1.0,0.40000000000000036,0.40000000000000036,0.40000000000000036,0,1200,0.75,0.0,11455,1,1.0,24,0,72,24,0,0,0,0,11600,1,1.0,52,0,44,52,0,0,0,0,11655,1,1.0,72,0,24,72,0,0,0,0
96,24,4,5,1.1,1.5,1471613957,6525,2590,1.0,0.40000000000000036,0.40000000000000036,0.289791666666667,1800,3600,0.75,0.0,2630,1,1.0,24,0,72,24,0,0,0,0,2685,1,1.0,48,0,48,48,0,0,0,0,2725,1,1.0,72,0,24,72,0,0,0,0
96,24,4,6,1.1,1.5,146293462,21605,450,1.0,0.40000000000000036,0.40000000000000036,0.23069444444444473,3000,4200,0.75,0.0,16940,1,1.0,24,0,72,24,0,0,0,0,17110,1,1.0,48,0,48,48,0,0,0,0,17250,1,1.0,72,0,24,72,0,0,0,0
