N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,0,1.5,1.5,2563663102,505,205,0.953125,0.7473958333333333,2.0,0.75,205,1,1.0,52,0,0,52,12,0,0,0,205,1,1.0,52,0,0,52,12,0,0,0,205,1,1.0,52,0,0,52,12,0,0,0
64,16,4,1,1.5,1.5,266312660,505,205,0.953125,0.8796875,2.0,0.75,205,1,1.0,49,0,2,49,12,1,0,0,205,1,1.0,49,0,2,49,12,1,0,0,205,1,1.0,49,0,2,49,12,1,0,0
64,16,4,2,1.5,1.5,1953588127,505,,0.9375,0.6187499999999999,2.0,0.75,205,1,1.0,41,0,4,41,18,1,0,0,205,1,1.0,41,0,4,41,18,1,0,0,205,1,1.0,41,0,4,41,18,1,0,0
64,16,4,3,1.5,1.5,4276453032,505,205,0.921875,0.4838541666666667,2.0,0.75,205,1,1.0,42,0,1,42,21,0,0,0,205,1,1.0,42,0,1,42,21,0,0,0,205,1,1.0,42,0,1,42,21,0,0,0
64,16,4,4,1.5,1.5,148840576,505,205,0.921875,0.4932291666666666,2.0,0.75,205,2,0.9024390243902439,41,0,2,41,20,1,0,0,205,2,0.9024390243902439,41,0,2,41,20,1,0,0,205,2,0.9024390243902439,41,0,2,41,20,1,0,0
64,16,4,5,1.5,1.5,808767224,505,205,0.984375,0.5567708333333334,2.0,0.75,205,1,1.0,42,0,9,42,13,0,0,0,205,1,1.0,42,0,9,42,13,0,0,0,205,1,1.0,42,0,9,42,13,0,0,0
64,16,4,6,1.5,1.5,3209871319,505,205,0.953125,0.575,2.0,0.75,205,1,1.0,45,0,4,45,14,1,0,0,205,1,1.0,45,0,4,45,14,1,0,0,205,1,1.0,45,0,4,45,14,1,0,0
64,16,4,7,1.5,1.5,3396578518,505,205,0.90625,0.3421875000000001,2.0,0.75,205,2,0.5277777777777778,36,0,2,36,26,0,0,0,205,2,0.5277777777777778,36,0,2,36,26,0,0,0,205,2,0.5277777777777778,36,0,2,36,26,0,0,0
64,16,4,8,1.5,1.5,2100257903,505,205,0.953125,0.49583333333333335,2.0,0.75,205,1,1.0,44,0,4,44,16,0,0,0,205,1,1.0,44,0,4,44,16,0,0,0,205,1,1.0,44,0,4,44,16,0,0,0
64,16,4,9,1.5,1.5,3637997472,505,205,0.9375,0.19947916666666665,2.0,0.75,205,3,0.5,44,0,2,44,18,0,0,0,205,3,0.5,44,0,2,44,18,0,0,0,205,3,0.5,44,0,2,44,18,0,0,0
64,16,4,10,1.5,1.5,3890215550,505,205,0.953125,0.5348958333333333,2.0,0.75,205,1,1.0,40,0,6,40,18,0,0,0,205,1,1.0,40,0,6,40,18,0,0,0,205,1,1.0,40,0,6,40,18,0,0,0
64,16,4,11,1.5,1.5,2304275727,570,205,1.0,1.5416666666666667,2.0,0.75,205,1,1.0,56,0,8,56,0,0,0,0,205,1,1.0,56,0,8,56,0,0,0,0,205,1,1.0,56,0,8,56,0,0,0,0
64,16,4,12,1.5,1.5,4231355554,505,205,0.9375,0.421875,2.0,0.75,205,1,1.0,41,0,4,41,18,1,0,0,205,1,1.0,41,0,4,41,18,1,0,0,205,1,1.0,41,0,4,41,18,1,0,0
64,16,4,13,1.5,1.5,1763628591,505,205,0.984375,0.53125,2.0,0.75,205,2,0.7272727272727273,44,0,8,44,12,0,0,0,205,2,0.7272727272727273,44,0,8,44,12,0,0,0,205,2,0.7272727272727273,44,0,8,44,12,0,0,0
64,16,4,14,1.5,1.5,616176625,505,205,1.0,0.4125000000000001,2.0,0.75,205,2,0.95,40,0,12,40,12,0,0,0,205,2,0.95,40,0,12,40,12,0,0,0,205,2,0.95,40,0,12,40,12,0,0,0
64,16,4,15,1.5,1.5,3732852933,505,205,0.9375,0.996875,2.0,0.75,205,1,1.0,48,0,0,48,16,0,0,0,205,1,1.0,48,0,0,48,16,0,0,0,205,1,1.0,48,0,0,48,16,0,0,0
64,16,4,16,1.5,1.5,985673618,505,205,0.96875,0.43177083333333344,2.0,0.75,205,1,1.0,48,0,4,48,12,0,0,0,205,1,1.0,48,0,4,48,12,0,0,0,205,1,1.0,48,0,4,48,12,0,0,0
64,16,4,17,1.5,1.5,3291798856,505,205,0.96875,0.8390625,2.0,0.75,205,1,1.0,48,0,4,48,12,0,0,0,205,1,1.0,48,0,4,48,12,0,0,0,205,1,1.0,48,0,4,48,12,0,0,0
64,16,4,18,1.5,1.5,2459185073,505,205,0.984375,0.809375,2.0,0.75,205,1,1.0,60,0,0,60,4,0,0,0,205,1,1.0,60,0,0,60,4,0,0,0,205,1,1.0,60,0,0,60,4,0,0,0
64,16,4,19,1.5,1.5,832694848,505,205,0.921875,0.5619791666666667,2.0,0.75,205,1,1.0,44,0,1,44,17,2,0,0,205,1,1.0,44,0,1,44,17,2,0,0,205,1,1.0,44,0,1,44,17,2,0,0
64,16,4,20,1.5,1.5,1243693271,505,205,0.9375,0.6625000000000001,2.0,0.75,205,1,1.0,48,0,0,48,16,0,0,0,205,1,1.0,48,0,0,48,16,0,0,0,205,1,1.0,48,0,0,48,16,0,0,0
64,16,4,21,1.5,1.5,2438108859,505,205,0.953125,0.8578125000000001,2.0,0.75,205,1,1.0,42,0,5,42,17,0,0,0,205,1,1.0,42,0,5,42,17,0,0,0,205,1,1.0,42,0,5,42,17,0,0,0
64,16,4,22,1.5,1.5,603217180,505,205,0.953125,1.31875,2.0,0.75,205,2,0.6,50,0,2,50,10,2,0,0,205,2,0.6,50,0,2,50,10,2,0,0,205,2,0.6,50,0,2,50,10,2,0,0
64,16,4,23,1.5,1.5,2339126479,505,205,0.96875,1.2041666666666666,2.0,0.75,205,1,1.0,48,0,4,48,12,0,0,0,205,1,1.0,48,0,4,48,12,0,0,0,205,1,1.0,48,0,4,48,12,0,0,0
64,16,4,24,1.5,1.5,255051820,505,,0.9375,0.4203125000000001,2.0,0.75,205,1,1.0,44,0,2,44,18,0,0,0,205,1,1.0,44,0,2,44,18,0,0,0,205,1,1.0,44,0,2,44,18,0,0,0
64,16,4,25,1.5,1.5,1154823951,505,205,0.953125,0.7223958333333333,2.0,0.75,205,2,0.5217391304347826,46,0,3,46,15,0,0,0,205,2,0.5217391304347826,46,0,3,46,15,0,0,0,205,2,0.5217391304347826,46,0,3,46,15,0,0,0
64,16,4,26,1.5,1.5,1266047572,505,205,0.9375,0.6838541666666667,2.0,0.75,205,1,1.0,43,0,4,43,14,3,0,0,205,1,1.0,43,0,4,43,14,3,0,0,205,1,1.0,43,0,4,43,14,3,0,0
64,16,4,27,1.5,1.5,2595324811,505,,0.984375,1.3510416666666667,2.0,0.75,205,2,0.6071428571428571,56,0,2,56,6,0,0,0,205,2,0.6071428571428571,56,0,2,56,6,0,0,0,205,2,0.6071428571428571,56,0,2,56,6,0,0,0
64,16,4,28,1.5,1.5,432463918,505,205,0.953125,0.9229166666666666,2.0,0.75,205,1,1.0,50,0,1,50,13,0,0,0,205,1,1.0,50,0,1,50,13,0,0,0,205,1,1.0,50,0,1,50,13,0,0,0
64,16,4,29,1.5,1.5,396120947,505,205,0.9375,1.125,2.0,0.75,205,1,1.0,45,0,2,45,16,1,0,0,205,1,1.0,45,0,2,45,16,1,0,0,205,1,1.0,45,0,2,45,16,1,0,0
